ticker,longName,ROCE (3yr avg),NFAT (3yr avg),SSGR,Av NPM (over 3 years),Av NFA/T (over 3 years),Av Dep%NFA (over 3 years),Av Retention ratio (over 3 years),Interest coverage,tax %,cCFO/cPAT,p/a,p/e,EY,Earnings Growth 5yr cagr,Sales Growth 5yr cagr,PEG,p/s,d/e,d/e_market,FCF%,FCF/CFO,3-5yr Average ROA (%),3-5yr Average ROE (%),moving_averages.current_price,moving_averages.SMA_20,moving_averages.SMA_50,moving_averages.SMA_200,moving_averages.above_50,moving_averages.above_200,moving_averages.golden_cross,moving_averages.dist_from_20,moving_averages.dist_from_50,moving_averages.dist_from_200,moving_averages.score,moving_averages.max_score,moving_averages.signal,macd.MACD,macd.MACD_signal,macd.MACD_hist,macd.bullish_crossover,macd.above_zero,macd.histogram_positive,macd.histogram_growing,macd.recent_crossover,macd.crossover_days_ago,macd.score,macd.max_score,macd.signal,rsi.RSI,rsi.not_overbought,rsi.above_50,rsi.in_sweet_spot,rsi.zone,rsi.score,rsi.max_score,rsi.signal,vwma.current_price,vwma.VWMA,vwma.above_vwma,vwma.vwma_rising,vwma.volume_pattern_bullish,vwma.current_volume,vwma.avg_volume,vwma.volume_ratio,vwma.avg_volume_up_days,vwma.avg_volume_down_days,vwma.score,vwma.max_score,vwma.signal,profitability_pct,growth_pct,valuation_pct,financial_health_pct,cashflow_quality_pct,ma_pct,ma_distance_bonus,macd_pct,macd_crossover_bonus,rsi_pct,vwma_pct,vwma_volume_bonus,fundamental_total_score,technical_total_score,combined_score
ELWS,"Earlyworks Co., Ltd",-154.745,24.971,-8892.853,-355.555,24.971,14.389,100.0,-142.469,-0.0,0.561,-44.599,inf,-1290.601,0.0,-1.708,inf,0.04516684,0.157,2.606,87.25,0.965,-64.405,-110.166,6.52,5.414,5.116,3.222,True,True,True,20.434,27.433,102.378,3.0,3.0,WAIT - Extended above MA,0.197,0.084,0.113,True,True,True,True,True,2.0,3.0,3.0,STRONG BUY - Fresh crossover (2 days ago),65.118,True,True,True,Bullish,3.0,3.0,BUY - Acceptable zone,6.52,5.584,True,False,False,48749.0,17117.45,2.848,19835.571,30050.0,1.0,3.0,HOLD - Above VWMA but watch volume,12.0,0.0,20.0,25.0,60.0,100.0,0.0,100.0,5.0,100.0,33.3,0.0,21.0,80.0,38.7
ELWT,"Elauwit Connection, Inc.",193.777,-1.0,39.278,-54.732,-1.0,15.455,100.0,-12.62,-0.029,0.952,-246.733,inf,-11.166,0.0,116.543,inf,1.5363705,-1.193,0.112,111.428,1.019,-133.559,92.787,4.7,5.572,,,False,False,False,-15.65,,,0.0,3.0,AVOID,-0.536,-0.495,-0.041,False,False,False,True,False,,0.0,3.0,AVOID - Bearish momentum,31.104,True,False,False,Bearish,1.0,3.0,"CAUTION - Oversold, wait for bounce confirmation",4.7,5.838,False,False,False,36075.0,75073.75,0.481,32850.0,45229.167,0.0,3.0,"AVOID - Below VWMA, weak support",56.0,40.0,20.0,55.0,73.3,0.0,0.0,0.0,0.0,33.3,0.0,0.0,48.0,6.667,35.6
EM,Smart Share Global Limited,-5.109,5.134,-146.698,-7.821,5.134,52.293,235.139,inf,135.42,-1.469,-0.306,inf,-5.433,0.0,-19.156,inf,0.153946,0.002,0.026,1589.198,0.838,-4.485,-6.484,1.15,1.281,1.331,1.217,False,False,True,-10.226,-13.625,-5.517,1.0,3.0,AVOID,-0.053,-0.039,-0.014,False,False,False,True,False,,0.0,3.0,AVOID - Bearish momentum,19.56,True,False,False,Oversold,1.0,3.0,"CAUTION - Oversold, wait for bounce confirmation",1.15,1.288,False,False,False,238510.0,805995.5,0.296,324800.0,1182942.0,0.0,3.0,"AVOID - Below VWMA, weak support",12.0,0.0,20.0,80.0,60.0,33.3,0.0,0.0,0.0,33.3,0.0,0.0,32.0,16.667,27.4
EMB,,,,,,,,,,,,,,,,,,,,,,,,,96.3,96.139,95.728,91.25,True,True,True,0.168,0.597,5.535,3.0,3.0,BUY - Ideal pullback entry,0.233,0.25,-0.016,False,True,False,False,True,10.0,1.0,3.0,AVOID - Bearish momentum,56.223,True,True,True,Bullish,3.0,3.0,STRONG BUY - Ideal zone,96.3,96.073,True,True,True,9303332.0,5862501.6,1.587,4611258.0,4018660.0,3.0,3.0,STRONG BUY - Institutional accumulation,0.0,0.0,0.0,0.0,0.0,100.0,5.0,33.3,0.0,100.0,100.0,5.0,0.0,81.667,24.5
EMBC,Embecta Corp.,23.75,3.825,3.337,7.361,3.825,12.653,56.796,2.762,30.007,1.512,7.422,7.198,13.818,-25.208,-1.471,-0.286,0.63903356,-1.936,2.072,191.195,0.838,6.192,-9.127,11.66,11.758,12.834,12.14,False,False,True,-0.838,-9.146,-3.953,1.0,3.0,AVOID,-0.249,-0.321,0.072,True,False,True,False,False,,2.0,3.0,HOLD - Bullish but watch for weakening,40.668,True,False,True,Bearish,2.0,3.0,BUY - Acceptable zone,11.66,11.719,False,False,True,455737.0,755036.85,0.604,609950.0,396987.4,1.0,3.0,"AVOID - Below VWMA, weak support",28.0,15.0,70.0,25.0,100.0,33.3,5.0,66.7,0.0,66.7,33.3,5.0,44.0,51.667,46.3
EMCB,,,,,,,,,,,,,,,,,,,,,,,,,66.785,66.658,66.445,64.641,True,True,True,0.191,0.512,3.317,3.0,3.0,BUY - Ideal pullback entry,0.091,0.104,-0.013,False,True,False,True,True,3.0,1.0,3.0,AVOID - Bearish momentum,54.915,True,True,True,Bullish,3.0,3.0,STRONG BUY - Ideal zone,66.785,66.677,True,True,True,1960.0,3153.0,0.622,3890.0,2140.0,3.0,3.0,STRONG BUY - Institutional accumulation,0.0,0.0,0.0,0.0,0.0,100.0,5.0,33.3,5.0,100.0,100.0,5.0,0.0,86.667,26.0
EMEQ,,,,,,,,,,,,,,,,,,,,,,,,,41.957,38.685,38.291,31.518,True,True,True,8.458,9.575,33.121,3.0,3.0,WAIT - Extended above MA,0.787,0.436,0.351,True,True,True,True,True,7.0,3.0,3.0,BUY - Momentum building,74.286,False,True,False,Overbought,1.0,3.0,"WAIT - Overbought, pullback likely",41.957,39.295,True,True,True,196865.0,62453.25,3.152,84783.125,13100.0,3.0,3.0,STRONG BUY - Institutional accumulation,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,33.3,100.0,5.0,0.0,76.667,23.0
EMIF,,,,,,,,,,,,,,,,,,,,,,,,,26.613,26.587,26.158,23.646,True,True,True,0.098,1.741,12.55,3.0,3.0,BUY - Ideal pullback entry,0.12,0.166,-0.046,False,True,False,True,True,5.0,1.0,3.0,AVOID - Bearish momentum,53.534,True,True,True,Bullish,3.0,3.0,STRONG BUY - Ideal zone,26.613,26.591,True,False,False,11045.0,2962.25,3.729,3174.167,4433.333,1.0,3.0,HOLD - Above VWMA but watch volume,0.0,0.0,0.0,0.0,0.0,100.0,5.0,33.3,5.0,100.0,33.3,0.0,0.0,71.667,21.5
EMIS,,,,,,,,,,,,,,,,,,,,,,,,,9.95,10.001,,,False,False,False,-0.512,,,0.0,3.0,AVOID,0.002,0.011,-0.008,False,True,False,False,False,,1.0,3.0,AVOID - Bearish momentum,33.401,True,False,False,Bearish,1.0,3.0,"CAUTION - Oversold, wait for bounce confirmation",9.95,10.008,False,True,False,0.0,28605.0,0.0,0.0,1400.0,1.0,3.0,"AVOID - Below VWMA, weak support",0.0,0.0,0.0,0.0,0.0,0.0,5.0,33.3,0.0,33.3,33.3,0.0,0.0,23.333,7.0
EMISR,,,,,,,,,,,,,,,,,,,,,,,,,0.152,,,,False,False,False,,,,0.0,3.0,AVOID,,,,,,,,,,0.0,,N/A,,,,,,0.0,,N/A,,,,,,,,,,,0.0,,N/A,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.5
EML,The Eastern Company,8.904,6.791,-5.976,1.532,6.791,15.597,92.511,7.404,22.6,2.562,-3.384,16.09,-7.16,0.0,3.428,inf,0.461518,0.455,0.506,-127.109,0.66,2.004,4.562,19.63,19.687,19.88,22.182,False,False,False,-0.29,-1.259,-11.505,0.0,3.0,AVOID,-0.079,-0.102,0.022,True,False,True,False,True,5.0,2.0,3.0,STRONG BUY - Fresh crossover (5 days ago),49.094,True,False,True,Bearish,2.0,3.0,STRONG BUY - Ideal zone,19.63,19.654,False,False,True,12287.0,16784.35,0.732,31500.0,12637.4,1.0,3.0,"AVOID - Below VWMA, weak support",12.0,0.0,40.0,70.0,53.3,0.0,5.0,66.7,5.0,66.7,33.3,5.0,33.0,46.667,37.1
EMPD,Empery Digital Inc.,-1452.655,1.883,-2090.815,-1087.462,1.883,43.19,100.0,-41.966,-0.0,0.627,-205.683,0.013,-28.955,0.0,107.971,inf,59.947277,-0.041,0.005,35.925,0.957,-244.925,-171.009,4.65,4.514,5.342,6.934,False,False,False,3.007,-12.956,-32.938,0.0,3.0,AVOID,-0.241,-0.334,0.092,True,False,True,True,True,9.0,2.0,3.0,BUY - Momentum building,47.835,True,False,True,Bearish,2.0,3.0,STRONG BUY - Ideal zone,4.65,4.535,True,False,False,313636.0,591771.8,0.53,468789.333,644500.0,1.0,3.0,HOLD - Above VWMA but watch volume,0.0,35.0,30.0,45.0,33.3,0.0,5.0,66.7,0.0,66.7,33.3,0.0,27.0,36.667,29.9
EMPG,Empro Group Inc.,35.89,6.994,10.607,5.302,6.994,24.325,94.201,9.82,24.159,0.79,19.859,192.889,0.525,,-1.951,,26.08116,2.058,0.011,-2.192,-1.052,18.751,61.455,17.36,17.36,17.36,,False,False,False,0.0,0.0,,0.0,3.0,AVOID,0.035,0.052,-0.016,False,True,False,True,False,,1.0,3.0,AVOID - Bearish momentum,71.539,False,True,False,Overbought,1.0,3.0,"WAIT - Overbought, pullback likely",,,,,,,,,,,0.0,,N/A,84.0,15.0,0.0,85.0,0.0,0.0,5.0,33.3,0.0,33.3,0.0,0.0,41.0,18.333,34.2
EMXC,,,,,,,,,,,,,,,,,,,,,,,,,74.42,71.17,70.489,62.994,True,True,True,4.567,5.577,18.138,3.0,3.0,BUY - Ideal pullback entry,0.89,0.567,0.323,True,True,True,True,True,7.0,3.0,3.0,BUY - Momentum building,74.964,False,True,False,Overbought,1.0,3.0,"WAIT - Overbought, pullback likely",74.42,70.67,True,True,False,1892667.0,1954723.35,0.968,1438120.875,1479500.0,2.0,3.0,HOLD - Above VWMA but watch volume,0.0,0.0,0.0,0.0,0.0,100.0,5.0,100.0,0.0,33.3,66.7,0.0,0.0,71.667,21.5
EMXF,,,,,,,,,,,,,,,,,,,,,,,,,47.353,46.021,45.829,42.156,True,True,True,2.894,3.325,12.327,3.0,3.0,BUY - Ideal pullback entry,0.359,0.226,0.133,True,True,True,True,True,8.0,3.0,3.0,BUY - Momentum building,69.022,True,True,True,Bullish,3.0,3.0,BUY - Acceptable zone,47.353,45.902,True,True,True,2734.0,6301.7,0.434,7419.143,2600.0,3.0,3.0,STRONG BUY - Institutional accumulation,0.0,0.0,0.0,0.0,0.0,100.0,5.0,100.0,0.0,100.0,100.0,5.0,0.0,95.0,28.5
ENDW,,,,,,,,,,,,,,,,,,,,,,,,,31.088,30.933,30.553,,True,False,False,0.502,1.75,,1.0,3.0,AVOID,0.176,0.186,-0.01,False,True,False,False,True,8.0,1.0,3.0,AVOID - Bearish momentum,57.578,True,True,True,Bullish,3.0,3.0,STRONG BUY - Ideal zone,31.088,30.899,True,True,False,1787.0,4534.35,0.394,3431.167,3700.0,2.0,3.0,HOLD - Above VWMA but watch volume,0.0,0.0,0.0,0.0,0.0,33.3,5.0,33.3,0.0,100.0,66.7,0.0,0.0,51.667,15.5
ENGN,enGene Holdings Inc.,-64.732,0.0,-20.697,-1.0,0.0,20.697,100.0,-41.137,-0.0,0.64,-37.697,inf,-19.787,0.0,0.0,inf,0,0.117,0.054,85.867,1.079,-103.973,-219.933,8.85,8.628,7.939,5.447,True,True,True,2.579,11.472,62.473,3.0,3.0,BUY - Ideal pullback entry,0.336,0.33,0.005,True,True,True,False,True,9.0,3.0,3.0,HOLD - Bullish but watch for weakening,54.872,True,True,True,Bullish,3.0,3.0,STRONG BUY - Ideal zone,8.85,8.685,True,True,True,127067.0,269458.35,0.472,297500.0,209389.0,3.0,3.0,STRONG BUY - Institutional accumulation,0.0,0.0,0.0,50.0,60.0,100.0,5.0,100.0,0.0,100.0,100.0,5.0,19.0,95.0,41.8
ENGNW,enGene Holdings Inc.,-64.732,0.0,-20.697,-1.0,0.0,20.697,100.0,-41.137,-0.0,0.64,-37.697,inf,-3910066666.667,0.0,0.0,inf,0,0.117,0.0,85.867,1.079,-103.973,-219.933,3.0,,,,False,False,False,,,,0.0,3.0,AVOID,,,,,,,,,,0.0,,N/A,,,,,,0.0,,N/A,,,,,,,,,,,0.0,,N/A,0.0,0.0,0.0,50.0,60.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,19.0,5.0,14.8
ENGS,Energys Group Limited,33.746,2.127,-62.082,-26.793,2.127,5.088,100.0,-0.421,-0.227,0.831,-13.964,inf,-9.181,0.0,-2.252,inf,1.7524672,-1.479,0.723,132.12,,-11.914,18.891,0.845,0.814,2.926,,False,False,False,3.861,-71.108,,0.0,3.0,AVOID,-0.436,-0.601,0.166,True,False,True,False,False,,2.0,3.0,HOLD - Bullish but watch for weakening,36.17,True,False,False,Bearish,1.0,3.0,"CAUTION - Oversold, wait for bounce confirmation",0.845,0.876,False,False,True,46495.0,246349.75,0.189,587833.333,118782.5,1.0,3.0,"AVOID - Below VWMA, weak support",40.0,0.0,20.0,35.0,46.7,0.0,5.0,66.7,0.0,33.3,33.3,5.0,28.0,35.0,30.1
ENHU,,,,,,,,,,,,,,,,,,,,,,,,,25.267,25.232,,,False,False,False,0.136,,,0.0,3.0,AVOID,0.118,0.118,-0.001,False,True,False,False,True,8.0,1.0,3.0,AVOID - Bearish momentum,53.403,True,True,True,Bullish,3.0,3.0,STRONG BUY - Ideal zone,25.267,25.249,True,True,True,40.0,1622.0,0.025,1168.0,75.0,3.0,3.0,STRONG BUY - Institutional accumulation,0.0,0.0,0.0,0.0,0.0,0.0,5.0,33.3,0.0,100.0,100.0,5.0,0.0,51.667,15.5
ENLT,Enlight Renewable Energy Ltd,3.909,0.103,-0.704,17.041,0.103,2.463,100.0,1.603,21.556,3.21,0.954,50.2,0.702,45.548,57.301,1.102,13.758898,2.668,0.495,,-3.922,0.945,4.191,47.69,42.069,38.846,27.044,True,True,True,13.361,22.767,76.342,3.0,3.0,WAIT - Extended above MA,2.114,1.716,0.398,True,True,True,True,True,8.0,3.0,3.0,BUY - Momentum building,72.314,False,True,False,Overbought,1.0,3.0,"WAIT - Overbought, pullback likely",47.69,42.89,True,True,True,72931.0,34476.55,2.115,48047.286,40600.0,3.0,3.0,STRONG BUY - Institutional accumulation,16.0,85.0,20.0,60.0,40.0,100.0,0.0,100.0,0.0,33.3,100.0,5.0,43.0,76.667,53.1
ENLV,Enlivex Therapeutics Ltd.,-62.17,0.0,-14.656,-1.0,0.0,14.656,100.0,inf,-0.0,0.871,-40.765,inf,-8.378,0.0,0.0,inf,0,0.018,0.003,87.325,0.932,-38.889,-45.906,0.755,0.88,0.955,1.06,False,False,False,-14.181,-20.986,-28.796,0.0,3.0,AVOID,-0.074,-0.061,-0.013,False,False,False,True,False,,0.0,3.0,AVOID - Bearish momentum,38.147,True,False,False,Bearish,1.0,3.0,"CAUTION - Oversold, wait for bounce confirmation",0.755,0.923,False,False,False,396490.0,754874.5,0.525,395597.5,536600.0,0.0,3.0,"AVOID - Below VWMA, weak support",0.0,0.0,0.0,85.0,73.3,0.0,0.0,0.0,0.0,33.3,0.0,0.0,28.0,6.667,21.6
ENPH,"Enphase Energy, Inc.",14.054,13.997,159.6,14.642,13.997,45.341,100.0,10.157,14.565,2.128,3.035,23.116,2.324,-11.326,-1.262,-2.041,2.9202476,1.33,0.296,467.659,0.893,9.764,39.231,33.75,32.326,31.143,39.517,True,False,False,4.405,8.37,-14.594,1.0,3.0,AVOID,0.597,0.521,0.076,True,True,True,True,False,,3.0,3.0,BUY - Momentum building,60.002,True,True,True,Bullish,3.0,3.0,BUY - Acceptable zone,33.75,32.221,True,True,True,6750590.0,5666594.5,1.191,4505231.667,4157833.333,3.0,3.0,STRONG BUY - Institutional accumulation,48.0,15.0,30.0,80.0,100.0,33.3,5.0,100.0,0.0,100.0,100.0,5.0,52.0,75.0,58.9
ENSC,"Ensysce Biosciences, Inc.",706.549,0.0,-0.0,-1.0,0.0,0.0,100.0,-5.215,-0.0,0.618,-294.929,inf,-233.922,0.0,0.0,inf,0.76078063,-0.934,0.088,93.937,,-208.317,210.03,0.94,1.244,1.666,2.146,False,False,False,-24.437,-43.594,-56.207,0.0,3.0,AVOID,-0.213,-0.204,-0.009,False,False,False,True,False,,0.0,3.0,AVOID - Bearish momentum,23.012,True,False,False,Oversold,1.0,3.0,"CAUTION - Oversold, wait for bounce confirmation",0.94,1.368,False,False,False,52153.0,446957.65,0.117,71151.0,142566.667,0.0,3.0,"AVOID - Below VWMA, weak support",56.0,0.0,20.0,55.0,33.3,0.0,0.0,0.0,0.0,33.3,0.0,0.0,34.0,6.667,25.8
ENSG,"The Ensign Group, Inc.",9.529,1.395,6.114,6.678,1.395,2.698,94.614,43.242,22.698,1.373,7.133,31.113,2.958,13.79,17.483,2.256,2.0860019,1.323,0.196,63.41,-0.167,6.546,18.018,173.92,176.345,180.016,158.577,False,True,True,-1.375,-3.386,9.675,2.0,3.0,WAIT - Partial trend,-1.117,-0.906,-0.211,False,False,False,False,True,9.0,0.0,3.0,AVOID - Bearish momentum,39.826,True,False,False,Bearish,1.0,3.0,"CAUTION - Oversold, wait for bounce confirmation",173.92,176.821,False,False,True,177623.0,357356.15,0.497,637250.0,316417.571,1.0,3.0,"AVOID - Below VWMA, weak support",12.0,55.0,20.0,100.0,60.0,66.7,5.0,0.0,0.0,33.3,33.3,5.0,47.0,41.667,45.4
ENTA,"Enanta Pharmaceuticals, Inc.",-32.554,1.534,-244.222,-155.295,1.534,5.983,100.0,-11.112,1.987,0.631,-21.741,inf,-19.675,0.0,-8.815,inf,6.3712983,0.45,0.139,39.282,0.037,-29.807,-58.452,14.42,15.127,13.222,8.829,True,True,True,-4.671,9.061,63.324,3.0,3.0,STRONG BUY - At MA support,0.705,0.839,-0.135,False,True,False,False,True,8.0,1.0,3.0,AVOID - Bearish momentum,47.684,True,False,True,Bearish,2.0,3.0,STRONG BUY - Ideal zone,14.42,15.221,False,False,True,353388.0,388559.4,0.909,681050.0,362317.6,1.0,3.0,"AVOID - Below VWMA, weak support",0.0,0.0,0.0,60.0,6.7,100.0,5.0,33.3,0.0,66.7,33.3,5.0,13.0,65.0,28.6
ENTG,"Entegris, Inc.",5.858,2.428,-10.401,6.842,2.428,22.503,72.848,2.022,8.797,1.869,3.322,47.137,2.156,-13.716,12.132,-3.437,4.2132697,1.189,0.299,107.968,0.058,5.315,11.511,89.56,88.101,85.001,83.152,True,True,True,1.655,5.363,7.706,3.0,3.0,BUY - Ideal pullback entry,0.563,0.64,-0.077,False,True,False,True,False,,1.0,3.0,AVOID - Bearish momentum,57.404,True,True,True,Bullish,3.0,3.0,STRONG BUY - Ideal zone,89.56,88.178,True,True,False,2941048.0,2557157.4,1.15,1915449.6,2621225.0,2.0,3.0,HOLD - Above VWMA but watch volume,0.0,15.0,0.0,55.0,73.3,100.0,5.0,33.3,0.0,100.0,66.7,0.0,25.0,71.667,39.0
ENTX,Entera Bio Ltd.,-103.477,0.29,-2199.377,-7512.874,0.29,18.263,100.0,,-0.147,0.817,-81.096,inf,-11.755,0.0,-31.816,inf,654.5751,0.026,0.003,71.491,0.984,-68.838,-78.454,1.77,1.97,2.358,2.068,False,False,True,-10.175,-24.946,-14.406,1.0,3.0,AVOID,-0.146,-0.155,0.009,True,False,True,False,True,3.0,2.0,3.0,STRONG BUY - Fresh crossover (3 days ago),37.782,True,False,False,Bearish,1.0,3.0,"CAUTION - Oversold, wait for bounce confirmation",1.77,1.885,False,False,True,156243.0,140692.15,1.111,264233.333,222923.833,1.0,3.0,"AVOID - Below VWMA, weak support",0.0,0.0,0.0,55.0,60.0,33.3,0.0,66.7,5.0,33.3,33.3,5.0,20.0,45.0,27.5
ENVB,"Enveric Biosciences, Inc.",-556.08,0.0,-69.023,-1.0,0.0,69.023,100.0,,-0.093,0.534,-222.682,0.003,-254.941,0.0,0.0,inf,0,,,,1.018,-166.958,-266.857,3.67,5.297,5.829,11.875,False,False,False,-30.719,-37.034,-69.095,0.0,3.0,AVOID,-0.677,-0.512,-0.166,False,False,False,True,False,,0.0,3.0,AVOID - Bearish momentum,38.058,True,False,False,Bearish,1.0,3.0,"CAUTION - Oversold, wait for bounce confirmation",3.67,9.601,False,False,False,39708.0,2067475.4,0.019,62527.0,90280.0,0.0,3.0,"AVOID - Below VWMA, weak support",0.0,0.0,30.0,15.0,26.7,0.0,0.0,0.0,0.0,33.3,0.0,0.0,13.0,6.667,11.1
ENVX,Enovix Corporation,-33.337,0.081,-142.858,-1532.007,0.081,18.44,100.0,-29.595,0.622,0.566,-39.383,inf,-13.052,0.0,0.0,inf,56.728992,0.746,0.113,83.162,0.951,-30.149,-52.856,7.89,8.176,8.882,9.447,False,False,False,-3.498,-11.174,-16.482,0.0,3.0,AVOID,-0.306,-0.313,0.007,True,False,True,True,True,1.0,2.0,3.0,STRONG BUY - Fresh crossover (1 days ago),46.802,True,False,True,Bearish,2.0,3.0,STRONG BUY - Ideal zone,7.89,8.235,False,False,True,5235071.0,6054263.55,0.865,6563617.75,4278500.0,1.0,3.0,"AVOID - Below VWMA, weak support",0.0,0.0,0.0,60.0,60.0,0.0,5.0,66.7,5.0,66.7,33.3,5.0,21.0,46.667,28.7
ENZL,,,,,,,,,,,,,,,,,,,,,,,,,45.472,45.325,44.958,44.389,True,True,True,0.323,1.143,2.438,3.0,3.0,BUY - Ideal pullback entry,0.143,0.135,0.008,True,True,True,False,True,6.0,3.0,3.0,HOLD - Bullish but watch for weakening,55.137,True,True,True,Bullish,3.0,3.0,STRONG BUY - Ideal zone,45.472,45.284,True,True,True,23201.0,11900.05,1.95,34640.2,4666.667,3.0,3.0,STRONG BUY - Institutional accumulation,0.0,0.0,0.0,0.0,0.0,100.0,5.0,100.0,0.0,100.0,100.0,5.0,0.0,95.0,28.5
EOLS,"Evolus, Inc.",-33.927,32.023,-1148.745,-33.177,32.023,86.344,100.0,-1.454,-1.335,0.73,-26.678,inf,-11.575,0.0,38.756,inf,1.5239813,-6.283,0.298,45.264,1.477,-27.473,1523.19,6.72,6.939,6.899,8.438,False,False,False,-3.156,-2.597,-20.361,0.0,3.0,AVOID,-0.047,0.003,-0.05,False,False,False,True,False,,0.0,3.0,AVOID - Bearish momentum,45.083,True,False,True,Bearish,2.0,3.0,STRONG BUY - Ideal zone,6.72,6.945,False,False,False,557017.0,825195.85,0.675,591683.4,1124000.0,0.0,3.0,"AVOID - Below VWMA, weak support",40.0,35.0,20.0,45.0,33.3,0.0,5.0,0.0,0.0,66.7,0.0,0.0,35.0,18.333,30.0
EOSE,"Eos Energy Enterprises, Inc.",-315.771,0.514,-1236.438,-2359.457,0.514,24.649,100.0,-5.885,-0.003,0.482,-367.774,inf,-16.316,0.0,50.282,inf,66.24151,-2.892,0.076,27.282,0.986,-175.874,95.053,12.97,13.373,14.208,8.559,False,True,True,-3.014,-8.711,51.532,2.0,3.0,WAIT - Partial trend,-0.673,-0.578,-0.095,False,False,False,True,False,,0.0,3.0,AVOID - Bearish momentum,49.089,True,False,True,Bearish,2.0,3.0,STRONG BUY - Ideal zone,12.97,13.736,False,False,False,14946015.0,14674480.75,1.019,11574128.75,12463125.0,0.0,3.0,"AVOID - Below VWMA, weak support",28.0,35.0,0.0,50.0,33.3,66.7,5.0,0.0,0.0,66.7,0.0,0.0,29.0,38.333,31.8
EPOW,"Sunrise New Energy Co., Ltd.",-36.608,1.087,-54.607,-43.761,1.087,7.061,100.0,-8.221,-0.031,0.409,-9.773,inf,-36.253,0.0,106.241,inf,0.6018139,19.092,1.555,66.379,1.217,-17.969,20.987,1.01,0.993,1.093,0.999,False,True,True,1.753,-7.594,1.103,2.0,3.0,WAIT - Partial trend,-0.03,-0.039,0.009,True,False,True,True,True,7.0,2.0,3.0,BUY - Momentum building,48.124,True,False,True,Bearish,2.0,3.0,STRONG BUY - Ideal zone,1.01,1.034,False,False,False,106234.0,261961.7,0.406,146622.333,174733.333,0.0,3.0,"AVOID - Below VWMA, weak support",20.0,35.0,20.0,25.0,46.7,66.7,5.0,66.7,0.0,66.7,0.0,0.0,28.0,51.667,35.1
EPRX,Eupraxia Pharmaceuticals Inc.,-1100.655,0.0,-32.785,-1.0,0.0,32.785,100.0,-44.739,-0.007,0.849,-125.838,inf,-6.652,0.0,0.0,inf,0,0.032,0.0,118.022,1.005,-98.527,-243.937,7.57,6.706,6.256,5.103,True,True,True,12.884,20.996,48.336,3.0,3.0,WAIT - Extended above MA,0.407,0.3,0.107,True,True,True,False,False,,3.0,3.0,HOLD - Bullish but watch for weakening,70.552,False,True,False,Overbought,1.0,3.0,"WAIT - Overbought, pullback likely",7.57,6.764,True,True,True,144407.0,144350.35,1.0,226329.571,55900.0,3.0,3.0,STRONG BUY - Institutional accumulation,0.0,0.0,0.0,50.0,73.3,100.0,0.0,100.0,0.0,33.3,100.0,5.0,21.0,76.667,37.7
EPSM,Epsium Enterprise Limited,30.16,65.479,533.7,8.261,65.479,7.217,100.0,inf,30.454,0.467,2.556,inf,0.98,-35.857,-11.734,-inf,3.3249218,0.021,0.006,-537.007,0.999,19.646,33.19,2.09,2.552,6.122,,False,False,False,-18.111,-65.861,,0.0,3.0,AVOID,-1.243,-1.608,0.365,True,False,True,False,False,,2.0,3.0,HOLD - Bullish but watch for weakening,30.707,True,False,False,Bearish,1.0,3.0,"CAUTION - Oversold, wait for bounce confirmation",2.09,2.822,False,False,False,38326.0,110001.3,0.348,38326.0,53875.0,0.0,3.0,"AVOID - Below VWMA, weak support",84.0,15.0,10.0,90.0,26.7,0.0,0.0,66.7,0.0,33.3,0.0,0.0,48.0,20.0,39.6
EPSN,Epsilon Energy Ltd.,17.47,0.597,-4.299,26.417,0.597,0.0,-27.279,105.054,45.801,1.666,1.554,17.037,1.51,-43.156,-9.412,-0.395,2.7924993,0.005,0.004,-1023.478,-0.44,12.633,15.484,4.6,4.781,4.749,5.899,False,False,False,-3.792,-3.131,-22.025,0.0,3.0,AVOID,-0.032,-0.013,-0.019,False,False,False,False,False,,0.0,3.0,AVOID - Bearish momentum,43.036,True,False,True,Bearish,2.0,3.0,BUY - Acceptable zone,4.6,4.756,False,False,True,94189.0,135384.45,0.696,161300.0,158255.571,1.0,3.0,"AVOID - Below VWMA, weak support",48.0,15.0,30.0,75.0,40.0,0.0,5.0,0.0,0.0,66.7,33.3,5.0,42.0,28.333,37.9
EPWK,EPWK Holdings Ltd.,151.597,4.035,-59.913,-12.663,4.035,8.811,100.0,-6.96,-0.502,1.112,-18.366,inf,-239.762,0.0,21.159,inf,0.02820362,-1.043,12.504,134.949,0.515,-14.278,24.62,0.011,0.778,1.672,94.615,False,False,False,-98.586,-99.342,-99.988,0.0,3.0,AVOID,-0.606,-0.624,0.018,True,False,True,True,False,,2.0,3.0,BUY - Momentum building,22.938,True,False,False,Oversold,1.0,3.0,"CAUTION - Oversold, wait for bounce confirmation",0.011,0.937,False,False,False,4058.0,152371.45,0.027,22449.667,220092.833,0.0,3.0,"AVOID - Below VWMA, weak support",56.0,35.0,20.0,25.0,73.3,0.0,0.0,66.7,0.0,33.3,0.0,0.0,41.0,20.0,34.7
