ticker,longName,ROCE (3yr avg),NFAT (3yr avg),SSGR,Av NPM (over 3 years),Av NFA/T (over 3 years),Av Dep%NFA (over 3 years),Av Retention ratio (over 3 years),Interest coverage,tax %,cCFO/cPAT,p/a,p/e,EY,Earnings Growth 5yr cagr,Sales Growth 5yr cagr,PEG,p/s,d/e,d/e_market,FCF%,FCF/CFO,3-5yr Average ROA (%),3-5yr Average ROE (%),moving_averages.current_price,moving_averages.SMA_20,moving_averages.SMA_50,moving_averages.SMA_200,moving_averages.above_50,moving_averages.above_200,moving_averages.golden_cross,moving_averages.dist_from_20,moving_averages.dist_from_50,moving_averages.dist_from_200,moving_averages.score,moving_averages.max_score,moving_averages.signal,macd.MACD,macd.MACD_signal,macd.MACD_hist,macd.bullish_crossover,macd.above_zero,macd.histogram_positive,macd.histogram_growing,macd.recent_crossover,macd.crossover_days_ago,macd.score,macd.max_score,macd.signal,rsi.RSI,rsi.not_overbought,rsi.above_50,rsi.in_sweet_spot,rsi.zone,rsi.score,rsi.max_score,rsi.signal,vwma.current_price,vwma.VWMA,vwma.above_vwma,vwma.vwma_rising,vwma.volume_pattern_bullish,vwma.current_volume,vwma.avg_volume,vwma.volume_ratio,vwma.avg_volume_up_days,vwma.avg_volume_down_days,vwma.score,vwma.max_score,vwma.signal,profitability_pct,growth_pct,valuation_pct,financial_health_pct,cashflow_quality_pct,ma_pct,ma_distance_bonus,macd_pct,macd_crossover_bonus,rsi_pct,vwma_pct,vwma_volume_bonus,fundamental_total_score,technical_total_score,combined_score
AACB,,,,,,,,,,,,,,,,,,,,,,,,,10.29,10.306,10.277,,True,False,False,-0.155,0.124,,1.0,3.0,AVOID,0.004,0.008,-0.004,False,True,False,False,False,,1.0,3.0,AVOID - Bearish momentum,48.588,True,False,True,Bearish,2.0,3.0,STRONG BUY - Ideal zone,10.29,10.302,False,False,True,1095.0,48099.75,0.023,77400.0,19997.5,1.0,3.0,"AVOID - Below VWMA, weak support",0.0,0.0,0.0,0.0,0.0,33.3,5.0,33.3,0.0,66.7,33.3,5.0,0.0,45.0,13.5
AACBR,,,,,,,,,,,,,,,,,,,,,,,,,0.328,,,,False,False,False,,,,0.0,3.0,AVOID,,,,,,,,,,0.0,,N/A,,,,,,0.0,,N/A,,,,,,,,,,,0.0,,N/A,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.5
AACBU,,,,,,,,,,,,,,,,,,,,,,,,,10.6,10.582,10.588,10.366,True,True,True,0.17,0.11,2.259,3.0,3.0,BUY - Ideal pullback entry,0.01,0.009,0.001,True,True,True,False,False,,3.0,3.0,HOLD - Bullish but watch for weakening,54.448,True,True,True,Bullish,3.0,3.0,STRONG BUY - Ideal zone,10.6,10.6,False,True,False,0.0,55.0,0.0,0.0,0.0,1.0,3.0,"AVOID - Below VWMA, weak support",0.0,0.0,0.0,0.0,0.0,100.0,5.0,100.0,0.0,100.0,33.3,0.0,0.0,80.0,24.0
AACG,ATA Creativity Global,-34.657,3.509,-95.709,-17.27,3.509,35.114,100.0,inf,15.063,0.271,-8.041,inf,-141.999,0.0,9.853,inf,0.09082181,0.311,1.385,64.741,14.514,-7.913,-27.652,0.8,0.882,1.093,1.212,False,False,False,-9.286,-26.771,-33.991,0.0,3.0,AVOID,-0.097,-0.101,0.005,True,False,True,True,True,2.0,2.0,3.0,STRONG BUY - Fresh crossover (2 days ago),36.62,True,False,False,Bearish,1.0,3.0,"CAUTION - Oversold, wait for bounce confirmation",0.8,0.859,False,False,True,21570.0,17853.5,1.208,21817.5,21775.0,1.0,3.0,"AVOID - Below VWMA, weak support",8.0,0.0,20.0,65.0,46.7,0.0,0.0,66.7,5.0,33.3,33.3,5.0,26.0,35.0,28.7
AADR,,,,,,,,,,,,,,,,,,,,,,,,,87.665,85.892,84.781,80.339,True,True,True,2.064,3.402,9.119,3.0,3.0,BUY - Ideal pullback entry,0.673,0.57,0.103,True,True,True,True,True,8.0,3.0,3.0,BUY - Momentum building,61.738,True,True,True,Bullish,3.0,3.0,BUY - Acceptable zone,87.665,85.732,True,True,False,766.0,1608.3,0.476,1077.667,1100.0,2.0,3.0,HOLD - Above VWMA but watch volume,0.0,0.0,0.0,0.0,0.0,100.0,5.0,100.0,0.0,100.0,66.7,0.0,0.0,85.0,25.5
AAEQ,,,,,,,,,,,,,,,,,,,,,,,,,49.289,,,,False,False,False,,,,0.0,3.0,AVOID,0.037,0.043,-0.006,False,True,False,False,True,8.0,1.0,3.0,AVOID - Bearish momentum,44.143,True,False,True,Bearish,2.0,3.0,BUY - Acceptable zone,,,,,,,,,,,0.0,,N/A,0.0,0.0,0.0,0.0,0.0,0.0,5.0,33.3,0.0,66.7,0.0,0.0,0.0,25.0,7.5
AAL,American Airlines Group Inc.,7.058,1.357,-4.349,1.126,1.357,5.892,-1.0,1.667,26.69,-53.854,1.342,17.793,8.279,0.0,21.962,inf,0.18820015,-7.217,3.674,153.664,0.434,-0.041,-2.04,15.48,15.329,14.029,12.161,True,True,True,0.985,10.341,27.291,3.0,3.0,BUY - Ideal pullback entry,0.438,0.546,-0.108,False,True,False,True,False,,1.0,3.0,AVOID - Bearish momentum,58.414,True,True,True,Bullish,3.0,3.0,STRONG BUY - Ideal zone,15.48,15.358,True,True,False,41175521.0,52122421.05,0.79,42853924.2,50272200.0,2.0,3.0,HOLD - Above VWMA but watch volume,0.0,35.0,55.0,25.0,33.3,100.0,5.0,33.3,0.0,100.0,66.7,0.0,28.0,71.667,41.1
AALG,,,,,,,,,,,,,,,,,,,,,,,,,18.064,17.83,15.243,,True,False,False,1.311,18.504,,1.0,3.0,AVOID,0.849,1.081,-0.232,False,True,False,True,False,,1.0,3.0,AVOID - Bearish momentum,56.932,True,True,True,Bullish,3.0,3.0,STRONG BUY - Ideal zone,18.064,17.8,True,True,False,5721.0,7886.05,0.725,4970.167,6800.0,2.0,3.0,HOLD - Above VWMA but watch volume,0.0,0.0,0.0,0.0,0.0,33.3,5.0,33.3,0.0,100.0,66.7,0.0,0.0,51.667,15.5
AAME,Atlantic American Corporation,0.447,0.0,-0.0,-0.516,0.0,0.0,245.973,0.0,18.921,10.946,-1.119,12.522,-7.265,0.0,-1.929,inf,0.28212747,0.352,0.643,-107.193,0.924,0.078,-0.002,2.88,2.612,2.699,2.365,True,True,True,10.281,6.714,21.754,3.0,3.0,WAIT - Extended above MA,0.045,0.009,0.036,True,True,True,True,False,,3.0,3.0,BUY - Momentum building,56.581,True,True,True,Bullish,3.0,3.0,STRONG BUY - Ideal zone,2.88,2.799,True,True,True,37224.0,29106.2,1.279,52006.0,42440.0,3.0,3.0,STRONG BUY - Institutional accumulation,0.0,15.0,50.0,50.0,66.7,100.0,0.0,100.0,0.0,100.0,100.0,5.0,33.0,90.0,50.1
AAOI,"Applied Optoelectronics, Inc.",-28.586,1.046,-55.475,-43.478,1.046,9.988,100.0,-10.33,-0.001,0.284,-47.98,inf,-6.906,0.0,5.632,inf,6.4116826,0.888,0.071,60.749,1.326,-20.315,-40.921,39.6,33.306,29.762,23.827,True,True,True,18.898,33.054,66.197,3.0,3.0,WAIT - Extended above MA,2.783,2.384,0.399,True,True,True,True,False,,3.0,3.0,BUY - Momentum building,62.941,True,True,True,Bullish,3.0,3.0,BUY - Acceptable zone,39.6,34.186,True,True,True,4768851.0,5198422.55,0.917,6275830.2,3156450.0,3.0,3.0,STRONG BUY - Institutional accumulation,0.0,0.0,0.0,55.0,46.7,100.0,0.0,100.0,0.0,100.0,100.0,5.0,18.0,90.0,39.6
AAON,"AAON, Inc.",22.652,3.015,33.43,13.511,3.015,0.08,82.269,71.978,18.409,0.592,17.904,65.446,2.607,40.48,30.963,1.617,4.9138904,0.233,0.026,-49.451,-0.111,14.728,20.295,79.19,78.679,89.474,86.797,False,False,True,0.649,-11.494,-8.764,1.0,3.0,AVOID,-3.577,-4.328,0.751,True,False,True,True,True,4.0,2.0,3.0,STRONG BUY - Fresh crossover (4 days ago),44.917,True,False,True,Bearish,2.0,3.0,BUY - Acceptable zone,79.19,78.698,True,False,True,1289093.0,1046194.65,1.232,1129398.6,834000.0,2.0,3.0,BUY - Good volume support,64.0,100.0,10.0,100.0,0.0,33.3,5.0,66.7,5.0,66.7,66.7,5.0,58.0,61.667,59.1
AAPB,,,,,,,,,,,,,,,,,,,,,,,,,31.85,32.812,32.492,24.679,False,True,True,-2.933,-1.977,29.056,2.0,3.0,WAIT - Partial trend,-0.143,0.024,-0.167,False,False,False,False,False,,0.0,3.0,AVOID - Bearish momentum,42.29,True,False,True,Bearish,2.0,3.0,BUY - Acceptable zone,31.85,32.787,False,False,True,61373.0,61048.65,1.005,53600.0,51078.833,1.0,3.0,"AVOID - Below VWMA, weak support",0.0,0.0,0.0,0.0,0.0,66.7,5.0,0.0,0.0,66.7,33.3,5.0,0.0,48.333,14.5
AAPD,,,,,,,,,,,,,,,,,,,,,,,,,13.17,12.943,13.007,15.542,True,False,False,1.754,1.25,-15.261,1.0,3.0,AVOID,0.028,-0.01,0.039,True,True,True,True,False,,3.0,3.0,BUY - Momentum building,58.733,True,True,True,Bullish,3.0,3.0,STRONG BUY - Ideal zone,13.17,12.926,True,True,True,2551132.0,699716.6,3.646,851786.4,354100.0,3.0,3.0,STRONG BUY - Institutional accumulation,0.0,0.0,0.0,0.0,0.0,33.3,5.0,100.0,0.0,100.0,100.0,5.0,0.0,75.0,22.5
AAPG,N/A,-39.677,0.536,-167.511,-293.115,0.536,10.426,100.0,-5.736,-2.638,0.7,-16.215,inf,-16.539,0.0,227.53,inf,6.3156743,27.616,0.681,33.457,1.328,-26.947,-203.82,26.37,28.641,31.133,32.594,False,False,False,-7.929,-15.299,-19.095,0.0,3.0,AVOID,-1.53,-1.402,-0.128,False,False,False,True,False,,0.0,3.0,AVOID - Bearish momentum,37.514,True,False,False,Bearish,1.0,3.0,"CAUTION - Oversold, wait for bounce confirmation",26.37,28.086,False,False,False,2568.0,3763.4,0.682,1813.6,7200.0,0.0,3.0,"AVOID - Below VWMA, weak support",0.0,35.0,0.0,35.0,33.3,0.0,0.0,0.0,0.0,33.3,0.0,0.0,19.0,6.667,15.3
AAPL,Apple Inc.,63.067,8.798,163.901,25.398,8.798,25.647,84.83,,15.61,1.149,30.689,36.377,2.797,6.791,1.813,5.356,9.664274,1.732,0.025,88.177,0.858,26.815,164.681,271.01,274.815,272.76,231.701,False,True,True,-1.385,-0.641,16.965,2.0,3.0,WAIT - Partial trend,-0.289,0.446,-0.736,False,False,False,False,False,,0.0,3.0,AVOID - Bearish momentum,43.835,True,False,True,Bearish,2.0,3.0,BUY - Acceptable zone,271.01,274.78,False,False,True,37746172.0,40923953.6,0.922,53974950.0,29054594.4,1.0,3.0,"AVOID - Below VWMA, weak support",100.0,30.0,0.0,65.0,86.7,66.7,5.0,0.0,0.0,66.7,33.3,5.0,57.0,48.333,54.4
AAPU,,,,,,,,,,,,,,,,,,,,,,,,,33.35,34.437,34.171,26.038,False,True,True,-3.156,-2.403,28.083,2.0,3.0,WAIT - Partial trend,-0.189,-0.009,-0.18,False,False,False,False,False,,0.0,3.0,AVOID - Bearish momentum,41.865,True,False,True,Bearish,2.0,3.0,BUY - Acceptable zone,33.35,34.476,False,False,False,1422879.0,973273.95,1.462,858450.0,858655.8,0.0,3.0,"AVOID - Below VWMA, weak support",0.0,0.0,0.0,0.0,0.0,66.7,5.0,0.0,0.0,66.7,0.0,0.0,0.0,38.333,11.5
AARD,"Aardvark Therapeutics, Inc.",-57.064,0.0,-15.749,-1.0,0.0,15.749,100.0,inf,-0.0,0.833,-195.406,inf,-7.169,0.0,0.0,inf,0,-0.022,0.003,88.382,1.033,-60.178,39.198,13.19,13.809,11.748,11.265,True,True,True,-4.481,12.273,17.091,3.0,3.0,STRONG BUY - At MA support,0.453,0.645,-0.191,False,True,False,False,False,,1.0,3.0,AVOID - Bearish momentum,51.604,True,True,True,Bullish,3.0,3.0,STRONG BUY - Ideal zone,13.19,13.904,False,True,True,79603.0,246665.15,0.323,387000.75,144660.0,2.0,3.0,"AVOID - Below VWMA, weak support",28.0,0.0,0.0,85.0,73.3,100.0,5.0,33.3,0.0,100.0,66.7,5.0,35.0,76.667,47.5
AAUS,,,,,,,,,,,,,,,,,,,,,,,,,55.108,55.135,54.755,,True,False,False,-0.05,0.644,,1.0,3.0,AVOID,0.21,0.221,-0.011,False,True,False,False,True,7.0,1.0,3.0,AVOID - Bearish momentum,51.622,True,True,True,Bullish,3.0,3.0,STRONG BUY - Ideal zone,55.108,55.179,False,False,False,8.0,1425.4,0.006,1081.6,1175.0,0.0,3.0,"AVOID - Below VWMA, weak support",0.0,0.0,0.0,0.0,0.0,33.3,5.0,33.3,0.0,100.0,0.0,0.0,0.0,41.667,12.5
AAVM,,,,,,,,,,,,,,,,,,,,,,,,,29.881,29.402,28.766,26.727,True,True,True,1.628,3.874,11.8,3.0,3.0,BUY - Ideal pullback entry,0.307,0.308,-0.001,False,True,False,True,False,,1.0,3.0,AVOID - Bearish momentum,64.41,True,True,True,Bullish,3.0,3.0,BUY - Acceptable zone,29.881,29.431,True,True,False,866.0,1573.3,0.55,527.667,5266.667,2.0,3.0,HOLD - Above VWMA but watch volume,0.0,0.0,0.0,0.0,0.0,100.0,5.0,33.3,0.0,100.0,66.7,0.0,0.0,71.667,21.5
AAXJ,,,,,,,,,,,,,,,,,,,,,,,,,96.03,91.967,92.225,83.825,True,True,True,4.418,4.126,14.561,3.0,3.0,BUY - Ideal pullback entry,0.659,0.213,0.445,True,True,True,True,True,8.0,3.0,3.0,BUY - Momentum building,71.278,False,True,False,Overbought,1.0,3.0,"WAIT - Overbought, pullback likely",96.03,91.77,True,True,True,507323.0,437896.15,1.159,474489.0,208250.0,3.0,3.0,STRONG BUY - Institutional accumulation,0.0,0.0,0.0,0.0,0.0,100.0,5.0,100.0,0.0,33.3,100.0,5.0,0.0,81.667,24.5
ABAT,American Battery Technology Company,-62.279,0.029,-242.17,-8187.177,0.029,4.662,-1.0,-2161.138,-0.0,0.446,-60.203,inf,-9.724,0.0,0.0,inf,95.68304,0.131,0.017,67.297,1.158,-51.867,-62.998,3.7,3.923,4.11,2.802,False,True,True,-5.672,-9.969,32.026,2.0,3.0,WAIT - Partial trend,-0.144,-0.112,-0.032,False,False,False,True,False,,0.0,3.0,AVOID - Bearish momentum,46.69,True,False,True,Bearish,2.0,3.0,STRONG BUY - Ideal zone,3.7,3.942,False,False,True,3739597.0,5592629.85,0.669,8878932.333,4335333.333,1.0,3.0,"AVOID - Below VWMA, weak support",0.0,0.0,0.0,40.0,46.7,66.7,0.0,0.0,0.0,66.7,33.3,5.0,15.0,43.333,23.5
ABCL,AbCellera Biologics Inc.,-7.928,1.065,-344.997,-305.726,1.065,19.453,100.0,,18.732,135.451,-10.944,inf,-15.862,0.0,-57.485,inf,29.064947,0.057,0.064,114.795,2.379,0.406,0.493,3.43,3.576,4.035,3.736,False,False,True,-4.096,-14.998,-8.182,1.0,3.0,AVOID,-0.127,-0.146,0.019,True,False,True,False,False,,2.0,3.0,HOLD - Bullish but watch for weakening,39.325,True,False,False,Bearish,1.0,3.0,"CAUTION - Oversold, wait for bounce confirmation",3.43,3.556,False,False,False,4703380.0,3226949.0,1.458,3397120.0,3611780.0,0.0,3.0,"AVOID - Below VWMA, weak support",0.0,0.0,0.0,70.0,100.0,33.3,5.0,66.7,0.0,33.3,0.0,0.0,29.0,35.0,30.8
ABCS,,,,,,,,,,,,,,,,,,,,,,,,,30.615,30.532,29.859,28.745,True,True,True,0.274,2.535,6.507,3.0,3.0,BUY - Ideal pullback entry,0.227,0.267,-0.04,False,True,False,False,False,,1.0,3.0,AVOID - Bearish momentum,56.771,True,True,True,Bullish,3.0,3.0,STRONG BUY - Ideal zone,30.615,30.556,True,True,False,2186.0,2914.3,0.75,2397.2,3675.0,2.0,3.0,HOLD - Above VWMA but watch volume,0.0,0.0,0.0,0.0,0.0,100.0,5.0,33.3,0.0,100.0,66.7,0.0,0.0,71.667,21.5
ABEO,Abeona Therapeutics Inc.,-79.934,0.151,-366.269,-2177.792,0.151,37.1,100.0,-15.259,-0.0,0.834,-99.581,4.388,-22.149,0.0,0.0,inf,719.3903,1.555,0.08,91.727,1.063,-80.042,-198.123,5.31,5.207,4.924,5.658,True,False,False,1.968,7.835,-6.156,1.0,3.0,AVOID,0.11,0.107,0.003,True,True,True,False,False,,3.0,3.0,HOLD - Bullish but watch for weakening,54.806,True,True,True,Bullish,3.0,3.0,STRONG BUY - Ideal zone,5.31,5.223,True,True,True,1117187.0,1147209.35,0.974,1024264.5,916866.667,3.0,3.0,STRONG BUY - Institutional accumulation,0.0,0.0,30.0,50.0,73.3,33.3,5.0,100.0,0.0,100.0,100.0,5.0,27.0,75.0,41.4
ABI,,,,,,,,,,,,,,,,,,,,,,,,,24.83,24.773,24.698,,True,False,False,0.232,0.536,,1.0,3.0,AVOID,0.037,0.036,0.001,True,True,True,False,False,,3.0,3.0,HOLD - Bullish but watch for weakening,71.465,False,True,False,Overbought,1.0,3.0,"WAIT - Overbought, pullback likely",24.83,24.833,False,True,True,166.0,2918.3,0.057,8152.286,100.0,2.0,3.0,"AVOID - Below VWMA, weak support",0.0,0.0,0.0,0.0,0.0,33.3,5.0,100.0,0.0,33.3,66.7,5.0,0.0,56.667,17.0
ABIG,,,,,,,,,,,,,,,,,,,,,,,,,32.004,32.05,31.906,,True,False,False,-0.142,0.306,,1.0,3.0,AVOID,0.069,0.067,0.002,True,True,True,False,True,6.0,3.0,3.0,HOLD - Bullish but watch for weakening,50.352,True,True,True,Bullish,3.0,3.0,STRONG BUY - Ideal zone,32.004,32.101,False,False,False,33121.0,13781.05,2.403,4460.0,14205.25,0.0,3.0,"AVOID - Below VWMA, weak support",0.0,0.0,0.0,0.0,0.0,33.3,5.0,100.0,0.0,100.0,0.0,0.0,0.0,55.0,16.5
ABL,"Abacus Global Management, Inc.",21.372,87.846,1818.112,21.26,87.846,68.159,-1.0,0.101,-28.223,-14.303,-7.221,169.4,-2.894,0.0,70.473,inf,4.212475,2.354,0.466,874.818,1.054,29.539,78.112,8.55,8.087,6.685,6.497,True,True,True,5.722,27.905,31.602,3.0,3.0,WAIT - Extended above MA,0.538,0.592,-0.054,False,True,False,False,False,,1.0,3.0,AVOID - Bearish momentum,68.678,True,True,True,Bullish,3.0,3.0,BUY - Acceptable zone,8.55,8.075,True,True,False,810663.0,684472.4,1.184,600778.333,623950.167,2.0,3.0,HOLD - Above VWMA but watch volume,92.0,50.0,0.0,20.0,60.0,100.0,0.0,33.3,0.0,100.0,66.7,0.0,46.0,66.667,52.2
ABLLL,"Abacus Life, Inc. 9.875% Fixed Rate Senior Notes due 2028",21.372,87.846,1818.112,21.26,87.846,68.159,-1.0,0.101,-28.223,-14.303,-7.221,inf,-94112529.458,0.0,70.473,inf,0,2.354,0.0,874.818,1.054,29.539,78.112,25.46,25.386,25.297,25.182,True,True,True,0.291,0.646,1.103,3.0,3.0,BUY - Ideal pullback entry,0.055,0.052,0.003,True,True,True,False,False,,3.0,3.0,HOLD - Bullish but watch for weakening,63.343,True,True,True,Bullish,3.0,3.0,BUY - Acceptable zone,25.46,25.38,True,True,False,0.0,4027.65,0.0,4155.75,4441.667,2.0,3.0,HOLD - Above VWMA but watch volume,92.0,50.0,0.0,30.0,60.0,100.0,5.0,100.0,0.0,100.0,66.7,0.0,48.0,85.0,59.1
ABLV,Able View Global Inc.,14.431,173.462,195.156,2.077,173.462,59.777,70.767,-21.89,22.652,0.348,-13.513,inf,-44.964,0.0,3.196,inf,0.290758,0.976,0.675,31.21,1.019,11.112,73.897,0.673,0.792,0.793,0.966,False,False,False,-15.052,-15.137,-30.348,0.0,3.0,AVOID,-0.032,-0.016,-0.016,False,False,False,True,False,,0.0,3.0,AVOID - Bearish momentum,39.734,True,False,False,Bearish,1.0,3.0,"CAUTION - Oversold, wait for bounce confirmation",0.673,0.962,False,False,True,3289.0,1103174.45,0.003,23650.0,7431.5,1.0,3.0,"AVOID - Below VWMA, weak support",48.0,15.0,20.0,40.0,33.3,0.0,0.0,0.0,0.0,33.3,33.3,5.0,32.0,16.667,27.4
ABLVW,Able View Global Inc.,14.431,173.462,195.156,2.077,173.462,59.777,70.767,-21.89,22.652,0.348,-13.513,inf,-33420774774.775,0.0,3.196,inf,0,0.976,0.0,31.21,1.019,11.112,73.897,0.022,,,,False,False,False,,,,0.0,3.0,AVOID,,,,,,,,,,0.0,,N/A,,,,,,0.0,,N/A,,,,,,,,,,,0.0,,N/A,48.0,15.0,0.0,60.0,33.3,0.0,5.0,0.0,0.0,0.0,0.0,0.0,32.0,5.0,23.9
ABNB,"Airbnb, Inc.",20.433,33.412,1031.352,31.57,33.412,23.479,100.0,,20.504,1.575,12.826,31.745,4.681,0.0,22.822,inf,6.8185096,0.281,0.041,,0.998,12.254,32.759,133.01,131.633,125.401,126.856,True,True,False,1.046,6.068,4.851,2.0,3.0,WAIT - Partial trend,3.651,3.719,-0.067,False,True,False,False,False,,1.0,3.0,AVOID - Bearish momentum,58.51,True,True,True,Bullish,3.0,3.0,STRONG BUY - Ideal zone,133.01,131.453,True,True,True,3737147.0,4161957.35,0.898,4347680.0,3040786.75,3.0,3.0,STRONG BUY - Institutional accumulation,84.0,50.0,10.0,65.0,66.7,66.7,5.0,33.3,0.0,100.0,100.0,5.0,56.0,71.667,60.7
ABNG,,,,,,,,,,,,,,,,,,,,,,,,,17.427,17.207,,,False,False,False,1.278,,,0.0,3.0,AVOID,0.982,1.047,-0.065,False,True,False,False,False,,1.0,3.0,AVOID - Bearish momentum,59.079,True,True,True,Bullish,3.0,3.0,STRONG BUY - Ideal zone,17.427,16.882,True,True,False,111.0,1730.55,0.064,375.0,1122.2,2.0,3.0,HOLD - Above VWMA but watch volume,0.0,0.0,0.0,0.0,0.0,0.0,5.0,33.3,0.0,100.0,66.7,0.0,0.0,41.667,12.5
ABOS,"Acumen Pharmaceuticals, Inc.",-28.872,0.0,-50.827,-1.0,0.0,50.827,100.0,-28.028,-0.0,0.612,-32.996,inf,-83.631,0.0,0.0,inf,0,0.108,0.235,84.268,1.0,-30.424,-33.492,2.02,2.053,1.973,1.475,True,True,True,-1.595,2.377,36.973,3.0,3.0,BUY - Ideal pullback entry,0.044,0.057,-0.013,False,True,False,False,False,,1.0,3.0,AVOID - Bearish momentum,50.031,True,True,True,Bullish,3.0,3.0,STRONG BUY - Ideal zone,2.02,2.077,False,False,True,145851.0,167927.55,0.869,269333.333,154958.5,1.0,3.0,"AVOID - Below VWMA, weak support",0.0,0.0,0.0,45.0,60.0,100.0,5.0,33.3,0.0,100.0,33.3,5.0,18.0,71.667,34.1
ABP,"Abpro Holdings, Inc.",-516.864,0.163,-848.331,-4798.481,0.163,67.78,100.0,-25.636,,0.702,-215.559,inf,-63.092,0.0,-69.968,inf,Infinity,-0.037,0.29,,1.001,-159.881,16.859,4.22,5.123,5.689,7.002,False,False,False,-17.63,-25.815,-39.731,0.0,3.0,AVOID,-0.479,-0.386,-0.093,False,False,False,True,False,,0.0,3.0,AVOID - Bearish momentum,32.119,True,False,False,Bearish,1.0,3.0,"CAUTION - Oversold, wait for bounce confirmation",4.22,5.364,False,False,False,6018.0,14610.9,0.412,7733.333,8703.0,0.0,3.0,"AVOID - Below VWMA, weak support",12.0,0.0,0.0,45.0,26.7,0.0,0.0,0.0,0.0,33.3,0.0,0.0,16.0,6.667,13.2
ABPWW,"Abpro Holdings, Inc.",-516.864,0.163,-848.331,-4798.481,0.163,67.78,100.0,-25.636,,0.702,-215.559,inf,-48864864864.865,0.0,-69.968,inf,0,-0.037,0.0,,1.001,-159.881,16.859,0.015,,,,False,False,False,,,,0.0,3.0,AVOID,,,,,,,,,,0.0,,N/A,,,,,,0.0,,N/A,,,,,,,,,,,0.0,,N/A,12.0,0.0,0.0,45.0,26.7,0.0,5.0,0.0,0.0,0.0,0.0,0.0,16.0,5.0,12.7
ABSI,Absci Corporation,-49.871,0.108,-244.643,-2011.027,0.108,27.815,100.0,-192.722,-0.068,0.665,-47.449,inf,-18.994,0.0,-1.759,inf,192.83879,0.057,0.019,70.613,,-35.176,-41.861,3.61,3.561,3.52,3.072,True,True,True,1.39,2.554,17.517,3.0,3.0,BUY - Ideal pullback entry,0.033,0.03,0.003,True,True,True,True,True,1.0,3.0,3.0,STRONG BUY - Fresh crossover (1 days ago),53.887,True,True,True,Bullish,3.0,3.0,STRONG BUY - Ideal zone,3.61,3.597,True,True,False,3608957.0,3794012.85,0.951,2431471.4,4585166.667,2.0,3.0,HOLD - Above VWMA but watch volume,0.0,0.0,0.0,50.0,20.0,100.0,5.0,100.0,5.0,100.0,66.7,0.0,13.0,90.0,36.1
ABTC,,,,,,,,,,,,,,,,,,,,,,,,,1.78,1.859,3.534,4.589,False,False,False,-4.25,-49.635,-61.214,0.0,3.0,AVOID,-0.514,-0.628,0.113,True,False,True,True,True,9.0,2.0,3.0,BUY - Momentum building,30.216,True,False,False,Bearish,1.0,3.0,"CAUTION - Oversold, wait for bounce confirmation",1.78,1.898,False,False,True,10362706.0,14707335.3,0.705,13761181.2,8580550.0,1.0,3.0,"AVOID - Below VWMA, weak support",0.0,0.0,0.0,0.0,0.0,0.0,5.0,66.7,0.0,33.3,33.3,5.0,0.0,35.0,10.5
ABTS,Abits Group Inc.,-69.48,0.296,-1477.079,-4845.988,0.296,40.957,100.0,-25.204,-13.951,0.122,-7.564,inf,-7.634,0.0,212.777,inf,1.6527458,0.0,0.0,72.944,-0.355,-63.018,-67.615,5.15,5.605,6.088,4.861,False,True,True,-8.122,-15.412,5.953,2.0,3.0,WAIT - Partial trend,-0.275,-0.252,-0.022,False,False,False,True,False,,0.0,3.0,AVOID - Bearish momentum,41.335,True,False,True,Bearish,2.0,3.0,BUY - Acceptable zone,5.15,5.825,False,False,False,689.0,10674.45,0.065,3775.0,5000.0,0.0,3.0,"AVOID - Below VWMA, weak support",0.0,35.0,20.0,45.0,20.0,66.7,0.0,0.0,0.0,66.7,0.0,0.0,23.0,33.333,26.1
ABUS,Arbutus Biopharma Corporation,-52.807,3.078,-1780.263,-570.873,3.078,23.041,100.0,-510.759,-0.0,0.879,-48.421,inf,-7.622,0.0,-17.495,inf,62.808815,0.012,0.001,93.009,0.995,-41.386,-54.775,4.77,4.641,4.539,3.819,True,True,True,2.78,5.085,24.91,3.0,3.0,BUY - Ideal pullback entry,0.076,0.066,0.01,True,True,True,False,False,,3.0,3.0,HOLD - Bullish but watch for weakening,55.603,True,True,True,Bullish,3.0,3.0,STRONG BUY - Ideal zone,4.77,4.65,True,True,True,1599004.0,1345945.2,1.188,1679733.333,1462500.667,3.0,3.0,STRONG BUY - Institutional accumulation,8.0,0.0,0.0,50.0,73.3,100.0,5.0,100.0,0.0,100.0,100.0,5.0,23.0,95.0,44.6
ABVC,"ABVC BioPharma, Inc.",-412.823,0.34,-894.199,-2588.295,0.34,13.896,100.0,-5.697,2.059,0.5,-62.983,inf,-9.213,0.0,12.721,inf,66.697975,1.564,0.046,,,-97.131,-276.922,2.19,2.219,2.565,2.308,False,False,True,-1.307,-14.627,-5.109,1.0,3.0,AVOID,-0.098,-0.12,0.021,True,False,True,False,True,8.0,2.0,3.0,HOLD - Bullish but watch for weakening,43.302,True,False,True,Bearish,2.0,3.0,BUY - Acceptable zone,2.19,2.22,False,False,True,50209.0,84775.45,0.592,87261.8,80425.0,1.0,3.0,"AVOID - Below VWMA, weak support",0.0,15.0,0.0,60.0,0.0,33.3,5.0,66.7,0.0,66.7,33.3,5.0,15.0,51.667,26.0
