ticker,longName,ROCE (3yr avg),NFAT (3yr avg),SSGR,Av NPM (over 3 years),Av NFA/T (over 3 years),Av Dep%NFA (over 3 years),Av Retention ratio (over 3 years),Interest coverage,tax %,cCFO/cPAT,p/a,p/e,EY,Earnings Growth 5yr cagr,Sales Growth 5yr cagr,PEG,p/s,d/e,d/e_market,FCF%,FCF/CFO,3-5yr Average ROA (%),3-5yr Average ROE (%),moving_averages.current_price,moving_averages.SMA_20,moving_averages.SMA_50,moving_averages.SMA_200,moving_averages.above_50,moving_averages.above_200,moving_averages.golden_cross,moving_averages.dist_from_20,moving_averages.dist_from_50,moving_averages.dist_from_200,moving_averages.score,moving_averages.max_score,moving_averages.signal,macd.MACD,macd.MACD_signal,macd.MACD_hist,macd.bullish_crossover,macd.above_zero,macd.histogram_positive,macd.histogram_growing,macd.recent_crossover,macd.crossover_days_ago,macd.score,macd.max_score,macd.signal,rsi.RSI,rsi.not_overbought,rsi.above_50,rsi.in_sweet_spot,rsi.zone,rsi.score,rsi.max_score,rsi.signal,vwma.current_price,vwma.VWMA,vwma.above_vwma,vwma.vwma_rising,vwma.volume_pattern_bullish,vwma.current_volume,vwma.avg_volume,vwma.volume_ratio,vwma.avg_volume_up_days,vwma.avg_volume_down_days,vwma.score,vwma.max_score,vwma.signal,profitability_pct,growth_pct,valuation_pct,financial_health_pct,cashflow_quality_pct,ma_pct,ma_distance_bonus,macd_pct,macd_crossover_bonus,rsi_pct,vwma_pct,vwma_volume_bonus,fundamental_total_score,technical_total_score,combined_score
CHRD,Chord Energy Corporation,20.285,0.876,13.942,31.111,0.876,0.0,51.138,19.16,23.715,1.669,12.253,30.459,16.552,0.35,49.235,87.113,1.064,0.206,0.204,108.193,-1.569,26.771,42.985,90.16,94.734,91.306,96.535,False,False,False,-4.828,-1.255,-6.604,0.0,3.0,AVOID,0.211,1.079,-0.868,False,True,False,False,False,,1.0,3.0,AVOID - Bearish momentum,42.192,True,False,True,Bearish,2.0,3.0,BUY - Acceptable zone,90.16,94.464,False,False,False,1085700.0,637215.0,1.704,661766.667,694533.333,0.0,3.0,"AVOID - Below VWMA, weak support",80.0,40.0,50.0,95.0,73.3,0.0,5.0,33.3,0.0,66.7,0.0,0.0,68.0,25.0,55.1
CHRS,"Coherus Oncology, Inc.",-36.182,43.224,-3236.822,-73.348,43.224,66.436,100.0,-4.112,0.0,0.601,4.528,2.473,17.342,0.0,-6.496,inf,0.592,-1.395,1.642,,,-46.57,806.95,1.36,1.3,1.436,1.122,False,True,True,4.615,-5.273,21.248,2.0,3.0,WAIT - Partial trend,-0.0,-0.021,0.02,True,False,True,False,False,,2.0,3.0,HOLD - Bullish but watch for weakening,51.594,True,True,True,Bullish,3.0,3.0,STRONG BUY - Ideal zone,1.36,1.297,True,True,True,1063100.0,959305.0,1.108,930500.0,814000.0,3.0,3.0,STRONG BUY - Institutional accumulation,40.0,0.0,70.0,15.0,0.0,66.7,5.0,66.7,0.0,100.0,100.0,5.0,27.0,78.333,42.4
CHRW,"C.H. Robinson Worldwide, Inc.",28.953,35.46,19.181,2.761,35.46,18.902,38.896,7.44,19.598,1.159,8.912,33.696,2.368,-15.159,-8.453,-2.223,1.191,1.227,0.089,93.366,0.864,10.292,37.649,166.46,158.026,147.051,115.703,True,True,True,5.337,13.199,43.869,3.0,3.0,WAIT - Extended above MA,3.968,3.731,0.238,True,True,True,True,True,1.0,3.0,3.0,STRONG BUY - Fresh crossover (1 days ago),70.763,False,True,False,Overbought,1.0,3.0,"WAIT - Overbought, pullback likely",166.46,158.92,True,True,True,4662400.0,1650465.0,2.825,2108842.857,1297700.0,3.0,3.0,STRONG BUY - Institutional accumulation,76.0,15.0,30.0,75.0,86.7,100.0,0.0,100.0,5.0,33.3,100.0,5.0,56.0,81.667,63.7
CHSN,Chanson International Holding,-2.798,0.888,-20.054,-1.787,0.888,18.467,100.0,-10.399,8.979,345.357,1.968,2.276,0.872,-3.883,7.456,-0.586,4.487,1.085,0.15,390.689,1.196,-2.411,-31.854,2.23,2.288,2.295,12.764,False,False,False,-2.537,-2.825,-82.528,0.0,3.0,AVOID,-0.037,-0.019,-0.017,False,False,False,True,False,,0.0,3.0,AVOID - Bearish momentum,48.056,True,False,True,Bearish,2.0,3.0,STRONG BUY - Ideal zone,2.23,2.343,False,False,False,13600.0,38600.0,0.352,13060.0,59675.0,0.0,3.0,"AVOID - Below VWMA, weak support",0.0,0.0,30.0,60.0,100.0,0.0,5.0,0.0,0.0,66.7,0.0,0.0,33.0,18.333,28.6
CHTR,"Charter Communications, Inc.",9.128,1.439,-10.204,8.977,1.439,23.124,100.0,2.533,21.981,3.102,3.453,5.685,19.16,11.926,2.148,0.477,0.508,8.638,3.61,62.188,0.164,3.323,44.372,205.0,204.308,220.39,311.028,False,False,False,0.338,-6.983,-34.09,0.0,3.0,AVOID,-2.509,-4.305,1.796,True,False,True,False,False,,2.0,3.0,HOLD - Bullish but watch for weakening,43.578,True,False,True,Bearish,2.0,3.0,BUY - Acceptable zone,205.0,204.374,True,True,False,5997800.0,1900000.0,3.157,1491275.0,2650980.0,2.0,3.0,HOLD - Above VWMA but watch volume,28.0,25.0,100.0,35.0,60.0,0.0,5.0,66.7,0.0,66.7,66.7,0.0,48.0,41.667,46.1
CHW,Calamos Global Dynamic Income Fund,0.0,0.0,0.0,98.862,0.0,0.0,57.114,0.0,0.0,0.626,25.246,12.339,31.999,-7.563,-5.376,-1.631,25.77,0.553,0.455,-5.458,1.0,4.99,7.771,7.28,7.252,7.366,6.824,False,True,True,0.392,-1.171,6.682,2.0,3.0,WAIT - Partial trend,-0.027,-0.025,-0.001,False,False,False,True,False,,0.0,3.0,AVOID - Bearish momentum,49.752,True,False,True,Bearish,2.0,3.0,STRONG BUY - Ideal zone,7.28,7.237,True,False,True,175300.0,159905.0,1.096,174000.0,154740.0,2.0,3.0,BUY - Good volume support,16.0,15.0,50.0,40.0,26.7,66.7,5.0,0.0,0.0,66.7,66.7,5.0,29.0,53.333,36.3
CHY,Calamos Convertible and High Income Fund,0.0,0.0,0.0,102.713,0.0,0.0,382.149,0.0,0.0,1.75,14.712,15.568,19.564,-18.421,-17.32,-0.845,35.767,0.47,0.373,53.249,1.0,2.553,3.995,11.52,11.343,11.3,10.395,True,True,True,1.563,1.95,10.819,3.0,3.0,BUY - Ideal pullback entry,0.038,0.042,-0.004,False,True,False,True,False,,1.0,3.0,AVOID - Bearish momentum,59.249,True,True,True,Bullish,3.0,3.0,STRONG BUY - Ideal zone,11.52,11.31,True,True,True,262100.0,152925.0,1.714,163825.0,135700.0,3.0,3.0,STRONG BUY - Institutional accumulation,16.0,15.0,40.0,45.0,86.7,100.0,5.0,33.3,0.0,100.0,100.0,5.0,37.0,81.667,50.4
CHYM,"Chime Financial, Inc.",-22.8,9.796,-219.097,-21.341,9.796,10.049,100.0,inf,-11.481,0.754,-1.92,inf,-0.287,0.0,28.787,inf,4.673,0.103,0.011,-195.987,0.846,-16.611,-21.776,25.77,23.362,20.57,,True,False,False,10.31,25.28,,1.0,3.0,AVOID,1.53,1.444,0.086,True,True,True,False,False,,3.0,3.0,HOLD - Bullish but watch for weakening,63.512,True,True,True,Bullish,3.0,3.0,BUY - Acceptable zone,25.77,23.761,True,True,False,3470800.0,4034425.0,0.86,4350550.0,4875833.333,2.0,3.0,HOLD - Above VWMA but watch volume,12.0,35.0,0.0,85.0,26.7,33.3,0.0,100.0,0.0,100.0,66.7,0.0,31.0,60.0,39.7
CIFR,Cipher Mining Inc.,-6.496,-1.0,429.026,-445.245,-1.0,16.22,100.0,-57.526,-0.718,1.851,-7.884,inf,-0.697,0.0,605.755,inf,31.021,0.115,0.009,876.861,6.077,-6.949,-8.393,16.21,17.594,18.278,8.777,False,True,True,-7.866,-11.313,84.679,2.0,3.0,WAIT - Partial trend,-0.586,-0.203,-0.384,False,False,False,True,False,,0.0,3.0,AVOID - Bearish momentum,46.117,True,False,True,Bearish,2.0,3.0,STRONG BUY - Ideal zone,16.21,17.324,False,False,False,38133200.0,37548320.0,1.016,35149020.0,39594775.0,0.0,3.0,"AVOID - Below VWMA, weak support",0.0,40.0,0.0,55.0,100.0,66.7,0.0,0.0,0.0,66.7,0.0,0.0,34.0,33.333,33.8
CIFRW,Cipher Mining Inc.,-6.496,-1.0,429.026,-445.245,-1.0,16.22,100.0,-57.526,-0.718,1.851,-7.884,inf,-1028456221.198,0.0,605.755,inf,0.0,0.115,0.0,876.861,6.077,-6.949,-8.393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,40.0,0.0,55.0,100.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,34.0,5.0,25.3
CIGI,Colliers International Group Inc.,8.412,8.338,-23.39,1.968,8.338,36.624,80.66,4.213,23.842,-7.256,2.95,63.312,2.229,0.0,5.649,inf,1.366,2.427,0.284,161.338,0.221,1.135,9.217,146.25,143.884,150.036,140.234,False,True,True,1.644,-2.524,4.29,2.0,3.0,WAIT - Partial trend,-0.792,-1.586,0.794,True,False,True,False,False,,2.0,3.0,HOLD - Bullish but watch for weakening,50.784,True,True,True,Bullish,3.0,3.0,STRONG BUY - Ideal zone,146.25,143.796,True,True,False,147600.0,124130.0,1.189,108175.0,129040.0,2.0,3.0,HOLD - Above VWMA but watch volume,12.0,0.0,20.0,75.0,33.3,66.7,5.0,66.7,0.0,100.0,66.7,0.0,27.0,68.333,39.4
CIGL,Concorde International Group Ltd.,-485.269,3.254,-882.511,-267.96,3.254,10.659,100.0,-382.505,-0.138,0.008,-978.149,inf,-642.623,0.0,44.758,inf,4.752,2.536,0.5,1.933,3.199,-295.795,-1194.591,1.95,1.899,2.247,,False,False,False,2.678,-13.226,,0.0,3.0,AVOID,-0.097,-0.114,0.017,True,False,True,True,False,,2.0,3.0,BUY - Momentum building,47.829,True,False,True,Bearish,2.0,3.0,STRONG BUY - Ideal zone,1.95,1.89,True,False,True,21600.0,18730.0,1.153,42875.0,17880.0,2.0,3.0,BUY - Good volume support,8.0,35.0,0.0,45.0,33.3,0.0,5.0,66.7,0.0,66.7,66.7,5.0,23.0,46.667,30.1
CIIT,"Tianci International, Inc.",-194.611,1409.21,-52702.1,-37.394,1409.21,5.531,100.0,inf,,-1.285,,inf,,0.0,0.0,inf,1.019,-0.0,0.0,,1.054,-107.912,78.231,0.42,0.447,0.567,1.552,False,False,False,-5.977,-25.947,-72.934,0.0,3.0,AVOID,-0.029,-0.033,0.004,True,False,True,False,False,,2.0,3.0,HOLD - Bullish but watch for weakening,40.671,True,False,True,Bearish,2.0,3.0,BUY - Acceptable zone,0.42,0.442,False,False,True,10000.0,792625.0,0.013,65340.0,31900.0,1.0,3.0,"AVOID - Below VWMA, weak support",40.0,0.0,20.0,85.0,26.7,0.0,0.0,66.7,0.0,66.7,33.3,5.0,35.0,36.667,35.5
CINF,Cincinnati Financial Corporation,5.052,44.941,471.368,10.401,44.941,59.706,113.615,0.0,19.804,1.32,6.994,12.447,8.781,-7.13,5.605,-1.746,2.166,0.072,0.034,114.616,0.949,5.094,13.102,167.29,165.311,161.347,150.378,True,True,True,1.197,3.683,11.246,3.0,3.0,BUY - Ideal pullback entry,1.319,1.136,0.183,True,True,True,True,True,3.0,3.0,3.0,STRONG BUY - Fresh crossover (3 days ago),59.336,True,True,True,Bullish,3.0,3.0,STRONG BUY - Ideal zone,167.29,165.412,True,True,False,1077900.0,571280.0,1.887,565842.857,872300.0,2.0,3.0,HOLD - Above VWMA but watch volume,20.0,15.0,55.0,60.0,100.0,100.0,5.0,100.0,5.0,100.0,66.7,0.0,46.0,90.0,59.2
CING,Cingulate Inc.,-72.892,0.0,-18.251,-1.0,0.0,18.251,100.0,inf,-0.0,0.772,-445.253,inf,-57.951,0.0,0.0,inf,0.0,-0.742,0.19,120.053,1.006,-169.737,-992.938,3.97,3.881,3.775,4.073,True,False,False,2.306,5.154,-2.523,1.0,3.0,AVOID,0.074,0.079,-0.005,False,True,False,False,False,,1.0,3.0,AVOID - Bearish momentum,53.294,True,True,True,Bullish,3.0,3.0,STRONG BUY - Ideal zone,3.97,3.941,True,True,True,128900.0,125870.0,1.024,151700.0,151675.0,3.0,3.0,STRONG BUY - Institutional accumulation,0.0,0.0,0.0,85.0,60.0,33.3,5.0,33.3,0.0,100.0,100.0,5.0,26.0,61.667,36.7
CINGW,Cingulate Inc.,-72.892,0.0,-18.251,-1.0,0.0,18.251,100.0,inf,-0.0,0.772,-445.253,inf,-28264976363.636,0.0,0.0,inf,0.0,-0.742,0.0,120.053,1.006,-169.737,-992.938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,85.0,60.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,26.0,5.0,19.7
CISO,CISO Global Inc.,-429.309,14.081,-1934.037,-129.26,14.081,95.711,-1.0,-4.071,-0.0,0.157,-46.934,inf,-128.572,0.0,26.634,inf,0.68,0.763,0.653,16.189,1.562,-75.452,-119.854,0.428,0.493,0.826,0.919,False,False,False,-13.132,-48.16,-53.446,0.0,3.0,AVOID,-0.103,-0.115,0.012,True,False,True,True,False,,2.0,3.0,BUY - Momentum building,30.202,True,False,False,Bearish,1.0,3.0,"CAUTION - Oversold, wait for bounce confirmation",0.428,0.495,False,False,True,527600.0,648235.0,0.814,624366.667,434500.0,1.0,3.0,"AVOID - Below VWMA, weak support",12.0,35.0,20.0,10.0,33.3,0.0,0.0,66.7,0.0,33.3,33.3,5.0,21.0,30.0,23.7
CISS,C3is Inc.,6.758,0.945,9.664,14.205,0.945,4.884,108.381,4.067,-0.0,4.463,-2.879,inf,-280.194,0.0,258.71,inf,0.029,0.001,0.029,-849.705,0.393,4.104,5.588,0.222,1.21,1.689,2.96,False,False,False,-81.648,-86.858,-92.5,0.0,3.0,AVOID,-0.454,-0.326,-0.128,False,False,False,True,False,,0.0,3.0,AVOID - Bearish momentum,16.949,True,False,False,Oversold,1.0,3.0,"CAUTION - Oversold, wait for bounce confirmation",0.222,0.29,False,False,True,1019500.0,1712250.0,0.595,4695000.0,3482971.429,1.0,3.0,"AVOID - Below VWMA, weak support",8.0,40.0,20.0,65.0,40.0,0.0,0.0,0.0,0.0,33.3,33.3,5.0,33.0,16.667,28.1
CIVB,"Civista Bancshares, Inc.",0.0,2.915,37.235,25.48,2.915,18.32,74.785,0.0,13.373,1.144,0.821,8.989,6.861,-8.572,6.841,-1.049,2.831,1.212,0.976,139.065,0.97,1.165,11.792,23.91,23.419,22.148,21.135,True,True,True,2.097,7.957,13.128,3.0,3.0,BUY - Ideal pullback entry,0.621,0.615,0.006,True,True,True,False,False,,3.0,3.0,HOLD - Bullish but watch for weakening,63.323,True,True,True,Bullish,3.0,3.0,BUY - Acceptable zone,23.91,23.706,True,True,True,237500.0,130150.0,1.825,201460.0,183875.0,3.0,3.0,STRONG BUY - Institutional accumulation,16.0,15.0,45.0,40.0,86.7,100.0,5.0,100.0,0.0,100.0,100.0,5.0,37.0,95.0,54.4
CJMB,Callan JMB Inc.,3.267,8.387,-5.664,2.966,8.387,8.527,11.506,-423.458,-1.118,2.767,-23.632,inf,-34.454,0.0,-46.308,inf,1.126,0.103,0.136,-21.546,-0.21,9.084,5.635,1.44,1.952,3.138,4.415,False,False,False,-26.248,-54.106,-67.381,0.0,3.0,AVOID,-0.484,-0.52,0.036,True,False,True,False,True,6.0,2.0,3.0,HOLD - Bullish but watch for weakening,25.209,True,False,False,Oversold,1.0,3.0,"CAUTION - Oversold, wait for bounce confirmation",1.44,1.704,False,False,True,37400.0,53555.0,0.698,70650.0,42180.0,1.0,3.0,"AVOID - Below VWMA, weak support",12.0,15.0,20.0,40.0,40.0,0.0,0.0,66.7,0.0,33.3,33.3,5.0,24.0,30.0,25.8
CLAR,Clarus Corporation,-5.729,14.275,-337.834,-15.155,14.275,85.722,116.54,,-25.291,-0.367,-10.556,inf,-40.164,0.0,-0.208,inf,0.508,0.057,0.128,27.328,3.332,-7.069,-12.273,3.39,3.476,3.398,3.475,False,False,False,-2.474,-0.243,-2.432,0.0,3.0,AVOID,-0.011,0.006,-0.017,False,False,False,True,False,,0.0,3.0,AVOID - Bearish momentum,46.505,True,False,True,Bearish,2.0,3.0,STRONG BUY - Ideal zone,3.39,3.461,False,True,True,226500.0,129770.0,1.745,212166.667,178400.0,2.0,3.0,"AVOID - Below VWMA, weak support",12.0,0.0,20.0,45.0,33.3,0.0,5.0,0.0,0.0,66.7,66.7,5.0,21.0,33.333,24.7
CLBK,"Columbia Financial, Inc.",0.0,2.872,19.348,12.663,2.872,17.026,100.0,0.0,26.757,1.554,-0.109,110.133,-0.676,0.0,-12.873,inf,8.581,1.039,0.627,-222.046,0.617,0.61,5.764,16.52,16.56,15.541,14.883,True,True,True,-0.242,6.298,11.003,3.0,3.0,BUY - Ideal pullback entry,0.392,0.45,-0.058,False,True,False,False,False,,1.0,3.0,AVOID - Bearish momentum,54.33,True,True,True,Bullish,3.0,3.0,STRONG BUY - Ideal zone,16.52,16.514,True,True,False,215900.0,119860.0,1.801,120260.0,132800.0,2.0,3.0,HOLD - Above VWMA but watch volume,8.0,15.0,0.0,50.0,53.3,100.0,5.0,33.3,0.0,100.0,66.7,0.0,23.0,71.667,37.6
CLBT,Cellebrite DI Ltd.,-11.679,11.701,-233.49,-16.95,11.701,35.167,100.0,1962.276,-2.545,-1.692,-53.108,50.553,-6.026,0.0,17.67,inf,10.301,0.321,0.002,-42.954,0.939,7.595,23246.389,19.21,17.946,17.769,17.242,True,True,True,7.043,8.11,11.412,3.0,3.0,WAIT - Extended above MA,0.358,0.269,0.088,True,True,True,True,False,,3.0,3.0,BUY - Momentum building,62.287,True,True,True,Bullish,3.0,3.0,BUY - Acceptable zone,19.21,17.976,True,False,False,1221400.0,1132500.0,1.078,1139242.857,1558050.0,1.0,3.0,HOLD - Above VWMA but watch volume,40.0,25.0,0.0,80.0,26.7,100.0,0.0,100.0,0.0,100.0,33.3,0.0,35.0,75.0,47.0
CLDX,"Celldex Therapeutics, Inc.",-30.219,0.744,-2289.655,-3023.037,0.744,41.704,100.0,inf,,0.891,-33.903,inf,-9.28,0.0,14.709,inf,654.524,0.009,0.002,101.162,1.026,-31.369,-33.786,25.6,27.195,26.281,22.648,False,True,True,-5.865,-2.59,13.037,2.0,3.0,WAIT - Partial trend,0.059,0.426,-0.367,False,True,False,False,False,,1.0,3.0,AVOID - Bearish momentum,43.259,True,False,True,Bearish,2.0,3.0,BUY - Acceptable zone,25.6,27.373,False,False,True,1565700.0,774570.0,2.021,1230850.0,785971.429,1.0,3.0,"AVOID - Below VWMA, weak support",0.0,15.0,0.0,75.0,73.3,66.7,0.0,33.3,0.0,66.7,33.3,5.0,29.0,50.0,35.3
CLFD,"Clearfield, Inc.",4.091,5.823,-21.693,-0.289,5.823,20.011,100.0,inf,27.195,1.159,-2.553,63.511,-2.035,0.0,-17.858,inf,2.634,0.032,0.022,-270.932,1.242,3.708,4.923,28.58,29.152,31.994,34.339,False,False,False,-1.962,-10.671,-16.772,0.0,3.0,AVOID,-0.675,-0.801,0.126,True,False,True,False,False,,2.0,3.0,HOLD - Bullish but watch for weakening,41.462,True,False,True,Bearish,2.0,3.0,BUY - Acceptable zone,28.58,28.986,False,False,True,216500.0,138140.0,1.567,123700.0,123200.0,1.0,3.0,"AVOID - Below VWMA, weak support",12.0,0.0,10.0,95.0,53.3,0.0,5.0,66.7,0.0,66.7,33.3,5.0,32.0,41.667,34.9
CLGN,CollPlant Biotechnologies Ltd.,-61.085,0.682,-2052.526,-2983.21,0.682,18.896,100.0,inf,-0.0,0.696,-48.67,inf,-85.525,0.0,-67.949,inf,7.847,0.109,0.159,87.76,1.033,-28.782,-33.445,1.52,1.916,2.083,2.264,False,False,False,-20.68,-27.019,-32.849,0.0,3.0,AVOID,-0.182,-0.128,-0.054,False,False,False,True,False,,0.0,3.0,AVOID - Bearish momentum,33.274,True,False,False,Bearish,1.0,3.0,"CAUTION - Oversold, wait for bounce confirmation",1.52,1.844,False,False,False,20800.0,27720.0,0.75,21233.333,42933.333,0.0,3.0,"AVOID - Below VWMA, weak support",0.0,0.0,0.0,85.0,60.0,0.0,0.0,0.0,0.0,33.3,0.0,0.0,26.0,6.667,20.2
CLIR,ClearSign Technologies Corporation,-69.635,7.377,-4767.576,-634.359,7.377,87.965,100.0,inf,-0.0,0.8,-69.541,inf,-17.444,0.0,80.944,inf,14.109,0.036,0.006,86.639,,-56.389,-67.515,0.57,0.694,0.808,0.676,False,False,True,-17.927,-29.473,-15.656,1.0,3.0,AVOID,-0.067,-0.053,-0.013,False,False,False,True,False,,0.0,3.0,AVOID - Bearish momentum,34.106,True,False,False,Bearish,1.0,3.0,"CAUTION - Oversold, wait for bounce confirmation",0.57,0.656,False,False,False,176400.0,124450.0,1.417,160933.333,239940.0,0.0,3.0,"AVOID - Below VWMA, weak support",12.0,35.0,0.0,75.0,33.3,33.3,0.0,0.0,0.0,33.3,0.0,0.0,30.0,16.667,26.0
CLLS,Cellectis S.A.,-41.126,0.217,-1031.2,-4675.836,0.217,18.8,100.0,-7.991,-0.0,0.541,-10.997,inf,-11.631,0.0,11.003,inf,5.311,1.08,0.289,-52.082,0.918,-33.47,-81.151,4.37,4.729,4.154,2.554,True,True,True,-7.601,5.19,71.123,3.0,3.0,STRONG BUY - At MA support,0.046,0.165,-0.119,False,True,False,True,False,,1.0,3.0,AVOID - Bearish momentum,49.009,True,False,True,Bearish,2.0,3.0,STRONG BUY - Ideal zone,4.37,4.783,False,False,True,406300.0,133860.0,3.035,194760.0,120600.0,1.0,3.0,"AVOID - Below VWMA, weak support",0.0,15.0,0.0,55.0,26.7,100.0,0.0,33.3,0.0,66.7,33.3,5.0,18.0,60.0,30.6
CLMB,"Climb Global Solutions, Inc.",25.611,53.271,114.274,3.868,53.271,47.348,78.439,inf,25.614,1.618,5.554,23.187,3.741,24.775,18.111,0.936,0.802,0.041,0.006,151.924,0.71,5.131,20.165,107.82,106.443,114.552,113.721,False,False,True,1.294,-5.877,-5.189,1.0,3.0,AVOID,-0.879,-1.707,0.827,True,False,True,False,False,,2.0,3.0,HOLD - Bullish but watch for weakening,46.967,True,False,True,Bearish,2.0,3.0,STRONG BUY - Ideal zone,107.82,106.383,True,True,True,139300.0,68010.0,2.048,101700.0,61120.0,3.0,3.0,STRONG BUY - Institutional accumulation,60.0,90.0,70.0,90.0,86.7,33.3,5.0,66.7,0.0,66.7,100.0,5.0,78.0,61.667,73.1
CLMT,"Calumet, Inc.",5.938,2.873,-16.004,-2.616,2.873,8.489,100.0,0.043,-0.362,0.008,-8.069,inf,-12.631,0.0,9.995,inf,0.434,0.0,1.332,55.45,5.522,-2.684,-1.0,20.26,19.544,19.28,15.72,True,True,True,3.664,5.082,28.885,3.0,3.0,BUY - Ideal pullback entry,0.24,0.228,0.012,True,True,True,True,True,1.0,3.0,3.0,STRONG BUY - Fresh crossover (1 days ago),59.908,True,True,True,Bullish,3.0,3.0,STRONG BUY - Ideal zone,20.26,19.621,True,True,False,1376900.0,619020.0,2.224,751200.0,795233.333,2.0,3.0,HOLD - Above VWMA but watch volume,0.0,0.0,20.0,25.0,46.7,100.0,5.0,100.0,5.0,100.0,66.7,0.0,16.0,90.0,38.2
CLNE,Clean Energy Fuels Corp.,-5.748,1.149,-35.333,-19.119,1.149,13.37,100.0,-0.878,-3.324,-0.647,-6.596,inf,-16.986,0.0,17.608,inf,1.159,0.502,0.747,18.511,-0.32,-7.129,-10.881,2.23,2.24,2.457,2.131,False,True,True,-0.446,-9.246,4.665,2.0,3.0,WAIT - Partial trend,-0.036,-0.049,0.013,True,False,True,False,False,,2.0,3.0,HOLD - Bullish but watch for weakening,43.241,True,False,True,Bearish,2.0,3.0,BUY - Acceptable zone,2.23,2.234,False,True,False,2334400.0,1140540.0,2.047,1155900.0,1400600.0,1.0,3.0,"AVOID - Below VWMA, weak support",0.0,25.0,20.0,35.0,6.7,66.7,5.0,66.7,0.0,66.7,33.3,0.0,17.0,56.667,28.9
CLNN,Clene Inc.,-153.532,0.038,-331.698,-8471.682,0.038,11.302,100.0,-7.868,-0.0,0.973,-75.276,inf,-57.076,0.0,-22.084,inf,322.575,1.557,0.302,54.165,0.962,-78.939,-486.68,6.68,7.539,8.496,5.317,False,True,True,-11.394,-21.373,25.632,2.0,3.0,WAIT - Partial trend,-0.685,-0.631,-0.053,False,False,False,True,False,,0.0,3.0,AVOID - Bearish momentum,43.41,True,False,True,Bearish,2.0,3.0,BUY - Acceptable zone,6.68,7.021,False,False,True,96400.0,315965.0,0.305,105800.0,103933.333,1.0,3.0,"AVOID - Below VWMA, weak support",0.0,0.0,0.0,45.0,60.0,66.7,0.0,0.0,0.0,66.7,33.3,5.0,18.0,43.333,25.6
CLNNW,Clene Inc.,-153.532,0.038,-331.698,-8471.682,0.038,11.302,100.0,-7.868,-0.0,0.973,-75.276,inf,-757692307692.308,0.0,-22.084,inf,0.0,1.557,0.0,54.165,0.962,-78.939,-486.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,55.0,60.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,20.0,5.0,15.5
CLOV,"Clover Health Investments, Corp.",-49.21,186.474,-3196.245,-17.01,186.474,24.337,100.0,inf,-0.0,0.504,-7.537,inf,-3.929,0.0,-2.338,inf,0.752,,,-77.4,0.955,-34.769,-71.223,2.58,2.558,2.781,3.031,False,False,False,0.84,-7.218,-14.873,0.0,3.0,AVOID,-0.022,-0.04,0.018,True,False,True,False,False,,2.0,3.0,HOLD - Bullish but watch for weakening,46.941,True,False,True,Bearish,2.0,3.0,STRONG BUY - Ideal zone,2.58,2.551,True,True,False,6296600.0,4285230.0,1.469,3559050.0,4520425.0,2.0,3.0,HOLD - Above VWMA but watch volume,12.0,0.0,20.0,50.0,26.7,0.0,5.0,66.7,0.0,66.7,66.7,0.0,21.0,41.667,27.2
CLPS,CLPS Incorporation,3.436,9.316,-8.265,0.476,9.316,5.295,-67.005,inf,-8.719,2.104,-2.444,inf,-9.137,0.0,4.246,inf,0.155,0.406,1.029,-292.191,0.522,2.748,3.97,0.857,0.893,0.924,0.989,False,False,False,-3.983,-7.275,-13.367,0.0,3.0,AVOID,-0.016,-0.013,-0.002,False,False,False,True,False,,0.0,3.0,AVOID - Bearish momentum,45.34,True,False,True,Bearish,2.0,3.0,STRONG BUY - Ideal zone,0.857,0.94,False,False,True,8800.0,18860.0,0.467,25633.333,14020.0,1.0,3.0,"AVOID - Below VWMA, weak support",12.0,0.0,20.0,40.0,53.3,0.0,5.0,0.0,0.0,66.7,33.3,5.0,23.0,28.333,24.6
CLPT,"ClearPoint Neuro, Inc.",-55.256,6.67,-551.531,-77.479,6.67,34.772,100.0,,-0.0,0.717,-44.336,inf,-4.477,0.0,24.416,inf,12.304,0.169,0.008,48.773,1.228,-36.08,-57.228,14.2,13.7,18.061,14.208,False,False,True,3.65,-21.379,-0.058,1.0,3.0,AVOID,-0.957,-1.284,0.327,True,False,True,True,False,,2.0,3.0,BUY - Momentum building,46.566,True,False,True,Bearish,2.0,3.0,STRONG BUY - Ideal zone,14.2,13.597,True,False,True,750800.0,703795.0,1.067,1101733.333,864533.333,2.0,3.0,BUY - Good volume support,12.0,35.0,0.0,50.0,33.3,33.3,5.0,66.7,0.0,66.7,66.7,5.0,25.0,56.667,34.5
