,ticker,longName,ROCE,ROCE (3yr avg),NFAT,NFAT (3yr avg),NPM,DPR,Retention Ratio,Dep,SSGR,Av NPM (over 3 years),Av NFA/T (over 3 years),Av Dep%NFA (over 3 years),Av Retention ratio (over 3 years),d/e,Interest coverage,tax %,cPAT,CFO,cCFO,cCFO/cPAT,p/a,p/e,EY,Earnings Growth 5yr cagr,Sales Growth 5yr cagr,PEG,no. shares (cr),Current Price,market cap,d/e_market,p/s,NFA + CWIP,Capex,Capex_from_cashflow_statement,FCF,FCF%_from_balance_sheet,FCF_capex_from_cashflow,FCF%,DV,Mcap (cr),d/e decreasing trend 5 yrs,Sales cagr >15%,npm >8%,Tax payout >25%,Interest coverage >3,d/e <0.5,CFO >0,cCFO > PAT,p/e <10,peg <1,EY >7%,p/b <3,DV >3%,EY >7,sgr > Sales growth (very linear),FCF/CFO,Market Cap,Net Income,Total Revenue,Total Assets,Total Liabilities,Total Stockholders Equity,Total Debt,Cash and Cash Equivalents,Current Assets,Current Liabilities,Working Capital,Operating Cash Flow,Capital Expenditure,Dividends Paid,Depreciation & Amortization,Interest Expense,Income Tax Expense,Shares Outstanding,Net Fixed Assets,Construction in Progress,Net Debt,3-5yr Average ROA (%),3-5yr Average ROE (%),ROE,ROA,insidersPercentHeld,institutionsPercentHeld,institutionsFloatPercentHeld,institutionsCount,current,high,low,mean,median,Normalized EBIT,Normalized Net Income,analysis_date,current_price,total_score,max_score,score_percentage,overall_technical_signal,action,profitability_score,growth_score,valuation_score,financial_health_score,cashflow_quality_score,fundamental_total_score,profitability_pct,growth_pct,valuation_pct,financial_health_pct,cashflow_quality_pct,fundamental_total_pct,ma_score,ma_distance_bonus,macd_score,macd_crossover_bonus,rsi_score,vwma_score,vwma_volume_bonus,technical_total_score,ma_pct,macd_pct,rsi_pct,vwma_pct,technical_total_pct,combined_score,moving_averages.current_price,moving_averages.SMA_20,moving_averages.SMA_50,moving_averages.SMA_200,moving_averages.above_50,moving_averages.above_200,moving_averages.golden_cross,moving_averages.dist_from_20,moving_averages.dist_from_50,moving_averages.dist_from_200,moving_averages.score,moving_averages.max_score,moving_averages.signal,macd.MACD,macd.MACD_signal,macd.MACD_hist,macd.bullish_crossover,macd.above_zero,macd.histogram_positive,macd.histogram_growing,macd.recent_crossover,macd.crossover_days_ago,macd.score,macd.max_score,macd.signal,rsi.RSI,rsi.not_overbought,rsi.above_50,rsi.in_sweet_spot,rsi.zone,rsi.score,rsi.max_score,rsi.signal,vwma.current_price,vwma.VWMA,vwma.above_vwma,vwma.vwma_rising,vwma.volume_pattern_bullish,vwma.current_volume,vwma.avg_volume,vwma.volume_ratio,vwma.avg_volume_up_days,vwma.avg_volume_down_days,vwma.score,vwma.max_score,vwma.signal,support_resistance.current_price,support_resistance.nearest_resistance,support_resistance.nearest_support,support_resistance.dist_to_resistance_%,support_resistance.dist_to_support_%,support_resistance.at_support,support_resistance.near_resistance,support_resistance.resistance_levels,support_resistance.support_levels,support_resistance.score,support_resistance.max_score,support_resistance.signal,market_context.SPY_price,market_context.SPY_50MA,market_context.SPY_200MA,market_context.above_50,market_context.above_200,market_context.golden_cross,market_context.VIX,market_context.low_vix,market_context.score,market_context.total_checks,market_context.market_state,market_context.recommendation,relative_strength.stock_return_%,relative_strength.benchmark_return_%,relative_strength.outperformance_%,relative_strength.outperforming,relative_strength.signal,Research Asset,R&D Amortization,Adjusted EBIT (R&D),Adjusted Book Equity (R&D),Adjusted D/E (R&D),Adjusted Invested Capital (R&D),Adjusted ROC (R&D),Adjusted ROE (R&D),error
144,GDDY,GoDaddy Inc.,16.682,13.253,20.24,16.118,20.471,0.0,100.0,60.813,269.143,20.471,16.118,60.813,100.0,62.616,5.893,-22.407,2906200000.0,1287700000.0,4144300000.0,1.426,12.385,22.045,5.422,66.361,6.222,0.332,13.514,127.86,17279204208.84,0.225,3.635,205800000.0,95000000.0,26600000.0,1192700000.0,127.303,1261100000.0,134.603,0.0,1770.209,False,False,True,False,True,False,True,True,False,True,False,False,False,False,True,0.926,17702092800.0,936900000.0,4573200000.0,8235400000.0,7543300000.0,62200000.0,3894700000.0,19100000.0,1951800000.0,2698400000.0,-746600000.0,1287700000.0,26600000.0,0.0,135300000.0,158300000.0,-171500000.0,135141594.0,205800000.0,0.0,3875600000.0,11.904,-650.764,-1019.881,18.913,0.007,1.028,1.035,1085.0,127.86,240.0,134.0,175.062,166.0,669766666.667,887966666.667,2025-11-30,127.86,6.0,15.0,40.0,🔴 AVOID,Poor setup,9.0,13.0,13.0,13.0,15.0,63.0,36.0,65.0,65.0,65.0,100.0,63.0,0.0,5.0,13.333,5.0,13.333,0.0,0.0,36.667,0.0,66.7,66.7,0.0,36.7,55.1,127.86,129.523,132.648,160.964,False,False,False,-1.284,-3.61,-20.566,0.0,3.0,AVOID,-1.972,-2.074,0.101,True,False,True,True,True,1.0,2.0,3.0,STRONG BUY - Fresh crossover (1 days ago),45.232,True,False,True,Bearish,2.0,3.0,STRONG BUY - Ideal zone,127.86,129.549,False,False,False,521200.0,1462420.0,0.356,1199220.0,1840775.0,0.0,3.0,"AVOID - Below VWMA, weak support",127.86,185.315,121.94,44.936,4.63,False,False,"[np.float64(193.5500030517578), np.float64(211.11000061035156), np.float64(216.0)]","[np.float64(171.01100158691406), np.float64(173.26300048828125), np.float64(189.4499969482422)]",2.0,3.0,BUY - Good risk/reward setup,683.39,670.438,,True,False,False,16.35,True,2.0,4.0,NEUTRAL,Selective - Take 3-5 positions,-35.284,16.483,-51.767,False,AVOID - Significant underperformance,2245000000.0,630860000.0,1107240000.0,2307200000.0,1.688,6182800000.0,21.921,40.608,
145,UNH,UnitedHealth Group Incorporated,12.327,16.342,36.384,34.926,5.276,37.426,62.574,36.561,78.743,5.276,34.926,36.561,62.574,0.866,8.266,24.06,74191000000.0,24204000000.0,101821000000.0,1.372,5.263,17.184,4.822,-4.945,11.65,-3.475,90.584,329.77,298718401717.4,0.257,0.686,10553000000.0,3202000000.0,3499000000.0,21002000000.0,145.797,20705000000.0,143.735,2.522,29871.84,False,False,False,False,True,False,True,True,False,True,False,False,False,False,True,0.868,298718396416.0,14405000000.0,400278000000.0,298278000000.0,195687000000.0,88756000000.0,76904000000.0,8212000000.0,85779000000.0,103769000000.0,-17990000000.0,24204000000.0,3499000000.0,7533000000.0,4099000000.0,3906000000.0,4829000000.0,905838620.0,10553000000.0,0.0,68692000000.0,8.703,26.895,26.88,8.618,0.008,0.837,0.844,4128.0,329.77,440.0,198.0,386.72,410.0,28256666666.667,18968666666.667,2025-11-30,329.77,6.0,15.0,40.0,🔴 AVOID,Poor setup,13.0,6.0,8.0,16.0,15.0,58.0,52.0,30.0,40.0,80.0,100.0,58.0,0.0,5.0,13.333,5.0,13.333,5.0,0.0,41.667,0.0,66.7,66.7,33.3,41.7,53.1,329.77,325.083,343.543,363.344,False,False,False,1.442,-4.009,-9.24,0.0,3.0,AVOID,-5.581,-6.987,1.406,True,False,True,True,True,2.0,2.0,3.0,STRONG BUY - Fresh crossover (2 days ago),49.218,True,False,True,Bearish,2.0,3.0,STRONG BUY - Ideal zone,329.77,325.153,True,False,False,2464500.0,8201755.0,0.3,5972340.0,8655600.0,1.0,3.0,HOLD - Above VWMA but watch volume,329.77,376.22,304.53,14.086,7.654,False,False,"[np.float64(537.8353829381175), np.float64(544.2316071910581), np.float64(598.3111911927577)]","[np.float64(467.50600509850483), np.float64(494.0145869937026), np.float64(512.7907303429771)]",1.0,3.0,BUY - Good risk/reward setup,683.39,670.438,,True,False,False,16.35,True,2.0,4.0,NEUTRAL,Selective - Take 3-5 positions,-44.785,16.483,-61.268,False,AVOID - Significant underperformance,,,,,,,,,
146,WPM,Wheaton Precious Metals Corp.,8.717,8.789,0.203,0.185,52.31,45.827,54.173,0.0,5.239,52.31,0.185,0.0,54.173,0.001,2569.342,17.879,2490795000.0,1027581000.0,3366959000.0,1.352,7.526,50.023,1.059,-11.384,2.251,-4.394,45.402,110.05,49964668354.3,0.0,27.333,6475786000.0,285160000.0,658329000.0,742421000.0,140.307,369252000.0,69.783,0.558,5003.085,False,False,True,False,True,True,True,True,False,True,False,False,False,False,True,0.722,50030854144.0,529140000.0,1284639000.0,7424457000.0,165078000.0,6985516000.0,5171000.0,467000.0,828080000.0,29504000.0,798576000.0,1027581000.0,658329000.0,279050000.0,0.0,284000.0,115204000.0,454017886.0,6475786000.0,0.0,4704000.0,9.024,9.083,7.847,7.797,0.001,0.734,0.735,1185.0,110.05,160.0,115.0,129.222,127.5,617873000.0,578636666.667,2025-11-30,110.05,11.0,15.0,73.333,🟢 STRONG BUY,Enter position,4.0,3.0,0.0,19.0,11.0,37.0,16.0,15.0,0.0,95.0,73.3,37.0,30.0,0.0,20.0,0.0,20.0,10.0,0.0,80.0,100.0,100.0,100.0,66.7,80.0,49.9,110.05,101.713,103.799,90.41,True,True,True,8.196,6.023,21.723,3.0,3.0,WAIT - Extended above MA,1.038,0.206,0.832,True,True,True,True,False,,3.0,3.0,BUY - Momentum building,62.808,True,True,True,Bullish,3.0,3.0,BUY - Acceptable zone,110.05,101.003,True,True,False,1192500.0,1841640.0,0.648,1424160.0,1612500.0,2.0,3.0,HOLD - Above VWMA but watch volume,110.05,114.01,102.5,3.598,6.861,False,False,"[np.float64(103.80999755859375), np.float64(108.66999816894531), np.float64(114.01000213623047)]","[np.float64(90.38999938964844), np.float64(92.56999969482422), np.float64(102.5)]",0.0,3.0,NEUTRAL - No clear level nearby,683.39,670.438,,True,False,False,16.35,True,2.0,4.0,NEUTRAL,Selective - Take 3-5 positions,77.278,16.483,60.795,True,STRONG - Significant outperformance,,,,,,,,,
147,GLW,Corning Incorporated,5.005,6.11,0.884,0.848,5.916,145.302,-45.302,8.865,-11.138,5.916,0.848,8.865,-45.302,0.7,3.45,27.183,4309000000.0,1939000000.0,9971000000.0,2.314,1.775,53.974,0.701,-23.151,-2.336,-2.331,85.736,84.2,72189745343.2,0.112,4.84,15974000000.0,-133000000.0,965000000.0,2072000000.0,409.486,974000000.0,192.49,1.366,7218.974,False,False,False,True,True,False,True,True,False,True,False,False,False,False,False,1.069,72189739008.0,506000000.0,13118000000.0,27735000000.0,16665000000.0,11551000000.0,8091000000.0,828000000.0,7992000000.0,4919000000.0,3073000000.0,1939000000.0,965000000.0,986000000.0,1350000000.0,329000000.0,221000000.0,857360396.0,14155000000.0,1819000000.0,7263000000.0,3.208,7.873,4.932,2.003,0.082,0.759,0.827,2158.0,84.2,109.0,60.0,93.308,97.0,1458666666.667,801000000.0,2025-11-30,84.2,9.0,15.0,60.0,🟡 WAIT,Need more confirmation,0.0,0.0,0.0,13.0,15.0,28.0,0.0,0.0,0.0,65.0,100.0,28.0,30.0,5.0,0.0,0.0,20.0,5.0,0.0,60.0,100.0,0.0,100.0,33.3,60.0,37.6,84.2,84.145,84.091,60.604,True,True,True,0.065,0.129,38.935,3.0,3.0,BUY - Ideal pullback entry,-0.574,-0.435,-0.139,False,False,False,True,False,,0.0,3.0,AVOID - Bearish momentum,51.654,True,True,True,Bullish,3.0,3.0,STRONG BUY - Ideal zone,84.2,83.825,True,False,False,1847500.0,6693630.0,0.276,5733000.0,7489966.667,1.0,3.0,HOLD - Above VWMA but watch volume,84.2,87.482,82.798,3.897,1.666,True,False,"[np.float64(87.48156782381022), np.float64(90.31191683237252), np.float64(92.25528579472491)]","[np.float64(62.89801981934394), np.float64(76.78805437555297), np.float64(82.79754905879769)]",2.0,3.0,BUY - At support but near resistance,683.39,670.438,,True,False,False,16.35,True,2.0,4.0,NEUTRAL,Selective - Take 3-5 positions,76.29,16.483,59.806,True,STRONG - Significant outperformance,2976000000.0,841400000.0,1389600000.0,14527000000.0,0.557,21790000000.0,4.644,3.483,
148,NVMI,Nova Ltd.,18.713,17.553,5.565,5.797,26.072,0.0,100.0,15.84,135.299,26.072,5.797,15.84,100.0,0.314,,15.038,553386000.0,235266000.0,610598000.0,1.103,16.208,40.629,1.981,24.371,17.347,1.667,2.965,312.84,9276476837.76,0.025,10.879,132939000.0,41588000.0,17215000.0,193678000.0,105.396,218051000.0,118.659,0.0,927.648,False,True,True,False,False,True,True,True,False,False,False,False,False,False,True,0.823,9276476416.0,183762000.0,672396000.0,1390422000.0,462627000.0,750752000.0,236096000.0,7335000.0,901949000.0,388230000.0,513719000.0,235266000.0,17215000.0,0.0,17379000.0,,32525000.0,29652464.0,132939000.0,0.0,228761000.0,14.272,23.408,20.38,12.872,0.0,0.779,0.779,397.0,312.84,420.0,340.0,365.833,360.0,156578000.0,153428333.333,2025-11-30,312.84,9.0,15.0,60.0,🟡 WAIT,Need more confirmation,17.0,18.0,2.0,14.0,13.0,64.0,68.0,90.0,10.0,70.0,86.7,64.0,20.0,5.0,13.333,5.0,20.0,5.0,0.0,68.333,66.7,66.7,100.0,33.3,68.3,65.3,312.84,307.273,318.178,254.7,False,True,True,1.812,-1.678,22.827,2.0,3.0,WAIT - Partial trend,-6.308,-7.412,1.104,True,False,True,True,True,1.0,2.0,3.0,STRONG BUY - Fresh crossover (1 days ago),52.351,True,True,True,Bullish,3.0,3.0,STRONG BUY - Ideal zone,312.84,306.083,True,False,False,147500.0,347260.0,0.425,287550.0,459166.667,1.0,3.0,HOLD - Above VWMA but watch volume,312.84,320.0,300.01,2.289,4.101,False,False,"[np.float64(336.9599914550781), np.float64(342.0), np.float64(361.32000732421875)]","[np.float64(290.5), np.float64(300.010009765625), np.float64(318.4599914550781)]",1.0,3.0,NEUTRAL - No clear level nearby,683.39,670.438,,True,False,False,16.35,True,2.0,4.0,NEUTRAL,Selective - Take 3-5 positions,70.244,16.483,53.76,True,STRONG - Significant outperformance,261309000.0,70923000.0,226874000.0,1012061000.0,0.233,1240822000.0,15.535,18.157,
149,META,"Meta Platforms, Inc.",29.439,23.978,1.337,1.37,28.929,2.711,97.289,11.456,27.102,28.929,1.37,11.456,97.289,0.32,97.035,11.75,164028000000.0,91328000000.0,270599000000.0,1.65,27.158,28.658,4.419,20.716,11.733,1.383,217.789,647.95,1411163351848.55,0.035,8.62,163070000000.0,44418000000.0,37256000000.0,46910000000.0,75.225,54072000000.0,86.709,0.359,163317.586,False,False,True,False,True,True,True,True,False,False,False,False,False,False,True,0.514,1633175863296.0,62360000000.0,164501000000.0,276054000000.0,93417000000.0,153168000000.0,49060000000.0,5236000000.0,100045000000.0,33596000000.0,66449000000.0,91328000000.0,37256000000.0,5072000000.0,15498000000.0,715000000.0,8303000000.0,2177889269.0,136268000000.0,26802000000.0,43824000000.0,16.01,23.278,28.039,18.827,0.001,0.793,0.794,6280.0,647.95,1117.0,685.0,841.416,850.0,49418666666.667,41552666666.667,2025-11-30,647.95,8.0,15.0,53.333,🟡 WAIT,Need more confirmation,18.0,16.0,6.0,18.0,13.0,71.0,72.0,80.0,30.0,90.0,86.7,71.0,10.0,5.0,13.333,5.0,20.0,5.0,0.0,58.333,33.3,66.7,100.0,33.3,58.3,67.2,647.95,619.072,686.276,672.457,False,False,True,4.665,-5.585,-3.644,1.0,3.0,AVOID,-18.622,-26.328,7.706,True,False,True,True,True,4.0,2.0,3.0,STRONG BUY - Fresh crossover (4 days ago),51.696,True,True,True,Bullish,3.0,3.0,STRONG BUY - Ideal zone,647.95,620.743,True,False,False,11033200.0,23663005.0,0.466,20213425.0,20511820.0,1.0,3.0,HOLD - Above VWMA but watch volume,647.95,735.27,581.25,13.476,10.294,False,False,"[np.float64(759.1599731445312), np.float64(784.2207041864842), np.float64(795.7129654452535)]","[np.float64(721.2431559989143), np.float64(730.506944043105), np.float64(743.2583455274284)]",1.0,3.0,NEUTRAL - No clear level nearby,683.39,670.438,,True,False,False,16.35,True,2.0,4.0,NEUTRAL,Selective - Take 3-5 positions,13.175,16.483,-3.308,False,WEAK - Slight underperformance,105724200000.0,28469800000.0,86781200000.0,258892200000.0,0.189,302716200000.0,25.299,24.087,
150,FAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,'str' object has no attribute 'get'
151,GE,GE Aerospace,9.697,6.624,5.329,3.687,14.973,70.589,29.411,12.317,3.921,14.973,3.687,12.317,29.411,0.703,6.857,12.625,10037000000.0,4710000000.0,19297000000.0,1.923,3.783,39.846,2.083,0.0,-11.833,inf,105.481,298.45,314809211737.95,0.061,7.201,7278000000.0,1215000000.0,1032000000.0,3495000000.0,53.31,3678000000.0,56.101,0.32,31648.816,False,False,True,False,True,False,True,True,False,False,False,False,False,False,True,0.742,316488155136.0,6556000000.0,38702000000.0,123140000000.0,103575000000.0,27403000000.0,19273000000.0,962000000.0,37635000000.0,34392000000.0,3243000000.0,4710000000.0,1032000000.0,1008000000.0,1184000000.0,986000000.0,962000000.0,1054813911.0,7278000000.0,0.0,18311000000.0,2.705,15.973,31.038,5.236,0.002,0.802,0.804,3603.0,298.45,374.0,275.0,339.0,340.0,7645666666.667,5458000000.0,2025-11-30,298.45,7.0,15.0,46.667,🔴 AVOID,Poor setup,7.0,3.0,0.0,13.0,11.0,34.0,28.0,15.0,0.0,65.0,73.3,34.0,20.0,5.0,0.0,0.0,13.333,5.0,5.0,48.333,66.7,0.0,66.7,33.3,48.3,38.3,298.45,301.884,301.674,250.877,False,True,True,-1.137,-1.069,18.963,2.0,3.0,WAIT - Partial trend,-2.131,-1.021,-1.11,False,False,False,True,False,,0.0,3.0,AVOID - Bearish momentum,48.31,True,False,True,Bearish,2.0,3.0,STRONG BUY - Ideal zone,298.45,300.73,False,False,True,1376400.0,4147895.0,0.332,5087975.0,4232260.0,1.0,3.0,"AVOID - Below VWMA, weak support",298.45,306.875,294.8,2.823,1.223,True,False,"[np.float64(281.1564487371402), np.float64(306.8750326211887), np.float64(313.760009765625)]","[np.float64(261.39058648349925), np.float64(289.6600036621094), np.float64(294.79998779296875)]",2.0,3.0,BUY - At support but near resistance,683.39,670.438,,True,False,False,16.35,True,2.0,4.0,NEUTRAL,Selective - Take 3-5 positions,64.853,16.483,48.37,True,STRONG - Significant outperformance,3252400000.0,957400000.0,8934600000.0,30655400000.0,0.629,48966400000.0,15.943,21.386,
152,SG,"Sweetgreen, Inc.",-12.338,-16.564,1.271,1.281,-24.425,0.0,100.0,12.944,-44.228,-24.425,1.281,12.944,100.0,0.685,-329.449,1.419,-547373000.0,43390000.0,-37828000.0,0.069,-10.551,inf,-13.078,0.0,25.811,inf,10.648,6.49,691055089.67,0.479,1.121,553981000.0,111347000.0,92198000.0,-67957000.0,75.196,-48808000.0,54.007,0.0,76.824,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,-1.566,768244288.0,-90373000.0,676826000.0,856758000.0,410613000.0,482597000.0,330714000.0,4790000.0,234537000.0,115827000.0,118710000.0,43390000.0,92198000.0,0.0,68260000.0,256000.0,-1301000.0,106479983.0,553981000.0,0.0,325924000.0,-17.815,-27.02,-22.149,-12.844,0.033,0.902,0.933,313.0,6.49,12.0,5.0,8.229,8.375,-131102666.667,-131399333.333,2025-11-30,6.49,7.0,15.0,46.667,🔴 AVOID,Poor setup,0.0,7.0,4.0,10.0,3.0,24.0,0.0,35.0,20.0,50.0,20.0,24.0,0.0,0.0,13.333,0.0,13.333,10.0,5.0,41.667,0.0,66.7,66.7,66.7,41.7,29.3,6.49,6.133,7.111,13.898,False,False,False,5.812,-8.728,-53.304,0.0,3.0,AVOID,-0.159,-0.324,0.165,True,False,True,False,True,9.0,2.0,3.0,HOLD - Bullish but watch for weakening,49.125,True,False,True,Bearish,2.0,3.0,STRONG BUY - Ideal zone,6.49,6.036,True,False,True,2479800.0,7932655.0,0.313,6175825.0,4534375.0,2.0,3.0,BUY - Good volume support,6.49,26.85,5.14,313.713,20.801,False,False,"[np.float64(35.15999984741211), np.float64(35.95000076293945), np.float64(42.650001525878906)]","[np.float64(23.06999969482422), np.float64(28.280000686645508), np.float64(30.770000457763672)]",1.0,3.0,NEUTRAL - No clear level nearby,683.39,670.438,,True,False,False,16.35,True,2.0,4.0,NEUTRAL,Selective - Take 3-5 positions,-84.163,16.483,-100.646,False,AVOID - Significant underperformance,,,,,,,,,
153,DKS,"DICK'S Sporting Goods, Inc.",21.305,21.858,3.226,3.463,8.387,26.745,73.255,10.353,10.928,8.387,3.463,10.353,73.255,1.715,28.902,23.286,4774836000.0,1311835000.0,5377923000.0,1.126,12.514,16.835,8.534,-7.457,3.024,-2.258,6.611,206.57,13655452383.3,0.329,1.245,4437231000.0,941997000.0,802565000.0,369838000.0,31.737,509270000.0,43.703,2.649,1852.444,False,False,True,False,True,False,True,True,False,True,True,False,False,True,True,0.282,18524438528.0,1165308000.0,13442849000.0,10458694000.0,7260430000.0,2617281000.0,4487760000.0,158767000.0,5417707000.0,3080062000.0,2337645000.0,1311835000.0,802565000.0,361727000.0,400409000.0,52987000.0,353725000.0,66105690.0,4437231000.0,0.0,4328993000.0,11.502,42.901,40.706,11.435,0.034,0.977,1.012,1005.0,206.57,284.0,170.0,236.435,245.0,1475720666.667,1084988333.333,2025-11-30,206.57,7.0,15.0,46.667,🔴 AVOID,Poor setup,16.0,3.0,11.0,18.0,5.0,53.0,64.0,15.0,55.0,90.0,33.3,53.0,20.0,5.0,0.0,0.0,6.667,5.0,5.0,41.667,66.7,0.0,33.3,33.3,41.7,49.6,206.57,213.572,221.461,205.932,False,True,True,-3.279,-6.724,0.31,2.0,3.0,WAIT - Partial trend,-4.667,-4.061,-0.605,False,False,False,True,False,,0.0,3.0,AVOID - Bearish momentum,38.907,True,False,False,Bearish,1.0,3.0,"CAUTION - Oversold, wait for bounce confirmation",206.57,211.133,False,False,True,1770800.0,1594130.0,1.111,3251050.0,1596580.0,1.0,3.0,"AVOID - Below VWMA, weak support",206.57,230.085,204.799,11.384,0.858,True,False,"[np.float64(236.8699951171875), np.float64(242.86365577633217), np.float64(250.1439588403882)]","[np.float64(213.4600067138672), np.float64(215.83511114456766), np.float64(224.76603225785468)]",3.0,3.0,STRONG BUY - At support with room to resistance,683.39,670.438,,True,False,False,16.35,True,2.0,4.0,NEUTRAL,Selective - Take 3-5 positions,1.965,16.483,-14.519,False,AVOID - Significant underperformance,,,,,,,,,
154,RGTI,"Rigetti Computing, Inc.",-72.451,-53.961,0.206,0.275,-1011.359,0.0,100.0,14.087,-291.779,-1011.359,0.275,14.087,100.0,0.08,-21.048,-0.0,-373743496.0,-50627000.0,-193962263.0,0.519,-125.686,inf,-2.382,0.0,24.864,inf,33.003,25.57,8438766814.46,0.001,1126.07,53975000.0,8764000.0,11098000.0,-59391000.0,29.55,-61725000.0,30.711,0.0,843.877,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,1.173,8438766592.0,-200988000.0,10790000.0,284787000.0,158198000.0,109588000.0,8800000.0,9081000.0,206758000.0,11867000.0,194891000.0,-50627000.0,11098000.0,0.0,6906000.0,3255000.0,0.0,330026078.0,52636000.0,1339000.0,-281000.0,-60.208,-69.717,-170.201,-90.393,0.017,0.494,0.503,540.0,25.57,51.0,35.0,40.5,40.0,-111098666.667,-115872000.0,2025-11-30,25.57,5.0,15.0,33.333,🔴 AVOID,Poor setup,0.0,7.0,0.0,11.0,5.0,23.0,0.0,35.0,0.0,55.0,33.3,23.0,20.0,0.0,0.0,0.0,6.667,5.0,5.0,36.667,66.7,0.0,33.3,33.3,36.7,27.1,25.57,29.674,35.603,18.077,False,True,True,-13.832,-28.18,41.454,2.0,3.0,WAIT - Partial trend,-3.254,-3.076,-0.178,False,False,False,True,False,,0.0,3.0,AVOID - Bearish momentum,39.469,True,False,False,Bearish,1.0,3.0,"CAUTION - Oversold, wait for bounce confirmation",25.57,30.177,False,False,True,13998400.0,48097940.0,0.291,46335633.333,41373160.0,1.0,3.0,"AVOID - Below VWMA, weak support",25.57,34.4,14.47,34.533,43.41,False,False,"[np.float64(34.400001525878906), np.float64(44.52000045776367), np.float64(58.150001525878906)]","[np.float64(13.819999694824219), np.float64(14.470000267028809), np.float64(34.13999938964844)]",1.0,3.0,NEUTRAL - No clear level nearby,683.39,670.438,,True,False,False,16.35,True,2.0,4.0,NEUTRAL,Selective - Take 3-5 positions,738.361,16.483,721.877,True,STRONG - Significant outperformance,137575334.0,37313867.0,-185296867.0,247163334.0,0.036,246882334.0,-56.291,-81.318,
155,DFIN,"Donnelley Financial Solutions, Inc.",22.704,22.417,30.603,21.732,11.475,0.0,100.0,100.0,149.366,11.475,21.732,100.0,100.0,0.352,9.483,26.139,423000000.0,171100000.0,625300000.0,1.478,11.451,43.804,7.097,-10.174,-7.667,-4.305,2.654,49.06,1301909291.98,0.109,1.797,21200000.0,60800000.0,65900000.0,110300000.0,119.372,105200000.0,113.853,0.0,134.889,False,False,True,True,True,True,True,True,False,True,True,False,False,True,True,0.645,1348893824.0,92400000.0,781900000.0,841600000.0,405500000.0,402200000.0,141400000.0,17800000.0,232500000.0,224100000.0,8400000.0,171100000.0,65900000.0,0.0,69500000.0,15100000.0,32700000.0,26537083.0,21200000.0,0.0,123600000.0,11.015,25.742,22.468,10.054,0.048,1.049,1.102,359.0,49.06,70.0,57.0,64.333,66.0,136466666.667,92366666.667,2025-11-30,49.06,7.0,15.0,46.667,🔴 AVOID,Poor setup,19.0,3.0,7.0,16.0,13.0,58.0,76.0,15.0,35.0,80.0,86.7,58.0,0.0,0.0,13.333,0.0,20.0,5.0,0.0,38.333,0.0,66.7,100.0,33.3,38.3,52.1,49.06,46.354,49.66,52.223,False,False,False,5.838,-1.208,-6.056,0.0,3.0,AVOID,-0.55,-1.183,0.633,True,False,True,True,True,6.0,2.0,3.0,BUY - Momentum building,55.885,True,True,True,Bullish,3.0,3.0,STRONG BUY - Ideal zone,49.06,46.414,True,False,False,210500.0,263615.0,0.799,254380.0,257950.0,1.0,3.0,HOLD - Above VWMA but watch volume,49.06,57.37,44.17,16.938,9.967,False,False,"[np.float64(63.619998931884766), np.float64(65.77999877929688), np.float64(69.92900085449219)]","[np.float64(60.084999084472656), np.float64(60.7400016784668), np.float64(64.94999694824219)]",1.0,3.0,NEUTRAL - No clear level nearby,683.39,670.438,,True,False,False,16.35,True,2.0,4.0,NEUTRAL,Selective - Take 3-5 positions,-18.573,16.483,-35.056,False,AVOID - Significant underperformance,,,,,,,,,
