warning,analysis_date,current_price,total_score,max_score,score_percentage,overall_technical_signal,action,ticker,profitability_score,growth_score,valuation_score,financial_health_score,cashflow_quality_score,fundamental_total_score,profitability_pct,growth_pct,valuation_pct,financial_health_pct,cashflow_quality_pct,fundamental_total_pct,ma_score,ma_distance_bonus,macd_score,macd_crossover_bonus,rsi_score,vwma_score,vwma_volume_bonus,technical_total_score,ma_pct,macd_pct,rsi_pct,vwma_pct,technical_total_pct,combined_score,moving_averages.current_price,moving_averages.SMA_20,moving_averages.SMA_50,moving_averages.SMA_200,moving_averages.above_50,moving_averages.above_200,moving_averages.golden_cross,moving_averages.dist_from_20,moving_averages.dist_from_50,moving_averages.dist_from_200,moving_averages.score,moving_averages.max_score,moving_averages.signal,macd.MACD,macd.MACD_signal,macd.MACD_hist,macd.bullish_crossover,macd.above_zero,macd.histogram_positive,macd.histogram_growing,macd.recent_crossover,macd.crossover_days_ago,macd.score,macd.max_score,macd.signal,rsi.RSI,rsi.not_overbought,rsi.above_50,rsi.in_sweet_spot,rsi.zone,rsi.score,rsi.max_score,rsi.signal,vwma.current_price,vwma.VWMA,vwma.above_vwma,vwma.vwma_rising,vwma.volume_pattern_bullish,vwma.current_volume,vwma.avg_volume,vwma.volume_ratio,vwma.avg_volume_up_days,vwma.avg_volume_down_days,vwma.score,vwma.max_score,vwma.signal,support_resistance.current_price,support_resistance.nearest_resistance,support_resistance.nearest_support,support_resistance.dist_to_resistance_%,support_resistance.dist_to_support_%,support_resistance.at_support,support_resistance.near_resistance,support_resistance.resistance_levels,support_resistance.support_levels,support_resistance.score,support_resistance.max_score,support_resistance.signal,market_context.SPY_price,market_context.SPY_50MA,market_context.SPY_200MA,market_context.above_50,market_context.above_200,market_context.golden_cross,market_context.VIX,market_context.low_vix,market_context.score,market_context.total_checks,market_context.market_state,market_context.recommendation,relative_strength.stock_return_%,relative_strength.benchmark_return_%,relative_strength.outperformance_%,relative_strength.outperforming,relative_strength.signal,longName,ROCE,ROCE (3yr avg),NFAT,NFAT (3yr avg),NPM,DPR,Retention Ratio,Dep,SSGR,Av NPM (over 3 years),Av NFA/T (over 3 years),Av Dep%NFA (over 3 years),Av Retention ratio (over 3 years),d/e,Interest coverage,tax %,cPAT,CFO,cCFO,cCFO/cPAT,p/a,p/e,EY,Earnings Growth 5yr cagr,Sales Growth 5yr cagr,PEG,no. shares (cr),Current Price,market cap,d/e_market,p/s,NFA + CWIP,Capex,Capex_from_cashflow_statement,FCF,FCF%_from_balance_sheet,FCF_capex_from_cashflow,FCF%,DV,Mcap (cr),d/e decreasing trend 5 yrs,Sales cagr >15%,npm >8%,Tax payout >25%,Interest coverage >3,d/e <0.5,CFO >0,cCFO > PAT,p/e <10,peg <1,EY >7%,p/b <3,DV >3%,EY >7,sgr > Sales growth (very linear),FCF/CFO,Market Cap,Net Income,Total Revenue,Total Assets,Total Liabilities,Total Stockholders Equity,Total Debt,Cash and Cash Equivalents,Current Assets,Current Liabilities,Working Capital,Operating Cash Flow,Capital Expenditure,Dividends Paid,Depreciation & Amortization,Interest Expense,Income Tax Expense,Shares Outstanding,Net Fixed Assets,Construction in Progress,Net Debt,3-5yr Average ROA (%),3-5yr Average ROE (%),ROE,ROA,warning_major_holders,current,Normalized EBIT,Normalized Net Income,Research Asset,R&D Amortization,Adjusted EBIT (R&D),Adjusted Book Equity (R&D),Adjusted D/E (R&D),Adjusted Invested Capital (R&D),Adjusted ROC (R&D),Adjusted ROE (R&D),high,low,mean,median,error_fundamental
,2026-01-01,20.19,4,15,26.667,🔴 AVOID,Poor setup,AEHR,18,3,0,18,9,48,72.0,15.0,0.0,90.0,60.0,48,20.0,0,0.0,0,6.667,0.0,0,26.667,66.7,0.0,33.3,0.0,26.7,41.6,20.19,22.977,23.136,18.055,False,True,True,-12.128,-12.735,11.824,2,3,WAIT - Partial trend,-0.762,-0.469,-0.294,False,False,False,False,False,,0,3.0,AVOID - Bearish momentum,37.672,True,False,False,Bearish,1,3.0,"CAUTION - Oversold, wait for bounce confirmation",20.19,22.98,False,False,False,880500.0,539305.0,1.633,461200.0,498983.333,0,3.0,"AVOID - Below VWMA, weak support",20.19,26.53,18.7,31.402,7.38,False,False,"[np.float64(28.100000381469727), np.float64(29.709999084472656), np.float64(34.099998474121094)]","[np.float64(22.610000610351562), np.float64(22.920000076293945), np.float64(28.549999237060547)]",1,3,BUY - Good risk/reward setup,681.92,676.823,,True,False,False,14.95,True,2,4,NEUTRAL,Selective - Take 3-5 positions,21.994,11.039,10.955,True,STRONG - Significant outperformance,"Aehr Test Systems, Inc.",-3.622,7.102,4.28,7.833,21.95,0.0,100.0,19.941,151.999,21.95,7.833,19.941,100.0,0.097,inf,8.879,53253000.0,-7400000.0,5875000.0,0.11,-3.057,inf,-0.645,0.0,5.076,inf,3.001,20.19,605833052.1,0.018,10.662697,18932000.0,12695000.0,4992000.0,-20095000.0,513.939,-12392000.0,316.931,0.0,60.583,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,2.716,605833088.0,-3910000.0,58968000.0,148508000.0,25637000.0,111593000.0,10830000.0,8061000.0,88778000.0,15638000.0,73140000.0,-7400000.0,4992000.0,0.0,3388000.0,0.0,-381000.0,30006590.0,18570000.0,362000.0,2769000.0,23.739,29.212,35.424,29.334,Could not process major_holders: index 1 is out of bounds for axis 0 with size 1,20.19,6213333.333,14601000.0,24045800.0,6426800.0,-776800.0,135638800.0,0.08,138407800.0,-0.511,-2.883,29.0,24.0,25.667,24.0,
,2026-01-01,3.44,11,15,73.333,🟢 STRONG BUY,Enter position,AEI,3,0,0,9,2,14,12.0,0.0,0.0,45.0,13.3,14,30.0,0,20.0,5,20.0,10.0,5,90.0,100.0,100.0,100.0,66.7,90.0,36.8,3.44,2.82,2.7,1.738,True,True,True,21.997,27.393,97.906,3,3,WAIT - Extended above MA,0.028,-0.003,0.031,True,True,True,True,True,1.0,3,3.0,STRONG BUY - Fresh crossover (1 days ago),64.889,True,True,True,Bullish,3,3.0,BUY - Acceptable zone,3.44,2.979,True,False,True,137300.0,41665.0,3.295,49560.0,17500.0,2,3.0,BUY - Good volume support,3.44,3.45,2.351,0.291,31.657,False,True,"[np.float64(3.450000047683716), np.float64(3.640000104904175), np.float64(4.550000190734863)]","[np.float64(1.125), np.float64(2.200000047683716), np.float64(2.3510000705718994)]",0,3,"WAIT - Near resistance, likely pullback",681.92,676.823,,True,False,False,14.95,True,2,4,NEUTRAL,Selective - Take 3-5 positions,149.275,11.039,138.237,True,STRONG - Significant outperformance,Alset Inc.,-4.276,-28.931,9.883,6.948,-396.457,-0.122,100.122,46.024,-2804.024,-396.457,6.948,46.024,100.122,0.027,-22.342,-3.756,-206726379.0,5156047.0,-35904925.0,0.174,-3.14,inf,-2.963,0.0,2.17,inf,3.891,3.44,133834077.2,0.022,11.053334,2063536.0,1082228.0,102749.0,4073819.0,-102.722,5053298.0,-127.419,0.0,13.383,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,0.79,133834080.0,-3965884.0,21115899.0,96761977.0,6563126.0,108645766.0,2957263.0,0.0,59760342.0,5476601.0,54283741.0,5156047.0,102749.0,0.0,1228136.0,112075.0,150786.0,38905255.0,2063536.0,0.0,0.0,-31.44,-37.497,-4.175,-3.556,Could not process major_holders: index 1 is out of bounds for axis 0 with size 1,3.44,-37098670.333,-34467734.333,,,,,,,,,,,,,
,2026-01-01,209.37,8,15,53.333,🟡 WAIT,Need more confirmation,AEIS,3,3,0,10,11,27,12.0,15.0,0.0,50.0,73.3,27,20.0,5,6.667,0,13.333,5.0,5,55.0,66.7,33.3,66.7,33.3,55.0,35.4,209.37,216.151,209.675,152.493,False,True,True,-3.137,-0.146,37.298,2,3,WAIT - Partial trend,1.764,2.839,-1.075,False,True,False,False,False,,1,3.0,AVOID - Bearish momentum,46.261,True,False,True,Bearish,2,3.0,STRONG BUY - Ideal zone,209.37,216.021,False,False,True,237700.0,337475.0,0.704,361375.0,209360.0,1,3.0,"AVOID - Below VWMA, weak support",209.37,224.37,203.45,7.164,2.828,False,False,"[np.float64(179.18852308502224), np.float64(224.3699951171875), np.float64(231.93161042507484)]","[np.float64(187.61422918435582), np.float64(193.8510403677617), np.float64(203.4499969482422)]",2,3,NEUTRAL - No clear level nearby,681.92,676.823,,True,False,False,14.95,True,2,4,NEUTRAL,Selective - Take 3-5 positions,82.035,11.039,70.996,True,STRONG - Significant outperformance,"Advanced Energy Industries, Inc.",3.978,8.604,5.439,6.614,7.408,15.943,84.057,25.125,16.064,7.408,6.614,25.125,84.057,0.587,2.666,-7.501,516894000.0,130747000.0,663516000.0,1.284,2.12,54.666,0.686,-25.664,0.594,-2.13,3.775,209.37,7902773031.93,0.085,4.581737,317301000.0,100938000.0,56788000.0,29809000.0,54.984,73959000.0,136.42,0.194,790.277,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,0.228,7902772736.0,54214000.0,1482042000.0,2261894000.0,1058723000.0,1144182000.0,671699000.0,41511000.0,1389323000.0,314222000.0,1075101000.0,130747000.0,56788000.0,15369000.0,68455000.0,25105000.0,-3929000.0,37745489.0,281909000.0,35392000.0,630188000.0,6.447,13.078,4.619,2.25,Could not process major_holders: index 1 is out of bounds for axis 0 with size 1,209.37,155191666.667,127386000.0,553129600.0,153424800.0,135891200.0,1697311600.0,0.396,2327499600.0,6.276,3.194,260.0,190.0,228.5,227.5,
,2026-01-01,2.77,5,15,33.333,🔴 AVOID,Poor setup,AEMD,0,0,6,11,4,21,0.0,0.0,30.0,55.0,26.7,21,0.0,0,13.333,5,6.667,5.0,5,35.0,0.0,66.7,33.3,33.3,35.0,25.2,2.77,3.122,4.004,15.098,False,False,False,-11.275,-30.812,-81.654,0,3,AVOID,-0.47,-0.496,0.026,True,False,True,True,True,2.0,2,3.0,STRONG BUY - Fresh crossover (2 days ago),38.904,True,False,False,Bearish,1,3.0,"CAUTION - Oversold, wait for bounce confirmation",2.77,3.505,False,False,True,57800.0,98070.0,0.589,38460.0,32050.0,1,3.0,"AVOID - Below VWMA, weak support",2.77,21.0,2.44,658.123,11.913,False,False,"[np.float64(34.400001525878906), np.float64(35.20000076293945), np.float64(64.0)]","[np.float64(32.0), np.float64(48.79999923706055), np.float64(49.599998474121094)]",1,3,NEUTRAL - No clear level nearby,681.92,676.823,,True,False,False,14.95,True,2,4,NEUTRAL,Selective - Take 3-5 positions,-95.672,11.039,-106.711,False,AVOID - Significant underperformance,"Aethlon Medical, Inc.",-245.007,-172.102,0.0,0.111,-1.0,0.0,100.0,17.511,-17.622,-1.0,0.111,17.511,100.0,0.113,-924.064,-0.0,-48042140.0,-7645532.0,-38047627.0,0.792,-162.359,0.013,-497.313,0.0,0.0,inf,0.097,2.77,2692085.44,0.241,0,1278066.0,-280658.0,,-7364874.0,55.011,,,0.0,0.269,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,0.963,2692085.0,-13388089.0,0.0,7359534.0,2236004.0,5766332.0,649751.0,448539.0,5949800.0,1899286.0,4050514.0,-7645532.0,,0.0,339559.0,10109.0,0.0,971872.0,1278066.0,0.0,201212.0,-79.979,-95.97,-117.214,-94.803,Could not process major_holders: index 1 is out of bounds for axis 0 with size 1,2.77,-12637729.0,-12542016.333,,,,,,,,,15.0,9.75,12.375,12.375,
,2026-01-01,8.08,12,15,80.0,🟢 STRONG BUY,Enter position,AENT,0,0,8,11,9,28,0.0,0.0,40.0,55.0,60.0,28,30.0,0,20.0,0,20.0,15.0,5,90.0,100.0,100.0,100.0,100.0,90.0,46.6,8.08,7.589,6.916,5.13,True,True,True,6.473,16.834,57.513,3,3,WAIT - Extended above MA,0.34,0.305,0.035,True,True,True,False,False,,3,3.0,HOLD - Bullish but watch for weakening,59.891,True,True,True,Bullish,3,3.0,STRONG BUY - Ideal zone,8.08,7.756,True,True,True,31100.0,56370.0,0.552,59500.0,23950.0,3,3.0,STRONG BUY - Institutional accumulation,8.08,8.45,6.74,4.579,16.584,False,False,"[np.float64(7.380000114440918), np.float64(7.539999961853027), np.float64(8.449999809265137)]","[np.float64(5.960000038146973), np.float64(6.0370001792907715), np.float64(6.739999771118164)]",0,3,NEUTRAL - No clear level nearby,681.92,676.823,,True,False,False,14.95,True,2,4,NEUTRAL,Selective - Take 3-5 positions,-8.286,11.039,-19.325,False,AVOID - Significant underperformance,Alliance Entertainment Holding Corporation,15.535,-4.748,39.873,-1.0,-0.407,-1.0,101.0,19.158,-18.747,-0.407,-1.0,19.158,-1.0,1.038,2.946,19.403,-12801462.0,26809000.0,84761365.0,-6.621,4.424,20.718,3.663,-15.91,0.0,-1.302,5.094,8.08,411574192.0,0.221,0.8236878,30548000.0,816000.0,54000.0,25993000.0,172.39,26755000.0,177.444,,89.654,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,0.97,896535552.0,15078000.0,1063457000.0,361228000.0,258006000.0,87629000.0,90935000.0,,218132000.0,172729000.0,45403000.0,26809000.0,54000.0,,5334000.0,10575000.0,3630000.0,50937400.0,30505000.0,43000.0,,-6.351,-15.485,5.481,1.254,Could not process major_holders: index 1 is out of bounds for axis 0 with size 1,8.08,3545333.333,-5248333.333,,,,,,,,,11.0,10.0,10.333,10.0,
,2026-01-01,0.85,0,15,0.0,🔴 AVOID,Poor setup,AENTW,0,0,4,11,9,24,0.0,0.0,20.0,55.0,60.0,24,0.0,5,0.0,0,0.0,0.0,0,5.0,0.0,0.0,0.0,0.0,5.0,18.3,0.85,,,,False,False,False,,,,0,3,AVOID,,,,,,,,,,0,,N/A,,,,,,0,,N/A,,,,,,,,,,,0,,N/A,0.85,,,,,False,False,[],[],0,3,NEUTRAL - No clear level nearby,681.92,676.823,,True,False,False,14.95,True,2,4,NEUTRAL,Selective - Take 3-5 positions,0.0,11.039,-11.039,False,AVOID - Significant underperformance,Alliance Entertainment Holding Corporation,15.535,-4.748,39.873,-1.0,-0.407,-1.0,101.0,19.158,-18.747,-0.407,-1.0,19.158,-1.0,1.038,2.946,19.403,-12801462.0,26809000.0,84761365.0,-6.621,4.424,inf,1774508650.112,0.0,0.0,inf,0.0,0.85,0.0,0.0,0,30548000.0,816000.0,54000.0,25993000.0,172.39,26755000.0,177.444,0.0,0.0,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,0.97,0.0,15078000.0,1063457000.0,361228000.0,258006000.0,87629000.0,90935000.0,,218132000.0,172729000.0,45403000.0,26809000.0,54000.0,,5334000.0,10575000.0,3630000.0,0.0,30505000.0,43000.0,,-6.351,-15.485,5.481,1.254,Could not process major_holders: index 1 is out of bounds for axis 0 with size 1,0.85,3545333.333,-5248333.333,,,,,,,,,,,,,
,2026-01-01,115.31,8,15,53.333,🟡 WAIT,Need more confirmation,AEP,2,0,6,4,6,18,8.0,0.0,30.0,20.0,40.0,18,20.0,5,13.333,5,13.333,0.0,0,56.667,66.7,66.7,66.7,0.0,56.7,29.6,115.31,115.546,118.255,109.042,False,True,True,-0.205,-2.49,5.749,2,3,WAIT - Partial trend,-0.854,-1.004,0.15,True,False,True,True,True,4.0,2,3.0,STRONG BUY - Fresh crossover (4 days ago),43.459,True,False,True,Bearish,2,3.0,BUY - Acceptable zone,115.31,115.539,False,False,False,1579400.0,3286790.0,0.481,3212385.714,4450900.0,0,3.0,"AVOID - Below VWMA, weak support",115.31,118.129,113.68,2.444,1.414,True,False,"[np.float64(119.51758163100004), np.float64(121.88888227540113), np.float64(123.9000015258789)]","[np.float64(109.81409839874769), np.float64(113.68000030517578), np.float64(117.26534981807764)]",2,3,BUY - At support but near resistance,681.92,676.823,,True,False,False,14.95,True,2,4,NEUTRAL,Selective - Take 3-5 positions,29.79,11.039,18.751,True,STRONG - Significant outperformance,"American Electric Power Company, Inc.",5.225,4.902,0.246,0.259,12.808,71.733,28.267,4.296,-3.359,12.808,0.259,4.296,28.267,1.813,2.387,-1.379,9970500000.0,6804300000.0,20944400000.0,2.101,3.069,16.883,4.818,4.058,5.506,4.16,53.409,115.31,61586440254.3,0.743,2.9035833,89342600000.0,9913800000.0,7770600000.0,-3109500000.0,-104.799,-966300000.0,-32.567,3.091,6172.147,False,False,True,False,False,False,True,True,False,False,False,True,True,False,False,-0.457,61721473024.0,2967100000.0,19721300000.0,103078000000.0,76091900000.0,25246700000.0,45762800000.0,731800000.0,5788800000.0,13009300000.0,-7220500000.0,6804300000.0,7770600000.0,1903900000.0,3392800000.0,1862800000.0,-39200000.0,534094530.0,82995700000.0,6346900000.0,45031000000.0,2.67,10.352,11.37,2.971,Could not process major_holders: index 1 is out of bounds for axis 0 with size 1,115.31,4179266666.667,2494133333.333,,,,,,,,,139.0,107.0,128.972,131.0,
,2026-01-01,0.516,4,15,26.667,🔴 AVOID,Poor setup,AERT,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,6.667,0.0,0,6.667,0.0,0.0,33.3,0.0,6.7,2.0,0.516,0.566,0.596,0.729,False,False,False,-8.778,-13.394,-29.238,0,3,AVOID,-0.021,-0.016,-0.004,False,False,False,False,False,,0,3.0,AVOID - Bearish momentum,36.876,True,False,False,Bearish,1,3.0,"CAUTION - Oversold, wait for bounce confirmation",0.516,0.58,False,False,False,79500.0,112350.0,0.708,0.0,67355.556,0,3.0,"AVOID - Below VWMA, weak support",0.516,1.04,0.51,101.55,1.163,True,False,"[np.float64(1.3700000047683716), np.float64(1.4500000476837158), np.float64(1.5180000066757202)]","[np.float64(0.699999988079071), np.float64(0.800000011920929), np.float64(0.9020000100135803)]",3,3,STRONG BUY - At support with room to resistance,681.92,676.823,,True,False,False,14.95,True,2,4,NEUTRAL,Selective - Take 3-5 positions,-45.684,11.039,-56.723,False,AVOID - Significant underperformance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,'<' not supported between instances of 'str' and 'int'
,2026-01-01,0.038,0,15,0.0,🔴 AVOID,Poor setup,AERTW,3,5,0,12,5,25,12.0,25.0,0.0,60.0,33.3,25,0.0,5,0.0,0,0.0,0.0,0,5.0,0.0,0.0,0.0,0.0,5.0,19.0,0.038,,,,False,False,False,,,,0,3,AVOID,,,,,,,,,,0,,N/A,,,,,,0,,N/A,,,,,,,,,,,0,,N/A,0.038,,,,,False,False,[],[],0,3,NEUTRAL - No clear level nearby,681.92,676.823,,True,False,False,14.95,True,2,4,NEUTRAL,Selective - Take 3-5 positions,0.0,11.039,-11.039,False,AVOID - Significant underperformance,"Aeries Technology, Inc",-295.643,-36.174,6.361,7.645,-1.256,0.0,100.0,13.232,-22.832,-1.256,7.645,13.232,100.0,-1.459,-38.309,4.729,1421000.0,-1009000.0,-33000.0,-0.023,-39.901,inf,-52570666666.667,0.0,19.618,inf,0.0,0.038,0.0,0.0,0,11173000.0,1660000.0,1484000.0,-2669000.0,13.539,-2493000.0,12.646,0.0,0.0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,2.645,0.0,-19714000.0,70198000.0,39833000.0,45937000.0,-12240000.0,17857000.0,1753000.0,21327000.0,32420000.0,-11093000.0,-1009000.0,1484000.0,0.0,1384000.0,751000.0,-1072000.0,0.0,11173000.0,0.0,16104000.0,4.998,-15585.371,218.51,-44.182,Could not process major_holders: index 1 is out of bounds for axis 0 with size 1,0.038,208000.0,-870333.333,,,,,,,,,,,,,
,2026-01-01,13.28,7,15,46.667,🔴 AVOID,Poor setup,AEVA,0,0,0,15,7,22,0.0,0.0,0.0,75.0,46.7,22,0.0,0,6.667,0,13.333,10.0,5,35.0,0.0,33.3,66.7,66.7,35.0,25.9,13.28,14.334,13.508,15.584,False,False,False,-7.356,-1.685,-14.783,0,3,AVOID,0.009,0.167,-0.158,False,True,False,True,False,,1,3.0,AVOID - Bearish momentum,48.202,True,False,True,Bearish,2,3.0,STRONG BUY - Ideal zone,13.28,14.547,False,True,True,1429000.0,1996260.0,0.716,1646320.0,926200.0,2,3.0,"AVOID - Below VWMA, weak support",13.28,18.74,12.83,41.114,3.389,False,False,"[np.float64(20.65999984741211), np.float64(33.2400016784668), np.float64(38.79999923706055)]","[np.float64(15.779999732971191), np.float64(25.260000228881836), np.float64(26.219999313354492)]",2,3,BUY - Good risk/reward setup,681.92,676.823,,True,False,False,14.95,True,2,4,NEUTRAL,Selective - Take 3-5 positions,165.07,11.039,154.031,True,STRONG - Significant outperformance,"Aeva Technologies, Inc.",-135.578,-80.935,0.54,0.345,-2885.603,0.0,100.0,43.841,-1038.372,-2885.603,0.345,43.841,100.0,0.016,inf,-0.112,-550777000.0,-106913000.0,-417755000.0,0.758,-59.157,inf,-19.084,0.0,-0.725,inf,6.008,13.28,797861178.24,0.005,52.650204,14401000.0,2507000.0,5107000.0,-109420000.0,71.863,-112020000.0,73.571,0.0,79.786,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,1.023,797861184.0,-152261000.0,9065000.0,147489000.0,48137000.0,228442000.0,3759000.0,4418000.0,123300000.0,39159000.0,84141000.0,-106913000.0,5107000.0,0.0,8943000.0,0.0,171000.0,60079908.0,14158000.0,243000.0,-659000.0,-45.091,-51.545,-92.9,-75.214,Could not process major_holders: index 1 is out of bounds for axis 0 with size 1,13.28,-148871666.667,-149633000.0,280328800.0,77905000.0,-122110000.0,508770800.0,0.007,508111800.0,-24.059,-29.927,33.0,18.55,24.11,24.0,
,2026-01-01,0.1,0,15,0.0,🔴 AVOID,Poor setup,AEVAW,0,0,0,15,7,22,0.0,0.0,0.0,75.0,46.7,22,0.0,5,0.0,0,0.0,0.0,0,5.0,0.0,0.0,0.0,0.0,5.0,16.9,0.1,,,,False,False,False,,,,0,3,AVOID,,,,,,,,,,0,,N/A,,,,,,0,,N/A,,,,,,,,,,,0,,N/A,0.1,,,,,False,False,[],[],0,3,NEUTRAL - No clear level nearby,681.92,676.823,,True,False,False,14.95,True,2,4,NEUTRAL,Selective - Take 3-5 positions,0.0,11.039,-11.039,False,AVOID - Significant underperformance,"Aeva Technologies, Inc.",-135.578,-80.935,0.54,0.345,-2885.603,0.0,100.0,43.841,-1038.372,-2885.603,0.345,43.841,100.0,0.016,inf,-0.112,-550777000.0,-106913000.0,-417755000.0,0.758,-59.157,inf,-152261000000.0,0.0,-0.725,inf,0.0,0.1,0.0,0.0,0,14401000.0,2507000.0,5107000.0,-109420000.0,71.863,-112020000.0,73.571,0.0,0.0,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,1.023,0.0,-152261000.0,9065000.0,147489000.0,48137000.0,228442000.0,3759000.0,4418000.0,123300000.0,39159000.0,84141000.0,-106913000.0,5107000.0,0.0,8943000.0,0.0,171000.0,0.0,14158000.0,243000.0,-659000.0,-45.091,-51.545,-92.9,-75.214,Could not process major_holders: index 1 is out of bounds for axis 0 with size 1,0.1,-148871666.667,-149633000.0,280328800.0,77905000.0,-122110000.0,508770800.0,0.007,508111800.0,-24.059,-29.927,,,,,
,2026-01-01,9.99,5,15,33.333,🔴 AVOID,Poor setup,AEYE,3,3,2,9,0,17,12.0,15.0,10.0,45.0,0.0,17,10.0,0,0.0,0,6.667,0.0,0,16.667,33.3,0.0,33.3,0.0,16.7,16.9,9.99,11.713,12.522,12.372,False,False,True,-14.71,-20.22,-19.256,1,3,AVOID,-0.65,-0.492,-0.157,False,False,False,False,False,,0,3.0,AVOID - Bearish momentum,22.094,True,False,False,Oversold,1,3.0,"CAUTION - Oversold, wait for bounce confirmation",9.99,11.4,False,False,False,266300.0,92455.0,2.88,113800.0,119000.0,0,3.0,"AVOID - Below VWMA, weak support",9.99,14.29,9.95,43.043,0.4,True,False,"[np.float64(15.489999771118164), np.float64(16.389999389648438), np.float64(20.56999969482422)]","[np.float64(12.770000457763672), np.float64(12.979999542236328), np.float64(13.609999656677246)]",3,3,STRONG BUY - At support with room to resistance,681.92,676.823,,True,False,False,14.95,True,2,4,NEUTRAL,Selective - Take 3-5 positions,-35.59,11.039,-46.629,False,AVOID - Significant underperformance,"AudioEye, Inc.",-18.631,-46.456,49.267,34.664,-21.904,0.0,100.0,100.0,-859.294,-21.904,34.664,100.0,100.0,1.079,,-0.0,-34768000.0,2731000.0,-6930000.0,0.199,-16.686,inf,-3.429,0.0,12.835,inf,1.242,9.99,124061983.83,0.058,3.1376324,600000.0,2526000.0,1941000.0,205000.0,-4.819,790000.0,-18.571,0.0,12.406,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.075,124061984.0,-4254000.0,35201000.0,29766000.0,20330000.0,6707000.0,7237000.0,537000.0,12120000.0,11571000.0,549000.0,2731000.0,1941000.0,0.0,2755000.0,,0.0,12418617.0,600000.0,0.0,6700000.0,-31.555,-68.845,-52.704,-15.396,Could not process major_holders: index 1 is out of bounds for axis 0 with size 1,9.99,-6594666.667,-6853000.0,16440800.0,4691000.0,-3004000.0,23147800.0,0.313,29847800.0,-7.548,-18.378,25.0,19.0,22.2,22.0,
,2026-01-01,20.47,10,15,66.667,🟡 WAIT,Need more confirmation,AFBI,7,3,4,12,15,41,28.0,15.0,20.0,60.0,100.0,41,30.0,5,6.667,0,20.0,10.0,5,76.667,100.0,33.3,100.0,66.7,76.7,51.7,20.47,20.644,19.637,18.939,True,True,True,-0.843,4.244,8.086,3,3,BUY - Ideal pullback entry,0.365,0.452,-0.087,False,True,False,False,False,,1,3.0,AVOID - Bearish momentum,50.939,True,True,True,Bullish,3,3.0,STRONG BUY - Ideal zone,20.47,21.328,False,True,True,0.0,2435.0,0.0,10400.0,1180.0,2,3.0,"AVOID - Below VWMA, weak support",20.47,22.5,19.36,9.917,5.423,False,False,"[np.float64(19.360000610351562), np.float64(19.75), np.float64(22.5)]","[np.float64(18.31999969482422), np.float64(18.610000610351562), np.float64(19.360000610351562)]",1,3,BUY - Good risk/reward setup,681.92,676.823,,True,False,False,14.95,True,2,4,NEUTRAL,Selective - Take 3-5 positions,26.152,11.039,15.113,True,STRONG - Significant outperformance,"Affinity Bancshares, Inc.",0.0,0.0,8.836,8.067,20.457,0.0,100.0,15.701,149.328,20.457,8.067,15.701,100.0,0.484,0.0,22.071,26596000.0,6791000.0,34083000.0,1.282,0.645,17.496,4.31,-8.235,-0.813,-2.124,0.617,20.47,126250812.94,0.466,4.052539,3538000.0,253000.0,422000.0,6538000.0,120.162,6369000.0,117.056,0.0,12.881,False,False,True,False,False,True,True,True,False,True,False,True,False,False,True,0.963,128805896.0,5441000.0,31181000.0,866817000.0,737702000.0,121516000.0,58815000.0,0.0,0.0,0.0,0.0,6791000.0,422000.0,0.0,738000.0,18807000.0,1541000.0,6167602.0,3261000.0,277000.0,0.0,0.822,5.5,4.342,0.636,Could not process major_holders: index 1 is out of bounds for axis 0 with size 1,20.47,0.0,6341000.0,,,,,,,,,,,,,
