warning,analysis_date,current_price,total_score,max_score,score_percentage,overall_technical_signal,action,ticker,profitability_score,growth_score,valuation_score,financial_health_score,cashflow_quality_score,fundamental_total_score,profitability_pct,growth_pct,valuation_pct,financial_health_pct,cashflow_quality_pct,fundamental_total_pct,ma_score,ma_distance_bonus,macd_score,macd_crossover_bonus,rsi_score,vwma_score,vwma_volume_bonus,technical_total_score,ma_pct,macd_pct,rsi_pct,vwma_pct,technical_total_pct,combined_score,moving_averages.current_price,moving_averages.SMA_20,moving_averages.SMA_50,moving_averages.SMA_200,moving_averages.above_50,moving_averages.above_200,moving_averages.golden_cross,moving_averages.dist_from_20,moving_averages.dist_from_50,moving_averages.dist_from_200,moving_averages.score,moving_averages.max_score,moving_averages.signal,macd.MACD,macd.MACD_signal,macd.MACD_hist,macd.bullish_crossover,macd.above_zero,macd.histogram_positive,macd.histogram_growing,macd.recent_crossover,macd.crossover_days_ago,macd.score,macd.max_score,macd.signal,rsi.RSI,rsi.not_overbought,rsi.above_50,rsi.in_sweet_spot,rsi.zone,rsi.score,rsi.max_score,rsi.signal,vwma.current_price,vwma.VWMA,vwma.above_vwma,vwma.vwma_rising,vwma.volume_pattern_bullish,vwma.current_volume,vwma.avg_volume,vwma.volume_ratio,vwma.avg_volume_up_days,vwma.avg_volume_down_days,vwma.score,vwma.max_score,vwma.signal,support_resistance.current_price,support_resistance.nearest_resistance,support_resistance.nearest_support,support_resistance.dist_to_resistance_%,support_resistance.dist_to_support_%,support_resistance.at_support,support_resistance.near_resistance,support_resistance.resistance_levels,support_resistance.support_levels,support_resistance.score,support_resistance.max_score,support_resistance.signal,market_context.SPY_price,market_context.SPY_50MA,market_context.SPY_200MA,market_context.above_50,market_context.above_200,market_context.golden_cross,market_context.VIX,market_context.low_vix,market_context.score,market_context.total_checks,market_context.market_state,market_context.recommendation,relative_strength.stock_return_%,relative_strength.benchmark_return_%,relative_strength.outperformance_%,relative_strength.outperforming,relative_strength.signal,longName,ROCE,ROCE (3yr avg),NFAT,NFAT (3yr avg),NPM,DPR,Retention Ratio,Dep,SSGR,Av NPM (over 3 years),Av NFA/T (over 3 years),Av Dep%NFA (over 3 years),Av Retention ratio (over 3 years),d/e,Interest coverage,tax %,cPAT,CFO,cCFO,cCFO/cPAT,p/a,p/e,EY,Earnings Growth 5yr cagr,Sales Growth 5yr cagr,PEG,no. shares (cr),Current Price,market cap,d/e_market,p/s,NFA + CWIP,Capex,Capex_from_cashflow_statement,FCF,FCF%_from_balance_sheet,FCF_capex_from_cashflow,FCF%,DV,Mcap (cr),d/e decreasing trend 5 yrs,Sales cagr >15%,npm >8%,Tax payout >25%,Interest coverage >3,d/e <0.5,CFO >0,cCFO > PAT,p/e <10,peg <1,EY >7%,p/b <3,DV >3%,EY >7,sgr > Sales growth (very linear),FCF/CFO,Market Cap,Net Income,Total Revenue,Total Assets,Total Liabilities,Total Stockholders Equity,Total Debt,Cash and Cash Equivalents,Current Assets,Current Liabilities,Working Capital,Operating Cash Flow,Capital Expenditure,Dividends Paid,Depreciation & Amortization,Interest Expense,Income Tax Expense,Shares Outstanding,Net Fixed Assets,Construction in Progress,Net Debt,3-5yr Average ROA (%),3-5yr Average ROE (%),ROE,ROA,warning_major_holders,current,Normalized EBIT,Normalized Net Income,Research Asset,R&D Amortization,Adjusted EBIT (R&D),Adjusted Book Equity (R&D),Adjusted D/E (R&D),Adjusted Invested Capital (R&D),Adjusted ROC (R&D),Adjusted ROE (R&D),high,low,mean,median,error_fundamental
,2026-01-01,20.27,5,15,33.333,🔴 AVOID,Poor setup,ACGLO,7,7,14,10,15,53,28.0,35.0,70.0,50.0,100.0,53,10.0,5,0.0,0,6.667,5.0,5,31.667,33.3,0.0,33.3,33.3,31.7,46.6,20.27,20.506,20.755,20.341,False,False,True,-1.153,-2.335,-0.349,1,3,AVOID,-0.161,-0.138,-0.023,False,False,False,True,False,,0,3.0,AVOID - Bearish momentum,37.063,True,False,False,Bearish,1,3.0,"CAUTION - Oversold, wait for bounce confirmation",20.27,20.469,False,False,True,79200.0,35915.0,2.205,47133.333,41816.667,1,3.0,"AVOID - Below VWMA, weak support",20.27,20.38,20.173,0.542,0.481,True,True,"[np.float64(20.59438441830063), np.float64(20.856852084773507), np.float64(21.496713319451594)]","[np.float64(20.17255928011192), np.float64(20.5444995039454), np.float64(21.16221017437538)]",2,3,BUY - At support but near resistance,681.92,676.823,,True,False,False,14.95,True,2,4,NEUTRAL,Selective - Take 3-5 positions,-0.189,11.039,-11.228,False,AVOID - Significant underperformance,Arch Capital Group Ltd.,10.233,6.77,0.0,0.0,24.746,15.938,84.062,0.0,0.0,24.746,0.0,0.0,84.062,0.149,0.0,8.091,12388000000.0,6673000000.0,19663000000.0,1.587,7.32,4.321,52.794,0.0,23.798,inf,40.294,20.27,8167573692.16,0.334,0.60478,0.0,235000000.0,51000000.0,6438000000.0,149.304,6622000000.0,153.571,23.336,1181.921,False,True,True,False,False,True,True,True,True,False,True,True,True,True,False,0.965,11819214848.0,4312000000.0,16930000000.0,70906000000.0,50086000000.0,18353000000.0,2728000000.0,0.0,0.0,0.0,0.0,6673000000.0,51000000.0,1906000000.0,235000000.0,141000000.0,362000000.0,402939008.0,0.0,0.0,0.0,5.727,19.38,22.015,6.643,Could not process major_holders: index 1 is out of bounds for axis 0 with size 1,20.27,3250333333.333,3410333333.333,,,,,,,,,,,,,
,2026-01-01,14.19,4,15,26.667,🔴 AVOID,Poor setup,ACHC,0,7,18,10,6,41,0.0,35.0,90.0,50.0,40.0,41,0.0,5,13.333,0,6.667,0.0,0,25.0,0.0,66.7,33.3,0.0,25.0,36.2,14.19,14.408,17.142,22.011,False,False,False,-1.513,-17.223,-35.531,0,3,AVOID,-0.706,-0.921,0.215,True,False,True,False,False,,2,3.0,HOLD - Bullish but watch for weakening,38.064,True,False,False,Bearish,1,3.0,"CAUTION - Oversold, wait for bounce confirmation",14.19,14.501,False,False,False,2612600.0,3447490.0,0.758,2144525.0,2517900.0,0,3.0,"AVOID - Below VWMA, weak support",14.19,31.04,12.63,118.746,10.994,False,False,"[np.float64(42.849998474121094), np.float64(45.61000061035156), np.float64(47.08000183105469)]","[np.float64(28.09000015258789), np.float64(41.619998931884766), np.float64(43.220001220703125)]",1,3,NEUTRAL - No clear level nearby,681.92,676.823,,True,False,False,14.95,True,2,4,NEUTRAL,Selective - Take 3-5 positions,-65.195,11.039,-76.234,False,AVOID - Significant underperformance,"Acadia Healthcare Company, Inc.",8.519,6.48,1.178,1.265,5.943,0.0,100.0,5.716,1.802,5.943,1.265,5.716,100.0,0.75,4.488,22.638,697719000.0,129693000.0,1347079000.0,1.931,4.77,12.233,19.917,9.074,10.868,1.348,9.044,14.19,1283404063.59,1.625,0.4012797,3744067000.0,1088842000.0,690385000.0,-959149000.0,-375.236,-560692000.0,-219.353,0.0,131.04,False,False,False,False,True,False,True,True,False,False,True,True,False,True,False,-7.396,1310398080.0,255612000.0,3153963000.0,5956915000.0,2766084000.0,2781974000.0,2085288000.0,1722000.0,577492000.0,577919000.0,-427000.0,129693000.0,690385000.0,0.0,149595000.0,116368000.0,77395000.0,90444261.0,2971562000.0,772505000.0,2083566000.0,3.424,6.444,8.73,4.518,Could not process major_holders: index 1 is out of bounds for axis 0 with size 1,14.19,319638333.333,169028000.0,,,,,,,,,34.0,13.0,21.214,21.5,
,2026-01-01,4.97,11,15,73.333,🟢 STRONG BUY,Enter position,ACHV,7,0,0,9,6,22,28.0,0.0,0.0,45.0,40.0,22,30.0,0,20.0,5,20.0,10.0,5,90.0,100.0,100.0,100.0,66.7,90.0,42.4,4.97,4.559,4.631,3.297,True,True,True,9.015,7.311,50.739,3,3,WAIT - Extended above MA,0.04,0.007,0.033,True,True,True,True,True,2.0,3,3.0,STRONG BUY - Fresh crossover (2 days ago),62.368,True,True,True,Bullish,3,3.0,BUY - Acceptable zone,4.97,4.623,True,False,True,823300.0,607680.0,1.355,719450.0,401433.333,2,3.0,BUY - Good volume support,4.97,5.19,4.65,4.427,6.439,False,False,"[np.float64(5.190000057220459), np.float64(5.420000076293945), np.float64(5.78000020980835)]","[np.float64(3.819999933242798), np.float64(4.230000019073486), np.float64(4.650000095367432)]",0,3,NEUTRAL - No clear level nearby,681.92,676.823,,True,False,False,14.95,True,2,4,NEUTRAL,Selective - Take 3-5 positions,34.688,11.039,23.65,True,STRONG - Significant outperformance,"Achieve Life Sciences, Inc.",-117.827,422.484,0.0,0.0,-1.0,0.0,100.0,100.0,-100.0,-1.0,0.0,100.0,100.0,-6.877,-17.922,-0.0,-145144000.0,-29770000.0,-121258000.0,0.835,-205.601,inf,-15.053,0.0,0.0,inf,5.323,4.97,264572920.36,0.038,0,119000.0,282000.0,,-30052000.0,75.456,,,0.0,26.457,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1.009,264572912.0,-39827000.0,0.0,38633000.0,17734000.0,-1448000.0,9958000.0,2107000.0,36467000.0,6682000.0,29785000.0,-29770000.0,,0.0,229000.0,2180000.0,0.0,53233988.0,119000.0,0.0,7851000.0,-109.314,-407.664,-409.511,-137.325,Could not process major_holders: index 1 is out of bounds for axis 0 with size 1,4.97,-35056666.667,-37330666.667,63101400.0,18535000.0,-33365000.0,61653400.0,0.162,69504400.0,-36.003,-64.598,25.0,10.0,15.375,13.0,
,2026-01-01,12.63,10,15,66.667,🟡 WAIT,Need more confirmation,ACIC,3,0,14,12,15,44,12.0,0.0,70.0,60.0,100.0,44,30.0,5,6.667,0,20.0,15.0,5,81.667,100.0,33.3,100.0,100.0,81.7,55.3,12.63,12.546,12.137,11.352,True,True,True,0.67,4.062,11.26,3,3,BUY - Ideal pullback entry,0.163,0.2,-0.037,False,True,False,False,False,,1,3.0,AVOID - Bearish momentum,55.928,True,True,True,Bullish,3,3.0,STRONG BUY - Ideal zone,12.63,12.566,True,True,True,199400.0,125595.0,1.588,151875.0,102220.0,3,3.0,STRONG BUY - Institutional accumulation,12.63,12.66,11.89,0.238,5.859,False,True,"[np.float64(12.869999885559082), np.float64(13.0600004196167), np.float64(13.5)]","[np.float64(11.5), np.float64(11.65999984741211), np.float64(11.890000343322754)]",0,3,"WAIT - Near resistance, likely pullback",681.92,676.823,,True,False,False,14.95,True,2,4,NEUTRAL,Selective - Take 3-5 positions,-0.786,11.039,-11.824,False,AVOID - Significant underperformance,American Coastal Insurance Corporation,4.212,3.011,63.112,44.67,-23.245,10.427,89.573,100.0,-1030.07,-23.245,44.67,100.0,89.573,0.903,0.0,24.926,-142145000.0,243509000.0,-360998000.0,2.54,7.127,7.301,12.294,0.0,9.035,inf,4.877,12.63,615905764.26,0.247,1.8758684,5736000.0,10947000.0,22000.0,232562000.0,307.142,243487000.0,321.571,3.913,61.591,False,False,False,False,False,False,True,True,True,False,True,True,True,True,False,0.955,615905792.0,75718000.0,296437000.0,1216112000.0,980452000.0,168765000.0,152343000.0,0.0,0.0,0.0,0.0,243509000.0,22000.0,24102000.0,8869000.0,11996000.0,25340000.0,48765302.0,5736000.0,0.0,0.0,0.855,-1342.839,37.445,6.646,Could not process major_holders: index 1 is out of bounds for axis 0 with size 1,12.63,77258000.0,-28075333.333,,,,,,,,,14.0,14.0,14.0,14.0,
,2026-01-01,3.14,14,15,93.333,🟢 STRONG BUY,Enter position,ACIU,0,0,0,10,4,14,0.0,0.0,0.0,50.0,26.7,14,30.0,5,20.0,0,20.0,10.0,5,90.0,100.0,100.0,100.0,66.7,90.0,36.8,3.14,3.03,3.112,2.374,True,True,True,3.647,0.893,32.244,3,3,BUY - Ideal pullback entry,0.037,0.016,0.02,True,True,True,False,False,,3,3.0,HOLD - Bullish but watch for weakening,52.403,True,True,True,Bullish,3,3.0,STRONG BUY - Ideal zone,3.14,3.174,False,True,True,259600.0,1444735.0,0.18,303825.0,215050.0,2,3.0,"AVOID - Below VWMA, weak support",3.14,3.8,3.11,21.019,0.955,True,False,"[np.float64(2.8399999141693115), np.float64(3.799999952316284), np.float64(3.990000009536743)]","[np.float64(2.5999999046325684), np.float64(2.630000114440918), np.float64(3.109999895095825)]",3,3,STRONG BUY - At support with room to resistance,681.92,676.823,,True,False,False,14.95,True,2,4,NEUTRAL,Selective - Take 3-5 positions,10.175,11.039,-0.863,False,WEAK - Slight underperformance,AC Immune SA,-39.039,-37.107,3.648,2.097,-783.634,0.0,100.0,31.338,-1674.66,-783.634,2.097,31.338,100.0,0.034,-393.82,-0.006,-248898000.0,65842000.0,-133823000.0,0.538,-27.851,inf,-16.119,0.0,0.0,inf,10.06,3.14,315884000.0,0.017,72.2516,8088000.0,3366000.0,576000.0,62476000.0,-122.704,65266000.0,-128.184,0.0,31.588,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,0.949,315884000.0,-50916000.0,27309000.0,230913000.0,118643000.0,160643000.0,5427000.0,0.0,171994000.0,100838000.0,71156000.0,65842000.0,576000.0,0.0,2162000.0,133000.0,3000.0,100600000.0,8088000.0,0.0,0.0,-28.394,-34.244,-37.313,-24.613,Could not process major_holders: index 1 is out of bounds for axis 0 with size 1,3.14,-58404000.0,-58634000.0,167369200.0,47958800.0,-36168800.0,328012200.0,0.017,333439200.0,-10.848,-15.523,12.163,7.031,9.06,8.523,
,2026-01-01,47.81,11,15,73.333,🟢 STRONG BUY,Enter position,ACIW,5,13,12,14,13,57,20.0,65.0,60.0,70.0,86.7,57,10.0,5,20.0,0,13.333,10.0,0,58.333,33.3,100.0,66.7,66.7,58.3,57.4,47.81,47.549,47.685,48.601,True,False,False,0.549,0.263,-1.627,1,3,AVOID,0.289,0.198,0.092,True,True,True,False,False,,3,3.0,HOLD - Bullish but watch for weakening,49.978,True,False,True,Bearish,2,3.0,STRONG BUY - Ideal zone,47.81,47.531,True,True,False,474200.0,714215.0,0.664,538566.667,685466.667,2,3.0,HOLD - Above VWMA but watch volume,47.81,53.45,47.55,11.797,0.544,True,False,"[np.float64(55.33000183105469), np.float64(57.4900016784668), np.float64(58.13999938964844)]","[np.float64(49.68000030517578), np.float64(50.709999084472656), np.float64(51.54999923706055)]",3,3,STRONG BUY - At support with room to resistance,681.92,676.823,,True,False,False,14.95,True,2,4,NEUTRAL,Selective - Take 3-5 positions,-9.089,11.039,-20.128,False,AVOID - Significant underperformance,"ACI Worldwide, Inc.",13.327,11.257,23.424,18.347,10.368,0.0,100.0,100.0,90.225,10.368,18.347,100.0,100.0,0.722,4.252,18.886,594595000.0,358748000.0,891119000.0,1.499,5.896,19.356,4.121,20.979,5.168,0.923,10.309,47.81,4928637566.86,0.194,2.8497899,63933000.0,112407000.0,45051000.0,246341000.0,121.28,313697000.0,154.441,0.0,493.361,False,False,True,False,True,False,True,True,False,True,False,False,False,False,True,0.687,4933613056.0,203118000.0,1594288000.0,3025293000.0,1600966000.0,1324297000.0,956434000.0,330811000.0,990822000.0,602628000.0,388194000.0,358748000.0,45051000.0,0.0,120668000.0,72471000.0,47291000.0,103088006.0,63933000.0,0.0,625623000.0,4.61,11.591,14.78,6.279,Could not process major_holders: index 1 is out of bounds for axis 0 with size 1,47.81,269607000.0,155601333.333,404794000.0,115611200.0,353945800.0,1729091000.0,0.553,2354714000.0,12.193,11.747,77.0,60.0,64.6,60.0,
,2026-01-01,80.34,8,15,53.333,🟡 WAIT,Need more confirmation,ACLS,25,18,15,18,9,85,100.0,90.0,75.0,90.0,60.0,85,20.0,0,0.0,0,13.333,5.0,5,43.333,66.7,0.0,66.7,33.3,43.3,72.5,80.34,85.405,83.325,73.002,False,True,True,-5.931,-3.583,10.052,2,3,WAIT - Partial trend,-0.748,-0.148,-0.6,False,False,False,False,False,,0,3.0,AVOID - Bearish momentum,40.913,True,False,True,Bearish,2,3.0,BUY - Acceptable zone,80.34,86.166,False,False,True,217200.0,477960.0,0.454,498333.333,242766.667,1,3.0,"AVOID - Below VWMA, weak support",80.34,85.45,78.8,6.36,1.917,True,False,"[np.float64(89.80000305175781), np.float64(93.22000122070312), np.float64(102.93000030517578)]","[np.float64(77.16000366210938), np.float64(78.80000305175781), np.float64(80.5199966430664)]",3,3,STRONG BUY - At support with room to resistance,681.92,676.823,,True,False,False,14.95,True,2,4,NEUTRAL,Selective - Take 3-5 positions,14.444,11.039,3.406,True,GOOD - Outperforming market,"Axcelis Technologies, Inc.",20.656,25.544,10.175,12.402,20.476,0.0,100.0,15.908,238.038,20.476,12.402,15.908,100.0,0.05,38.593,12.716,728984000.0,140818000.0,663484000.0,0.91,15.678,18.948,8.07,28.03,15.394,0.676,3.1,80.34,2490470345.22,0.018,2.958724,112349000.0,9784000.0,12181000.0,131034000.0,65.194,128637000.0,64.001,0.0,252.419,True,True,True,False,True,True,True,False,False,True,True,True,False,True,True,0.931,2524190976.0,200992000.0,1017865000.0,1348781000.0,335991000.0,864882000.0,43674000.0,60471000.0,1123608000.0,207522000.0,916086000.0,140818000.0,12181000.0,0.0,15809000.0,5462000.0,29282000.0,30999133.0,98751000.0,13598000.0,-16797000.0,17.639,25.554,21.409,15.28,Could not process major_holders: index 1 is out of bounds for axis 0 with size 1,80.34,243381000.0,210111333.333,256208600.0,69238200.0,271994800.0,1121090600.0,0.039,1104293600.0,21.499,17.928,110.0,84.0,96.8,95.0,
,2026-01-01,65.2,6,15,40.0,🔴 AVOID,Poor setup,ACLX,0,0,0,11,9,20,0.0,0.0,0.0,55.0,60.0,20,10.0,5,13.333,5,6.667,0.0,0,40.0,33.3,66.7,33.3,0.0,40.0,26.0,65.2,67.81,77.893,71.358,False,False,True,-3.85,-16.296,-8.63,1,3,AVOID,-3.741,-4.061,0.32,True,False,True,True,True,5.0,2,3.0,STRONG BUY - Fresh crossover (5 days ago),37.389,True,False,False,Bearish,1,3.0,"CAUTION - Oversold, wait for bounce confirmation",65.2,68.825,False,False,False,732300.0,1242340.0,0.589,785450.0,880940.0,0,3.0,"AVOID - Below VWMA, weak support",65.2,69.84,63.48,7.117,2.638,False,False,"[np.float64(79.75), np.float64(92.33999633789062), np.float64(94.06999969482422)]","[np.float64(67.0), np.float64(82.62999725341797), np.float64(84.0)]",2,3,NEUTRAL - No clear level nearby,681.92,676.823,,True,False,False,14.95,True,2,4,NEUTRAL,Selective - Take 3-5 positions,-17.206,11.039,-28.245,False,AVOID - Significant underperformance,"Arcellx, Inc.",-17.792,-33.289,1.541,1.184,-81.767,0.0,100.0,4.813,-101.628,-81.767,1.184,4.813,100.0,0.111,-133.564,-1.965,-431686000.0,-83467000.0,-29435000.0,0.068,-13.01,inf,-2.847,0.0,0.0,inf,5.782,65.2,3770051189.2,0.014,105.0212,70445000.0,-1986000.0,13434000.0,-81481000.0,75.904,-96901000.0,90.268,0.0,377.005,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.976,3770051072.0,-107348000.0,107936000.0,711327000.0,256535000.0,485380000.0,54080000.0,5845000.0,599310000.0,125405000.0,473905000.0,-83467000.0,13434000.0,0.0,5188000.0,1030000.0,2069000.0,57822871.0,70245000.0,200000.0,48235000.0,-40.524,-110.527,-22.836,-13.973,Could not process major_holders: index 1 is out of bounds for axis 0 with size 1,65.2,-119131000.0,-122239000.0,372658400.0,97476000.0,-44632000.0,858038400.0,0.063,906273400.0,-5.022,-12.511,134.0,88.0,112.353,112.0,
,2026-01-01,39.45,13,15,86.667,🟢 STRONG BUY,Enter position,ACMR,4,18,12,20,3,57,16.0,90.0,60.0,100.0,20.0,57,30.0,5,20.0,0,20.0,15.0,5,95.0,100.0,100.0,100.0,100.0,95.0,68.4,39.45,38.319,36.413,29.757,True,True,True,2.952,8.34,32.573,3,3,BUY - Ideal pullback entry,1.365,1.262,0.104,True,True,True,False,False,,3,3.0,HOLD - Bullish but watch for weakening,57.65,True,True,True,Bullish,3,3.0,STRONG BUY - Ideal zone,39.45,38.428,True,True,True,1261300.0,1175700.0,1.073,1265950.0,913866.667,3,3.0,STRONG BUY - Institutional accumulation,39.45,41.47,36.82,5.12,6.667,False,False,"[np.float64(41.470001220703125), np.float64(43.17100143432617), np.float64(45.119998931884766)]","[np.float64(29.579999923706055), np.float64(36.400001525878906), np.float64(36.81999969482422)]",1,3,BUY - Good risk/reward setup,681.92,676.823,,True,False,False,14.95,True,2,4,NEUTRAL,Selective - Take 3-5 positions,153.372,11.039,142.333,True,STRONG - Significant outperformance,"ACM Research, Inc.",14.035,11.422,2.994,3.375,12.405,3.922,96.078,4.128,36.094,12.405,3.375,4.128,96.078,0.246,36.376,21.065,257996000.0,152450000.0,-25160000.0,-0.098,6.951,22.936,4.389,36.729,44.401,0.624,5.985,39.45,2361265548.0,0.08,2.9072256,416664000.0,94522000.0,85948000.0,57928000.0,55.9,66502000.0,64.174,0.292,255.938,False,True,True,False,True,True,True,False,False,True,False,True,False,False,False,0.38,2559376128.0,103627000.0,782118000.0,1855721000.0,759815000.0,767390000.0,188783000.0,0.0,1483379000.0,641233000.0,842146000.0,152450000.0,85948000.0,6900000.0,9967000.0,4151000.0,35031000.0,59854640.0,301029000.0,115635000.0,0.0,4.722,8.629,12.395,6.193,Could not process major_holders: index 1 is out of bounds for axis 0 with size 1,39.45,119455000.0,73413000.0,230658600.0,58923000.0,217001000.0,998048600.0,0.189,1186831600.0,14.433,10.383,48.5,35.0,40.812,40.0,
,2026-01-01,48.35,8,15,53.333,🟡 WAIT,Need more confirmation,ACNB,6,6,9,10,15,46,24.0,30.0,45.0,50.0,100.0,46,30.0,5,6.667,0,13.333,5.0,5,65.0,100.0,33.3,66.7,33.3,65.0,51.7,48.35,50.518,47.977,43.625,True,True,True,-4.292,0.778,10.83,3,3,STRONG BUY - At MA support,0.26,0.818,-0.559,False,True,False,False,False,,1,3.0,AVOID - Bearish momentum,41.231,True,False,True,Bearish,2,3.0,BUY - Acceptable zone,48.35,50.961,False,False,True,20400.0,27890.0,0.731,37900.0,22257.143,1,3.0,"AVOID - Below VWMA, weak support",48.35,53.41,44.468,10.465,8.029,False,False,"[np.float64(46.13912516495526), np.float64(48.15890296260082), np.float64(53.40999984741211)]","[np.float64(42.64255320989746), np.float64(43.46603677450899), np.float64(44.46810528338535)]",1,3,NEUTRAL - No clear level nearby,681.92,676.823,,True,False,False,14.95,True,2,4,NEUTRAL,Selective - Take 3-5 positions,29.464,11.039,18.426,True,STRONG - Significant outperformance,ACNB Corporation,0.0,0.0,3.8,3.551,31.093,29.919,70.081,11.526,65.851,31.093,3.551,11.526,70.081,0.987,0.0,21.21,127120000.0,39782000.0,161711000.0,1.272,1.317,14.52,6.342,5.539,4.839,2.621,1.038,48.35,502105660.2,0.546,3.702986,28191000.0,2245000.0,960000.0,37537000.0,117.87,38822000.0,121.905,2.134,50.611,False,False,True,False,False,False,True,True,False,False,False,True,False,False,True,0.944,506109312.0,31846000.0,108341000.0,2394830000.0,2091557000.0,277461000.0,273923000.0,0.0,0.0,0.0,0.0,39782000.0,960000.0,10713000.0,3033000.0,23854000.0,8573000.0,10384812.0,28117000.0,74000.0,0.0,1.237,11.788,10.967,1.323,Could not process major_holders: index 1 is out of bounds for axis 0 with size 1,48.35,0.0,33095333.333,,,,,,,,,57.0,54.0,55.667,56.0,
,2026-01-01,16.19,10,15,66.667,🟡 WAIT,Need more confirmation,ACNT,2,0,4,11,8,25,8.0,0.0,20.0,55.0,53.3,25,30.0,5,6.667,5,20.0,15.0,5,86.667,100.0,33.3,100.0,100.0,86.7,43.5,16.19,15.647,14.172,13.018,True,True,True,3.474,14.243,24.363,3,3,BUY - Ideal pullback entry,0.577,0.592,-0.015,False,True,False,False,True,2.0,1,3.0,AVOID - Bearish momentum,63.162,True,True,True,Bullish,3,3.0,BUY - Acceptable zone,16.19,15.615,True,True,True,61300.0,62950.0,0.974,71000.0,58550.0,3,3.0,STRONG BUY - Institutional accumulation,16.19,16.84,13.66,4.015,15.627,False,False,"[np.float64(13.329999923706055), np.float64(13.699999809265137), np.float64(16.84000015258789)]","[np.float64(12.369999885559082), np.float64(12.699999809265137), np.float64(13.65999984741211)]",0,3,NEUTRAL - No clear level nearby,681.92,676.823,,True,False,False,14.95,True,2,4,NEUTRAL,Selective - Take 3-5 positions,42.018,11.039,30.979,True,STRONG - Significant outperformance,Ascent Industries Co.,-3.719,-8.018,3.198,3.375,-4.336,0.0,100.0,12.896,-27.527,-4.336,3.375,12.896,100.0,0.31,-10.699,-121.575,2084000.0,14681000.0,62391000.0,29.938,-8.327,inf,-8.954,0.0,-19.001,inf,0.938,16.19,151862200.0,0.219,0.8859434,55195000.0,3750000.0,1892000.0,10931000.0,-80.387,12789000.0,-94.051,0.0,15.186,False,False,False,False,False,True,True,True,False,False,False,True,False,False,False,0.745,151862208.0,-13598000.0,177872000.0,147250000.0,53705000.0,107410000.0,33270000.0,2075000.0,83071000.0,22280000.0,60791000.0,14681000.0,1892000.0,0.0,7424000.0,418000.0,6159000.0,9380000.0,53687000.0,1508000.0,31195000.0,-1.304,0.131,-13.533,-8.758,Could not process major_holders: index 1 is out of bounds for axis 0 with size 1,16.19,-8911000.0,-6053666.667,,,,,,,,,,,,,
,2026-01-01,6.5,10,15,66.667,🟡 WAIT,Need more confirmation,ACOG,7,0,0,9,7,23,28.0,0.0,0.0,45.0,46.7,23,10.0,0,20.0,0,20.0,10.0,0,60.0,33.3,100.0,100.0,66.7,60.0,34.1,6.5,5.913,6.054,7.483,True,False,False,9.932,7.371,-13.132,1,3,AVOID,0.083,-0.054,0.137,True,True,True,False,True,7.0,3,3.0,HOLD - Bullish but watch for weakening,58.469,True,True,True,Bullish,3,3.0,STRONG BUY - Ideal zone,6.5,5.8,True,True,False,49200.0,106405.0,0.462,104816.667,137400.0,2,3.0,HOLD - Above VWMA but watch volume,6.5,10.0,4.99,53.846,23.231,False,False,"[np.float64(10.550000190734863), np.float64(11.399999618530273), np.float64(11.539999961853027)]","[np.float64(7.53000020980835), np.float64(8.479999542236328), np.float64(8.649999618530273)]",1,3,NEUTRAL - No clear level nearby,681.92,676.823,,True,False,False,14.95,True,2,4,NEUTRAL,Selective - Take 3-5 positions,14.638,11.039,3.6,True,GOOD - Outperforming market,Alpha Cognition Inc.,-30.496,3134.567,0.0,0.0,-1.0,0.0,100.0,100.0,-100.0,-1.0,0.0,100.0,100.0,-0.194,-58.737,-0.0,-60060237.0,-7755654.0,-35676207.0,0.594,-596.894,inf,-10.357,0.0,0.0,inf,2.174,6.5,141323676.0,0.006,19.027857,45077.0,124576.0,26701.0,-7880230.0,53.838,-7782355.0,53.17,,14.132,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1.016,141323680.0,-14636865.0,0.0,50736938.0,9273893.0,-4703695.0,911463.0,,50251178.0,3350752.0,46900426.0,-7755654.0,26701.0,,81220.0,185777.0,0.0,21742104.0,27077.0,18000.0,,-217.324,-38.351,-79.636,-55.037,Could not process major_holders: index 1 is out of bounds for axis 0 with size 1,6.5,-13359757.0,-13505073.667,16305162.6,5118539.6,-15651084.6,11601467.6,0.079,,,-126.164,20.0,20.0,20.0,20.0,
