Unnamed: 0,ticker,error,longName,ROCE,ROCE (3yr avg),NFAT,NFAT (3yr avg),NPM,DPR,Retention Ratio,Dep,SSGR,Av NPM (over 3 years),Av NFA/T (over 3 years),Av Dep%NFA (over 3 years),Av Retention ratio (over 3 years),d/e,Interest coverage,tax %,cPAT,CFO,cCFO,cCFO/cPAT,p/a,p/e,EY,Earnings Growth 5yr cagr,Sales Growth 5yr cagr,PEG,no. shares (cr),Current Price,market cap,d/e_market,p/s,NFA + CWIP,Capex,Capex_from_cashflow_statement,FCF,FCF%_from_balance_sheet,FCF_capex_from_cashflow,FCF%,DV,Mcap (cr),d/e decreasing trend 5 yrs,Sales cagr >15%,npm >8%,Tax payout >25%,Interest coverage >3,d/e <0.5,CFO >0,cCFO > PAT,p/e <10,peg <1,EY >7%,p/b <3,DV >3%,EY >7,sgr > Sales growth (very linear),FCF/CFO,Market Cap,Net Income,Total Revenue,Total Assets,Total Liabilities,Total Stockholders Equity,Total Debt,Cash and Cash Equivalents,Current Assets,Current Liabilities,Working Capital,Operating Cash Flow,Capital Expenditure,Dividends Paid,Depreciation & Amortization,Interest Expense,Income Tax Expense,Shares Outstanding,Net Fixed Assets,Construction in Progress,Net Debt,3-5yr Average ROA (%),3-5yr Average ROE (%),ROE,ROA,insidersPercentHeld,institutionsPercentHeld,institutionsFloatPercentHeld,institutionsCount,current,Normalized EBIT,Normalized Net Income,Research Asset,R&D Amortization,Adjusted EBIT (R&D),Adjusted Book Equity (R&D),Adjusted D/E (R&D),Adjusted Invested Capital (R&D),Adjusted ROC (R&D),Adjusted ROE (R&D),analysis_date,current_price,total_score,max_score,score_percentage,overall_technical_signal,action,profitability_score,growth_score,valuation_score,financial_health_score,cashflow_quality_score,fundamental_total_score,profitability_pct,growth_pct,valuation_pct,financial_health_pct,cashflow_quality_pct,fundamental_total_pct,ma_score,ma_distance_bonus,macd_score,macd_crossover_bonus,rsi_score,vwma_score,vwma_volume_bonus,technical_total_score,ma_pct,macd_pct,rsi_pct,vwma_pct,technical_total_pct,combined_score,moving_averages.current_price,moving_averages.SMA_20,moving_averages.SMA_50,moving_averages.SMA_200,moving_averages.above_50,moving_averages.above_200,moving_averages.golden_cross,moving_averages.dist_from_20,moving_averages.dist_from_50,moving_averages.dist_from_200,moving_averages.score,moving_averages.max_score,moving_averages.signal,macd.MACD,macd.MACD_signal,macd.MACD_hist,macd.bullish_crossover,macd.above_zero,macd.histogram_positive,macd.histogram_growing,macd.recent_crossover,macd.crossover_days_ago,macd.score,macd.max_score,macd.signal,rsi.RSI,rsi.not_overbought,rsi.above_50,rsi.in_sweet_spot,rsi.zone,rsi.score,rsi.max_score,rsi.signal,vwma.current_price,vwma.VWMA,vwma.above_vwma,vwma.vwma_rising,vwma.volume_pattern_bullish,vwma.current_volume,vwma.avg_volume,vwma.volume_ratio,vwma.avg_volume_up_days,vwma.avg_volume_down_days,vwma.score,vwma.max_score,vwma.signal,support_resistance.current_price,support_resistance.nearest_resistance,support_resistance.nearest_support,support_resistance.dist_to_resistance_%,support_resistance.dist_to_support_%,support_resistance.at_support,support_resistance.near_resistance,support_resistance.resistance_levels,support_resistance.support_levels,support_resistance.score,support_resistance.max_score,support_resistance.signal,market_context.SPY_price,market_context.SPY_50MA,market_context.SPY_200MA,market_context.above_50,market_context.above_200,market_context.golden_cross,market_context.VIX,market_context.low_vix,market_context.score,market_context.total_checks,market_context.market_state,market_context.recommendation,relative_strength.stock_return_%,relative_strength.benchmark_return_%,relative_strength.outperformance_%,relative_strength.outperforming,relative_strength.signal,high,low,mean,median,market_context,relative_strength
357.0,ARRY,,"Array Technologies, Inc.",-21.833,-1.043,35.867,64.486,-5.758,140.418,-40.418,100.0,50.074,-5.758,64.486,100.0,-40.418,1.134,2.901,4.063,-149125000.0,153980000.0,264241000.0,-1.772,-14.085,inf,-16.584,0.0,2.384,inf,15.275,9.49,1449576308.83,0.478,1.087,30170000.0,48857000.0,18581000.0,105123000.0,-43.729,135399000.0,-56.324,0.0,144.958,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,0.683,1449576192.0,-240394000.0,915807000.0,1425999000.0,1137164000.0,610508000.0,692575000.0,157927000.0,998724000.0,437814000.0,560910000.0,153980000.0,18581000.0,0.0,52779000.0,34825000.0,-10182000.0,152747767.0,26222000.0,3948000.0,534648000.0,-2.851,-13.846,-53.46,-15.347,0.005,1.378,1.385,413.0,9.49,12459000.0,-32907333.333,,,,,,,,,2025-12-21,9.49,12.0,15.0,80.0,🟢 STRONG BUY,Enter position,3.0,3.0,4.0,5.0,2.0,17.0,12.0,15.0,20.0,25.0,13.3,17.0,30.0,0.0,20.0,0.0,20.0,15.0,5.0,90.0,100.0,100.0,100.0,100.0,90.0,38.9,9.49,8.098,8.355,7.195,True,True,True,17.182,13.589,31.895,3.0,3.0,WAIT - Extended above MA,0.25,0.096,0.153,True,True,True,True,False,,3.0,3.0,BUY - Momentum building,64.502,True,True,True,Bullish,3.0,3.0,BUY - Acceptable zone,9.49,8.137,True,True,True,7125900.0,5708860.0,1.248,6182600.0,6041533.333,3.0,3.0,STRONG BUY - Institutional accumulation,9.49,9.58,8.175,0.948,13.857,False,True,"[np.float64(9.680000305175781), np.float64(9.989999771118164), np.float64(10.369999885559082)]","[np.float64(7.619999885559082), np.float64(7.699999809265137), np.float64(8.175000190734863)]",0.0,3.0,"WAIT - Near resistance, likely pullback",680.59,673.14,,True,False,False,14.91,True,2.0,4.0,NEUTRAL,Selective - Take 3-5 positions,68.561,15.18,53.381,True,STRONG - Significant outperformance,15.0,8.0,10.972,11.0,,
358.0,ARTL,,"Artelo Biosciences, Inc.",-345.455,-160.61,0.0,0.0,-1.0,0.0,100.0,0.0,-0.0,-1.0,0.0,0.0,100.0,0.009,,-0.0,-36635000.0,-8350000.0,-30706000.0,0.838,-75.335,inf,-310.024,0.0,0.0,inf,0.202,1.57,3169431.22,0.033,0.0,99000.0,78000.0,0.0,-8428000.0,85.772,-8350000.0,84.979,0.0,0.317,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,1.009,3169431.0,-9826000.0,0.0,4698000.0,1841000.0,11752000.0,104000.0,219000.0,2557000.0,1772000.0,785000.0,-8350000.0,0.0,0.0,0.0,,0.0,2018746.0,99000.0,0.0,-115000.0,-71.536,-80.01,-134.52,-110.772,0.005,0.016,0.016,10.0,1.57,-10038666.667,-9732666.667,14279800.0,3770400.0,-7885400.0,26031800.0,0.004,25916800.0,-22.819,-37.746,2025-12-21,1.57,6.0,15.0,40.0,🔴 AVOID,Poor setup,0.0,0.0,0.0,11.0,11.0,22.0,0.0,0.0,0.0,55.0,73.3,22.0,0.0,0.0,13.333,0.0,6.667,5.0,5.0,30.0,0.0,66.7,33.3,33.3,30.0,24.4,1.57,1.799,2.459,6.445,False,False,False,-12.717,-36.14,-75.638,0.0,3.0,AVOID,-0.197,-0.244,0.047,True,False,True,False,False,,2.0,3.0,HOLD - Bullish but watch for weakening,33.828,True,False,False,Bearish,1.0,3.0,"CAUTION - Oversold, wait for bounce confirmation",1.57,1.738,False,False,True,78600.0,1338925.0,0.059,142740.0,103800.0,1.0,3.0,"AVOID - Below VWMA, weak support",1.57,8.4,1.521,435.032,3.121,False,False,"[np.float64(10.550000190734863), np.float64(25.579999923706055), np.float64(28.600000381469727)]","[np.float64(6.900000095367432), np.float64(8.199999809265137), np.float64(8.5)]",2.0,3.0,BUY - Good risk/reward setup,680.59,673.14,,True,False,False,14.91,True,2.0,4.0,NEUTRAL,Selective - Take 3-5 positions,-72.398,15.18,-87.578,False,AVOID - Significant underperformance,,,,,,
359.0,ARTNA,,Artesian Resources Corporation,4.72,4.613,0.155,0.156,17.994,61.44,38.56,1.883,-0.803,17.994,0.156,1.883,38.56,0.777,3.812,26.399,71918000.0,36823000.0,124249000.0,1.728,2.66,14.546,6.819,3.42,5.914,4.253,0.943,31.71,299078985.03,0.599,2.933,790921000.0,62343000.0,45942000.0,-25520000.0,-125.135,-9119000.0,-44.714,4.068,32.781,False,False,True,True,True,False,True,True,False,False,False,True,True,False,False,-0.693,327808928.0,20394000.0,107952000.0,798623000.0,559434000.0,230397000.0,179111000.0,3091000.0,24528000.0,25593000.0,-1065000.0,36823000.0,45942000.0,12168000.0,13629000.0,8779000.0,7315000.0,9431693.0,751203000.0,39718000.0,176020000.0,2.556,8.99,8.686,2.606,0.04,0.588,0.613,129.0,31.71,33689666.667,18363666.667,,,,,,,,,2025-12-21,31.71,9.0,15.0,60.0,🟡 WAIT,Need more confirmation,4.0,0.0,9.0,9.0,6.0,28.0,16.0,0.0,45.0,45.0,40.0,28.0,0.0,5.0,20.0,0.0,13.333,10.0,0.0,48.333,0.0,100.0,66.7,66.7,48.3,34.1,31.71,31.552,32.087,32.496,False,False,False,0.499,-1.176,-2.418,0.0,3.0,AVOID,0.057,-0.067,0.124,True,True,True,False,True,9.0,3.0,3.0,HOLD - Bullish but watch for weakening,48.921,True,False,True,Bearish,2.0,3.0,STRONG BUY - Ideal zone,31.71,31.482,True,True,False,116100.0,29605.0,3.922,21262.5,116100.0,2.0,3.0,HOLD - Above VWMA but watch volume,31.71,32.09,31.522,1.198,0.594,True,True,"[np.float64(33.64098907155466), np.float64(34.04730135627967), np.float64(35.183757413102896)]","[np.float64(31.521714048139643), np.float64(32.13397470530954), np.float64(32.71438891311304)]",2.0,3.0,BUY - At support but near resistance,680.59,673.14,,True,False,False,14.91,True,2.0,4.0,NEUTRAL,Selective - Take 3-5 positions,2.854,15.18,-12.326,False,AVOID - Significant underperformance,46.0,46.0,46.0,46.0,,
361.0,ARTW,,"Art's-Way Manufacturing Co., Inc.",3.176,6.706,4.691,5.016,0.839,0.0,100.0,15.524,-11.314,0.839,5.016,15.524,100.0,0.411,0.769,30.279,884772.0,2626700.0,2537373.0,2.868,1.26,5.692,2.711,6.266,-0.626,0.908,0.511,2.22,11337171.48,0.422,0.471,5326187.0,1109921.0,724679.0,1516779.0,493.462,1902021.0,618.795,0.0,1.134,False,False,False,True,False,True,True,True,True,True,False,True,False,False,False,0.577,11339947.0,307375.0,24499371.0,21240684.0,9146861.0,11641255.0,4783447.0,208465.0,13124309.0,6632493.0,6491816.0,2626700.0,724679.0,0.0,989823.0,599396.0,-41025.0,5106834.0,5239903.0,86284.0,4574982.0,0.977,1.974,2.59,1.347,0.529,0.055,0.117,17.0,2.22,995930.0,224047.0,1461395.2,423254.8,473237.2,13102650.2,0.365,17677632.2,1.866,2.346,2025-12-21,2.22,7.0,15.0,46.667,🔴 AVOID,Poor setup,3.0,3.0,16.0,10.0,13.0,45.0,12.0,15.0,80.0,50.0,86.7,45.0,10.0,5.0,0.0,0.0,13.333,5.0,0.0,33.333,33.3,0.0,66.7,33.3,33.3,41.5,2.22,2.318,2.413,2.356,False,False,True,-4.228,-7.991,-5.776,1.0,3.0,AVOID,-0.04,-0.03,-0.01,False,False,False,False,False,,0.0,3.0,AVOID - Bearish momentum,42.867,True,False,True,Bearish,2.0,3.0,BUY - Acceptable zone,2.22,2.333,False,True,False,22300.0,25555.0,0.873,24400.0,39033.333,1.0,3.0,"AVOID - Below VWMA, weak support",2.22,2.55,2.2,14.865,0.901,True,False,"[np.float64(3.7200000286102295), np.float64(4.150000095367432), np.float64(4.710000038146973)]","[np.float64(2.0799999237060547), np.float64(2.200000047683716), np.float64(2.940000057220459)]",3.0,3.0,STRONG BUY - At support with room to resistance,680.59,673.14,,True,False,False,14.91,True,2.0,4.0,NEUTRAL,Selective - Take 3-5 positions,42.308,15.18,27.127,True,STRONG - Significant outperformance,,,,,,
362.0,ARVN,,"Arvinas, Inc.",-29.039,-31.466,17.56,10.046,-252.801,0.0,100.0,44.604,-2584.129,-252.801,10.046,44.604,100.0,0.015,,-0.303,-1039700000.0,-259300000.0,-321200000.0,0.309,-15.246,inf,-26.515,0.0,70.014,inf,6.422,11.68,750139753.92,0.013,2.746,16000000.0,8600000.0,1800000.0,-267900000.0,134.691,-261100000.0,131.272,0.0,85.752,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,1.033,857517504.0,-198900000.0,263400000.0,1091400000.0,529700000.0,660000000.0,9700000.0,14200000.0,1067300000.0,229800000.0,837500000.0,-259300000.0,1800000.0,0.0,6600000.0,,600000.0,64224294.0,16000000.0,0.0,-4500000.0,-24.184,-50.965,-59.972,-28.546,0.079,0.965,1.047,296.0,11.68,-304966666.667,-282900000.0,913120000.0,244660000.0,-146660000.0,1573120000.0,0.006,1568620000.0,-9.378,-12.644,2025-12-21,11.68,8.0,15.0,53.333,🟡 WAIT,Need more confirmation,3.0,7.0,2.0,9.0,9.0,30.0,12.0,35.0,10.0,45.0,60.0,30.0,30.0,5.0,6.667,0.0,13.333,5.0,5.0,65.0,100.0,33.3,66.7,33.3,65.0,40.5,11.68,12.269,10.962,8.588,True,True,True,-4.797,6.548,36.012,3.0,3.0,STRONG BUY - At MA support,0.244,0.478,-0.234,False,True,False,False,False,,1.0,3.0,AVOID - Bearish momentum,48.873,True,False,True,Bearish,2.0,3.0,STRONG BUY - Ideal zone,11.68,12.235,False,False,True,1638600.0,1226065.0,1.336,1216900.0,1080671.429,1.0,3.0,"AVOID - Below VWMA, weak support",11.68,18.93,9.27,62.072,20.634,False,False,"[np.float64(20.15999984741211), np.float64(20.3799991607666), np.float64(21.0)]","[np.float64(16.06999969482422), np.float64(16.610000610351562), np.float64(16.989999771118164)]",1.0,3.0,NEUTRAL - No clear level nearby,680.59,673.14,,True,False,False,14.91,True,2.0,4.0,NEUTRAL,Selective - Take 3-5 positions,-36.797,15.18,-51.977,False,AVOID - Significant underperformance,18.0,6.0,12.438,13.0,,
364.0,ARWR,,"Arrowhead Pharmaceuticals, Inc.",11.842,-24.208,1.934,0.966,-5655.946,0.0,100.0,5.128,-5469.56,-5655.946,0.966,5.128,100.0,1.975,1.101,41.564,-982462000.0,179552000.0,-573320000.0,0.584,-0.143,inf,-0.018,0.0,50.519,inf,13.581,68.16,9256779473.28,0.04,11.361,442348000.0,-153742000.0,22666000.0,333294000.0,-20434.948,156886000.0,-9619.007,0.0,942.364,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,1.856,9423635456.0,-1631000.0,829448000.0,1385295000.0,881879000.0,185444000.0,366284000.0,13516000.0,950639000.0,195487000.0,755152000.0,179552000.0,22666000.0,0.0,23928000.0,89361000.0,21419000.0,135809558.0,426406000.0,15942000.0,352768000.0,-45.548,-161.886,-262.483,-62.927,0.045,0.847,0.886,414.0,68.16,-209126333.333,-268799666.667,1342690600.0,352704800.0,395348200.0,1528134600.0,0.24,1880902600.0,12.283,-0.107,2025-12-21,68.16,11.0,15.0,73.333,🟢 STRONG BUY,Enter position,0.0,7.0,0.0,12.0,4.0,23.0,0.0,35.0,0.0,60.0,26.7,23.0,30.0,0.0,6.667,0.0,20.0,15.0,5.0,76.667,100.0,33.3,100.0,100.0,76.7,39.1,68.16,61.352,48.032,26.024,True,True,True,11.097,41.907,161.91,3.0,3.0,WAIT - Extended above MA,6.339,6.747,-0.407,False,True,False,False,False,,1.0,3.0,AVOID - Bearish momentum,67.69,True,True,True,Bullish,3.0,3.0,BUY - Acceptable zone,68.16,61.336,True,True,True,5182800.0,3592905.0,1.443,3704850.0,2401733.333,3.0,3.0,STRONG BUY - Institutional accumulation,68.16,72.36,37.06,6.162,45.628,False,False,"[np.float64(40.28900146484375), np.float64(43.689998626708984), np.float64(72.36000061035156)]","[np.float64(18.545000076293945), np.float64(34.61000061035156), np.float64(37.060001373291016)]",1.0,3.0,NEUTRAL - No clear level nearby,680.59,673.14,,True,False,False,14.91,True,2.0,4.0,NEUTRAL,Selective - Take 3-5 positions,250.437,15.18,235.257,True,STRONG - Significant outperformance,100.0,17.0,64.083,64.0,,
365.0,ASBP,,"Aspire Biopharma Holdings, Inc.",756.181,100.822,0.0,0.0,-1.0,0.0,100.0,0.0,-0.0,-1.0,0.0,0.0,100.0,-2.597,-3.464,,-8670510.0,-265186.0,-396955.0,0.046,-27152.666,inf,-92.785,0.0,0.0,inf,13.845,0.098,13512339.555,0.094,6961.535,0.0,0.0,,-265186.0,2.115,,,0.0,1.351,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,1.0,13512339.0,-12537472.0,0.0,147989.0,1688077.0,-487861.0,1266832.0,0.0,147989.0,1688077.0,-1540088.0,-265186.0,,0.0,0.0,891624.0,,138446102.0,0.0,0.0,0.0,-856.721,84.086,1236.468,-12914.378,0.208,0.029,0.037,27.0,0.098,-2589764.667,-2890170.0,162829.6,49473.2,-11645848.0,-325031.4,-3.898,941800.6,,3857.311,2025-12-21,0.098,5.0,15.0,33.333,🔴 AVOID,Poor setup,14.0,0.0,0.0,11.0,4.0,29.0,56.0,0.0,0.0,55.0,26.7,29.0,0.0,5.0,13.333,0.0,6.667,5.0,5.0,35.0,0.0,66.7,33.3,33.3,35.0,30.8,0.098,0.098,0.202,0.376,False,False,False,0.41,-51.48,-73.924,0.0,3.0,AVOID,-0.025,-0.035,0.009,True,False,True,False,False,,2.0,3.0,HOLD - Bullish but watch for weakening,37.65,True,False,False,Bearish,1.0,3.0,"CAUTION - Oversold, wait for bounce confirmation",0.098,0.099,False,False,True,8035000.0,18803830.0,0.427,36808233.333,18790300.0,1.0,3.0,"AVOID - Below VWMA, weak support",0.098,0.818,0.071,734.694,27.551,False,False,"[np.float64(11.59000015258789), np.float64(13.899999618530273), np.float64(15.800000190734863)]","[np.float64(0.5199999809265137), np.float64(9.0), np.float64(11.399999618530273)]",1.0,3.0,NEUTRAL - No clear level nearby,680.59,673.14,,True,False,False,14.91,True,2.0,4.0,NEUTRAL,Selective - Take 3-5 positions,-99.148,15.18,-114.328,False,AVOID - Significant underperformance,,,,,,
366.0,ASBPW,,"Aspire Biopharma Holdings, Inc.",756.181,100.822,0.0,0.0,-1.0,0.0,100.0,0.0,-0.0,-1.0,0.0,0.0,100.0,-2.597,-3.464,,-8670510.0,-265186.0,-396955.0,0.046,-27152.666,inf,-38695901234.568,0.0,0.0,inf,0.0,0.032,0.0,0.0,0.0,0.0,0.0,,-265186.0,2.115,,,0.0,0.0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,1.0,0.0,-12537472.0,0.0,147989.0,1688077.0,-487861.0,1266832.0,0.0,147989.0,1688077.0,-1540088.0,-265186.0,,0.0,0.0,891624.0,,0.0,0.0,0.0,0.0,-856.721,84.086,1236.468,-12914.378,,,,38.0,0.032,-2589764.667,-2890170.0,162829.6,49473.2,-11645848.0,-325031.4,-3.898,941800.6,,3857.311,,,,,,,,14.0,0.0,0.0,11.0,4.0,29.0,56.0,0.0,0.0,55.0,26.7,29.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,21.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368.0,ASLE,,AerSale Corporation,1.839,3.739,3.152,4.212,3.589,0.0,100.0,14.642,0.476,3.589,4.212,14.642,100.0,0.171,,25.341,80264000.0,11184000.0,-84000000.0,-1.047,1.056,63.818,1.766,-49.219,0.451,-1.297,4.719,7.02,331238777.22,0.229,0.977,145666000.0,72609000.0,29030000.0,-61425000.0,-1049.821,-17846000.0,-305.008,0.0,33.124,False,False,False,True,False,True,True,False,False,True,False,True,False,False,True,-5.492,331238784.0,5851000.0,345066000.0,604723000.0,149103000.0,445015000.0,75970000.0,11057000.0,284030000.0,74970000.0,209060000.0,11184000.0,29030000.0,0.0,16413000.0,,1986000.0,47185011.0,137283000.0,8383000.0,64913000.0,3.792,4.512,-1.25,-1.025,0.262,0.605,0.819,192.0,7.02,18006666.667,14716333.333,,,,,,,,,2025-12-21,7.02,12.0,15.0,80.0,🟢 STRONG BUY,Enter position,2.0,3.0,4.0,14.0,0.0,23.0,8.0,15.0,20.0,70.0,0.0,23.0,10.0,0.0,20.0,0.0,20.0,15.0,5.0,70.0,33.3,100.0,100.0,100.0,70.0,37.1,7.02,6.676,6.877,7.086,True,False,False,5.145,2.072,-0.927,1.0,3.0,AVOID,0.065,-0.002,0.067,True,True,True,False,False,,3.0,3.0,HOLD - Bullish but watch for weakening,60.362,True,True,True,Bullish,3.0,3.0,BUY - Acceptable zone,7.02,6.669,True,True,True,533900.0,366280.0,1.458,397925.0,342140.0,3.0,3.0,STRONG BUY - Institutional accumulation,7.02,8.037,6.76,14.487,3.704,False,False,"[np.float64(8.760000228881836), np.float64(8.914999961853027), np.float64(9.119999885559082)]","[np.float64(6.760000228881836), np.float64(7.204999923706055), np.float64(8.15999984741211)]",2.0,3.0,BUY - Good risk/reward setup,680.59,673.14,,True,False,False,14.91,True,2.0,4.0,NEUTRAL,Selective - Take 3-5 positions,13.226,15.18,-1.955,False,WEAK - Slight underperformance,8.0,6.0,7.0,7.0,,
369.0,ASMB,,"Assembly Biosciences, Inc.",-63.645,-79.986,9.386,3.846,-497.827,0.0,100.0,8.904,-1923.318,-497.827,3.846,8.904,100.0,0.075,inf,-0.828,-324352000.0,-51117000.0,-206233000.0,0.636,-29.364,inf,-7.204,0.0,65.83,inf,1.582,35.26,557712356.4,0.006,14.996,3353000.0,758000.0,28000.0,-51875000.0,129.116,-51145000.0,127.299,0.0,55.771,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,1.015,557712320.0,-40177000.0,28520000.0,119168000.0,85809000.0,41097000.0,3089000.0,3424000.0,115503000.0,47803000.0,67700000.0,-51117000.0,28000.0,0.0,129000.0,0.0,330000.0,15817140.0,3353000.0,0.0,-335000.0,-57.447,-86.474,-98.946,-51.319,0.323,0.562,0.829,66.0,35.26,-68060000.0,-64832333.333,164450600.0,48667400.0,-38154400.0,205547600.0,0.015,205212600.0,-18.747,-19.546,2025-12-21,35.26,9.0,15.0,60.0,🟡 WAIT,Need more confirmation,2.0,7.0,0.0,17.0,9.0,35.0,8.0,35.0,0.0,85.0,60.0,35.0,30.0,5.0,6.667,0.0,20.0,5.0,5.0,71.667,100.0,33.3,100.0,33.3,71.7,46.0,35.26,35.459,33.06,21.159,True,True,True,-0.561,6.655,66.643,3.0,3.0,BUY - Ideal pullback entry,0.124,0.583,-0.46,False,True,False,True,False,,1.0,3.0,AVOID - Bearish momentum,53.775,True,True,True,Bullish,3.0,3.0,STRONG BUY - Ideal zone,35.26,35.368,False,False,True,281800.0,115255.0,2.445,162280.0,121125.0,1.0,3.0,"AVOID - Below VWMA, weak support",35.26,38.82,33.28,10.096,5.615,False,False,"[np.float64(32.439998626708984), np.float64(38.81999969482422), np.float64(39.709999084472656)]","[np.float64(23.190000534057617), np.float64(27.06999969482422), np.float64(33.279998779296875)]",1.0,3.0,BUY - Good risk/reward setup,680.59,673.14,,True,False,False,14.91,True,2.0,4.0,NEUTRAL,Selective - Take 3-5 positions,131.821,15.18,116.641,True,STRONG - Significant outperformance,62.0,39.0,47.75,45.0,,
371.0,ASML,,ASML Holding N.V.,32.255,35.611,4.337,5.232,27.266,35.956,64.044,15.003,76.365,27.266,5.232,15.003,64.044,0.273,55.49,18.586,26918000000.0,11166200000.0,35942200000.0,1.335,18.949,37.171,1.847,10.262,14.943,3.622,38.815,1056.02,409891706697.48,0.009,12.725,7234000000.0,2352800000.0,2083100000.0,8813400000.0,116.401,9083100000.0,119.963,0.598,40989.173,False,False,True,False,True,True,True,True,False,False,False,False,False,False,True,0.789,409891733504.0,7571600000.0,28262900000.0,48589600000.0,30112800000.0,13452400000.0,3677300000.0,1940300000.0,30737400000.0,20051400000.0,10686000000.0,11166200000.0,2083100000.0,2452900000.0,918600000.0,162600000.0,1680600000.0,388147674.0,7234000000.0,0.0,1737000000.0,18.733,64.888,70.421,20.559,0.0,0.186,0.186,2148.0,1056.02,8319366666.667,7011600000.0,10459080000.0,2816960000.0,10691740000.0,23911480000.0,0.154,25648480000.0,33.938,31.665,2025-12-21,1056.02,7.0,15.0,46.667,🔴 AVOID,Poor setup,25.0,11.0,0.0,19.0,13.0,68.0,100.0,55.0,0.0,95.0,86.7,68.0,30.0,5.0,6.667,0.0,13.333,5.0,5.0,65.0,100.0,33.3,66.7,33.3,65.0,67.1,1056.02,1071.579,1043.876,828.372,True,True,True,-1.452,1.163,27.481,3.0,3.0,BUY - Ideal pullback entry,7.157,16.415,-9.258,False,True,False,True,False,,1.0,3.0,AVOID - Bearish momentum,49.14,True,False,True,Bearish,2.0,3.0,STRONG BUY - Ideal zone,1056.02,1065.68,False,False,True,2319600.0,1522955.0,1.523,1549120.0,1406225.0,1.0,3.0,"AVOID - Below VWMA, weak support",1056.02,1057.124,946.11,0.105,10.408,False,True,"[np.float64(1057.1244156526122), np.float64(1086.1099853515625), np.float64(1141.719970703125)]","[np.float64(769.5392287263713), np.float64(933.7533345798187), np.float64(946.1099853515625)]",0.0,3.0,"WAIT - Near resistance, likely pullback",680.59,673.14,,True,False,False,14.91,True,2.0,4.0,NEUTRAL,Selective - Take 3-5 positions,51.076,15.18,35.895,True,STRONG - Significant outperformance,1336.769,758.083,1065.282,977.015,,
372.0,ASND,,Ascendis Pharma A/S,-113.292,-247.601,3.034,2.562,-474.703,0.0,100.0,15.537,-1231.843,-474.703,2.562,15.537,100.0,-5.879,-4.256,-1.298,-1826302000.0,-306197000.0,-1686906000.0,0.924,-45.796,inf,-3.094,0.0,260.248,inf,6.11,199.99,12219020218.44,0.07,18.899,98714000.0,5794000.0,1427000.0,-311991000.0,82.519,-307624000.0,81.364,0.0,1221.902,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,1.019,12219020288.0,-378084000.0,363641000.0,1179495000.0,1285201000.0,-145697000.0,856616000.0,0.0,1060861000.0,907863000.0,152998000.0,-306197000.0,1427000.0,0.0,17714000.0,65504000.0,4843000.0,61098156.0,98714000.0,0.0,0.0,-44.244,-165.689,300.779,-37.713,0.008,1.062,1.07,385.0,199.99,-428317000.0,-480908333.333,983888400.0,279189800.0,-279922800.0,838191400.0,1.022,1694807400.0,-16.731,-45.107,2025-12-21,199.99,6.0,15.0,40.0,🔴 AVOID,Poor setup,0.0,7.0,0.0,11.0,11.0,29.0,0.0,35.0,0.0,55.0,73.3,29.0,20.0,5.0,0.0,0.0,13.333,5.0,5.0,48.333,66.7,0.0,66.7,33.3,48.3,34.8,199.99,206.979,205.784,182.248,False,True,True,-3.376,-2.816,9.735,2.0,3.0,WAIT - Partial trend,-0.34,0.558,-0.898,False,False,False,False,True,6.0,0.0,3.0,AVOID - Bearish momentum,44.757,True,False,True,Bearish,2.0,3.0,BUY - Acceptable zone,199.99,206.742,False,False,True,1812500.0,797665.0,2.272,1483975.0,746540.0,1.0,3.0,"AVOID - Below VWMA, weak support",199.99,208.16,195.03,4.085,2.48,False,False,"[np.float64(216.4499969482422), np.float64(223.18499755859375), np.float64(229.94000244140625)]","[np.float64(188.0709991455078), np.float64(192.27999877929688), np.float64(195.02999877929688)]",1.0,3.0,NEUTRAL - No clear level nearby,680.59,673.14,,True,False,False,14.91,True,2.0,4.0,NEUTRAL,Selective - Take 3-5 positions,46.642,15.18,31.461,True,STRONG - Significant outperformance,329.112,222.784,261.349,253.594,,
