,stock,range_length_days,price_mode,expansion_move_pct,expansion_closing_range,buy_date,sell_type,sell_date,stage,return_pct,days_held,buy_price,sell_price
494,AMZN,8,open_close,0.61,100.0,2022-12-01,weakness,2022-12-05,4,-4.06,2,96.99,93.05
495,AMZN,7,open_close,1.65,74.6,2023-05-30,weakness,2023-07-27,1,7.05,40,122.37,131.0
496,AMZN,8,open_close,1.58,96.5,2023-06-23,weakness,2023-07-27,1,1.46,23,129.11,131.0
497,AMZN,7,open_close,6.54,86.7,2024-02-05,stop_loss,2024-02-13,2,-2.58,6,170.2,165.81
498,AMZN,4,open_close,3.18,91.8,2024-08-16,weakness,2024-08-28,3,-1.89,8,177.04,173.69
499,AMZN,3,open_close,2.26,96.2,2025-08-07,weakness,2025-08-11,2,0.35,2,221.0,221.78
500,AMZN,8,open_close,1.76,98.2,2025-09-05,stop_loss,2025-09-12,2,-3.67,5,235.19,226.57
501,DECK,4,open_close,5.13,100.0,1993-12-02,stop_loss,1993-12-07,0,-4.0,3,1.17,1.12
502,DECK,5,open_close,2.63,100.0,1994-03-22,stop_loss,1994-03-22,0,0.0,0,1.03,1.03
503,DECK,3,open_close,3.28,100.0,1994-05-13,stop_loss,1994-05-13,0,-1.71,0,0.88,0.86
504,DECK,4,open_close,8.93,83.3,1994-08-19,stop_loss,1994-08-19,1,-3.61,0,0.86,0.83
505,DECK,3,open_close,4.62,100.0,1995-05-01,stop_loss,1995-05-01,4,-3.65,0,0.94,0.91
506,DECK,3,open_close,7.32,72.7,1995-06-26,stop_loss,1995-06-26,4,-4.0,0,0.62,0.6
507,DECK,4,open_close,2.82,100.0,1996-09-20,stop_loss,1996-10-03,1,-1.26,9,0.49,0.48
508,DECK,6,open_close,1.35,100.0,1996-10-07,stop_loss,1996-10-07,1,0.0,0,0.5,0.5
509,DECK,4,open_close,3.45,66.7,1996-12-26,stop_loss,1996-12-31,1,-6.67,3,0.42,0.39
510,DECK,3,open_close,3.45,100.0,1997-01-15,stop_loss,1997-01-15,1,-4.0,0,0.42,0.4
511,DECK,5,open_close,1.82,100.0,1997-03-05,weakness,1997-03-10,1,-7.41,3,0.38,0.35
512,DECK,3,open_close,2.75,100.0,1997-03-17,weakness,1997-03-20,1,-1.89,3,0.37,0.36
513,DECK,5,open_close,1.67,100.0,1997-06-04,weakness,1997-06-16,1,1.72,8,0.4,0.41
514,DECK,8,open_close,3.33,100.0,1997-09-19,weakness,1997-10-06,1,-1.64,11,0.42,0.42
515,DECK,5,open_close,1.75,100.0,1998-04-23,stop_loss,1998-04-23,1,0.0,0,0.38,0.38
516,DECK,21,open_close,3.45,100.0,1998-06-18,stop_loss,1998-06-25,1,-6.67,5,0.42,0.39
517,DECK,5,open_close,7.32,75.0,1999-05-14,stop_loss,1999-05-14,1,-1.82,0,0.15,0.15
518,DECK,8,open_close,2.04,100.0,1999-09-21,stop_loss,1999-09-30,1,-2.08,7,0.17,0.17
519,DECK,4,open_close,3.48,100.0,1999-12-29,stop_loss,1999-12-29,1,0.0,0,0.17,0.17
520,DECK,4,open_close,5.95,72.7,2000-01-07,stop_loss,2000-01-07,1,-1.82,0,0.15,0.15
521,DECK,3,open_close,3.7,100.0,2000-03-10,stop_loss,2000-03-10,1,0.0,0,0.19,0.19
522,DECK,4,open_close,8.39,100.0,2000-09-26,weakness,2000-10-06,2,-4.88,8,0.28,0.27
523,DECK,3,open_close,4.79,100.0,2000-10-13,weakness,2000-10-20,2,-2.16,5,0.28,0.28
524,DECK,3,open_close,4.23,100.0,2000-12-19,stop_loss,2000-12-26,2,-2.7,4,0.26,0.25
525,DECK,4,open_close,3.23,100.0,2001-02-13,weakness,2001-02-20,3,0.0,4,0.22,0.22
526,DECK,3,open_close,3.15,100.0,2001-07-02,weakness,2001-07-05,4,0.0,2,0.21,0.21
527,DECK,3,open_close,11.39,100.0,2001-12-19,weakness,2002-02-08,1,12.59,34,0.22,0.25
528,DECK,4,open_close,3.08,100.0,2002-04-24,weakness,2002-05-02,1,-0.19,6,0.29,0.29
529,DECK,3,open_close,5.63,100.0,2002-11-25,stop_loss,2002-12-06,4,-5.82,8,0.21,0.2
530,DECK,4,open_close,1.35,100.0,2002-12-10,stop_loss,2002-12-10,4,-0.0,0,0.2,0.2
531,DECK,9,open_close,11.73,64.9,2003-01-22,weakness,2003-03-05,1,5.74,29,0.22,0.24
532,DECK,5,open_close,6.83,96.9,2003-02-03,stop_loss,2003-02-26,1,-4.83,16,0.24,0.23
533,DECK,3,open_close,2.3,100.0,2003-04-08,stop_loss,2003-04-10,1,-6.39,2,0.24,0.23
534,DECK,5,open_close,4.86,91.7,2003-04-22,weakness,2003-06-25,2,54.46,45,0.25,0.38
535,DECK,7,open_close,7.38,100.0,2003-07-09,stop_loss,2003-07-17,2,-3.62,6,0.38,0.37
536,DECK,4,open_close,5.97,88.6,2003-07-31,weakness,2004-01-09,2,117.05,112,0.43,0.94
537,DECK,7,open_close,5.58,100.0,2003-08-13,weakness,2004-01-09,2,89.16,103,0.5,0.94
538,DECK,3,open_close,6.43,68.4,2003-09-17,stop_loss,2003-09-29,2,-4.43,8,0.56,0.54
539,DECK,4,open_close,12.09,77.5,2003-10-02,stop_loss,2003-10-02,2,-3.6,0,0.66,0.64
540,DECK,4,open_close,9.23,95.9,2003-12-22,stop_loss,2003-12-22,2,-4.4,0,1.16,1.11
541,DECK,3,open_close,5.29,91.0,2004-02-06,stop_loss,2004-02-06,2,-4.23,0,1.33,1.27
542,DECK,3,open_close,6.46,89.2,2004-08-03,stop_loss,2004-08-03,2,-4.16,0,1.76,1.69
543,DECK,7,open_close,9.49,98.7,2004-09-08,stop_loss,2004-09-09,2,-3.85,1,1.86,1.79
544,DECK,3,open_close,6.05,94.2,2004-10-01,stop_loss,2004-10-11,2,-3.89,6,1.87,1.8
545,DECK,3,open_close,3.45,82.1,2004-12-14,stop_loss,2004-12-14,2,-3.82,0,2.59,2.49
546,DECK,3,open_close,1.79,88.5,2004-12-27,stop_loss,2005-01-03,2,-4.18,5,2.58,2.47
547,DECK,3,open_close,3.89,89.5,2005-01-19,stop_loss,2005-01-19,2,-3.8,0,2.38,2.29
548,DECK,8,open_close,5.68,88.2,2005-06-23,stop_loss,2005-06-23,4,-4.06,0,1.45,1.39
549,DECK,5,open_close,4.25,93.9,2005-09-07,stop_loss,2005-09-14,4,-3.9,5,1.39,1.34
550,DECK,7,open_close,4.26,79.0,2006-01-04,weakness,2006-05-12,4,33.65,89,1.63,2.18
551,DECK,11,open_close,2.09,94.8,2006-02-23,weakness,2006-05-12,4,18.85,55,1.84,2.18
552,DECK,3,open_close,13.38,90.2,2006-07-31,stop_loss,2006-08-01,1,-4.0,1,2.38,2.28
553,DECK,21,open_close,7.22,84.1,2007-02-06,weakness,2007-04-11,2,10.71,44,3.5,3.88
554,DECK,4,open_close,8.08,99.6,2007-09-19,weakness,2007-11-13,2,11.9,39,5.81,6.51
555,DECK,6,open_close,6.19,91.6,2007-10-23,stop_loss,2007-10-23,2,-3.98,0,6.62,6.36
556,DECK,3,open_close,5.55,90.6,2007-12-04,weakness,2008-01-04,2,-3.48,21,8.45,8.16
557,DECK,3,open_close,4.72,83.4,2008-02-14,stop_loss,2008-02-14,2,-3.99,0,6.83,6.56
558,DECK,4,open_close,6.15,67.1,2009-01-29,stop_loss,2009-01-29,4,-3.87,0,3.18,3.06
559,DECK,3,open_close,6.57,88.9,2009-03-11,weakness,2009-03-17,4,3.31,4,2.4,2.48
560,DECK,4,open_close,2.2,95.5,2009-05-05,stop_loss,2009-05-12,4,-3.99,5,3.27,3.14
561,DECK,3,open_close,3.8,91.6,2009-10-20,stop_loss,2009-10-22,2,-4.03,2,5.11,4.9
562,DECK,4,open_close,5.75,61.3,2009-10-26,stop_loss,2009-10-28,2,-4.03,2,5.41,5.19
563,DECK,3,open_close,4.14,91.5,2009-12-31,weakness,2010-01-25,2,-2.04,15,5.78,5.67
564,DECK,8,open_close,3.91,91.6,2010-04-23,stop_loss,2010-04-28,2,-4.01,3,8.48,8.14
565,DECK,3,open_close,3.63,93.7,2010-06-11,stop_loss,2010-06-29,2,-3.57,12,8.36,8.06
566,DECK,5,open_close,3.53,93.0,2010-10-06,stop_loss,2010-10-06,3,-3.98,0,8.83,8.48
567,DECK,3,open_close,3.67,89.8,2010-10-13,weakness,2011-01-10,3,46.49,61,8.85,12.97
568,DECK,5,open_close,6.34,96.8,2010-11-08,stop_loss,2010-11-12,2,-3.97,4,10.47,10.05
569,DECK,3,open_close,4.91,83.2,2010-12-01,weakness,2011-01-10,2,-1.33,27,13.14,12.97
570,DECK,4,open_close,4.43,98.1,2011-02-18,stop_loss,2011-02-22,2,-4.0,1,15.25,14.64
571,DECK,4,open_close,2.67,96.0,2011-04-14,stop_loss,2011-04-29,3,-5.45,10,15.37,14.53
572,DECK,5,open_close,3.27,91.9,2011-06-22,weakness,2011-08-08,3,4.19,32,13.93,14.51
573,DECK,5,open_close,10.38,96.7,2011-10-31,stop_loss,2011-11-01,3,-4.55,1,19.36,18.48
574,DECK,4,open_close,4.32,97.9,2011-11-29,stop_loss,2011-12-07,3,-3.98,6,17.51,16.81
575,DECK,3,open_close,1.43,88.2,2012-03-02,weakness,2012-03-06,4,-3.98,2,13.1,12.58
576,DECK,5,open_close,1.9,83.2,2012-04-09,weakness,2012-04-11,4,-1.07,2,10.63,10.52
577,DECK,4,open_close,2.69,84.4,2012-04-18,stop_loss,2012-04-27,4,-15.43,7,11.15,9.43
578,DECK,7,open_close,6.53,93.3,2012-07-06,stop_loss,2012-07-09,4,-4.0,1,7.67,7.36
579,DECK,4,open_close,4.81,96.1,2012-08-17,stop_loss,2012-09-05,1,-4.0,12,8.08,7.76
580,DECK,4,open_close,5.73,81.6,2012-09-17,stop_loss,2012-09-18,4,-4.04,1,7.92,7.6
581,DECK,3,open_close,2.15,61.5,2012-10-12,stop_loss,2012-10-15,4,-4.04,1,6.11,5.86
582,DECK,4,open_close,5.92,91.0,2012-10-18,stop_loss,2012-10-19,4,-3.97,1,6.47,6.21
583,DECK,3,open_close,2.74,63.0,2012-11-27,weakness,2012-12-18,4,5.41,15,5.85,6.17
584,DECK,4,open_close,6.84,84.8,2012-12-28,stop_loss,2013-01-09,4,-3.94,7,6.31,6.06
585,DECK,3,open_close,1.79,96.7,2013-01-15,weakness,2013-02-25,4,8.48,27,6.29,6.82
586,DECK,3,open_close,4.31,88.3,2013-02-08,stop_loss,2013-02-21,4,-3.94,8,7.27,6.98
587,DECK,6,open_close,0.45,90.0,2013-02-20,stop_loss,2013-02-21,4,-3.87,1,7.31,7.03
588,DECK,5,open_close,12.01,88.7,2013-03-04,weakness,2013-04-30,4,15.72,40,7.69,8.9
589,DECK,10,open_close,3.59,90.1,2013-03-28,stop_loss,2013-04-01,4,-4.0,1,9.33,8.96
590,DECK,6,open_close,3.96,85.0,2013-04-11,stop_loss,2013-04-19,4,-3.95,6,9.73,9.35
591,DECK,4,open_close,4.86,95.0,2013-08-02,weakness,2013-08-19,1,-2.5,11,9.59,9.35
592,DECK,5,open_close,16.69,88.9,2013-10-28,stop_loss,2013-10-29,1,-4.01,1,11.72,11.25
593,DECK,6,open_close,0.24,96.8,2013-12-23,stop_loss,2014-01-14,1,-3.98,14,14.2,13.64
594,DECK,8,open_close,4.51,60.5,2014-04-28,stop_loss,2014-04-28,1,-3.03,0,14.02,13.6
595,DECK,3,open_close,4.05,92.2,2015-01-09,stop_loss,2015-01-14,1,-4.02,3,15.74,15.11
596,DECK,6,open_close,4.09,91.8,2015-04-24,stop_loss,2015-05-06,1,-4.03,8,12.64,12.13
597,DECK,3,open_close,3.89,87.3,2016-02-17,weakness,2016-04-12,1,6.52,38,8.69,9.26
598,DECK,4,open_close,5.69,96.5,2016-03-21,stop_loss,2016-03-23,1,-3.97,2,10.08,9.68
599,DECK,10,open_close,5.54,94.6,2016-05-31,weakness,2016-09-02,1,20.37,67,8.87,10.68
600,DECK,5,open_close,3.21,87.3,2016-08-12,stop_loss,2016-09-01,1,-3.98,14,11.05,10.61
601,DECK,3,open_close,3.13,61.6,2016-10-31,stop_loss,2016-10-31,1,-4.01,0,9.06,8.7
602,DECK,6,open_close,3.41,96.7,2016-11-23,stop_loss,2016-11-29,1,-4.02,3,10.65,10.22
603,DECK,3,open_close,5.17,89.8,2017-02-09,weakness,2017-02-13,1,5.33,2,8.31,8.76
604,DECK,3,open_close,4.66,97.9,2018-10-17,stop_loss,2018-10-19,3,-3.99,2,18.5,17.76
605,DECK,5,open_close,4.78,87.7,2018-10-29,weakness,2018-11-21,2,5.33,17,19.62,20.67
606,DECK,3,open_close,3.29,82.4,2018-11-27,stop_loss,2018-12-07,2,-3.99,7,21.17,20.32
607,DECK,5,open_close,5.56,99.3,2018-12-27,stop_loss,2019-01-04,2,-4.0,5,21.47,20.61
608,DECK,5,open_close,2.65,91.8,2019-05-22,weakness,2019-07-30,3,7.83,47,24.54,26.46
609,DECK,4,open_close,4.35,91.1,2019-09-06,stop_loss,2019-09-11,3,-3.99,3,25.72,24.69
610,DECK,4,open_close,1.79,90.6,2019-09-27,weakness,2019-10-29,3,5.03,22,23.56,24.74
611,DECK,7,open_close,5.26,62.5,2019-10-14,stop_loss,2019-10-25,3,-3.51,9,25.51,24.62
612,DECK,3,open_close,6.53,91.6,2020-04-28,stop_loss,2020-05-01,3,-4.02,3,25.27,24.26
613,DECK,6,open_close,7.09,85.1,2020-10-02,weakness,2020-11-13,2,9.34,30,38.29,41.87
614,DECK,9,open_close,0.68,87.5,2020-11-24,weakness,2021-01-05,2,8.75,27,43.39,47.19
615,DECK,6,open_close,6.23,90.0,2021-01-07,stop_loss,2021-01-27,2,-4.86,13,52.21,49.67
616,DECK,5,open_close,4.6,96.7,2021-03-16,stop_loss,2021-03-18,2,-4.0,2,57.5,55.2
617,DECK,3,open_close,4.25,91.1,2021-09-15,stop_loss,2021-09-20,2,-4.0,3,72.86,69.95
618,DECK,3,open_close,3.27,85.9,2021-10-22,weakness,2021-12-01,2,8.34,27,63.12,68.38
619,DECK,4,open_close,1.48,92.9,2022-02-16,stop_loss,2022-02-17,4,-4.0,1,52.22,50.13
620,DECK,4,open_close,3.96,69.7,2022-03-30,stop_loss,2022-03-31,4,-3.82,1,47.78,45.95
621,DECK,4,open_close,5.98,96.6,2022-04-20,stop_loss,2022-04-22,4,-4.0,2,49.08,47.12
622,DECK,3,open_close,4.77,82.0,2022-06-27,stop_loss,2022-06-27,4,-4.0,0,45.5,43.68
623,DECK,3,open_close,4.95,77.9,2022-07-20,stop_loss,2022-07-26,1,-4.0,4,48.5,46.56
624,DECK,4,open_close,4.13,93.8,2022-09-08,stop_loss,2022-09-22,1,-4.0,10,55.69,53.46
625,DECK,3,open_close,2.38,93.1,2022-12-22,weakness,2023-02-17,1,6.81,38,63.55,67.88
626,DECK,4,open_close,5.55,90.8,2023-03-22,weakness,2023-05-18,1,7.63,40,72.74,78.29
627,DECK,4,open_close,15.3,79.4,2023-10-30,weakness,2024-01-02,2,14.59,43,96.7,110.81
628,DECK,5,open_close,0.94,98.5,2024-01-09,weakness,2024-04-04,2,32.24,59,114.31,151.16
629,DECK,9,open_close,13.85,71.1,2024-02-05,stop_loss,2024-02-06,2,-4.0,1,145.25,139.44
630,DECK,4,open_close,2.31,92.3,2024-03-22,stop_loss,2024-04-02,2,-4.0,6,157.72,151.41
631,DECK,7,open_close,14.11,90.4,2024-05-28,stop_loss,2024-06-20,2,-4.0,16,173.33,166.4
632,DECK,5,open_close,4.7,74.3,2025-05-05,stop_loss,2025-05-23,4,-16.9,14,117.86,97.94
633,DECK,8,open_close,2.46,98.6,2025-08-25,weakness,2025-09-22,1,4.32,19,108.88,113.58
634,DECK,3,open_close,1.37,78.5,2025-11-24,weakness,2026-01-14,4,19.76,34,84.75,101.5
635,GOOG,6,open_close,4.9,92.5,2004-09-29,weakness,2004-11-11,0,33.49,31,3.16,4.21
636,GOOG,3,open_close,5.12,95.5,2004-11-12,stop_loss,2004-11-12,0,-3.98,0,4.61,4.43
637,GOOG,5,open_close,1.53,98.6,2004-12-15,weakness,2005-01-25,0,2.22,27,4.43,4.53
638,GOOG,4,open_close,1.75,88.6,2005-01-04,stop_loss,2005-01-04,0,-3.91,0,5.02,4.82
639,GOOG,3,open_close,5.73,82.8,2005-05-24,weakness,2005-07-29,2,13.69,46,6.4,7.28
640,GOOG,3,open_close,1.69,97.5,2006-01-04,weakness,2006-01-20,2,-1.17,11,11.06,10.93
641,GOOG,3,open_close,5.72,97.6,2006-02-17,weakness,2006-02-22,2,-0.73,2,9.21,9.14
642,GOOG,3,open_close,4.71,79.4,2006-03-30,weakness,2006-05-03,2,1.84,23,9.69,9.87
643,GOOG,3,open_close,0.81,99.9,2006-06-07,weakness,2006-07-17,2,2.9,27,9.79,10.08
644,GOOG,9,open_close,6.51,93.4,2006-10-23,weakness,2006-12-12,3,4.67,35,11.51,12.05
645,GOOG,4,open_close,0.92,97.1,2007-01-25,stop_loss,2007-02-02,3,-3.99,6,12.48,11.98
646,GOOG,3,open_close,4.41,81.4,2008-03-25,stop_loss,2008-03-28,4,-3.98,3,11.39,10.94
647,GOOG,3,open_close,4.08,96.0,2008-04-02,stop_loss,2008-04-03,4,-3.96,1,11.7,11.24
648,GOOG,4,open_close,17.74,63.8,2008-04-21,weakness,2008-05-23,4,1.4,24,13.43,13.62
649,GOOG,3,open_close,2.11,96.8,2008-12-15,stop_loss,2008-12-22,4,-3.98,5,7.82,7.51
650,GOOG,7,open_close,4.14,96.9,2009-01-05,stop_loss,2009-01-14,4,-3.94,7,8.0,7.68
651,GOOG,3,open_close,2.83,100.0,2009-03-18,weakness,2009-05-15,1,16.81,41,8.34,9.74
652,GOOG,3,open_close,4.12,94.8,2009-03-24,weakness,2009-05-15,1,12.87,37,8.63,9.74
653,GOOG,3,open_close,2.33,88.6,2010-05-11,stop_loss,2010-05-12,4,-2.29,1,12.84,12.55
654,GOOG,8,open_close,9.95,98.1,2010-10-18,weakness,2010-11-16,1,-1.3,21,14.96,14.76
655,GOOG,7,open_close,9.33,78.2,2011-07-18,stop_loss,2011-08-03,1,-1.2,12,14.76,14.58
656,GOOG,3,open_close,1.41,94.9,2011-11-29,weakness,2012-01-17,1,7.5,32,14.64,15.74
657,GOOG,10,open_close,0.82,90.4,2013-04-22,weakness,2013-06-05,2,7.73,31,19.94,21.48
658,GOOG,6,open_close,12.63,90.2,2013-10-21,weakness,2014-01-28,2,9.77,67,25.19,27.65
659,GOOG,4,open_close,3.14,84.3,2014-02-03,stop_loss,2014-02-03,2,-2.66,0,29.37,28.59
660,GOOG,3,open_close,0.86,78.0,2015-02-02,weakness,2015-03-30,3,3.74,39,26.51,27.51
661,GOOG,5,open_close,0.79,87.2,2016-01-29,stop_loss,2016-02-04,2,-3.24,4,36.58,35.39
662,GOOG,4,open_close,3.59,98.8,2018-11-29,stop_loss,2018-12-06,3,-4.0,4,53.8,51.65
663,GOOG,5,open_close,1.88,99.7,2019-01-07,weakness,2019-03-29,3,9.65,57,53.58,58.74
664,GOOG,16,open_close,8.39,63.6,2019-07-29,stop_loss,2019-08-02,3,-3.34,4,62.05,59.98
665,GOOG,3,open_close,5.79,87.9,2020-04-07,weakness,2020-08-04,3,20.93,82,61.05,73.83
666,GOOG,4,open_close,3.69,71.6,2020-04-15,stop_loss,2020-04-21,3,-2.04,4,62.28,61.01
667,GOOG,5,open_close,4.07,92.7,2020-09-03,stop_loss,2020-09-03,3,-4.0,0,85.49,82.07
668,GOOG,3,open_close,4.61,66.0,2020-11-05,weakness,2020-12-17,2,-0.7,29,89.05,88.43
669,GOOG,6,open_close,5.36,78.5,2021-01-21,stop_loss,2021-01-27,2,-4.0,4,94.9,91.1
670,GOOG,3,open_close,4.11,86.3,2021-04-06,weakness,2021-05-13,2,1.74,27,111.12,113.05
671,GOOG,4,open_close,2.55,70.8,2021-10-28,weakness,2021-11-24,2,-0.64,19,147.3,146.35
672,GOOG,3,open_close,4.16,97.9,2022-05-31,weakness,2022-06-13,4,-4.98,9,113.08,107.45
673,GOOG,3,open_close,4.95,98.0,2022-06-27,stop_loss,2022-06-28,4,-4.0,1,118.93,114.18
674,GOOG,3,open_close,1.45,97.9,2022-07-06,stop_loss,2022-07-14,4,-4.0,6,114.09,109.53
675,GOOG,4,open_close,1.04,95.6,2022-07-20,stop_loss,2022-07-22,4,-4.0,2,114.06,109.5
676,GOOG,3,open_close,5.62,86.9,2022-11-11,weakness,2022-12-08,4,1.03,18,94.71,95.69
677,GOOG,11,open_close,2.46,100.0,2022-12-01,stop_loss,2022-12-06,4,-4.0,3,101.4,97.34
678,GOOG,5,open_close,5.72,96.0,2023-01-23,stop_loss,2023-02-09,1,-4.0,13,99.13,95.16
679,GOOG,5,open_close,7.27,99.1,2023-02-03,stop_loss,2023-02-03,1,0.0,0,103.51,103.51
680,GOOG,9,open_close,3.22,75.5,2023-05-11,weakness,2023-06-28,1,1.81,32,115.86,117.96
681,GOOG,5,open_close,3.23,88.2,2023-07-14,stop_loss,2023-07-20,1,-4.0,4,125.13,120.12
682,GOOG,4,open_close,2.07,91.4,2024-11-07,stop_loss,2024-11-21,1,-4.0,10,179.11,171.95
683,GOOG,5,open_close,5.19,72.0,2024-12-11,weakness,2025-02-10,1,1.26,39,186.7,189.06
684,GOOG,6,open_close,8.23,89.5,2025-09-04,weakness,2025-10-13,1,4.73,27,230.15,241.03
685,GOOG,6,open_close,4.3,87.3,2025-09-16,stop_loss,2025-09-25,1,-4.0,7,252.33,242.24
686,AAPL,6,open_close,7.29,100.0,1982-10-07,weakness,1982-12-14,4,40.49,47,0.09,0.13
687,AAPL,3,open_close,5.42,86.7,1982-11-02,weakness,1982-12-14,4,6.02,29,0.12,0.13
688,AAPL,4,open_close,8.05,96.2,1982-12-01,stop_loss,1982-12-09,4,-1.62,6,0.14,0.14
689,AAPL,3,open_close,3.08,88.9,1982-12-07,stop_loss,1982-12-09,4,-6.39,2,0.15,0.14
690,AAPL,4,open_close,3.88,85.7,1982-12-20,weakness,1983-01-03,4,-0.83,9,0.13,0.13
691,AAPL,3,open_close,9.52,100.0,1983-01-21,stop_loss,1983-01-24,1,-4.11,1,0.17,0.16
692,AAPL,3,open_close,3.1,92.0,1983-04-12,weakness,1983-06-15,1,34.23,45,0.19,0.25
693,AAPL,5,open_close,2.29,92.0,1983-06-06,stop_loss,1983-06-13,2,-5.11,5,0.27,0.26
694,AAPL,3,open_close,5.2,72.2,1983-08-31,stop_loss,1983-09-08,4,-5.33,5,0.15,0.14
695,AAPL,3,open_close,4.05,81.8,1983-12-14,stop_loss,1983-12-14,4,-0.44,0,0.1,0.1
696,AAPL,6,open_close,2.5,71.4,1984-01-04,stop_loss,1984-01-30,4,-4.31,18,0.11,0.11
697,AAPL,3,open_close,1.95,90.9,1984-02-22,weakness,1984-03-21,1,-0.95,20,0.12,0.12
698,AAPL,5,open_close,4.85,94.1,1984-04-27,stop_loss,1984-05-17,1,-2.12,14,0.13,0.13
699,AAPL,3,open_close,2.44,92.3,1984-07-10,weakness,1984-07-12,1,0.95,2,0.12,0.12
700,AAPL,5,open_close,3.4,81.3,1984-07-25,weakness,1984-08-01,1,-4.67,5,0.12,0.11
701,AAPL,3,open_close,1.33,81.8,1984-08-22,weakness,1984-08-31,1,-5.26,7,0.13,0.12
702,AAPL,6,open_close,3.73,70.0,1985-12-17,weakness,1986-01-28,4,5.99,28,0.09,0.1
703,AAPL,3,open_close,2.72,68.4,1986-01-30,weakness,1986-06-11,4,53.19,91,0.1,0.16
704,AAPL,10,open_close,3.63,69.2,1986-02-20,stop_loss,1986-03-03,4,-1.44,7,0.11,0.11
705,AAPL,9,open_close,2.96,91.7,1986-03-17,weakness,1986-06-11,4,38.46,60,0.12,0.16
706,AAPL,3,open_close,3.29,93.8,1986-04-25,stop_loss,1986-04-29,4,-7.19,2,0.14,0.13
707,AAPL,3,open_close,2.8,81.3,1986-05-06,stop_loss,1986-05-07,4,-2.76,1,0.14,0.14
708,AAPL,3,open_close,2.78,88.9,1986-05-22,stop_loss,1986-05-22,4,-3.14,0,0.17,0.16
709,AAPL,6,open_close,3.79,94.1,1986-07-07,stop_loss,1986-07-07,4,-4.74,0,0.17,0.16
710,AAPL,3,open_close,4.95,75.0,1986-07-14,stop_loss,1986-07-15,4,-5.72,1,0.17,0.16
711,AAPL,6,open_close,4.28,100.0,1986-08-12,weakness,1986-09-04,1,4.87,16,0.15,0.16
712,AAPL,3,open_close,1.08,93.3,1986-09-23,weakness,1986-09-29,1,-4.61,4,0.16,0.15
713,AAPL,4,open_close,1.84,100.0,1986-10-14,stop_loss,1986-10-15,1,-3.25,1,0.15,0.15
714,AAPL,3,open_close,5.56,94.1,1986-11-25,weakness,1986-12-30,2,6.58,23,0.17,0.18
715,AAPL,5,open_close,2.69,88.9,1987-01-06,weakness,1987-03-31,2,44.35,59,0.19,0.28
716,AAPL,5,open_close,5.77,96.7,1987-01-15,weakness,1987-03-31,2,29.02,52,0.22,0.28
717,AAPL,3,open_close,4.63,93.8,1987-02-12,weakness,1987-03-31,2,9.21,32,0.25,0.28
718,AAPL,3,open_close,4.55,95.5,1987-04-22,stop_loss,1987-04-27,2,-3.53,3,0.34,0.33
719,AAPL,4,open_close,2.97,100.0,1987-05-27,stop_loss,1987-07-08,2,-5.23,29,0.35,0.33
720,AAPL,14,open_close,3.43,93.3,1987-06-17,stop_loss,1987-06-17,2,-2.84,0,0.37,0.36
721,AAPL,3,open_close,1.81,100.0,1987-08-05,weakness,1987-10-12,2,28.4,47,0.38,0.48
722,AAPL,4,open_close,4.09,96.9,1987-09-23,weakness,1987-10-12,2,0.23,13,0.48,0.48
723,AAPL,3,open_close,6.43,92.3,1987-12-15,weakness,1988-01-25,4,4.64,27,0.34,0.35
724,AAPL,3,open_close,4.37,100.0,1988-04-07,stop_loss,1988-04-08,1,-3.43,1,0.37,0.36
725,AAPL,3,open_close,4.4,100.0,1988-06-01,weakness,1988-07-13,1,7.83,29,0.37,0.4
726,AAPL,6,open_close,1.43,91.7,1988-08-01,weakness,1988-08-09,1,-1.12,6,0.4,0.39
727,AAPL,10,open_close,0.6,92.3,1989-01-05,stop_loss,1989-01-17,1,-4.0,8,0.38,0.36
728,AAPL,8,open_close,3.8,100.0,1989-05-25,stop_loss,1989-06-16,1,-5.29,15,0.42,0.4
729,AAPL,3,open_close,4.93,90.0,1990-01-03,stop_loss,1990-01-10,1,-2.74,5,0.34,0.33
730,AAPL,5,open_close,8.05,69.2,1990-03-19,weakness,1990-04-23,1,-0.62,24,0.36,0.36
731,AAPL,7,open_close,3.4,93.8,1990-06-22,stop_loss,1990-06-25,1,-4.0,1,0.38,0.36
732,AAPL,4,open_close,4.19,83.3,1990-07-10,stop_loss,1990-07-17,1,-4.68,5,0.42,0.4
733,AAPL,7,open_close,3.25,66.7,1990-11-05,weakness,1991-04-18,1,94.57,113,0.29,0.56
734,AAPL,9,open_close,2.84,66.7,1991-01-10,weakness,1991-04-18,1,37.16,68,0.41,0.56
735,AAPL,4,open_close,5.57,92.3,1991-01-17,stop_loss,1991-01-17,1,-4.0,0,0.47,0.45
736,AAPL,3,open_close,3.59,92.3,1991-02-06,weakness,1991-04-18,2,8.66,49,0.52,0.56
737,AAPL,5,open_close,8.14,97.1,1991-03-06,stop_loss,1991-04-15,2,-3.75,27,0.57,0.55
738,AAPL,3,open_close,3.93,100.0,1991-04-03,stop_loss,1991-04-05,2,-4.22,2,0.65,0.62
739,AAPL,4,open_close,3.41,90.9,1991-06-04,weakness,1991-06-06,2,-2.53,2,0.44,0.43
740,AAPL,9,open_close,5.8,88.5,1991-07-08,stop_loss,1991-07-16,2,-3.47,6,0.4,0.39
