ticker,analysis_date,current_price,score,max_score,quality,market_context.spy_price,market_context.spy_50w_sma,market_context.spy_above_50w,market_context.market_state,market_context.warning,fundamentals.eps_growth_yoy,fundamentals.rev_growth_yoy,fundamentals.net_margin_pct,fundamentals.gross_margin_pct,fundamentals.eps_5yr_cagr,fundamentals.margin_pass,fundamentals.eps_pass,fundamentals.rev_pass,fundamentals.data_quality,fundamentals.industry,fundamentals.sector,fundamentals.margin_note,fundamentals.distortion_note,fundamentals.error_detail,relative_strength.rs_4w,relative_strength.rs_13w,relative_strength.rs_26w,relative_strength.rs_52w,relative_strength.rs_line_current,relative_strength.rs_52w_high,relative_strength.rs_at_52w_high,relative_strength.leading_rs,stage2.confirmed,stage2.sma30w,stage2.current_price,stage2.sma30w_rising,stage2.pct_above_30w_sma,stage2.pct_from_52w_high,stage2.pct_above_52w_low,stage2.prior_uptrend,stage2.high_52w,stage2.low_52w,base.pattern,base.length_weeks,base.depth_pct,base.base_high,base.base_high_date,base.base_low,base.base_low_date,base.pass_depth,base.vcp_swings,base.vcp_contracting,volume.avg_vol_up_weeks,volume.avg_vol_down_weeks,volume.accumulation_ratio,volume.accumulation_pass,volume.vol_dry_pct,volume.vol_dry_pass,tightness.tight_area_count,tightness.last_tight_date,tightness.first_30d_avg_range_pct,tightness.last_30d_avg_range_pct,tightness.volatility_contraction_pct,tightness.volatility_contracting,tightness.tight_area_pass,priming.inside_bars,priming.upside_reversals,priming.tight_setup_days,priming.best_signal,support.primary_support,entry.pivot_price,entry.already_broken_out,entry.entry1.trigger,entry.entry1.stop,entry.entry1.risk_pct,entry.entry1.signal_type,entry.entry1.signal_date,entry.entry1.status,entry.entry1.sizing_per_500_risk.shares,entry.entry1.sizing_per_500_risk.position_value,entry.entry2.trigger,entry.entry2.stop,entry.entry2.risk_pct,entry.entry2.vol_required,entry.entry2.status,entry.entry2.breakout_date,entry.entry2.breakout_vol_ratio,entry.entry2.sizing_per_500_risk.shares,entry.entry2.sizing_per_500_risk.position_value,entry.stop_levels.ema10,entry.stop_levels.ema21,entry.stop_levels.sma50,entry.stop_levels.primary_support,entry.stop_levels.ema10_dist_pct,entry.stop_levels.ema21_dist_pct,entry.stop_levels.sma50_dist_pct,entry.stop_levels.support_dist_pct,entry.stop_levels.ema10_state,entry.stop_levels.ema21_state,entry.stop_levels.sma50_state,entry.stop_levels.recommendation_if_in_entry1,entry.stop_levels.recommendation_if_in_entry2,entry.stop_levels.recommendation_reason,entry.stop_levels.hard_stop_from_e1,entry.stop_levels.hard_stop_from_e2,climax.climax_warning,climax.gain_5w_pct,climax.vol_surge_ratio,climax.close_position_pct,error
DY,2026-04-06,348.63,6,11.0,NOT_READY,658.9,646.8,True,UPTREND,,-50.5,34.4,5.1,,-50.7,False,False,True,OK,Engineering & Construction,Industrials,,,,1.7,-1.5,19.5,78.2,0.5291,0.6287,False,False,True,340.07,348.63,True,2.5,-21.7,165.4,True,445.53,131.37,Cup with Handle,8.0,-21.7,429.73,2026-02-16,336.38,2026-03-16,True,"[2.3, 5.8, 1.9]",False,1084287.0,2530950.0,0.43,False,-30.7,True,0.0,,4.37,4.67,6.9,False,False,"[{'date': '2026-03-27', 'vol_ratio': 0.65}]","[{'date': '2026-04-06', 'close_position_pct': 97.2}]",[],INSIDE_BAR,347.1,429.73,False,348.49,347.1,0.4,INSIDE_BAR,2026-03-27,TRIGGERED,359.7,125352.0,431.88,416.84,3.5,≥1.5x 50-day average,WATCHING,,,33.2,14338.0,346.02,354.56,379.31,347.1,0.8,-1.7,-8.1,0.4,ABOVE,BELOW,BELOW,EXIT,EXIT,Thesis broken — below support or SMA50,322.35,399.49,False,,,,
ECG,2026-04-06,120.64,5,11.0,NOT_READY,658.9,646.8,True,UPTREND,,61.2,33.2,5.4,,60.2,False,True,True,OK,Engineering & Construction,Industrials,,,,6.7,36.4,36.7,145.3,0.1831,0.1889,False,False,True,96.57,120.64,True,24.9,-12.4,274.0,True,137.64,32.26,Unclear,2.0,-2.6,123.88,2026-03-30,120.64,2026-04-06,True,"[None, None, None]",False,,335003.0,,False,,False,0.0,,4.78,5.81,21.5,False,False,"[{'date': '2026-03-27', 'vol_ratio': 0.54}, {'date': '2026-03-31', 'vol_ratio': 0.62}, {'date': '2026-04-02', 'vol_ratio': 0.52}]","[{'date': '2026-03-24', 'close_position_pct': 93.8}, {'date': '2026-03-25', 'close_position_pct': 70.7}, {'date': '2026-03-31', 'close_position_pct': 91.4}]",[],INSIDE_BAR,120.25,123.88,False,127.54,120.25,5.7,INSIDE_BAR,2026-04-02,WATCHING,68.6,8749.0,124.5,120.16,3.5,≥1.5x 50-day average,WATCHING,,,115.2,14342.0,119.36,116.93,108.67,120.25,1.1,3.2,11.0,0.3,ABOVE,ABOVE,ABOVE,HOLD,HOLD,Trend is healthy,117.97,115.16,False,,,,
ECO,2026-04-06,51.36,9,11.0,DEVELOPING,658.9,646.8,True,UPTREND,,329.3,48.9,,,,False,True,True,OK,,,,,,9.3,39.9,72.0,96.8,0.0779,0.0789,True,True,True,38.04,51.36,True,35.0,-10.3,199.3,True,57.29,17.16,Cup with Handle,7.0,-16.5,52.5,2026-02-23,43.86,2026-03-09,True,"[11.8, 4.9, 3.6]",True,2463533.0,2702397.0,0.91,False,-42.5,True,0.0,,2.99,4.05,35.5,False,False,"[{'date': '2026-03-26', 'vol_ratio': 0.63}, {'date': '2026-04-01', 'vol_ratio': 0.73}]","[{'date': '2026-03-27', 'close_position_pct': 87.3}, {'date': '2026-04-06', 'close_position_pct': 73.4}]",[],INSIDE_BAR,50.3,52.5,False,52.0,50.3,3.3,INSIDE_BAR,2026-04-01,WATCHING,294.1,15293.0,52.76,50.92,3.5,≥1.5x 50-day average,WATCHING,,,271.7,14335.0,50.0,48.86,45.61,50.3,2.7,5.1,12.6,2.1,ABOVE,ABOVE,ABOVE,HOLD,HOLD,Trend is healthy,48.1,48.8,False,,,,
EGO,2026-04-06,35.89,6,11.0,NOT_READY,658.9,646.8,True,UPTREND,,,27.7,27.9,,134.8,True,False,True,OK,Gold,Basic Materials,,,,12.2,-6.6,27.9,43.4,0.0545,0.0696,False,False,True,34.56,35.89,True,3.9,-29.7,135.0,True,51.08,15.27,VCP,9.0,-33.6,47.29,2026-02-09,31.4,2026-03-16,True,"[9.2, 22.4, 5.8]",False,9196013.0,13501200.0,0.68,False,-22.8,True,0.0,,4.94,4.92,-0.4,False,False,"[{'date': '2026-04-06', 'vol_ratio': 0.34}]","[{'date': '2026-03-24', 'close_position_pct': 85.1}, {'date': '2026-03-31', 'close_position_pct': 98.7}, {'date': '2026-04-06', 'close_position_pct': 74.3}]",[],INSIDE_BAR,34.97,47.29,False,36.21,34.97,3.4,INSIDE_BAR,2026-04-06,WATCHING,403.2,14600.0,47.53,45.87,3.5,≥1.5x 50-day average,WATCHING,,,301.2,14316.0,34.99,36.22,40.64,34.97,2.6,-0.9,-11.7,2.6,ABOVE,BELOW,BELOW,EXIT,EXIT,Thesis broken — below support or SMA50,33.49,43.97,False,,,,
EIX,2026-04-06,73.59,6,11.0,NOT_READY,658.9,646.8,True,UPTREND,,,30.8,23.1,,446.3,True,False,True,OK,Utilities - Regulated Electric,Utilities,,,,3.6,23.5,32.1,6.0,0.1117,0.112,True,True,True,62.05,73.59,True,18.6,-2.5,61.4,True,75.5,45.6,Flat Base,7.0,-6.7,74.74,2026-02-23,69.75,2026-03-16,True,"[4.0, 2.8, 4.5]",False,9434676.0,20069733.0,0.47,False,-32.4,True,0.0,2026-04-06,2.45,2.21,-9.8,False,False,"[{'date': '2026-03-23', 'vol_ratio': 0.72}]","[{'date': '2026-03-31', 'close_position_pct': 93.4}]",[],INSIDE_BAR,73.55,74.74,False,,,,,,NOT_AVAILABLE,,,75.11,72.5,3.5,≥1.5x 50-day average,WATCHING,,,191.6,14391.0,72.49,71.92,69.7,73.55,1.5,2.3,5.6,0.1,ABOVE,ABOVE,ABOVE,HOLD,HOLD,Trend is healthy,,69.48,False,,,,
ELF,2026-04-06,63.22,4,11.0,AVOID,658.9,646.8,True,UPTREND,,116.7,37.8,-0.2,,116.7,False,True,True,OK,Household & Personal Products,Consumer Defensive,,,,-14.4,-26.5,-53.7,-5.2,0.0959,0.2127,False,False,False,90.85,63.22,False,-30.4,-58.1,28.0,False,150.99,49.4,Unclear,30.0,-56.4,139.96,2025-09-15,61.05,2026-03-23,False,"[49.9, 19.1, 35.1]",False,8280494.0,11488339.0,0.72,False,-4.9,False,0.0,,6.22,5.47,-12.1,False,False,[],"[{'date': '2026-03-25', 'close_position_pct': 97.6}, {'date': '2026-03-31', 'close_position_pct': 78.1}, {'date': '2026-04-02', 'close_position_pct': 72.9}]",[],UPSIDE_REVERSAL,61.26,139.96,False,62.13,61.26,1.4,UPSIDE_REVERSAL,2026-04-02,TRIGGERED,571.4,35504.0,140.66,135.76,3.5,≥1.5x 50-day average,WATCHING,,,102.0,14347.0,64.59,69.34,78.89,61.26,-2.1,-8.8,-19.9,3.2,2_CLOSES_BELOW,BELOW,BELOW,EXIT,EXIT,Thesis broken — below support or SMA50,57.47,130.11,False,,,,
ELPC,2026-04-06,12.34,4,11.0,AVOID,658.9,646.8,True,UPTREND,,82.3,19.4,10.3,,88.3,True,True,False,OK,Utilities - Regulated Electric,Utilities,,,,8.3,41.6,41.7,48.1,0.0187,0.0189,True,True,True,10.09,12.34,True,22.4,-1.8,109.6,True,12.57,5.89,Unclear,2.0,-0.3,12.38,2026-03-30,12.34,2026-04-06,True,"[None, None, None]",False,,190297.0,,False,,False,0.0,,2.74,3.09,12.8,False,False,[],"[{'date': '2026-03-31', 'close_position_pct': 84.5}]",[],UPSIDE_REVERSAL,12.11,12.38,False,,,,,,NOT_AVAILABLE,,,12.44,12.01,3.5,≥1.5x 50-day average,WATCHING,,,1162.8,14465.0,11.91,11.64,11.11,12.11,3.6,6.0,11.1,1.9,ABOVE,ABOVE,ABOVE,HOLD,HOLD,Trend is healthy,,11.51,False,,,,
ENIC,2026-04-06,4.06,6,11.0,NOT_READY,658.9,646.8,True,UPTREND,,-168.4,-1961.4,11.8,,,True,False,False,OK,Utilities - Regulated Electric,Utilities,,,,1.9,-1.2,6.8,4.2,0.0062,0.0068,False,False,True,3.98,4.06,True,2.0,-10.0,49.0,True,4.51,2.72,Flat Base,12.0,-13.0,4.38,2026-01-19,3.81,2026-03-02,True,"[3.7, 8.6, 5.4]",False,2858567.0,2610274.0,1.1,True,-22.4,True,0.0,,2.49,3.07,23.3,False,False,"[{'date': '2026-03-23', 'vol_ratio': 0.6}, {'date': '2026-04-06', 'vol_ratio': 0.73}]","[{'date': '2026-03-31', 'close_position_pct': 93.3}]",[],INSIDE_BAR,4.05,4.38,False,4.16,4.05,2.5,INSIDE_BAR,2026-04-06,WATCHING,4761.9,19786.0,4.4,4.25,3.4,≥1.5x 50-day average,WATCHING,,,3333.3,14667.0,4.0,4.0,4.13,4.05,1.5,1.5,-1.7,0.2,ABOVE,ABOVE,BELOW,EXIT,EXIT,Thesis broken — below support or SMA50,3.84,4.07,False,,,,
EPRT,2026-04-06,31.0,5,11.0,NOT_READY,658.9,646.8,True,UPTREND,,13.3,25.2,45.1,98.6,11.1,True,False,True,OK,REIT - Retail,Real Estate,Low-margin business: gross margin used instead of net margin,,,-3.1,6.3,2.7,-20.9,0.047,0.0595,False,False,True,30.49,31.0,True,1.7,-9.8,17.6,False,34.38,26.36,Flat Base,6.0,-11.5,33.99,2026-03-02,30.07,2026-03-23,True,"[4.1, 4.2, 1.5]",False,5848238.0,11463533.0,0.51,False,-34.8,True,0.0,,2.1,1.85,-11.9,False,False,[],[],[],,30.98,33.99,False,,,,,,NOT_AVAILABLE,,,34.16,32.97,3.5,≥1.5x 50-day average,WATCHING,,,420.2,14354.0,30.9,31.38,31.75,30.98,0.3,-1.2,-2.4,0.1,ABOVE,BELOW,BELOW,EXIT,EXIT,Thesis broken — below support or SMA50,,31.6,False,,,,
EQT,2026-04-06,60.4,8,11.0,DEVELOPING,658.9,646.8,True,UPTREND,,56.5,25.8,24.9,,54.6,True,True,True,OK,Oil & Gas E&P,Energy,,,,-3.1,6.3,2.7,-20.9,0.047,0.0595,False,False,True,30.49,31.0,True,1.7,-54.6,-29.6,False,68.24,44.03,Flat Base,6.0,-11.5,33.99,2026-03-02,30.07,2026-03-23,True,"[4.1, 4.2, 1.5]",False,5848238.0,11463533.0,0.51,False,-34.8,True,0.0,,3.43,3.3,-3.8,False,False,"[{'date': '2026-03-26', 'vol_ratio': 0.73}, {'date': '2026-04-06', 'vol_ratio': 0.48}]",[],[],INSIDE_BAR,60.12,33.99,True,60.91,60.12,1.3,INSIDE_BAR,2026-04-06,WATCHING,632.9,38550.0,34.16,32.97,3.5,≥1.5x 50-day average,TRIGGERED,2025-04-07,,420.2,14354.0,62.97,63.04,60.39,60.12,-4.1,-4.2,0.0,0.5,2_CLOSES_BELOW,BELOW,ABOVE,REDUCE_50_TO_100_PCT,REDUCE_50_TO_100_PCT,Trend weakening — EMA21 broken,56.34,31.6,False,-4.9,0.25,85.4,
ERO,2026-04-06,28.36,6,11.0,NOT_READY,658.9,646.8,True,UPTREND,,,161.3,33.6,,,True,False,True,OK,Copper,Basic Materials,,,,18.0,0.6,28.8,104.9,0.043,0.05,False,False,True,25.87,28.36,True,9.6,-28.7,204.9,True,39.8,9.3,Cup with Handle,7.0,-31.0,34.18,2026-02-23,23.59,2026-03-16,True,"[18.8, 9.7, 11.7]",False,3338963.0,6389900.0,0.52,False,-46.1,True,0.0,,6.0,5.15,-14.2,False,False,"[{'date': '2026-03-24', 'vol_ratio': 0.59}]","[{'date': '2026-03-24', 'close_position_pct': 87.0}, {'date': '2026-04-01', 'close_position_pct': 78.0}, {'date': '2026-04-06', 'close_position_pct': 88.5}]",[],INSIDE_BAR,27.93,34.18,False,,,,,,NOT_AVAILABLE,,,34.35,33.15,3.5,≥1.5x 50-day average,WATCHING,,,416.7,14314.0,26.76,27.07,29.95,27.93,6.0,4.8,-5.3,1.5,ABOVE,ABOVE,BELOW,EXIT,EXIT,Thesis broken — below support or SMA50,,31.77,False,,,,
ET,2026-04-06,18.96,7,11.0,DEVELOPING,658.9,646.8,True,UPTREND,,-13.8,29.6,5.2,,-15.2,False,False,True,OK,Oil & Gas Midstream,Energy,,,,18.0,0.6,28.8,104.9,0.043,0.05,False,False,True,25.87,28.36,True,9.6,42.8,109.7,True,19.86,13.52,Cup with Handle,7.0,-31.0,34.18,2026-02-23,23.59,2026-03-16,True,"[18.8, 9.7, 11.7]",False,3338963.0,6389900.0,0.52,False,-46.1,True,0.0,,1.81,1.83,1.1,False,False,"[{'date': '2026-03-25', 'vol_ratio': 0.73}]",[],[],INSIDE_BAR,18.93,34.18,False,19.31,18.93,2.0,INSIDE_BAR,2026-03-25,WATCHING,1315.8,25408.0,34.35,33.15,3.5,≥1.5x 50-day average,WATCHING,,,416.7,14314.0,19.12,19.0,18.62,18.93,-0.8,-0.2,1.8,0.2,2_CLOSES_BELOW,BELOW,ABOVE,REDUCE_50_TO_100_PCT,REDUCE_50_TO_100_PCT,Trend weakening — EMA21 broken,17.86,31.77,False,,,,
EVC,2026-04-06,3.02,5,11.0,NOT_READY,658.9,646.8,True,UPTREND,,-67.7,25.6,-17.7,,,False,False,True,OK,Advertising Agencies,Communication Services,,,,0.5,-1.7,57.2,37.0,0.0046,0.0051,False,False,True,2.76,3.02,True,9.4,-16.6,85.2,True,3.62,1.63,Flat Base,6.0,-13.6,3.4,2026-03-02,2.94,2026-03-09,True,"[13.6, 2.0, -0.0]",True,1483833.0,3121900.0,0.48,False,-64.2,True,0.0,,3.56,4.55,27.8,False,False,[],[],[],,3.0,3.4,False,,,,,,NOT_AVAILABLE,,,3.42,3.3,3.5,≥1.5x 50-day average,WATCHING,,,4166.7,14250.0,3.02,3.02,3.0,3.0,-0.0,-0.0,0.7,0.7,ABOVE,BELOW,ABOVE,REDUCE_50_TO_100_PCT,REDUCE_50_TO_100_PCT,Trend weakening — EMA21 broken,,3.16,False,,,,
EVR,2026-04-06,304.79,7,11.0,DEVELOPING,658.9,646.8,True,UPTREND,,44.2,32.1,15.3,,44.8,True,True,True,OK,Capital Markets,Financial Services,,,,0.5,-1.7,57.2,37.0,0.0046,0.0051,False,False,True,2.76,3.02,True,9.4,-99.2,-97.9,False,387.71,146.95,Flat Base,6.0,-13.6,3.4,2026-03-02,2.94,2026-03-09,True,"[13.6, 2.0, -0.0]",True,1483833.0,3121900.0,0.48,False,-64.2,True,0.0,,4.28,4.14,-3.3,False,False,[],"[{'date': '2026-03-25', 'close_position_pct': 79.0}]",[],UPSIDE_REVERSAL,302.36,3.4,True,,,,,,NOT_AVAILABLE,,,3.42,3.3,3.5,≥1.5x 50-day average,TRIGGERED,2025-04-07,,4166.7,14250.0,293.53,293.2,313.8,302.36,3.8,4.0,-2.9,0.8,ABOVE,ABOVE,BELOW,EXIT,EXIT,Thesis broken — below support or SMA50,,3.16,False,2.7,0.25,41.0,
EXK,2026-04-06,9.56,4,11.0,AVOID,658.9,646.8,True,UPTREND,,,308.8,-25.5,,,False,False,True,OK,Silver,Basic Materials,,,,13.9,-14.6,5.8,99.8,0.0145,0.0205,False,False,False,9.61,9.56,True,-0.5,-36.9,212.4,True,15.15,3.06,Unclear,12.0,-41.6,14.12,2026-01-19,8.24,2026-03-16,True,"[22.6, 28.3, 13.8]",False,47916369.0,71892900.0,0.67,False,-33.6,True,0.0,,7.27,6.52,-10.3,False,False,"[{'date': '2026-04-06', 'vol_ratio': 0.52}]","[{'date': '2026-03-23', 'close_position_pct': 71.8}, {'date': '2026-03-24', 'close_position_pct': 87.5}]",[],INSIDE_BAR,9.44,14.12,False,9.66,9.44,2.3,INSIDE_BAR,2026-04-06,WATCHING,2222.2,21478.0,14.19,13.7,3.5,≥1.5x 50-day average,WATCHING,,,1020.4,14479.0,9.35,9.8,11.27,9.44,2.2,-2.4,-15.2,1.3,ABOVE,BELOW,BELOW,EXIT,EXIT,Thesis broken — below support or SMA50,8.94,13.13,False,,,,
FAF,2026-04-06,60.5,4,11.0,AVOID,658.9,646.8,True,UPTREND,,197.1,21.7,8.3,,194.5,True,True,True,OK,Insurance - Specialty,Financial Services,,,,13.9,-14.6,5.8,99.8,0.0145,0.0205,False,False,False,9.61,9.56,True,-0.5,-86.5,-81.5,False,70.89,51.78,Unclear,12.0,-41.6,14.12,2026-01-19,8.24,2026-03-16,True,"[22.6, 28.3, 13.8]",False,47916369.0,71892900.0,0.67,False,-33.6,True,0.0,,3.02,3.02,0.0,False,False,"[{'date': '2026-03-24', 'vol_ratio': 0.72}]",[],[],INSIDE_BAR,59.83,14.12,True,,,,,,NOT_AVAILABLE,,,14.19,13.7,3.5,≥1.5x 50-day average,TRIGGERED,2025-04-07,,1020.4,14479.0,59.8,61.23,64.13,59.83,1.2,-1.2,-5.7,1.1,ABOVE,BELOW,BELOW,EXIT,EXIT,Thesis broken — below support or SMA50,,13.13,False,-4.1,0.13,67.7,
FBK,2026-04-06,53.67,5,11.0,NOT_READY,658.9,646.8,True,UPTREND,,32.1,37.9,23.7,,32.4,True,True,True,OK,Banks - Regional,Financial Services,,,,3.5,-5.5,4.0,6.0,0.0815,0.0891,False,False,False,55.45,53.67,False,-3.2,-13.6,39.2,True,62.15,38.57,Cup with Handle,10.0,-17.1,61.4,2026-02-02,50.92,2026-03-16,True,"[4.2, 6.4, 5.1]",False,1050234.0,1519180.0,0.69,False,18.9,False,0.0,,2.9,2.74,-5.5,False,False,[],"[{'date': '2026-04-02', 'close_position_pct': 91.2}]",[],UPSIDE_REVERSAL,52.87,61.4,False,53.52,52.87,1.2,UPSIDE_REVERSAL,2026-04-02,TRIGGERED,769.2,41168.0,61.71,59.56,3.5,≥1.5x 50-day average,WATCHING,,,232.6,14354.0,52.44,52.7,55.31,52.87,2.3,1.8,-3.0,1.5,ABOVE,ABOVE,BELOW,EXIT,EXIT,Thesis broken — below support or SMA50,49.51,57.08,False,,,,
FIG,,,0,,ERROR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YFinance Error for FIG: argument of type 'NoneType' is not iterable
FIGS,2026-04-06,13.4,5,11.0,NOT_READY,658.9,646.8,True,UPTREND,,900.0,33.0,5.4,,748.3,False,True,True,OK,Apparel Manufacturing,Consumer Cyclical,,,,-11.4,-24.2,-62.2,,0.0325,,False,False,False,36.34,21.42,False,-41.1,22.5,500.8,True,17.48,3.57,Unclear,37.0,-83.5,122.0,2025-07-28,20.19,2026-03-23,False,"[56.6, 35.7, 31.7]",True,57692323.0,49635483.0,1.16,True,-3.6,False,0.0,,4.41,6.15,39.5,False,False,"[{'date': '2026-03-26', 'vol_ratio': 0.74}]","[{'date': '2026-03-24', 'close_position_pct': 91.7}, {'date': '2026-03-25', 'close_position_pct': 85.8}, {'date': '2026-04-02', 'close_position_pct': 87.8}]",[],INSIDE_BAR,12.27,122.0,False,15.95,12.27,23.1,INSIDE_BAR,2026-03-26,WATCHING,135.9,2168.0,122.61,118.34,3.5,≥1.5x 50-day average,WATCHING,,,117.1,14358.0,14.55,14.52,13.19,12.27,-7.9,-7.7,1.6,9.2,2_CLOSES_BELOW,BELOW,ABOVE,REDUCE_50_TO_100_PCT,REDUCE_50_TO_100_PCT,Trend weakening — EMA21 broken,14.75,113.41,False,,,,
FIX,2026-04-06,1434.09,8,11.0,DEVELOPING,658.9,646.8,True,UPTREND,,101.7,41.7,,,,False,True,True,OK,,,,,,3.8,34.1,73.9,226.5,2.1764,2.1764,True,True,True,1089.32,1434.09,True,31.7,-4.3,410.8,True,1499.22,280.73,Flat Base,8.0,-12.5,1461.47,2026-02-16,1278.4,2026-03-02,True,"[2.2, 6.4, 4.7]",False,1496658.0,2466267.0,0.61,False,-32.6,True,0.0,,4.92,5.29,7.5,False,False,"[{'date': '2026-03-27', 'vol_ratio': 0.68}, {'date': '2026-04-06', 'vol_ratio': 0.54}]","[{'date': '2026-03-24', 'close_position_pct': 87.2}, {'date': '2026-04-06', 'close_position_pct': 95.7}]",[],INSIDE_BAR,1422.92,1461.47,False,1435.84,1422.92,0.9,INSIDE_BAR,2026-04-06,WATCHING,38.7,55567.0,1468.78,1417.63,3.5,≥1.5x 50-day average,WATCHING,,,9.8,14394.0,1400.57,1390.51,1336.6,1422.92,2.4,3.1,7.3,0.8,ABOVE,ABOVE,ABOVE,HOLD,HOLD,Trend is healthy,1328.15,1358.62,False,,,,
FLUT,2026-04-06,104.67,3,11.0,AVOID,658.9,646.8,True,UPTREND,,-111.1,24.9,-1.9,,,False,False,True,OK,Gambling,Consumer Cyclical,,,,-2.0,-41.9,-58.3,-63.7,0.1588,0.493,False,False,False,186.45,104.67,False,-43.9,-66.6,5.9,False,313.68,98.88,Unclear,33.0,-67.3,307.17,2025-08-25,100.5,2026-03-23,False,"[27.4, 21.6, 39.1]",False,12548117.0,14936406.0,0.84,False,32.7,False,0.0,,4.3,4.66,8.4,False,False,[],"[{'date': '2026-04-02', 'close_position_pct': 97.8}]",[],UPSIDE_REVERSAL,104.6,307.17,False,106.54,104.6,1.8,UPSIDE_REVERSAL,2026-04-02,WATCHING,257.7,27455.0,308.71,297.95,3.5,≥1.5x 50-day average,WATCHING,,,46.5,14355.0,104.33,108.16,125.11,104.6,0.3,-3.2,-16.3,0.1,ABOVE,BELOW,BELOW,EXIT,EXIT,Thesis broken — below support or SMA50,98.55,285.56,False,,,,
FN,2026-04-06,554.35,5,11.0,NOT_READY,658.9,646.8,True,UPTREND,,30.7,35.9,,,,False,True,True,OK,,,,,,7.5,17.4,35.6,138.4,0.8413,0.8705,False,False,True,466.26,554.35,True,18.9,-12.4,232.7,True,632.99,166.61,Unclear,2.0,-0.6,557.97,2026-03-30,554.35,2026-04-06,True,"[None, None, None]",False,,367848.0,,False,,False,0.0,,6.77,7.32,8.1,False,False,[],"[{'date': '2026-03-23', 'close_position_pct': 90.2}, {'date': '2026-03-31', 'close_position_pct': 91.1}]",[],UPSIDE_REVERSAL,490.34,557.97,False,525.0,490.34,6.6,UPSIDE_REVERSAL,2026-03-31,TRIGGERED,14.4,7560.0,560.76,541.23,3.5,≥1.5x 50-day average,WATCHING,,,25.6,14355.0,542.94,538.21,520.17,490.34,2.1,3.0,6.6,13.1,ABOVE,ABOVE,ABOVE,HOLD,HOLD,Trend is healthy,485.62,518.7,False,,,,
FNV,2026-04-06,256.45,8,11.0,DEVELOPING,658.9,646.8,True,UPTREND,,108.8,86.1,61.6,,108.8,True,True,True,OK,Gold,Basic Materials,,,,13.1,10.3,26.4,18.9,0.3892,0.4095,False,False,True,224.79,256.45,True,14.1,-10.1,83.9,True,285.2,139.48,Cup with Handle,7.0,-20.6,280.15,2026-02-23,222.54,2026-03-16,True,"[7.4, 11.5, 9.2]",False,4299400.0,4145609.0,1.04,True,-15.2,False,0.0,,3.97,3.79,-4.5,False,False,"[{'date': '2026-04-06', 'vol_ratio': 0.47}]",[],[],INSIDE_BAR,254.52,280.15,False,259.54,254.52,1.9,INSIDE_BAR,2026-04-06,WATCHING,99.6,25850.0,281.55,271.75,3.5,≥1.5x 50-day average,WATCHING,,,51.0,14359.0,246.48,246.75,251.6,254.52,4.0,3.9,1.9,0.8,ABOVE,ABOVE,ABOVE,HOLD,HOLD,Trend is healthy,240.07,260.43,False,,,,
FOUR,2026-04-06,42.24,4,11.0,AVOID,658.9,646.8,True,UPTREND,,,34.0,2.8,,-72.2,False,False,True,OK,Software - Infrastructure,Technology,,,,0.7,-31.4,-42.7,-56.5,0.0641,0.1712,False,False,False,62.77,42.24,False,-32.7,-61.1,4.0,False,108.5,40.6,Unclear,38.0,-61.5,106.81,2025-07-21,41.17,2026-03-16,False,"[28.0, 17.8, 37.8]",False,10668154.0,10287540.0,1.04,True,-2.4,False,0.0,,4.43,6.48,46.3,False,False,"[{'date': '2026-04-06', 'vol_ratio': 0.31}]","[{'date': '2026-03-23', 'close_position_pct': 77.8}]",[],INSIDE_BAR,42.07,106.81,False,43.53,42.07,3.4,INSIDE_BAR,2026-04-06,WATCHING,341.3,14858.0,107.34,103.61,3.5,≥1.5x 50-day average,WATCHING,,,134.0,14384.0,44.13,45.86,51.66,42.07,-4.3,-7.9,-18.2,0.4,2_CLOSES_BELOW,BELOW,BELOW,EXIT,EXIT,Thesis broken — below support or SMA50,40.27,99.29,False,,,,
FRO,2026-04-06,36.48,4,11.0,AVOID,658.9,646.8,True,UPTREND,,240.0,46.7,19.3,,241.6,True,True,True,OK,Oil & Gas Midstream,Energy,,,,1.5,-0.1,-9.0,15.4,0.1656,0.2,False,False,False,113.68,109.11,False,-4.0,182.2,787.7,True,38.66,12.29,Cup with Handle,34.0,-17.7,127.98,2025-08-18,105.27,2026-03-09,True,"[9.6, 6.8, 12.5]",False,1847400.0,2378266.0,0.78,False,-14.4,False,0.0,,3.1,4.2,35.5,False,False,[],"[{'date': '2026-03-23', 'close_position_pct': 85.2}, {'date': '2026-04-06', 'close_position_pct': 70.3}]",[],UPSIDE_REVERSAL,35.12,127.98,False,36.81,35.12,4.6,UPSIDE_REVERSAL,2026-04-06,WATCHING,295.9,10892.0,128.62,124.14,3.5,≥1.5x 50-day average,WATCHING,,,111.6,14354.0,34.75,33.91,31.9,35.12,5.0,7.6,14.4,3.9,ABOVE,ABOVE,ABOVE,HOLD,HOLD,Trend is healthy,34.05,118.97,False,,,,
