,stock,range_length_days,price_mode,expansion_move_pct,expansion_closing_range,buy_date,sell_type,sell_date,stage,return_pct,days_held,buy_price,sell_price,peak_return_pct,days_to_peak,stock_stage_weeks_elapsed,stage_iteration,sector_etf,sector_stage_segment,sector_stage_weeks_elapsed,industry_etf,industry_stage_segment,industry_stage_weeks_elapsed
10,MDB,4,high_low,3.25,92.6,2024-05-16,stop_loss,2024-05-22,1,-4.0,4,376.05,361.01,0.0,0,61,2,XLK,2,22,IGV,2,24
11,CRWD,4,high_low,9.19,92.9,2023-11-30,weakness,2024-04-01,2,38.85,82,231.19,321.0,12.5,11,0,3,XLK,1,47,IGV,2,0
12,CRWD,3,high_low,3.7,98.4,2025-02-14,stop_loss,2025-02-20,1,-4.0,3,449.47,431.49,1.31,1,4,2,XLK,3,28,IGV,2,14
13,CRWD,5,high_low,3.41,99.5,2025-08-29,stop_loss,2025-08-29,2,-4.0,0,444.86,427.07,0.0,0,12,4,XLK,3,56,IGV,4,23
14,HUBS,6,high_low,3.42,99.7,2016-05-03,stop_loss,2016-05-05,1,-4.0,2,46.72,44.85,0.0,0,66,1,XLK,1,58,XSW,1,12
15,HUBS,4,high_low,4.64,85.2,2017-02-10,weakness,2017-03-09,1,-1.13,18,57.65,57.0,7.29,7,106,1,XLK,1,98,XSW,1,52
16,HUBS,3,high_low,3.78,82.9,2018-08-22,weakness,2018-10-09,2,4.74,33,131.4,137.63,10.81,8,68,1,XLK,2,74,XSW,2,40
17,HUBS,7,high_low,3.14,96.7,2019-03-22,stop_loss,2019-03-22,2,-4.0,0,174.25,167.28,0.0,0,5,2,XLK,2,104,XSW,2,70
18,HUBS,4,high_low,3.07,96.0,2023-08-01,stop_loss,2023-08-02,4,-3.66,1,572.42,551.45,0.69,0,81,2,XLK,1,30,XSW,1,31
19,HUBS,5,high_low,4.11,84.7,2023-11-30,weakness,2024-01-05,1,5.53,24,500.0,527.66,3.39,1,16,3,XLK,1,47,XSW,1,48
20,HUBS,3,high_low,0.72,72.6,2024-05-16,stop_loss,2024-05-23,1,-4.0,5,616.51,591.85,0.56,2,40,3,XLK,2,22,XSW,1,72
21,HUBS,5,high_low,2.65,80.3,2024-10-25,weakness,2024-12-20,1,24.32,39,555.01,690.0,26.37,12,63,3,XLK,3,12,XSW,1,95
22,HUBS,4,high_low,3.62,75.8,2024-12-05,stop_loss,2024-12-10,1,-3.28,3,751.41,726.74,0.0,0,69,3,XLK,3,18,XSW,2,3
23,HUBS,4,high_low,2.38,83.8,2025-02-11,stop_loss,2025-02-11,2,-1.65,0,798.26,785.09,2.69,2,2,4,XLK,3,28,XSW,2,13
24,OKTA,3,high_low,7.36,84.5,2018-01-22,stop_loss,2018-01-22,3,-4.01,0,30.92,29.68,0.19,4,5,1,XLK,2,7,IGV,0,41
25,OKTA,3,high_low,3.31,97.9,2019-02-01,stop_loss,2019-02-07,3,-4.0,4,82.21,78.92,5.13,19,16,2,XLK,2,61,IGV,3,16
26,OKTA,4,high_low,3.71,99.2,2023-06-14,weakness,2023-06-20,1,-1.73,3,75.8,74.49,0.5,1,6,1,XLK,1,23,IGV,1,23
27,OKTA,3,high_low,1.76,95.7,2023-07-31,stop_loss,2023-08-07,1,-4.0,5,74.5,71.52,3.17,0,12,1,XLK,1,29,IGV,2,2
28,OKTA,3,high_low,13.17,63.8,2023-09-01,stop_loss,2023-09-22,1,-4.0,14,84.46,81.08,6.65,5,17,1,XLK,1,34,IGV,2,7
29,OKTA,3,high_low,3.95,89.9,2023-12-13,weakness,2024-01-08,1,6.84,16,77.05,82.32,19.04,8,32,1,XLK,2,0,IGV,2,2
30,OKTA,3,high_low,3.36,95.1,2024-06-28,weakness,2024-08-02,3,-4.13,24,92.8,88.97,5.66,5,4,4,XLK,2,28,IGV,3,4
31,OKTA,5,high_low,4.38,97.3,2024-10-10,weakness,2024-10-18,4,-2.64,6,76.53,74.51,2.77,3,6,2,XLK,3,10,IGV,3,19
32,OKTA,3,high_low,3.93,72.8,2024-12-03,weakness,2024-12-31,1,-1.02,19,81.23,80.4,6.01,1,4,2,XLK,3,18,IGV,2,4
33,OKTA,4,high_low,4.29,67.7,2025-01-07,weakness,2025-02-25,1,6.91,32,84.38,90.21,18.82,25,9,2,XLK,3,23,IGV,2,9
34,TTD,3,high_low,3.58,95.4,2020-08-03,stop_loss,2020-09-04,3,-3.99,24,45.6,43.78,8.77,2,19,3,XLC,2,26,XLC,2,26
35,TTD,3,high_low,4.77,93.4,2022-12-01,stop_loss,2022-12-06,1,-4.0,3,51.98,49.9,4.83,1,3,2,XLC,4,53,XLC,4,53
36,TTD,3,high_low,8.13,94.7,2023-07-12,stop_loss,2023-08-10,2,-5.48,21,83.71,79.12,8.34,3,0,6,XLC,1,29,XLC,1,29
37,TTD,4,high_low,2.67,93.1,2024-11-07,stop_loss,2024-11-08,2,-8.97,1,127.55,116.11,3.9,0,0,8,XLC,2,40,XLC,2,40
38,TTD,3,high_low,3.25,93.1,2025-08-29,stop_loss,2025-09-02,1,-4.01,1,54.92,52.72,0.0,0,9,3,XLC,3,24,XLC,3,24
39,SHOP,3,high_low,3.48,93.6,2017-04-21,stop_loss,2017-04-25,2,-4.02,2,7.76,7.45,0.0,0,15,1,XLK,2,4,XSW,1,62
40,SHOP,3,high_low,3.91,85.9,2017-11-17,weakness,2017-12-04,2,1.1,10,10.41,10.53,8.87,5,45,1,XLK,3,20,XSW,2,0
41,SHOP,3,high_low,1.79,80.2,2018-09-19,stop_loss,2018-09-24,2,-4.02,3,16.4,15.74,1.93,1,89,1,XLK,2,42,XSW,2,44
42,SHOP,3,high_low,5.02,97.4,2019-06-20,stop_loss,2019-06-24,2,-4.01,2,33.15,31.82,0.0,0,11,2,XLK,2,81,XSW,2,83
43,SHOP,3,high_low,4.41,95.1,2019-11-27,stop_loss,2019-12-02,3,-4.0,2,33.75,32.4,60.95,55,3,2,XLK,2,104,XSW,2,106
44,SHOP,3,high_low,2.16,96.6,2020-11-27,weakness,2021-01-07,3,7.17,27,102.82,110.2,7.18,7,4,3,XLK,3,4,XSW,3,4
45,SHOP,4,high_low,3.64,96.0,2021-04-09,stop_loss,2021-04-19,3,-4.0,6,121.2,116.35,2.44,2,23,3,XLK,2,6,XSW,2,13
46,SHOP,3,high_low,2.67,96.0,2021-07-07,stop_loss,2021-07-08,3,-4.9,1,155.1,147.5,0.0,0,36,3,XLK,2,19,XSW,3,9
47,SHOP,4,high_low,5.11,90.0,2024-07-17,stop_loss,2024-07-17,2,-3.32,0,68.17,65.91,0.0,0,63,4,XLK,2,31,XSW,1,81
48,SHOP,4,high_low,2.58,93.3,2024-10-07,weakness,2024-10-28,3,-2.73,15,81.85,79.61,2.24,5,9,4,XLK,3,9,XSW,1,92
49,SHOP,3,high_low,4.55,87.6,2025-06-09,stop_loss,2025-06-13,3,-4.43,4,110.42,105.53,3.36,2,14,5,XLK,3,44,XSW,4,11
50,SNOW,4,high_low,3.47,95.0,2021-05-28,weakness,2021-07-02,0,0.55,24,238.2,239.5,5.19,5,36,0,XLK,1,2,XSW,1,12
51,SNOW,3,high_low,2.94,94.0,2021-07-08,weakness,2021-09-30,0,23.8,59,243.14,301.0,10.84,1,42,0,XLK,1,8,XSW,1,18
52,SNOW,4,high_low,1.56,89.9,2024-04-12,stop_loss,2024-04-15,1,-3.52,1,157.1,151.57,0.93,0,74,1,XLK,2,17,XSW,1,67
53,SNOW,3,high_low,3.48,88.8,2024-11-07,weakness,2024-12-30,4,27.08,35,122.25,155.36,52.56,18,9,2,XLK,3,14,XSW,,
54,SNOW,8,high_low,10.25,93.2,2025-05-23,weakness,2025-07-14,2,5.72,33,198.51,209.87,13.75,28,0,2,XLK,3,42,XSW,4,9
55,TEAM,3,high_low,1.93,95.0,2016-05-23,weakness,2016-08-23,1,28.3,64,22.58,28.97,10.5,7,1,1,XLK,1,2,XSW,0,23
56,TEAM,6,high_low,6.07,79.6,2016-08-08,stop_loss,2016-08-08,1,-3.99,0,31.82,30.55,0.0,0,12,1,XLK,1,13,XSW,1,5
57,TEAM,7,high_low,3.09,99.2,2017-04-07,weakness,2017-06-13,1,11.83,45,31.11,34.79,19.51,22,47,1,XLK,2,2,XSW,1,40
58,TEAM,9,high_low,4.14,68.4,2017-07-26,stop_loss,2017-07-28,2,-4.0,2,38.0,36.48,2.21,0,12,1,XLK,2,18,XSW,2,10
59,TEAM,5,high_low,24.0,92.1,2017-10-23,stop_loss,2017-10-27,2,-4.01,4,48.66,46.71,1.27,1,1,2,XLK,2,30,XSW,3,10
60,TEAM,3,high_low,9.66,61.0,2020-01-27,stop_loss,2020-01-27,2,-0.98,0,143.5,142.1,7.61,14,92,3,XLK,2,148,XSW,2,114
61,TEAM,3,high_low,4.17,97.1,2021-06-18,weakness,2021-11-23,3,51.65,110,262.15,397.55,2.22,2,13,4,XLK,2,16,XSW,3,6
62,TEAM,5,high_low,15.08,66.8,2024-11-04,stop_loss,2024-11-04,4,0.0,0,216.65,216.65,16.68,7,16,2,XLK,3,13,XSW,1,96
63,TEAM,3,high_low,6.72,97.6,2024-12-05,stop_loss,2024-12-09,4,-4.0,2,283.95,272.59,0.0,0,21,2,XLK,3,18,XSW,2,3
64,TEAM,4,high_low,5.79,89.7,2025-05-13,stop_loss,2025-05-19,3,-4.0,4,224.34,215.37,2.31,0,10,7,XLK,3,41,XSW,4,8
65,ON,3,high_low,3.33,100.0,2006-09-13,stop_loss,2006-09-29,4,-4.03,12,6.2,5.95,4.52,3,13,3,XLK,3,124,SMH,1,85
66,ON,3,high_low,1.82,78.8,2006-10-16,weakness,2006-10-24,1,-3.4,6,6.18,5.97,4.53,1,1,3,XLK,3,128,SMH,1,89
67,ON,3,high_low,5.88,60.1,2007-04-30,stop_loss,2007-05-01,2,-3.96,1,11.1,10.66,0.0,0,19,4,XLK,2,15,SMH,1,117
68,ON,4,high_low,5.08,83.3,2010-12-02,weakness,2011-02-24,1,24.45,57,8.67,10.79,8.54,4,92,5,XLK,1,90,SMH,3,45
69,ON,3,high_low,3.81,94.7,2013-04-09,stop_loss,2013-04-17,4,-4.04,6,8.17,7.84,5.02,1,89,6,XLK,1,79,SMH,1,72
70,ON,3,high_low,4.27,80.4,2014-01-09,weakness,2014-01-28,1,-2.21,12,8.58,8.39,3.26,4,38,6,XLK,2,10,SMH,1,111
71,ON,3,high_low,4.84,72.5,2014-12-02,weakness,2015-01-16,4,1.47,31,9.53,9.67,7.24,3,8,7,XLK,2,57,SMH,3,8
72,ON,8,high_low,1.19,88.9,2015-04-16,weakness,2015-04-21,1,-0.42,3,11.93,11.88,3.69,0,2,7,XLK,3,13,SMH,3,27
73,ON,3,high_low,1.8,83.6,2015-05-28,stop_loss,2015-06-08,1,-4.01,7,12.96,12.44,2.31,1,8,7,XLK,3,19,SMH,3,33
74,ON,6,high_low,3.35,100.0,2016-03-30,stop_loss,2016-04-01,1,-4.14,2,9.91,9.5,0.0,0,52,7,XLK,3,63,SMH,1,7
75,ON,3,high_low,0.3,91.7,2016-04-27,stop_loss,2016-04-29,1,-4.04,2,9.91,9.51,0.91,0,56,7,XLK,3,67,SMH,1,11
76,ON,4,high_low,4.31,92.7,2016-07-27,stop_loss,2016-08-02,1,-4.02,4,10.21,9.8,0.0,0,69,7,XLK,3,80,SMH,1,24
77,ON,3,high_low,3.87,91.9,2016-12-08,weakness,2017-04-05,1,26.69,80,11.8,14.95,17.8,31,88,7,XLK,3,99,SMH,3,5
78,ON,6,high_low,7.58,95.5,2017-08-08,stop_loss,2017-08-11,3,-4.01,3,16.2,15.55,1.48,0,6,7,XLK,3,6,SMH,2,20
79,ON,4,high_low,3.58,91.9,2017-08-31,stop_loss,2017-09-08,3,-4.0,5,17.0,16.32,1.47,1,9,7,XLK,3,9,SMH,2,23
80,ON,7,high_low,4.36,97.6,2017-12-19,weakness,2018-02-06,2,7.74,32,20.81,22.42,21.91,21,6,8,XLK,2,3,SMH,2,39
81,ON,3,high_low,2.3,92.0,2018-01-03,weakness,2018-02-06,2,1.91,23,22.0,22.42,15.32,12,8,8,XLK,2,5,SMH,2,41
82,ON,3,high_low,1.47,90.0,2019-06-27,stop_loss,2019-07-09,1,-3.82,7,20.15,19.38,1.99,2,26,8,XLK,2,82,SMH,1,4
83,ON,4,high_low,2.07,99.2,2019-11-26,stop_loss,2019-12-03,1,-3.98,4,21.61,20.75,1.9,1,48,8,XLK,2,104,SMH,1,26
84,ON,3,high_low,10.67,98.3,2020-10-09,stop_loss,2020-10-27,2,-3.98,12,26.1,25.06,1.57,1,0,10,XLK,2,5,SMH,3,30
85,ON,6,high_low,1.94,72.3,2024-05-23,stop_loss,2024-05-23,4,-4.0,0,76.67,73.6,0.0,0,5,11,XLK,2,23,SMH,2,44
86,ON,4,high_low,4.37,98.6,2024-07-03,stop_loss,2024-07-24,1,-3.99,14,73.36,70.43,7.33,8,1,11,XLK,2,29,SMH,2,50
87,ON,4,high_low,1.92,94.9,2024-07-11,stop_loss,2024-07-19,1,-3.87,6,75.89,72.95,3.76,3,2,11,XLK,2,30,SMH,2,51
88,ON,4,high_low,1.96,70.8,2026-01-05,weakness,2026-03-03,1,10.9,39,57.52,63.79,8.07,4,21,12,XLK,3,74,SMH,3,74
89,LSCC,4,high_low,2.17,100.0,1989-11-22,stop_loss,1989-12-15,0,-4.0,16,0.98,0.94,14.89,9,2,0,XLK,,,SMH,,
90,LSCC,4,high_low,6.38,60.0,1989-12-05,stop_loss,1989-12-14,0,-4.0,7,1.06,1.02,5.88,1,4,0,XLK,,,SMH,,
91,LSCC,4,high_low,6.96,64.3,1990-05-25,stop_loss,1990-06-06,1,-4.0,7,2.46,2.36,4.24,4,4,1,XLK,,,SMH,,
92,LSCC,3,high_low,2.83,80.0,1990-07-02,weakness,1990-07-25,1,2.68,16,2.33,2.4,21.43,6,9,1,XLK,,,SMH,,
93,LSCC,3,high_low,2.53,100.0,1991-04-03,weakness,1991-04-30,1,2.5,19,1.67,1.71,23.75,10,49,1,XLK,,,SMH,,
94,LSCC,5,high_low,4.82,85.7,1991-04-11,stop_loss,1991-04-29,1,-4.0,12,1.81,1.74,13.79,4,50,1,XLK,,,SMH,,
95,LSCC,7,high_low,3.66,100.0,1991-05-30,weakness,1991-06-27,1,3.61,20,1.73,1.79,14.46,3,57,1,XLK,,,SMH,,
96,LSCC,4,high_low,7.14,88.9,1991-10-14,weakness,1991-11-20,1,19.1,27,1.85,2.21,26.97,4,76,1,XLK,,,SMH,,
97,LSCC,4,high_low,5.52,90.0,1992-08-14,stop_loss,1992-08-25,2,-4.0,7,3.21,3.08,1.95,0,0,1,XLK,,,SMH,,
98,LSCC,3,high_low,2.44,85.7,1992-10-01,stop_loss,1992-10-01,2,-4.0,0,3.5,3.36,0.0,0,7,1,XLK,,,SMH,,
99,LSCC,4,high_low,3.87,100.0,1992-12-02,stop_loss,1992-12-10,2,-4.0,6,3.88,3.72,5.38,3,16,1,XLK,,,SMH,,
100,LSCC,3,high_low,2.68,88.9,1994-09-08,weakness,1994-09-21,1,-2.6,9,4.81,4.69,2.6,3,16,2,XLK,,,SMH,,
101,LSCC,3,high_low,7.86,91.3,1996-04-04,stop_loss,1996-04-11,4,-4.0,4,7.72,7.41,5.67,1,5,2,XLK,,,SMH,,
102,LSCC,3,high_low,3.82,90.6,1996-05-15,stop_loss,1996-05-17,4,-4.0,2,8.91,8.55,0.0,0,11,2,XLK,,,SMH,,
103,LSCC,3,high_low,5.36,100.0,1996-08-22,stop_loss,1996-08-26,4,-4.0,2,7.41,7.11,0.0,0,25,2,XLK,,,SMH,,
104,LSCC,3,high_low,10.62,94.9,1996-11-25,stop_loss,1996-12-13,1,-4.25,13,11.03,10.56,4.82,6,10,3,XLK,,,SMH,,
105,LSCC,3,high_low,7.93,86.4,2003-10-29,weakness,2003-11-12,1,-1.03,10,7.79,7.71,5.01,6,33,7,XLK,1,33,SMH,2,10
106,LSCC,3,high_low,2.44,100.0,2007-02-08,stop_loss,2007-02-09,3,-3.99,1,6.26,6.01,0.0,0,31,7,XLK,2,4,SMH,1,106
107,LSCC,4,high_low,4.2,84.0,2011-04-21,weakness,2011-05-25,3,-1.11,23,6.3,6.23,11.75,12,5,9,XLK,2,12,SMH,2,7
108,LSCC,3,high_low,6.31,100.0,2012-09-12,stop_loss,2012-09-25,4,-4.02,9,4.23,4.06,4.73,0,17,10,XLK,1,49,SMH,1,42
109,LSCC,4,high_low,3.75,78.4,2018-08-29,stop_loss,2018-08-30,2,-1.37,1,8.05,7.94,2.36,3,5,13,XLK,2,75,SMH,3,29
110,LSCC,3,high_low,1.77,61.7,2019-12-12,stop_loss,2019-12-30,1,-3.98,11,19.59,18.81,3.11,3,29,15,XLK,2,142,SMH,1,28
111,LSCC,4,high_low,2.87,91.9,2023-08-22,stop_loss,2023-08-25,3,-4.01,3,92.63,88.92,2.91,1,17,15,XLK,1,33,SMH,2,5
112,LSCC,4,high_low,3.17,75.8,2024-05-23,stop_loss,2024-05-23,1,-3.99,0,77.85,74.74,0.0,0,16,17,XLK,2,23,SMH,2,44
113,LSCC,3,high_low,3.64,80.3,2026-01-05,weakness,2026-02-06,1,3.91,23,80.21,83.35,7.59,6,22,19,XLK,3,74,SMH,3,74
114,POWI,3,high_low,2.32,94.7,2003-02-26,stop_loss,2003-02-26,1,-4.04,0,11.38,10.92,0.0,0,99,2,XLK,4,38,SMH,1,2
115,POWI,3,high_low,4.78,92.1,2003-09-05,weakness,2003-09-29,2,-0.06,16,17.17,17.16,6.58,2,6,2,XLK,1,25,SMH,2,2
116,POWI,4,high_low,1.96,92.8,2005-09-12,stop_loss,2005-09-22,1,-3.99,8,11.15,10.7,4.13,4,20,3,XLK,3,71,SMH,1,32
117,POWI,3,high_low,3.35,92.1,2005-10-20,weakness,2006-02-06,1,24.91,73,10.23,12.78,6.55,2,26,3,XLK,3,77,SMH,1,38
118,POWI,3,high_low,4.7,83.3,2006-08-15,weakness,2006-10-05,4,21.63,36,7.79,9.48,20.35,2,5,3,XLK,3,120,SMH,1,81
119,POWI,6,high_low,3.07,65.2,2006-08-31,weakness,2006-10-05,4,0.8,24,9.4,9.48,5.32,8,7,3,XLK,3,122,SMH,1,83
120,POWI,3,high_low,10.53,97.2,2006-10-11,weakness,2006-12-14,4,18.41,45,10.7,12.67,5.61,1,13,3,XLK,3,128,SMH,1,89
121,POWI,3,high_low,4.13,99.3,2007-09-04,stop_loss,2007-09-06,2,-3.97,2,13.74,13.2,6.22,5,15,3,XLK,3,2,SMH,1,135
122,POWI,4,high_low,3.71,89.2,2007-10-04,stop_loss,2007-10-12,2,-6.46,6,15.72,14.7,8.87,17,20,3,XLK,3,7,SMH,1,140
123,POWI,3,high_low,0.74,67.5,2007-12-04,weakness,2007-12-06,2,-2.13,2,15.7,15.36,0.61,0,29,3,XLK,3,16,SMH,1,149
124,POWI,3,high_low,3.61,84.5,2008-03-11,weakness,2008-06-03,3,12.34,58,14.19,15.94,7.44,17,9,3,XLK,4,8,SMH,1,163
125,POWI,3,high_low,2.83,97.1,2009-11-10,weakness,2010-01-13,2,7.91,43,16.25,17.53,7.88,5,20,4,XLK,1,35,SMH,2,6
126,POWI,3,high_low,5.82,81.4,2010-03-02,stop_loss,2010-04-29,2,-3.99,41,19.29,18.52,9.46,15,0,5,XLK,1,51,SMH,3,6
127,POWI,3,high_low,14.51,91.5,2011-02-07,stop_loss,2011-02-09,3,-5.76,2,21.45,20.22,0.0,0,36,5,XLK,2,1,SMH,3,54
128,POWI,6,high_low,6.13,77.8,2012-02-06,stop_loss,2012-02-10,1,-3.99,4,19.55,18.77,0.05,8,6,6,XLK,1,17,SMH,1,10
129,POWI,6,high_low,2.06,96.5,2012-09-07,stop_loss,2012-09-14,1,-4.0,5,18.11,17.39,0.03,0,37,6,XLK,1,48,SMH,1,41
130,POWI,3,high_low,2.94,89.9,2012-12-05,weakness,2013-03-05,4,25.22,60,16.32,20.43,5.33,4,8,6,XLK,1,61,SMH,1,54
131,POWI,4,high_low,3.43,78.8,2012-12-12,stop_loss,2012-12-13,4,-3.99,1,17.28,16.59,0.0,0,9,6,XLK,1,62,SMH,1,55
132,POWI,6,high_low,4.3,95.2,2013-01-03,stop_loss,2013-01-08,4,-3.99,3,17.67,16.97,26.31,23,12,6,XLK,1,65,SMH,1,58
133,POWI,4,high_low,4.83,85.3,2013-08-01,stop_loss,2013-08-02,2,-3.99,1,27.57,26.47,0.0,0,2,6,XLK,1,95,SMH,1,88
134,POWI,5,high_low,8.94,63.9,2013-11-01,stop_loss,2013-11-07,2,-4.02,4,28.63,27.48,0.0,0,15,6,XLK,2,0,SMH,1,101
135,POWI,8,high_low,1.97,89.5,2015-04-16,stop_loss,2015-04-24,1,-4.01,6,26.28,25.23,1.73,2,13,8,XLK,3,13,SMH,3,27
136,POWI,3,high_low,2.47,98.0,2015-05-28,stop_loss,2015-06-04,1,-3.98,5,25.75,24.72,0.23,0,19,8,XLK,3,19,SMH,3,33
137,POWI,4,high_low,3.7,99.6,2016-02-01,stop_loss,2016-02-02,1,-4.01,1,23.32,22.38,0.32,0,0,9,XLK,3,54,SMH,4,3
138,POWI,4,high_low,2.95,82.4,2017-05-09,weakness,2017-06-15,3,-3.01,26,33.25,32.25,1.88,5,4,7,XLK,2,7,SMH,2,7
139,POWI,5,high_low,1.62,89.4,2017-06-26,weakness,2017-08-01,3,6.85,25,33.22,35.5,13.24,2,10,7,XLK,,,SMH,2,13
140,POWI,4,high_low,3.27,92.4,2019-02-21,stop_loss,2019-03-07,1,-3.99,10,36.86,35.39,1.02,2,6,11,XLK,2,64,SMH,4,18
141,POWI,8,high_low,3.03,97.6,2021-06-15,stop_loss,2021-06-18,3,-4.0,3,83.83,80.48,0.0,0,5,8,XLK,2,16,SMH,2,31
142,AEHR,6,high_low,2.0,100.0,1998-04-17,stop_loss,1998-04-20,1,-3.05,1,6.31,6.12,0.99,3,3,1,XLK,,,XSD,,
143,AEHR,3,high_low,5.41,100.0,1998-08-26,stop_loss,1998-08-26,4,-3.17,0,4.81,4.66,0.0,0,7,1,XLK,,,XSD,,
144,AEHR,7,high_low,1.56,100.0,1999-06-10,weakness,1999-06-15,1,-0.77,3,4.06,4.03,0.0,0,10,2,XLK,0,24,XSD,,
145,AEHR,3,high_low,2.7,60.0,1999-11-05,stop_loss,1999-11-08,1,-4.0,1,4.75,4.56,0.0,0,31,2,XLK,1,12,XSD,,
146,AEHR,3,high_low,3.23,75.0,2000-03-08,stop_loss,2000-03-08,2,-4.0,0,6.12,5.88,0.0,0,4,1,XLK,2,10,XSD,,
147,AEHR,6,high_low,2.44,100.0,2001-05-21,stop_loss,2001-05-22,4,-4.76,1,4.2,4.0,0.0,0,29,2,XLK,4,33,XSD,,
148,AEHR,8,high_low,2.41,100.0,2001-06-08,stop_loss,2001-06-26,4,-3.06,12,4.25,4.12,7.29,2,32,2,XLK,4,36,XSD,,
149,AEHR,5,high_low,7.06,100.0,2001-07-16,stop_loss,2001-08-13,1,-3.99,20,4.51,4.33,3.1,1,2,3,XLK,4,41,XSD,,
150,AEHR,4,high_low,14.21,92.3,2001-12-12,stop_loss,2001-12-24,1,-4.1,8,4.15,3.98,6.75,1,24,3,XLK,4,63,XSD,,
151,AEHR,5,high_low,3.08,100.0,2002-11-07,stop_loss,2002-11-08,4,-5.12,1,3.32,3.15,0.0,0,5,3,XLK,4,22,XSD,,
152,AEHR,3,high_low,11.6,100.0,2002-12-17,stop_loss,2002-12-20,4,-3.9,3,2.82,2.71,9.57,0,11,3,XLK,4,28,XSD,,
153,AEHR,3,high_low,14.85,86.0,2003-02-18,stop_loss,2003-02-27,4,-3.88,7,2.32,2.23,3.45,5,19,3,XLK,4,36,XSD,,
154,AEHR,5,high_low,12.02,100.0,2003-03-20,weakness,2003-04-15,4,6.53,18,1.99,2.12,24.12,3,24,3,XLK,1,1,XSD,,
155,AEHR,3,high_low,5.19,100.0,2003-04-21,weakness,2003-04-23,4,5.19,2,2.12,2.23,25.0,10,28,3,XLK,1,5,XSD,,
156,AEHR,3,high_low,1.94,100.0,2003-05-13,weakness,2003-06-17,4,14.75,24,2.44,2.8,31.15,10,32,3,XLK,1,9,XSD,,
157,AEHR,4,high_low,9.59,100.0,2003-05-29,stop_loss,2003-05-29,4,-3.85,0,3.12,3.0,0.0,0,34,3,XLK,1,11,XSD,,
158,AEHR,7,high_low,6.64,100.0,2003-06-25,stop_loss,2003-06-26,4,-5.57,1,3.05,2.88,0.0,0,38,3,XLK,1,15,XSD,,
159,AEHR,3,high_low,13.43,81.8,2003-07-30,stop_loss,2003-08-05,1,-4.21,4,3.8,3.64,6.58,0,3,4,XLK,1,20,XSD,,
160,AEHR,3,high_low,0.53,100.0,2003-08-07,weakness,2003-09-17,1,10.0,28,3.8,4.18,11.84,7,4,4,XLK,1,21,XSD,,
161,AEHR,5,high_low,2.33,100.0,2003-10-20,stop_loss,2003-10-20,1,0.0,0,3.8,3.8,6.84,1,14,4,XLK,1,31,XSD,,
162,AEHR,3,high_low,9.35,64.0,2013-07-10,stop_loss,2013-07-22,2,-3.7,8,1.62,1.56,21.6,2,0,7,XLK,1,92,XSD,1,12
163,AEHR,3,high_low,2.47,100.0,2015-06-08,stop_loss,2015-06-08,3,0.0,0,2.42,2.42,0.0,0,72,7,XLK,3,20,XSD,3,6
164,AEHR,3,high_low,5.26,100.0,2016-03-29,stop_loss,2016-03-29,1,-4.07,0,1.23,1.18,0.0,0,5,11,XLK,3,62,XSD,1,6
165,AEHR,3,high_low,3.45,80.0,2018-11-08,stop_loss,2018-11-09,4,-3.88,1,2.06,1.98,0.0,0,5,12,XLK,2,85,XSD,3,40
