,stock,range_length_days,price_mode,expansion_move_pct,expansion_closing_range,buy_date,sell_type,sell_date,stage,return_pct,days_held,buy_price,sell_price,peak_return_pct,days_to_peak
81,MSFT,6,high_low,2.5,98.9,1997-07-15,weakness,1997-08-13,2,0.05,21,17.26,17.27,8.28,2
82,MSFT,6,high_low,2.71,97.3,1998-02-24,stop_loss,1998-03-05,2,-4.95,7,20.84,19.81,2.55,2
83,MSFT,3,high_low,2.93,98.6,1998-06-17,weakness,1998-08-04,3,20.78,33,22.48,27.16,31.13,21
84,MSFT,5,high_low,4.4,91.0,1999-07-19,stop_loss,1999-07-20,2,-4.0,1,50.0,48.0,0.0,0
85,MSFT,4,high_low,2.61,80.9,1999-09-07,stop_loss,1999-09-09,2,-3.16,2,47.44,45.94,2.83,9
86,MSFT,4,high_low,2.35,71.0,1999-11-23,weakness,2000-01-13,2,16.95,35,44.62,52.19,7.7,7
87,MSFT,4,high_low,2.03,98.1,2002-03-04,weakness,2002-03-25,1,-1.24,15,30.62,30.24,5.06,5
88,MSFT,10,high_low,1.94,78.9,2006-01-30,weakness,2006-02-08,1,-2.91,7,27.82,27.01,1.19,1
89,MSFT,15,high_low,4.2,98.8,2006-08-21,weakness,2006-12-07,1,12.86,76,25.66,28.96,21.63,99
90,MSFT,4,high_low,3.06,93.8,2008-03-12,stop_loss,2008-03-13,4,-4.01,1,29.43,28.25,0.0,0
91,MSFT,4,high_low,8.96,82.9,2009-04-27,stop_loss,2009-05-05,4,-3.99,6,20.55,19.73,0.0,0
92,MSFT,7,high_low,2.7,85.0,2010-09-14,weakness,2010-09-24,1,-1.6,8,25.04,24.64,1.56,4
93,MSFT,5,high_low,3.7,97.0,2012-01-23,weakness,2012-04-05,1,5.41,52,29.55,31.15,11.17,37
94,MSFT,11,high_low,1.59,79.2,2012-02-17,weakness,2012-04-05,1,-0.16,33,31.2,31.15,5.29,18
95,MSFT,5,high_low,6.96,62.5,2013-08-26,stop_loss,2013-08-26,1,0.0,0,34.4,34.4,0.0,0
96,MSFT,5,high_low,4.0,96.6,2013-11-07,weakness,2013-12-13,1,-1.42,25,37.96,37.42,2.58,18
97,MSFT,3,high_low,9.77,89.2,2015-04-27,weakness,2015-05-27,3,-0.87,21,47.23,46.82,4.09,1
98,MSFT,5,high_low,4.63,100.0,2016-02-01,stop_loss,2016-02-02,2,-2.26,1,54.88,53.64,0.0,0
99,MSFT,3,high_low,3.78,99.1,2020-04-15,weakness,2020-07-27,3,17.68,71,171.2,201.47,4.32,2
100,MSFT,6,high_low,5.58,84.7,2020-08-04,stop_loss,2020-08-10,2,-3.21,4,214.17,207.29,1.02,2
101,MSFT,8,high_low,3.45,71.0,2021-10-28,weakness,2021-12-02,2,1.84,24,324.33,330.3,5.79,16
102,MSFT,3,high_low,1.08,86.1,2023-02-08,stop_loss,2023-02-10,1,-4.27,2,273.2,261.53,0.0,0
103,MSFT,4,high_low,2.7,90.5,2025-01-23,stop_loss,2025-01-27,3,-4.07,2,442.0,424.01,1.18,3
104,GE,5,high_low,3.9,92.7,1965-09-28,weakness,1965-11-09,2,-3.05,29,5.94,5.76,0.0,0
105,GE,5,high_low,2.35,100.0,1966-10-19,weakness,1966-12-15,4,4.59,39,4.62,4.84,7.83,31
106,GE,9,high_low,3.24,100.0,1970-07-13,weakness,1970-11-16,4,18.67,89,3.58,4.24,7.68,12
107,GE,3,high_low,4.1,95.7,1971-02-02,weakness,1971-06-10,4,14.15,89,5.2,5.94,18.94,59
108,GE,6,high_low,4.14,95.5,1973-07-12,weakness,1973-08-10,1,-0.21,21,5.97,5.95,7.53,12
109,GE,3,high_low,3.83,80.0,1974-07-15,weakness,1974-07-17,1,-1.58,2,4.74,4.67,2.63,7
110,GE,6,high_low,4.79,100.0,1982-08-18,weakness,1982-10-01,2,11.15,31,6.83,7.59,14.26,12
111,GE,8,high_low,4.21,85.3,1982-10-07,weakness,1983-01-06,2,16.67,63,8.09,9.44,2.78,4
112,GE,4,high_low,3.64,100.0,1982-12-01,weakness,1983-01-06,2,2.44,25,9.21,9.44,5.56,4
113,GE,3,high_low,2.41,77.5,1982-12-07,stop_loss,1982-12-14,2,-3.99,5,9.7,9.31,0.26,0
114,GE,7,high_low,2.58,100.0,1984-03-29,stop_loss,1984-04-05,1,-3.98,5,11.01,10.57,0.0,0
115,GE,3,high_low,3.13,90.5,1985-10-17,stop_loss,1985-10-28,1,-4.03,7,12.18,11.69,0.0,0
116,GE,6,high_low,0.63,100.0,1985-11-04,weakness,1986-01-13,1,16.08,47,11.96,13.88,22.55,29
117,GE,3,high_low,2.9,80.8,1985-12-16,weakness,1986-01-13,2,-2.63,18,14.25,13.88,2.8,0
118,GE,4,high_low,3.24,100.0,1987-02-17,weakness,1987-04-01,2,1.1,31,20.47,20.69,8.29,25
119,GE,4,high_low,3.79,100.0,1987-05-27,stop_loss,1987-05-27,2,-2.02,0,21.17,20.74,24.29,60
120,GE,3,high_low,1.83,100.0,1987-09-23,stop_loss,1987-10-06,2,-4.01,9,24.96,23.96,0.2,8
121,GE,4,high_low,2.48,83.3,1988-01-05,stop_loss,1988-01-08,1,-4.01,3,18.97,18.21,0.0,0
122,GE,6,high_low,3.38,88.2,1988-06-01,weakness,1988-07-20,1,2.38,34,16.77,17.17,5.95,23
123,GE,5,high_low,3.13,100.0,1991-03-27,weakness,1991-04-30,1,0.71,23,27.96,28.16,7.5,14
124,GE,3,high_low,2.03,75.0,2000-03-30,stop_loss,2000-03-31,2,-4.0,1,258.79,248.44,0.0,0
125,GE,4,high_low,4.31,97.3,2000-07-03,stop_loss,2000-07-05,2,-4.0,1,251.6,241.54,0.0,0
126,GE,7,high_low,3.59,98.5,2001-05-17,stop_loss,2001-05-25,4,-4.0,6,249.21,239.24,2.69,2
127,GE,3,high_low,4.53,100.0,2002-05-20,stop_loss,2002-05-22,1,-3.78,2,158.15,152.17,0.0,0
128,GE,3,high_low,4.69,98.1,2003-03-14,weakness,2003-05-19,4,9.5,45,121.01,132.51,10.89,5
129,GE,9,high_low,3.41,90.3,2004-01-20,weakness,2004-02-11,1,-3.7,16,161.74,155.75,1.3,5
130,GE,3,high_low,2.13,94.1,2009-09-15,weakness,2009-10-20,1,2.0,25,74.23,75.72,9.81,5
131,GE,4,high_low,5.07,75.8,2009-11-09,weakness,2009-12-10,1,0.7,22,75.24,75.77,3.18,18
132,GE,10,high_low,3.57,78.1,2010-01-08,weakness,2010-02-01,1,-0.67,15,78.16,77.64,3.19,3
133,GE,4,high_low,4.07,81.2,2011-10-28,stop_loss,2011-11-01,4,-6.17,2,82.38,77.3,0.35,0
134,GE,4,high_low,4.33,100.0,2011-12-01,weakness,2012-03-06,1,17.05,64,76.15,89.14,22.15,54
135,GE,9,high_low,3.0,72.9,2013-07-22,weakness,2013-08-15,2,-3.23,18,118.71,114.87,0.36,0
136,GE,3,high_low,10.38,89.9,2015-04-13,stop_loss,2015-04-17,3,-4.0,4,134.48,129.1,0.0,0
137,GE,3,high_low,5.22,61.2,2015-10-06,weakness,2016-01-08,3,8.19,65,129.35,139.94,15.89,58
138,GE,5,high_low,4.81,63.6,2018-06-27,stop_loss,2018-07-02,4,-3.99,3,66.42,63.77,0.72,0
139,GE,3,high_low,4.82,100.0,2019-06-05,weakness,2019-07-11,1,1.49,25,50.19,50.94,5.56,11
140,GE,3,high_low,4.11,92.7,2019-07-24,stop_loss,2019-07-31,1,-4.01,5,52.73,50.62,0.95,0
141,GE,3,high_low,3.29,64.7,2019-10-14,weakness,2019-12-05,1,23.19,37,44.06,54.28,31.0,30
142,GE,5,high_low,10.49,60.6,2019-10-31,weakness,2019-12-05,1,8.36,24,50.09,54.28,15.22,17
143,GE,7,high_low,2.33,60.6,2019-12-13,stop_loss,2019-12-17,1,-3.28,2,57.32,55.44,0.0,0
144,GE,10,high_low,6.23,95.9,2020-01-03,weakness,2020-01-23,1,1.38,13,57.67,58.46,4.93,1
145,GE,3,high_low,3.35,93.0,2020-10-23,stop_loss,2020-10-23,1,-4.01,0,39.52,37.94,0.0,0
146,GE,5,high_low,6.85,93.8,2021-05-28,stop_loss,2021-06-09,1,-4.01,7,71.22,68.37,0.0,0
147,GE,3,high_low,2.97,75.4,2021-09-24,weakness,2021-10-14,1,0.47,14,63.96,64.26,8.41,32
148,GE,3,high_low,1.69,97.5,2022-10-24,weakness,2022-12-12,1,11.95,34,45.48,50.91,20.74,23
149,GE,3,high_low,5.68,100.0,2023-01-05,weakness,2023-08-23,1,59.51,158,55.79,88.99,15.15,7
150,GE,11,high_low,4.47,81.5,2023-07-26,stop_loss,2023-08-01,2,-4.0,4,93.49,89.75,0.0,0
151,GE,4,high_low,3.69,80.7,2023-10-25,stop_loss,2023-10-26,2,-3.99,1,91.25,87.6,0.0,0
152,GE,4,high_low,2.68,95.5,2024-03-08,weakness,2024-05-21,2,16.75,51,135.28,157.94,6.26,13
153,GE,7,high_low,0.85,98.1,2026-01-05,stop_loss,2026-01-08,2,-4.0,3,323.82,310.87,1.15,1
154,GE,4,high_low,2.74,83.2,2026-02-09,weakness,2026-03-09,3,-0.36,19,321.04,319.89,7.69,14
155,AMZN,3,high_low,4.45,88.4,2003-03-14,weakness,2003-04-15,2,1.43,22,1.23,1.24,13.81,5
156,AMZN,3,high_low,6.3,92.3,2003-08-19,weakness,2003-11-10,2,24.17,58,2.17,2.7,8.93,9
157,AMZN,3,high_low,2.14,95.7,2004-04-12,stop_loss,2004-04-13,4,-2.82,1,2.41,2.34,0.0,0
158,AMZN,3,high_low,6.72,80.3,2004-12-28,stop_loss,2005-01-04,4,-3.87,5,2.19,2.11,2.44,2
159,AMZN,3,high_low,2.72,97.3,2006-06-30,stop_loss,2006-07-05,1,-4.1,2,1.93,1.85,0.26,0
160,AMZN,7,high_low,6.35,93.9,2007-04-17,weakness,2007-06-26,1,51.35,49,2.26,3.43,39.64,13
161,AMZN,7,high_low,25.35,91.3,2007-04-26,weakness,2007-06-26,2,21.29,42,2.83,3.43,11.91,6
162,AMZN,4,high_low,0.91,96.3,2007-05-17,weakness,2007-06-26,2,8.99,27,3.14,3.43,17.13,12
163,AMZN,6,high_low,2.62,91.6,2007-07-10,weakness,2007-08-15,2,1.91,26,3.58,3.65,4.82,3
164,AMZN,5,high_low,9.71,96.1,2007-10-24,stop_loss,2007-10-24,2,0.0,0,4.54,4.54,0.0,0
165,AMZN,3,high_low,5.2,89.0,2009-07-24,stop_loss,2009-07-24,1,0.0,0,4.38,4.38,0.0,0
166,AMZN,4,high_low,6.83,94.5,2009-09-17,weakness,2009-12-16,1,44.28,63,4.54,6.55,3.31,3
167,AMZN,6,high_low,3.96,98.3,2010-03-02,weakness,2010-05-05,3,2.39,45,6.25,6.4,6.86,7
168,AMZN,3,high_low,2.88,75.4,2010-03-26,stop_loss,2010-05-04,3,-3.93,26,6.74,6.48,11.26,18
169,AMZN,3,high_low,4.36,98.3,2010-09-02,weakness,2010-11-16,3,20.1,52,6.61,7.94,21.61,15
170,AMZN,6,high_low,4.6,97.0,2010-10-18,stop_loss,2010-10-19,2,-4.0,1,8.25,7.92,3.0,6
171,AMZN,3,high_low,3.34,92.8,2011-01-28,stop_loss,2011-01-28,2,0.0,0,8.57,8.57,11.06,11
172,AMZN,4,high_low,5.48,92.2,2011-04-28,weakness,2011-05-26,2,-2.41,20,9.8,9.56,5.16,10
173,AMZN,3,high_low,3.1,84.4,2011-06-28,weakness,2011-08-04,2,2.38,26,10.1,10.34,10.89,21
174,AMZN,3,high_low,3.4,98.7,2012-03-27,stop_loss,2012-04-04,4,-4.02,6,10.18,9.77,0.91,0
175,AMZN,5,high_low,3.13,80.5,2012-07-20,stop_loss,2012-07-25,2,-3.98,3,11.27,10.82,1.3,0
176,AMZN,4,high_low,1.59,94.9,2013-02-14,weakness,2013-02-26,2,-2.42,7,13.37,13.04,3.07,12
177,AMZN,6,high_low,5.54,80.4,2013-10-21,weakness,2014-01-28,2,17.43,67,16.49,19.37,10.35,8
178,AMZN,3,high_low,2.1,82.5,2014-01-31,stop_loss,2014-01-31,2,0.0,0,18.59,18.59,0.0,0
179,AMZN,9,high_low,2.76,79.2,2014-06-06,weakness,2014-07-29,4,-0.93,36,16.25,16.1,3.84,19
180,AMZN,3,high_low,3.73,93.5,2014-07-14,stop_loss,2014-07-25,4,-8.57,9,17.35,15.86,3.98,6
181,AMZN,3,high_low,2.52,99.1,2016-03-02,stop_loss,2016-03-07,2,-4.01,3,29.09,27.92,0.0,0
182,AMZN,6,high_low,10.69,91.6,2017-10-30,weakness,2018-02-12,2,24.63,71,54.75,68.23,9.21,19
183,AMZN,5,high_low,3.02,93.3,2018-04-18,stop_loss,2018-04-24,2,-4.0,4,75.73,72.7,2.79,1
184,AMZN,16,high_low,3.65,97.6,2019-12-27,weakness,2020-01-28,3,-2.25,20,94.15,92.03,1.27,6
185,AMZN,3,high_low,2.71,98.6,2020-04-07,weakness,2020-09-09,3,58.79,107,100.86,160.15,22.65,16
186,AMZN,3,high_low,5.64,92.2,2020-04-14,weakness,2020-09-09,3,45.56,103,110.02,160.15,12.43,12
187,AMZN,4,high_low,2.95,93.4,2020-08-19,stop_loss,2020-09-04,2,-4.0,12,165.15,158.54,6.92,10
188,AMZN,9,high_low,1.71,84.3,2021-01-21,weakness,2021-02-23,3,-5.04,22,164.65,156.35,2.64,8
189,AMZN,12,high_low,4.28,93.8,2021-07-07,stop_loss,2021-07-19,3,-4.97,8,185.87,176.63,0.38,1
190,AMZN,3,high_low,2.84,94.3,2021-11-19,stop_loss,2021-11-23,3,-4.0,2,185.63,178.21,0.0,0
191,AMZN,5,high_low,1.52,74.6,2023-05-30,weakness,2023-07-27,1,7.05,40,122.37,131.0,3.46,5
192,AMZN,7,high_low,1.36,96.5,2023-06-23,weakness,2023-07-27,1,1.46,23,129.11,131.0,4.84,17
193,AMZN,4,high_low,3.08,91.8,2024-08-16,weakness,2024-08-28,3,-1.89,8,177.04,173.69,1.73,3
194,DECK,3,high_low,3.7,100.0,1997-03-05,weakness,1997-03-10,1,-7.41,3,0.38,0.35,3.7,7
195,DECK,8,high_low,2.9,100.0,1997-09-19,weakness,1997-10-06,1,-1.64,11,0.42,0.42,4.1,0
196,DECK,4,high_low,1.75,100.0,1998-04-23,stop_loss,1998-04-23,1,0.0,0,0.38,0.38,7.41,12
197,DECK,20,high_low,3.45,100.0,1998-06-18,stop_loss,1998-06-25,1,-6.67,5,0.42,0.39,3.33,0
198,DECK,3,high_low,3.09,100.0,1999-09-21,stop_loss,1999-09-30,1,-2.08,7,0.17,0.17,22.0,0
199,DECK,3,high_low,3.48,100.0,1999-12-29,stop_loss,1999-12-29,1,0.0,0,0.17,0.17,0.0,0
200,DECK,4,high_low,8.39,100.0,2000-09-26,weakness,2000-10-06,2,-4.88,8,0.28,0.27,8.54,1
201,DECK,3,high_low,2.78,100.0,2000-12-19,stop_loss,2000-12-26,2,-2.7,4,0.26,0.25,2.7,0
202,DECK,4,high_low,2.88,100.0,2002-04-24,weakness,2002-05-02,1,-0.19,6,0.29,0.29,4.15,3
203,DECK,3,high_low,5.63,100.0,2002-11-25,stop_loss,2002-12-06,4,-5.82,8,0.21,0.2,2.12,3
204,DECK,5,high_low,6.83,96.9,2003-02-03,stop_loss,2003-02-26,1,-4.83,16,0.24,0.23,14.71,5
205,DECK,5,high_low,4.38,91.7,2003-04-22,weakness,2003-06-25,2,54.46,45,0.25,0.38,35.04,2
206,DECK,4,high_low,6.73,100.0,2003-07-09,stop_loss,2003-07-17,2,-3.62,6,0.38,0.37,5.35,0
207,DECK,3,high_low,5.23,88.6,2003-07-31,weakness,2004-01-09,2,117.05,112,0.43,0.94,21.15,12
208,DECK,5,high_low,5.33,100.0,2003-08-13,weakness,2004-01-09,2,89.16,103,0.5,0.94,5.59,3
209,DECK,3,high_low,6.32,68.4,2003-09-17,stop_loss,2003-09-29,2,-4.43,8,0.56,0.54,38.03,15
210,DECK,4,high_low,12.09,77.5,2003-10-02,stop_loss,2003-10-02,2,-3.6,0,0.66,0.64,17.24,4
211,DECK,4,high_low,5.63,88.2,2005-06-23,stop_loss,2005-06-23,4,-4.06,0,1.45,1.39,0.0,0
212,DECK,5,high_low,2.95,94.8,2006-02-23,weakness,2006-05-12,4,18.85,55,1.84,2.18,7.69,2
213,DECK,4,high_low,6.82,84.1,2007-02-06,weakness,2007-04-11,2,10.71,44,3.5,3.88,5.22,9
214,DECK,3,high_low,3.22,91.9,2011-06-22,weakness,2011-08-08,3,4.19,32,13.93,14.51,15.55,20
215,DECK,4,high_low,3.3,90.1,2013-03-28,stop_loss,2013-04-01,4,-4.0,1,9.33,8.96,6.59,17
216,DECK,3,high_low,3.38,91.8,2015-04-24,stop_loss,2015-05-06,1,-4.03,8,12.64,12.13,0.0,0
217,DECK,3,high_low,5.49,96.5,2016-03-21,stop_loss,2016-03-23,1,-3.97,2,10.08,9.68,0.0,0
218,DECK,5,high_low,2.22,87.3,2016-08-12,stop_loss,2016-09-01,1,-3.98,14,11.05,10.61,3.42,7
219,DECK,3,high_low,3.32,96.7,2016-11-23,stop_loss,2016-11-29,1,-4.02,3,10.65,10.22,1.42,0
220,DECK,4,high_low,1.79,91.8,2019-05-22,weakness,2019-07-30,3,7.83,47,24.54,26.46,21.62,43
221,DECK,4,high_low,3.65,91.1,2019-09-06,stop_loss,2019-09-11,3,-3.99,3,25.72,24.69,0.52,1
222,DECK,3,high_low,6.24,85.1,2020-10-02,weakness,2020-11-13,2,9.34,30,38.29,41.87,14.17,10
