stock,name,sector,industry,ticker,p/e,d/e_market,d/e,Sales Growth 5yr cagr,3-5yr Average ROA (%),3-5yr Average ROE (%),ROE,ROA,ROCE (3yr avg),NFAT,NFAT (3yr avg),NPM,DPR,Retention Ratio,Dep,SSGR,Av NPM (over 3 years),Au NFA/T (over 3 years),Av Dep%NFA (over 3 years),Au Retention ratio (over 3 years),Interest coverage,tax %,cPAT,CFO,cCFO,cCFO/cPAT,p/a,EY,Earnings Growth 5yr cagr,,PEG,no. shares (cr),Current Price,market cap,p/s,NFA + CWIP,Capex,Capex_from_cashflow_statement,FCF,FCF%,FCF_capex_from_cashflow,FCF%_capex_from_cashflow,DV,Mcap (cr),d/e decreasing trend 5 yrs,Sales cagr >15%,npm >8%,Tax payout >25%,Interest coverage >3,d/e <0.5,CFO >0,cCFO > PAT,p/e <10,peg <1,EY >7%,p/b <3,DV >3%,EY >7,sgr > Sales growth (very linear),FCF/CFO,Market Cap,Net Income,Total Revenue,Total Assets,Total Liabilities,Total Stockholders Equity,Total Debt,Cash and Cash Equivalents,Current Assets,Current Liabilities,Working Capital,Operating Cash Flow,Capital Expenditure,Dividends Paid,Depreciation & Amortization,Interest Expense,Income Tax Expense,Shares Outstanding,Net Fixed Assets,Construction in Progress,Net Debt,insidersPercentHeld,institutionsPercentHeld,institutionsFloatPercentHeld,institutionsCount,current,Normalized EBIT,Normalized Net Income,high,low,mean,median,Research Asset,R&D Amortization,Adjusted EBIT (R&D),Adjusted Book Equity (R&D),Adjusted D/E (R&D),Adjusted Invested Capital (R&D),Adjusted ROC (R&D),Adjusted ROE (R&D)
TAJGVK.NS,TAJGVK Hotels & Resorts Limited,Consumer Cyclical,Lodging,TAJGVK.NS,18.83,0.02,0.08,25.58,12.17,19.03,19.49,13.81,18.80,0.84,0.81,23.20,7.39,92.61,2.72,14.58,23.20,0.81,2.72,92.61,14.21,26.24,2996169000.00,1161700000.00,3923696000.00,1.31,14.33,4.42,127.50,,0.15,6.27,422.45,26488248675.00,5.58,6639200000.00,777626000.00,407200000.00,384074000.00,32.77,754500000.00,64.38,0.35,2650.35,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.33,26503499776.00,1171900000.00,4496800000.00,8796900000.00,2247300000.00,5477515000.00,440000000.00,80800000.00,1508200000.00,1193400000.00,314800000.00,1161700000.00,407200000.00,94000000.00,132000000.00,88500000.00,337400000.00,62701500.00,5481400000.00,1157800000.00,359200000.00,0.76,0.06,0.24,8.00,422.45,1294500666.67,965706666.67,,,,,,,,,,,,
GLOBE.NS,Globe Textiles (India) Limited,Consumer Cyclical,Textile Manufacturing,GLOBE.NS,7.00,2.04,1.43,13.59,2.82,9.15,7.61,3.00,19.97,11.44,13.05,1.61,0.00,100.00,12.02,8.94,1.61,13.05,12.02,100.00,1.27,27.58,280012000.00,-175027000.00,-150592000.00,-0.54,3.84,13.07,-1.00,,-1.00,34.62,2.10,726925516.80,0.13,684051000.00,448750000.00,40538000.00,-623777000.00,-656.63,-215565000.00,-226.92,0.00,74.42,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,3.56,744233664.00,94997000.00,5540022000.00,3852399000.00,2393402000.00,1038478000.00,1480060000.00,154227000.00,3037516000.00,2275691000.00,761825000.00,-175027000.00,40538000.00,0.00,51102000.00,157870000.00,36170000.00,346155008.00,683184000.00,867000.00,1325833000.00,1.33,0.01,-0.02,2.00,2.10,237397000.00,76219000.00,,,,,,,,,,,,
GLOBAL.NS,Global Education Limited,Consumer Defensive,Education & Training Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GESHIP.NS,The Great Eastern Shipping Company Limited,Industrials,Marine Shipping,GESHIP.NS,6.65,0.16,0.17,15.04,13.02,19.14,17.59,13.60,18.76,0.62,0.61,46.78,18.06,81.94,8.90,14.47,46.78,0.61,8.90,81.94,8.50,4.77,81631300000.00,26473600000.00,97525500000.00,1.19,13.95,17.33,56.32,,0.12,14.28,947.40,135257463379.20,2.70,82709700000.00,5577400000.00,11753500000.00,20896200000.00,89.14,14720100000.00,62.79,3.70,13525.75,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,0.79,135257464832.00,23442600000.00,52860100000.00,176556600000.00,33965000000.00,123974500000.00,21630100000.00,617200000.00,91156600000.00,14113900000.00,77042700000.00,26473600000.00,11753500000.00,5011100000.00,8132300000.00,2180400000.00,1174300000.00,142767008.00,82511600000.00,198100000.00,21012900000.00,0.31,0.27,0.39,75.00,947.40,28170300000.00,25111500000.00,1408.00,1345.00,1376.50,1376.50,,,,,,,,
ORBTEXP.NS,Orbit Exports Limited,Consumer Cyclical,Textile Manufacturing,ORBTEXP.NS,11.47,0.03,0.06,19.70,12.10,15.72,15.39,12.46,18.07,1.51,1.35,17.77,0.16,99.84,9.58,14.34,17.77,1.35,9.58,99.84,21.53,25.36,1252617000.00,334856000.00,1404805000.00,1.12,13.20,7.69,31.38,,0.37,2.65,191.25,5070267000.00,2.20,1404944000.00,75041000.00,51988000.00,259815000.00,66.60,282868000.00,72.51,0.00,509.76,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,0.78,5097577472.00,390124000.00,2137031000.00,3306634000.00,573374000.00,2336760000.00,151100000.00,102884000.00,1158153000.00,346406000.00,811747000.00,334856000.00,51988000.00,239000.00,142855000.00,18514000.00,132551000.00,26511200.00,1372421000.00,32523000.00,48216000.00,0.84,0.00,0.00,0.00,191.25,493382000.00,358212000.00,,,,,,,,,,,,
GEEKAYWIRE.NS,Geekay Wires Limited,Industrials,Electrical Equipment & Parts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAIL.NS,GAIL (India) Limited,Utilities,Utilities—Regulated Gas,GAIL.NS,9.70,0.19,0.28,15.32,7.89,12.67,15.37,9.66,12.31,1.78,2.02,6.69,41.86,58.14,4.86,3.00,6.69,2.02,4.86,58.14,15.55,22.57,402210900000.00,157350400000.00,409453600000.00,1.02,9.98,11.03,0.95,,10.20,657.51,171.64,1128546720215.03,0.79,1103530700000.00,128373500000.00,79297100000.00,28976900000.00,23.27,78053300000.00,62.69,3.79,112854.67,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,0.18,1128546697216.00,124498000000.00,1419034900000.00,1331487300000.00,479082500000.00,769971800000.00,215953800000.00,18454800000.00,215017000000.00,218995100000.00,-3978100000.00,157350400000.00,79297100000.00,42754400000.00,37992300000.00,7479900000.00,36326400000.00,6575079936.00,829320100000.00,274210600000.00,197499000000.00,0.59,0.25,0.60,193.00,171.64,125949633333.33,93216733333.33,270.00,150.00,211.30,212.00,302540000.00,107360000.00,168435000000.00,770274340000.00,0.28,967773340000.00,13.48,16.16
FIBERWEB.NS,Fiberweb (India) Limited,Consumer Cyclical,Textile Manufacturing,FIBERWEB.NS,8.06,0.06,0.05,2.09,4.12,4.43,8.89,8.26,4.98,0.82,0.72,7.60,-1.00,101.00,3.17,2.39,7.60,0.72,3.17,-1.00,22.33,11.41,333098000.00,120686000.00,391167000.00,1.17,8.76,10.85,9.76,,0.83,2.88,48.05,1383441185.00,1.31,1295962800.00,174240800.00,165965000.00,-53554800.00,-35.69,-45279000.00,-30.18,-1.00,138.34,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,-0.44,1383441152.00,150045000.00,1012944000.00,1922519800.00,159027000.00,1613447000.00,84333600.00,186031500.00,611015900.00,159027000.00,451988900.00,120686000.00,165965000.00,-1.00,48099000.00,7145000.00,19329000.00,28791700.00,1287687500.00,8275300.00,-101697900.00,0.51,0.00,0.00,0.00,48.05,86427000.00,73249333.33,,,,,,,,,,,,
FEDFINA.NS,Fedbank Financial Services Limited,Financial Services,Credit Services,FEDFINA.NS,22.25,1.94,4.41,33.03,2.19,12.42,9.37,1.85,4.01,12.26,10.34,14.19,0.00,100.00,28.16,118.54,14.19,10.34,28.16,100.00,-1.00,25.87,7534690000.00,-9795200000.00,-38069330000.00,-5.05,2.02,4.39,23.64,,0.94,37.33,137.30,51255465196.80,4.98,1864200000.00,932800000.00,189500000.00,-10728000000.00,-476.42,-9984700000.00,-443.41,0.00,5133.18,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,1.10,51331801088.00,2251800000.00,20102100000.00,132497000000.00,107023400000.00,22608400000.00,99611300000.00,-1.00,125003700000.00,219100000.00,124784600000.00,-9795200000.00,189500000.00,0.00,488500000.00,-1.00,785700000.00,373310016.00,1861400000.00,2800000.00,-1.00,0.72,0.06,0.21,6.00,137.30,3437333333.33,2166700000.00,150.00,140.00,145.25,145.50,,,,,,,,
SSWL.NS,Steel Strips Wheels Limited,Consumer Cyclical,Auto Parts,SSWL.NS,16.75,0.25,0.57,7.55,11.69,27.89,12.73,5.83,28.35,2.14,2.40,8.24,5.47,94.53,5.48,13.22,8.24,2.40,5.48,94.53,3.18,24.60,12692271000.00,5166365000.00,14637537000.00,1.15,5.91,5.80,-1.86,,-9.01,15.72,214.21,33669527800.00,0.73,23571154000.00,-267200000.00,2123452000.00,5433565000.00,278.24,3042913000.00,155.82,0.47,3366.95,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,1.05,33669529600.00,1952845000.00,44289983000.00,33989128000.00,17732327000.00,14422367000.00,8276358000.00,290815000.00,12755649000.00,13706124000.00,-950475000.00,5166365000.00,2123452000.00,156929000.00,1111326000.00,1172430000.00,637083000.00,157180000.00,20693496000.00,2877658000.00,7985543000.00,0.77,0.01,0.06,6.00,214.21,5313856333.33,3545876666.67,290.00,290.00,290.00,290.00,45520400.00,29162600.00,3762358000.00,14467887400.00,0.57,22453430400.00,12.63,13.50
ICIL.NS,Indo Count Industries Limited,Consumer Cyclical,Textile Manufacturing,ICIL.NS,23.16,0.30,0.69,10.33,8.42,15.02,11.27,6.29,18.82,2.51,2.63,8.91,14.57,85.43,6.90,13.14,8.91,2.63,6.90,85.43,3.60,26.25,12193157000.00,3941429000.00,12578195000.00,1.03,6.89,5.16,-11.81,,-1.96,19.81,240.85,47701305900.00,1.14,17464789000.00,4748197000.00,2515786000.00,-806768000.00,-32.79,1425643000.00,57.95,0.91,4770.13,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,-0.20,47701307392.00,2460040000.00,38168233000.00,42596188000.00,19820439000.00,20890657000.00,14487225000.00,57706000.00,22282758000.00,13139564000.00,9143194000.00,3941429000.00,2515786000.00,435720000.00,1165752000.00,1168079000.00,875754000.00,198054000.00,16844768000.00,620021000.00,14429519000.00,0.61,0.13,0.33,25.00,240.85,4591134666.67,2869019000.00,335.00,265.00,300.00,300.00,,,,,,,,
AARTIPHARM.NS,Aarti Pharmalabs Limited,Healthcare,Drug Manufacturers—Specialty & Generic,AARTIPHARM.NS,27.86,0.06,0.24,21.06,9.32,13.59,14.54,9.93,17.07,1.68,1.82,11.53,9.79,90.21,6.79,12.11,11.53,1.82,6.79,90.21,14.03,24.48,8050513000.00,3315615000.00,7543277000.00,0.94,10.55,3.67,30.62,,0.91,9.06,818.65,74203418380.00,3.81,17172836000.00,6079813000.00,4438784000.00,-2764198000.00,-101.47,-1123169000.00,-41.23,0.43,7420.34,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.83,74203422720.00,2724048000.00,21150745000.00,29064051000.00,9164987000.00,17570392000.00,4131152000.00,968230000.00,13221672000.00,6570495000.00,6651177000.00,3315615000.00,4438784000.00,317191000.00,869040000.00,268964000.00,882847000.00,90641200.00,14107018000.00,3065818000.00,3162922000.00,0.45,0.11,0.20,24.00,818.65,3290396666.67,2276000666.67,,,,,150723800.00,44661200.00,3875859000.00,17721115800.00,0.23,20884037800.00,14.02,15.37
DCBBANK.NS,DCB Bank Limited,Financial Services,Banks—Regional,DCBBANK.NS,6.02,1.93,1.46,16.32,0.85,10.12,11.44,0.88,0.00,3.37,3.30,21.94,6.77,93.23,10.66,56.79,21.94,3.30,10.66,93.23,0.00,25.74,19043724000.00,-4410036000.00,842741000.00,0.04,0.98,16.02,28.46,,0.21,31.45,122.12,38411503656.96,1.40,9648364000.00,1775724000.00,1360460000.00,-6185760000.00,-100.53,-5770496000.00,-93.78,1.02,3841.15,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,1.40,38411505664.00,6153347000.00,28482314000.00,768097809000.00,711191008000.00,50712696000.00,74001786000.00,0.00,0.00,0.00,0.00,-4410036000.00,1360460000.00,391363000.00,1013982000.00,43640176000.00,2132737000.00,314539008.00,8983981000.00,664383000.00,0.00,0.17,0.33,0.40,32.00,122.12,0.00,5389560333.33,260.00,145.00,169.44,166.00,,,,,,,,
DBCORP.NS,D. B. Corp Limited,Communication Services,Publishing,DBCORP.NS,14.22,0.06,0.13,10.60,11.38,15.31,16.69,12.27,18.44,2.56,2.42,13.91,64.10,35.90,11.69,0.40,13.91,2.42,11.69,35.90,18.83,25.59,11081500000.00,4143230000.00,16068210000.00,1.45,12.40,7.81,36.87,,0.39,17.82,266.45,47491783681.60,2.06,9039330000.00,640330000.00,492650000.00,3502900000.00,94.42,3650580000.00,98.40,7.50,4749.18,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,0.85,47491784704.00,3709830000.00,23391110000.00,30546400000.00,8299640000.00,22209610000.00,2830000000.00,715310000.00,19352780000.00,5196920000.00,14155860000.00,4143230000.00,492650000.00,3562170000.00,1036720000.00,247310000.00,1275650000.00,178239008.00,8942880000.00,96450000.00,2114690000.00,0.74,0.14,0.55,21.00,266.45,4536230000.00,3218636666.67,310.00,290.00,300.00,300.00,,,,,,,,
IGL.NS,Indraprastha Gas Limited,Utilities,Utilities—Regulated Gas,IGL.NS,17.13,0.00,0.01,41.61,14.12,20.96,22.60,14.79,25.04,1.81,1.74,15.15,36.61,63.39,5.24,11.47,15.15,1.74,5.24,63.39,289.86,21.99,62995400000.00,15317600000.00,72062200000.00,1.14,15.73,6.83,19.19,,0.89,140.00,207.58,290612000000.00,1.90,97054500000.00,13788300000.00,12290500000.00,1529300000.00,7.70,3027100000.00,15.25,0.96,29061.20,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,0.10,290611986432.00,19850700000.00,139466200000.00,142199600000.00,45701300000.00,79312400000.00,811700000.00,15600000.00,43634400000.00,40800200000.00,2834200000.00,15317600000.00,12290500000.00,2796700000.00,4139600000.00,68100000.00,5591000000.00,1400000000.00,81478900000.00,15575600000.00,796100000.00,0.50,0.35,0.70,88.00,207.58,22150100000.00,17089966666.67,270.00,155.00,220.55,225.00,,,,,,,,
CSBBANK.NS,CSB Bank Limited,Financial Services,Banks—Regional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CREDITACC.NS,CreditAccess Grameen Limited,Financial Services,Credit Services,CREDITACC.NS,112.92,0.94,3.11,29.56,3.93,16.81,7.86,1.88,8.74,43.95,40.45,21.38,-1.00,101.00,48.43,824.81,21.38,40.45,48.43,-1.00,13.28,25.04,31564600000.00,11252400000.00,-96117900000.00,-3.05,1.84,2.44,14.34,,7.87,15.98,1363.00,217751527904.00,14.92,1307100000.00,715900000.00,336500000.00,10536500000.00,198.28,10915900000.00,205.42,0.73,21805.68,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.94,218056835072.00,5314000000.00,55391900000.00,278024500000.00,208464800000.00,65699800000.00,204457700000.00,258100000.00,167423000000.00,107445200000.00,59977800000.00,11252400000.00,336500000.00,1594400000.00,622200000.00,1978600000.00,1774700000.00,159759008.00,1307100000.00,0.00,204199600000.00,0.66,0.17,0.51,63.00,1363.00,14426233333.33,9344633333.33,1530.00,1090.00,1360.20,1400.00,,,,,,,,
CLSEL.NS,Chaman Lal Setia Exports Ltd.,Consumer Defensive,Packaged Foods,CLSEL.NS,13.79,0.09,0.17,17.05,13.20,18.27,14.22,10.49,21.48,9.65,10.96,7.96,0.00,100.00,4.36,82.89,7.96,10.96,4.36,100.00,14.06,24.56,4011617000.00,726836000.00,-167278000.00,-0.04,10.35,7.26,18.05,,0.76,4.97,285.10,14176768560.00,0.99,1679309000.00,180596000.00,173716000.00,546240000.00,53.10,553120000.00,53.76,0.00,1418.18,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,0.75,14181786624.00,1028796000.00,14952558000.00,9677796000.00,2345076000.00,7139663000.00,1231628000.00,847019000.00,8054105000.00,1714812000.00,6339293000.00,726836000.00,173716000.00,0.00,36110000.00,97748000.00,334885000.00,49725600.00,1618467000.00,60842000.00,384609000.00,0.76,0.04,0.18,5.00,285.10,1580323000.00,1120612666.67,,,,,,,,,,,,
CENTRALBK.NS,Central Bank of India,Financial Services,Banks—Regional,CENTRALBK.NS,7.17,0.41,0.40,16.69,0.63,8.65,11.36,0.85,0.00,3.77,3.51,15.16,0.00,100.00,9.47,43.71,15.16,3.51,9.47,100.00,0.00,29.42,93380061000.00,-24596400000.00,-28793400000.00,-0.31,0.88,12.48,54.01,,0.13,905.14,34.84,315350782689.28,1.90,52051373000.00,4263564000.00,4552100000.00,-28859964000.00,-73.36,-29148500000.00,-74.09,0.00,31535.08,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,1.17,315350777856.00,39342054000.00,198626794000.00,4804568418000.00,4434901974000.00,323744116000.00,129286431000.00,0.00,0.00,0.00,0.00,-24596400000.00,4552100000.00,0.00,5575700000.00,198296709000.00,11602700000.00,9051400192.00,52051373000.00,0.00,0.00,0.89,0.04,0.36,26.00,34.84,0.00,27602215333.33,,,,,,,,,,,,
CCCL.NS,Consolidated Construction Consortium Limited,Industrials,Engineering & Construction,CCCL.NS,5.09,0.00,0.01,11.54,29.03,-40.48,77.10,18.17,263.70,0.88,0.55,161.27,0.00,100.00,1.91,86.92,161.27,0.55,1.91,100.00,-9.66,16.06,5068068000.00,1555198000.00,2134196000.00,0.42,16.16,10.67,-1.00,,-1.00,44.68,18.39,8215898157.12,4.01,2034044000.00,4778000.00,4493000.00,1550420000.00,176.91,1550705000.00,176.94,0.00,821.59,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,1.00,8215898112.00,876405000.00,1812719000.00,4222207000.00,2224812000.00,275930000.00,3000000.00,155829000.00,1962334000.00,1987097000.00,-24763000.00,1555198000.00,4493000.00,0.00,48380000.00,26249000.00,167704000.00,446759008.00,2034044000.00,0.00,-152829000.00,0.66,0.11,0.31,2.00,18.39,2446254666.67,2158836666.67,,,,,,,,,,,,
MGL.NS,Mahanagar Gas Limited,Utilities,Utilities—Regulated Gas,MGL.NS,11.85,0.02,0.04,27.12,15.49,22.36,18.90,13.30,25.37,1.44,1.58,15.78,27.30,72.70,6.73,11.36,15.78,1.58,6.73,72.70,86.62,24.03,37122600000.00,14057700000.00,48466100000.00,1.31,14.10,8.21,20.35,,0.58,9.88,1282.50,126682528500.00,1.65,65580900000.00,14414900000.00,11839400000.00,-357200000.00,-3.43,2218300000.00,21.32,2.34,12668.25,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,-0.03,126682529792.00,10405700000.00,72638000000.00,82702100000.00,23754500000.00,51302100000.00,2010300000.00,274000000.00,19463700000.00,18749700000.00,714000000.00,14057700000.00,11839400000.00,2963800000.00,3520500000.00,140600000.00,3291400000.00,98777800.00,54900300000.00,10680600000.00,1736300000.00,0.44,0.31,0.54,95.00,1282.50,13966633333.33,10384366666.67,1981.00,1100.00,1550.69,1580.00,,,,,,,,
CANFINHOME.NS,Can Fin Homes Limited,Financial Services,Mortgage Finance,CANFINHOME.NS,11.17,3.54,8.03,18.77,2.13,18.50,18.22,2.21,0.00,26.44,25.85,61.22,9.69,90.31,27.36,1402.09,61.22,25.85,27.36,90.31,0.00,20.45,27001815000.00,9333735000.00,-68021436000.00,-2.52,2.34,8.70,22.08,,0.51,13.32,739.85,98513986900.00,7.26,503447000.00,105944000.00,166452000.00,9227791000.00,107.65,9167283000.00,106.95,1.35,9852.66,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,0.99,98526560256.00,8571654000.00,13611104000.00,409673338000.00,358998401000.00,43438530000.00,348638672000.00,0.00,0.00,0.00,0.00,9333735000.00,166452000.00,1331541000.00,128681000.00,24881571000.00,2203051000.00,133154000.00,503447000.00,0.00,0.00,0.38,0.29,0.47,49.00,739.85,0.00,7430254666.67,970.00,800.00,894.80,900.00,,,,,,,,
VSTIND.NS,VST Industries Limited,Consumer Defensive,Tobacco,VSTIND.NS,15.73,0.00,0.00,5.83,18.15,25.46,22.55,16.42,25.19,4.46,3.56,22.48,73.95,26.05,9.96,10.89,22.48,3.56,9.96,26.05,inf,21.43,12391729000.00,1934696000.00,8191635000.00,0.66,16.88,6.31,-3.20,,-4.92,16.95,271.50,46031196000.00,3.35,3116420000.00,-74029000.00,410265000.00,2008725000.00,69.17,1524431000.00,52.50,5.01,4603.12,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,1.04,46031196160.00,2903949000.00,13945615000.00,18159980000.00,4933086000.00,12524137000.00,234459000.00,381300000.00,12881771000.00,4698627000.00,8183144000.00,1934696000.00,410265000.00,2307705000.00,444935000.00,0.00,792141000.00,169544000.00,3092400000.00,24020000.00,-146841000.00,0.62,0.08,0.21,16.00,271.50,3176592333.33,3063143000.00,327.00,327.00,327.00,327.00,36586400.00,21404400.00,2343173000.00,12560723400.00,0.00,12179423400.00,15.12,23.12
BLBLIMITED.NS,BLB Limited,Financial Services,Capital Markets,BLBLIMITED.NS,12.49,0.00,0.00,14.88,4.30,4.47,3.99,3.93,6.26,79.46,44.01,1.45,0.00,100.00,1.90,61.96,1.45,44.01,1.90,100.00,10.73,27.48,219364000.00,-14651000.00,-208454000.00,-0.95,3.92,4.64,-25.70,,-0.49,5.29,15.74,832099822.00,0.23,146182000.00,106215000.00,1213000.00,-120866000.00,-313.08,-15864000.00,-41.09,0.00,83.21,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,8.25,832099840.00,38606000.00,5359011000.00,982936000.00,9342000.00,963054000.00,3000000.00,513000.00,682141000.00,9342000.00,672799000.00,-14651000.00,1213000.00,0.00,1226000.00,2842000.00,14627000.00,52865300.00,93689000.00,52493000.00,2487000.00,0.71,0.00,0.00,0.00,15.74,59772000.00,41734333.33,,,,,,,,,,,,
BIRLAMONEY.NS,Aditya Birla Money Limited,Financial Services,Capital Markets,BIRLAMONEY.NS,13.89,1.58,9.86,23.77,2.95,37.70,37.20,3.23,50.02,12.42,11.40,15.48,0.00,100.00,27.72,148.63,15.48,11.40,27.72,100.00,1.42,27.01,1871938000.00,-1261997000.00,-9305299000.00,-4.97,3.51,7.30,41.44,,0.34,5.65,179.93,10167700356.00,3.10,339017000.00,120759000.00,71431000.00,-1382756000.00,-186.38,-1333428000.00,-179.73,0.00,1016.83,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,1.10,10168257536.00,741908000.00,4069703000.00,24710047000.00,22348714000.00,1627081000.00,16050569000.00,314000.00,22961210000.00,20770180000.00,2191030000.00,-1261997000.00,71431000.00,0.00,97842000.00,1253628000.00,274572000.00,56509200.00,339017000.00,0.00,16050255000.00,0.75,0.00,0.00,0.00,179.93,1607874333.33,536870000.00,,,,,,,,,,,,
BFINVEST.NS,BF Investment Limited,Financial Services,Asset Management,BFINVEST.NS,22.67,-1.00,-1.00,47.47,5.08,5.55,3.39,3.08,6.40,16.62,12.04,1497.01,0.00,100.00,24.73,17993.53,1497.01,12.04,24.73,100.00,inf,26.47,11130860000.00,212400000.00,356860000.00,0.03,3.26,12.55,3.97,,5.71,3.77,470.25,17713188900.00,27.79,14920000.00,460000.00,320000.00,211940000.00,9.53,212080000.00,9.54,0.00,1771.32,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,1.00,17713188864.00,2222910000.00,349800000.00,75997900000.00,6999000000.00,62012870000.00,-1.00,0.00,28875760000.00,12300000.00,28863460000.00,212400000.00,320000.00,0.00,4320000.00,0.00,800220000.00,37667600.00,14920000.00,0.00,0.00,0.83,0.00,0.00,1.00,470.25,4083226666.67,3051116666.67,,,,,,,,,,,,
BCLIND.NS,BCL Industries Limited,Consumer Defensive,Beverages—Wineries & Distilleries,BCLIND.NS,11.54,0.45,0.82,12.87,7.11,14.89,13.07,6.65,15.32,4.16,4.07,3.77,5.82,94.18,6.36,8.07,3.77,4.07,6.36,94.18,5.12,24.70,3363916000.00,631975000.00,2259811000.00,0.67,7.30,7.99,-2.46,,-4.69,29.52,40.27,11886214332.16,0.40,8306803000.00,2324892000.00,1337258000.00,-1692917000.00,-178.27,-705283000.00,-74.27,0.62,1188.62,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,-2.68,11886214144.00,949654000.00,28151401000.00,15546731000.00,7233094000.00,6516693000.00,5362799000.00,1471800000.00,7685811000.00,4253529000.00,3432282000.00,631975000.00,1337258000.00,73791000.00,460951000.00,309558000.00,337435000.00,295163008.00,7207849000.00,1098954000.00,3890999000.00,0.60,0.00,0.01,3.00,40.27,1444983666.67,838500000.00,,,,,786400.00,523000.00,1675483000.00,6517479400.00,0.82,10408478400.00,12.12,14.57
