,stock,name,sector,industry,ticker,ROCE,ROCE (3yr avg),NFAT,NFAT (3yr avg),NPM,DPR,Retention Ratio,Dep,SSGR,Av NPM (over 3 years),Au NFA/T (over 3 years),Av Dep%NFA (over 3 years),Au Retention ratio (over 3 years),d/e,Interest coverage,tax %,cPAT,CFO,cCFO,cCFO/cPAT,p/a,p/e,EY,Earnings Growth 5yr cagr,Sales Growth 5yr cagr,PEG,no. shares (cr),Current Price,market cap,d/e_market,p/s,NFA + CWIP,Capex,Capex_from_cashflow_statement,FCF,FCF%,FCF_capex_from_cashflow,FCF%_capex_from_cashflow,DV,Mcap (cr),d/e decreasing trend 5 yrs,Sales cagr >15%,npm >8%,Tax payout >25%,Interest coverage >3,d/e <0.5,CFO >0,cCFO > PAT,p/e <10,peg <1,EY >7%,p/b <3,DV >3%,EY >7,sgr > Sales growth (very linear),FCF/CFO,Market Cap,Net Income,Total Revenue,Total Assets,Total Liabilities,Total Stockholders Equity,Total Debt,Cash and Cash Equivalents,Current Assets,Current Liabilities,Working Capital,Operating Cash Flow,Capital Expenditure,Dividends Paid,Depreciation & Amortization,Interest Expense,Income Tax Expense,Shares Outstanding,Net Fixed Assets,Construction in Progress,Net Debt,3-5yr Average ROA (%),3-5yr Average ROE (%),ROE,ROA,insidersPercentHeld,institutionsPercentHeld,institutionsFloatPercentHeld,institutionsCount,current,Normalized EBIT,Normalized Net Income,high,low,mean,median,Research Asset,R&D Amortization,Adjusted EBIT (R&D),Adjusted Book Equity (R&D),Adjusted D/E (R&D),Adjusted Invested Capital (R&D),Adjusted ROC (R&D),Adjusted ROE (R&D)
0,5PAISA.NS,5paisa Capital Limited,Financial Services,Capital Markets,5PAISA.NS,7.1954400063559145,13.822396801584416,12.04691935653454,16.757856713094714,23.076214610211405,0.0,100.0,68.64001844381828,318.06787947472725,23.076214610211405,16.757856713094714,68.64001844381828,100.0,0.40270723819473,-0.6583630939876476,25.198506011363875,1799776000.0,979350000.0,-1097825000.0,-0.6099786862365094,3.331933493273199,18.738218,6.102841778434268,66.68737972326086,1.994692550836774,0.280985968825883,3.12393,357.9,11180545470.0,0.19445920647018308,3.5902038,-1,-1,80320000.0,-1,-1,899030000.0,131.75863327329404,0.0,1118.0545024,False,False,True,True,False,True,True,False,False,True,False,True,False,False,True,-1,11180545024,682331000.0,2291565000.0,16666280000.0,10629860000.0,5398860000.0,2174160000.0,-1,15615450000.0,681170000.0,14934280000.0,979350000.0,80320000.0,0,122239000.0,238010000.0,229858000.0,31239300,162290000.0,-1,-1,3.101985626573812,11.065089908532201,11.933787366815679,3.6738968378085657,0.57354,0.21058,0.49379003,7.0,357.9,966902000.0,554138666.6666666,,,,,,,,,,,,
1,AADHARHFC.NS,AADHAR HOUSING FINANCE L,Financial Services,Mortgage Finance,AADHARHFC.NS,11.29748516179555,11.277582394236513,41.16100464576074,40.6489534353175,30.988227480192148,0.0,100.0,29.275879965854415,1230.3631359195024,30.988227480192148,40.6489534353175,29.275879965854415,100.0,3.6680442721501207,1.8397951782260293,22.28235855650069,26510800000.0,-30266500000.0,-76391900000.0,-2.8815388445463737,4.775714317139316,23.340288,4.191934300486247,27.13022436198125,20.712291350557898,0.860305749358555,43.2059008,503.45,217520107577.6,0.7503618944366874,11.04735,870300000.0,375400000.0,148000000.0,-30641900000.0,-336.0483862123422,-30414500000.0,-333.55450029062433,0.0,21752.0111616,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,1.0124031519997356,217520111616,9118300000.0,28351700000.0,232239600000.0,168516700000.0,44497500000.0,163218800000.0,251900000.0,51887100000.0,25880400000.0,26006700000.0,-30266500000.0,148000000.0,0,252400000.0,11580800000.0,2614300000.0,432059008,870300000.0,0,162966900000.0,3.7794072705959216,16.327220452548517,16.85135150119571,4.309518959510854,0.75814,0.09388,0.38817,38.0,503.45,19139366666.666668,7354100000.0,670.0,525.0,590.55554,580.0,,,,,,,,
2,AARTIPHARM.NS,Aarti Pharmalabs Limited,Healthcare,Drug Manufacturers—Specialty & Generic,AARTIPHARM.NS,17.23097495122603,17.07005747471452,1.681198519579987,1.8172232105091453,11.527198561314494,9.789284390888511,90.21071560911149,6.788925982854548,12.107957154137207,11.527198561314494,1.8172232105091453,6.788925982854548,90.2107156091115,0.23512008155538022,14.034093782067488,24.476648197410793,8050513000.0,3315615000.0,7543277000.0,0.9369933319777262,10.549717747740013,27.864195,3.6710545948840156,30.615989554696064,21.06326732728401,0.9101190392758682,9.06412,818.65,74203418380.0,0.05567333810477749,3.8135722,17172836000.0,6079813000.0,4438784000.0,-2764198000.0,-101.47390941716152,-1123169000.0,-41.23161559561358,0.42746143900762973,7420.342272,False,True,True,False,True,True,True,False,False,True,False,False,False,False,False,-0.833690883893335,74203422720,2724048000.0,21150745000.0,29064051000.0,9164987000.0,17570392000.0,4131152000.0,968230000.0,13221672000.0,6570495000.0,6651177000.0,3315615000.0,4438784000.0,317191000.0,869040000.0,268964000.0,882847000.0,90641200,14107018000.0,3065818000.0,3162922000.0,9.31616202221772,13.58824822442489,14.540099007575662,9.926365810525413,0.45130002,0.11198,0.20409,24.0,818.65,3290396666.6666665,2276000666.6666665,,,,,150723800.0,44661200.0,3875859000.0,17721115800.0,0.23312030950105297,20884037800.0,14.016344233691802,15.371763441667706
3,AAVAS.NS,Aavas Financiers Limited,Financial Services,Mortgage Finance,AAVAS.NS,2.828645766119335,3.59599504262365,23.948516440267994,22.203093440597865,28.550345256301938,0.0,100.0,41.34412559943227,592.5618578875698,28.550345256301938,22.203093440597865,41.34412559943227,100.0,3.68865969638582,-1,21.63298634937375,18496268000.0,-16601262000.0,-67198639000.0,-3.633091767485203,3.4753461821521747,21.409313,4.612590171377011,17.165658161367325,24.14462349311104,1.2472177180006623,7.91614,1572.3,124465469220.0,1.1182600111681,9.08275,-1,-1,300706000.0,-1,-1,-16901968000.0,-294.40387717855276,0.0,12446.5471488,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,-1,124465471488,5741082000.0,21252141000.0,186184740000.0,142576417000.0,37733152000.0,139184757000.0,-1,178014390000.0,48849000.0,177965541000.0,-16601262000.0,300706000.0,0,364515000.0,-1,1584809000.0,79161400,920981000.0,-1,-1,3.3548513247345872,14.064134248290861,14.116001707615949,3.267740810075549,0.4896,0.3275,0.64166,63.0,1572.3,5096125000.0,4981487333.333333,2350.0,1477.0,1962.0526,1970.0,,,,,,,,
4,ABSLAMC.NS,Aditya Birla Sun Life AMC Limited,Financial Services,Asset Management,ABSLAMC.NS,32.419004351230946,31.343834406630197,20.665808034345293,21.04890647208346,53.84135197728333,37.85630003981402,62.143699960185984,46.19311224116677,658.0824225833235,53.84135197728333,21.04890647208346,46.19311224116677,62.14369996018596,0.021477619853071117,167.8992932862191,25.225384479406042,29801118000.0,7084800000.0,23938602000.0,0.803278655518897,26.57452489398461,25.096783,3.8254204236343723,11.360329735331653,9.224279989747464,2.2091597325689176,28.8659008,842.75,243267378992.0,0.002797744616726363,11.774002,932400000.0,318700000.0,312800000.0,6766100000.0,72.70685579196218,6772000000.0,72.77025574897915,1.5988169133552037,24326.7371008,False,False,True,True,True,True,True,False,False,False,False,False,False,False,True,0.9550163730803974,243267371008,9306000000.0,16847800000.0,41144300000.0,3875600000.0,31688800000.0,680600000.0,889800000.0,28339000000.0,2580500000.0,25758500000.0,7084800000.0,312800000.0,3889400000.0,398100000.0,56600000.0,3139400000.0,288659008,926100000.0,6300000.0,-209200000.0,24.929847202600577,27.593749099016314,26.990537650001812,24.437126786305125,0.44912997,0.41996,0.76235,40.0,842.75,10205800000.0,7691133333.333333,1050.0,820.0,914.25,912.5,,,,,,,,
5,ACC.NS,ACC Limited,Basic Materials,Building Materials,ACC.NS,16.38434274728202,13.20761426464818,1.7680827961711774,1.925639945514936,9.092433302943045,60.385135781737254,39.614864218262746,8.421345261486922,-1.4852766253094298,9.092433302943045,1.925639945514936,8.421345261486922,39.61486421826276,0.02632068896670917,19.03576048789503,23.171121729063128,72494700000.0,17114800000.0,58699700000.0,0.8097102270924633,10.279641933708609,14.0124655,7.1124416190733575,8.841453716040304,9.339640780691916,1.5848599053997607,18.7787008,1798.5,337734933888.0,0.01272506800088737,1.4910737,151424100000.0,41200500000.0,19684400000.0,-24085700000.0,-100.26851281368126,-2569600000.0,-10.697217457912178,0.422254216815168,33773.4926336,False,False,True,False,True,True,True,False,False,False,True,True,False,True,False,-1.4073024516792483,337734926336,24021200000.0,206721500000.0,254126100000.0,68539800000.0,163282200000.0,4297700000.0,191100000.0,91376500000.0,56681500000.0,34695000000.0,17114800000.0,19684400000.0,1426100000.0,10013100000.0,1082200000.0,7245100000.0,187787008,126808300000.0,24615800000.0,4106600000.0,7.917514962122137,11.278319825989783,13.772415608034386,9.848719822633498,0.57475,0.26444,0.62184,68.0,1798.5,23600766666.666668,17954933333.333332,2550.0,1670.0,2139.2563,2101.0,,,,,,,,
6,ACCELYA.NS,Accelya Solutions India Limited,Technology,Information Technology Services,ACCELYA.NS,51.917423915452545,52.09449653938341,8.915728545810046,10.577929061185452,23.261377927773363,95.27621202784867,4.723787972151328,65.65066514631621,-54.02744446426087,23.261377927773363,10.577929061185452,65.65066514631621,4.7237879721513245,0.21928384687043168,48.61670417019784,26.11073661953036,4257752000.0,1445631000.0,5524191000.0,1.2974431108246793,31.35748031649166,16.34985,6.120178812488749,19.197742638502447,12.782101058547779,0.8516548173330132,1.49263,1412.3,21080413490.0,0.02942366383345548,3.989033,702004000.0,496421000.0,192527000.0,949210000.0,73.57310223003522,1253104000.0,97.12787338614854,6.372564753709678,2109.072384,False,False,True,True,True,True,True,True,False,True,False,False,True,False,False,0.656606008033862,21090723840,1290159000.0,5284914000.0,4493375000.0,1716616000.0,2828585000.0,620263000.0,641766000.0,3127137000.0,1064295000.0,2062842000.0,1445631000.0,192527000.0,1343363000.0,280270000.0,34219000.0,455912000.0,14926300,701754000.0,250000.0,-21503000.0,29.665167506179234,42.51887998520508,46.03317833838565,29.976743005388297,0.78664,0.00209,0.0098,4.0,1412.3,1628508333.3333333,1165291666.6666667,,,,,,,,,,,,
7,ADANIPORTS.NS,Adani Ports and Special Economic Zone Limited,Industrials,Marine Shipping,ADANIPORTS.NS,13.74448342157993,11.370383460499683,0.40154671881249393,0.39452464589783487,30.740789073617375,15.315122917139341,84.68487708286065,5.952534777064256,4.318046204241745,30.740789073617375,0.39452464589783487,5.952534777064256,84.68487708286067,0.9690252691625632,5.254950347640954,15.10681048257739,293978300000.0,172262800000.0,545635000000.0,1.8560383538512877,9.327706592793833,25.160675,3.903752321596162,31.42640115280213,21.52848599466102,0.8006222181681963,216.0140032,1315.4,2841448198092.8003,0.18055870254624437,8.704044,952735300000.0,155314600000.0,80489200000.0,16948200000.0,15.279233991837588,91773600000.0,82.7362379883,0.47028131672325424,284144.828416,False,True,True,False,True,False,True,True,False,True,False,False,False,False,False,0.09838572228014406,2841448284160,110923100000.0,304753300000.0,1353322300000.0,703588900000.0,529447700000.0,513048200000.0,18003900000.0,189441200000.0,209859900000.0,-20418700000.0,172262800000.0,80489200000.0,13362800000.0,43789300000.0,26866800000.0,19683600000.0,2160140032,819227400000.0,133507900000.0,495044300000.0,6.872767362441578,15.941332779497392,19.22741310117788,8.725510825757787,0.65911,0.22169,0.65033996,164.0,1315.4,121884966666.66667,81706000000.0,1900.0,1510.0,1717.7778,1742.5,,,,,,,,
8,ADANIPOWER.NS,Adani Power Limited,Utilities,Utilities—Independent Power Producers,ADANIPOWER.NS,20.141800217213337,22.356774640443234,0.7749305063253568,0.7206788884394396,30.95888794321327,0.0,100.0,5.7813905173506965,16.530026432885414,30.95888794321327,0.7206788884394396,5.7813905173506965,100.0,0.9121859458667662,5.778383849561123,22.06606432588751,494057800000.0,215011100000.0,543345200000.0,1.099760392407528,14.014408051057153,18.983648,5.665719184275716,49.72064463075172,26.613207370179094,0.38180615197130413,385.6940032,592.1,2283694192947.2,0.17233607775307738,4.125423,932358900000.0,328818200000.0,115590400000.0,-113807100000.0,-87.95820622825818,99420700000.0,76.83937499468652,0.0,228369.4194688,False,True,True,False,True,False,True,True,False,True,False,False,False,False,False,-0.5293080217718992,2283694194688,129387700000.0,561318200000.0,1129175700000.0,552440100000.0,431450300000.0,393562900000.0,5436200000.0,263292300000.0,164409900000.0,98882400000.0,215011100000.0,115590400000.0,0,43088800000.0,30726100000.0,36099000000.0,3856940032,811314700000.0,121044200000.0,388126700000.0,16.259030069531658,42.40672981853313,26.009637748195537,12.608285405438274,0.72907996,0.16613,0.61320996,103.0,592.1,180059733333.33334,148314000000.0,690.0,601.0,653.3333,669.0,,,,,,,,
9,ADROITINFO.NS,Adroit Infotech Limited,Technology,Information Technology Services,ADROITINFO.NS,3.215805858969635,9.589005450708763,12.977921466718504,13.954913423887268,10.358806448689142,0.0,100.0,61.480821654973376,83.07542551128874,10.358806448689142,13.954913423887268,61.480821654973376,100.0,0.45894148967772785,-4.258236314094625,58.602021174205966,80859000.0,-134150000.0,-85497000.0,-1.0573591065929582,1.4362233772845927,58.11111,1.2145895187167768,-16.04965802972167,70.74169517045368,-3.6207070513519066,5.41772,10.46,566693512.0,0.28625173319436203,1.7204438,-1,-1,84069000.0,-1,-1,-218219000.0,-3170.405346505884,0.0,60.1866304,False,True,True,True,False,True,False,False,False,True,False,True,False,False,True,-1,601866304,6883000.0,317122000.0,964756000.0,217992000.0,353459000.0,162217000.0,1034000.0,317546000.0,196737000.0,120809000.0,-134150000.0,84069000.0,0,17834000.0,8074000.0,9742000.0,54177200,32914000.0,-1,161183000.0,7.625946538235104,13.455002408323486,1.251200892909892,0.9533247599201938,0.50477004,0.0,0.0,0.0,10.46,35757666.666666664,24890666.666666668,,,,,,,,,,,,
10,AJMERA.NS,Ajmera Realty & Infra India Limited,Real Estate,Real Estate—Development,AJMERA.NS,12.567431843361392,10.544680289654606,22.829785917584456,21.464972833305293,16.11501880866398,10.929629491383992,89.07037050861601,7.113136240391236,300.98879372203805,16.11501880866398,21.464972833305293,7.113136240391236,89.07037050861601,0.7812665148737393,3.0088554057626222,24.334191154467653,3456754000.0,75300000.0,2989390000.0,0.8647968585557433,6.414910829938194,25.7231,3.5696607264597215,38.54056446044325,15.200631014404786,0.6674292491590602,3.93591,896.45,35283465195.0,0.19168752169382836,4.395434,351600000.0,87220000.0,56100000.0,-11920000.0,-0.9464073044859072,19200000.0,1.5244144501786423,0.40217138315572404,3528.3464192,False,True,True,False,True,False,True,False,False,True,False,True,False,False,True,-0.15830013280212482,35283464192,1259500000.0,7379500000.0,22545400000.0,9312700000.0,8656969000.0,6763400000.0,1166700000.0,19261900000.0,3229600000.0,16032300000.0,75300000.0,56100000.0,141900000.0,30500000.0,756600000.0,406600000.0,39359100,351600000.0,0,5596700000.0,4.966649361447587,11.447119599094806,12.156122055186671,5.972117536963116,0.72888,0.02249,0.08294,5.0,896.45,1941823000.0,1000965666.6666666,,,,,,,,,,,,
11,ALLDIGI.NS,Alldigi Tech Limited,Industrials,Specialty Business Services,ALLDIGI.NS,36.86343895769664,31.56313365075954,7.196338009616018,7.498517785182009,13.798939217710304,72.01236166028016,27.987638339719833,55.42733077743481,-26.46807606463716,13.798939217710304,7.498517785182009,55.42733077743481,27.98763833971984,0.2574757597979304,19.06318082788671,24.272727272727273,2318000000.0,1184600000.0,3443000000.0,1.485332182916307,22.65926772210435,21.943869,5.730673072705179,32.70271302852523,19.867649841483527,0.6710106583774644,1.52383,953.9,14535814370.0,0.043478816109840016,2.5915163,904700000.0,700100000.0,174400000.0,484500000.0,58.16326530612245,1010200000.0,121.27250900360144,4.712498265069685,1453.5815168,False,True,True,False,True,True,True,True,False,True,False,False,True,False,False,0.4089988181664697,14535815168,833000000.0,5463100000.0,4192800000.0,1597900000.0,2454600000.0,632000000.0,9900000.0,2919400000.0,1084300000.0,1835100000.0,1184600000.0,174400000.0,685000000.0,426900000.0,45900000.0,267000000.0,15238300,886800000.0,17900000.0,622100000.0,18.330611466938215,27.394937229707697,32.99336567977028,21.171686364214004,0.74831,0.01312,0.05215,1.0,953.9,907700000.0,653866666.6666666,,,,,,,,,,,,
12,AMJLAND.NS,AMJ Land Holdings Limited,Real Estate,Real Estate—Development,AMJLAND.NS,13.927949808070924,9.793207450952409,4.988214585133481,3.464921695359751,21.76051533428681,7.8125451520450175,92.18745484795498,11.362282373665678,58.145658884796006,21.76051533428681,3.464921695359751,11.362282373665678,92.18745484795498,0.0,27.18941924361599,33.58479572038705,472151000.0,381000000.0,659603000.0,1.3970170559842083,8.911038517452303,11.586065,8.829018092091074,32.19517319197445,39.34934198023106,0.35986962800026656,4.1,56.54,2318140000.0,0.0,3.140256,-1,-1,6218000.0,-1,-1,374782000.0,183.1161533989026,0.3537318712415989,231.814016,False,True,True,True,True,True,True,True,False,True,True,True,False,True,True,-1,2318140160,204669000.0,776458000.0,2694430000.0,414071000.0,1789489000.0,0.0,34560000.0,1261112000.0,311258000.0,949854000.0,381000000.0,6218000.0,8200000.0,18852000.0,9281000.0,108360000.0,41000000,151076000.0,-1,0,5.806919786833103,7.220696772149322,10.079652147618598,8.201139878663248,0.72028,0.0,0.0,0.0,56.54,201858666.66666666,127909666.66666667,,,,,5913800.0,1803800.0,331927000.0,1795402800.0,0.0,1760842800.0,12.519572735805312,11.39961461572857
13,ANGELONE.NS,Angel One Limited,Financial Services,Capital Markets,ANGELONE.NS,32.21156403544382,47.59763092206282,10.53090333001526,12.160936994862615,32.23685603569809,29.316630524187207,70.6833694758128,20.1729465427043,256.9273319908779,32.23685603569809,12.160936994862615,20.1729465427043,70.6833694758128,1.1234560750450124,4.515177079316108,26.374509249662363,38123680000.0,-18598420000.0,-8280000000.0,-0.21718784755301693,8.843402836016088,21.826073,5.528375895603548,19.756726731826202,28.584045850123374,1.104741351958889,9.06382,2339.1,212011813620.0,0.16101635761291216,4.509189,4504080000.0,1975440000.0,1638740000.0,-20573860000.0,-175.5327490164929,-20237160000.0,-172.6600806599544,0.9366553524037535,21205.065728,False,True,True,True,True,False,False,False,False,False,False,False,False,False,True,1.1062154742177024,212050657280,11720810000.0,42476030000.0,168886130000.0,112495110000.0,30386030000.0,34137370000.0,1285510000.0,119585080000.0,111736530000.0,7848550000.0,-18598420000.0,1638740000.0,1985820000.0,1034210000.0,2489280000.0,4198690000.0,90638200,4504080000.0,0.0,32851860000.0,10.2484498822515,39.29092023546692,27.068842139856564,7.7769726351094235,0.51884,0.22024,0.45773998,71.0,2339.1,15745330000.0,10625210000.0,3100.0,2325.0,2832.2222,2850.0,,,,,,,,
14,APTUS.NS,Aptus Value Housing Finance India Limited,Financial Services,Mortgage Finance,APTUS.NS,-1,0.0,46.16541027767787,56.170910478225046,59.426499841294195,27.431751016054296,72.56824898394571,50.40141620671994,2371.9561994874666,59.426499841294195,56.170910478225046,50.40141620671994,72.56824898394571,1.8241046169776576,0.0,22.936384668276986,22362964000.0,-14049121000.0,-45312264000.0,-2.0262190647000105,8.342902873069677,21.019388,4.465068150101948,25.658790985186,25.813198021070516,0.819188558499715,50.0593984,336.1,168249638022.40002,0.40850531869108375,12.876504,339173000.0,252054000.0,69086000.0,-14301175000.0,-190.3660464926207,-14118207000.0,-187.93051970585935,1.335394254875527,16832.4268032,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,1.017940908900991,168324268032,7512461000.0,12578874000.0,112434082000.0,69267564000.0,37679238000.0,68730872000.0,0,0,0,0,-14049121000.0,69086000.0,2246796000.0,120625000.0,5405145000.0,2235928000.0,500593984,338026000.0,1147000.0,0,7.602119573786673,17.295302719982757,18.584676232107967,7.420439755569198,0.25363,0.55441004,0.74281,51.0,336.1,0.0,6220521000.0,501.0,307.0,399.53333,400.0,,,,,,,,
15,ARE&M.NS,Amara Raja Energy & Mobility Limited,Industrials,Electrical Equipment & Parts,ARE&M.NS,16.581115626304907,16.68224938793392,2.8104260819104225,2.9447993888708766,7.491610639516669,14.240564375204656,85.75943562479534,12.272172662102912,6.647465504705311,7.491610639516669,2.9447993888708766,12.272172662102912,85.75943562479534,0.0383601054902901,37.94465322856167,25.801738966516645,31224500000.0,13513100000.0,41952500000.0,1.3435763583083797,10.522335192742956,20.736294,5.289159461290172,19.816694724424487,13.89119536822303,1.0464052804145028,18.3024992,975.85,178604938443.2,0.014602059846342922,1.37554,64231600000.0,20238800000.0,12001300000.0,-6725700000.0,-71.19629076820478,1511800000.0,16.00347211195444,1.0657600045058955,17860.493312,False,False,False,True,True,True,True,True,False,False,False,True,False,False,False,-0.49771703014112234,178604933120,9446700000.0,127856400000.0,101682900000.0,27791600000.0,67987300000.0,2608000000.0,68200000.0,42466500000.0,23133300000.0,19333200000.0,13513100000.0,12001300000.0,1903500000.0,5256600000.0,292700000.0,3285000000.0,183024992,49774700000.0,14456900000.0,2539800000.0,9.783223354117073,13.252737388822457,13.316596019413781,9.868040666351545,0.33258998,0.26884001,0.40280998,55.0,975.85,12026866666.666666,8699600000.0,1680.0,925.0,1163.2,1120.0,,,,,,,,
16,ARIHANTSUP.NS,Arihant Superstructures Limited,Real Estate,Real Estate—Development,ARIHANTSUP.NS,9.857977321656067,12.937558592668786,10.746083294287454,34.12843092456999,10.870482556927627,1.518220479400775,98.48177952059922,15.782310529769811,349.57771822074426,10.870482556927627,34.12843092456999,15.782310529769811,98.48177952059922,2.9051312609256232,2.5170598552407304,17.391081001045524,1966445000.0,-1778407000.0,-2896454000.0,-1.4729392380666635,4.5692413529370866,36.058365,3.0539668930443837,-0.06644520228762385,14.717848663308697,-542.6782334699321,4.325,413.95,17903337500.0,0.4124220414210479,3.339514,873962000.0,-1,762624000.0,-1,-1,-2541031000.0,-464.74169748446303,0.06976911427827354,1790.3337472,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,-1,17903337472,546762000.0,4988305000.0,15856848000.0,12078922000.0,2541617000.0,7383731000.0,762843000.0,14405781000.0,5036393000.0,9369388000.0,-1778407000.0,762624000.0,12491000.0,23693000.0,404810000.0,115106000.0,43250000,834699000.0,39263000.0,6620888000.0,4.489480468477946,21.810992233660937,19.41175938041367,3.930289021396405,0.77442,0.0,0.0,0.0,413.95,989103000.0,517677000.0,,,,,,,,,,,,
17,ARROWGREEN.NS,Arrow Greentech Limited,Consumer Cyclical,Packaging & Containers,ARROWGREEN.NS,44.52076017351787,31.247230524455926,7.358633202298155,5.070660481393859,19.036987348521365,3.639413502455944,96.36058649754405,22.20582626565133,70.81114369459416,19.036987348521365,5.070660481393859,22.20582626565133,96.36058649754405,0.0052814125807977294,385.4761904761905,26.732558139534884,955900000.0,675700000.0,907700000.0,0.9495763155141751,43.43309253525972,17.439775,6.720442598704817,-1,93.55443760873787,-1,1.50879,622.6,9393726540.0,0.0007132419675482697,4.3020964,339600000.0,57500000.0,67900000.0,618200000.0,97.92491683827024,607800000.0,96.27752257246951,0.33426563852262187,941.4708224,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,0.9149030634897144,9414708224,631300000.0,2433500000.0,2084100000.0,183700000.0,1268600000.0,6700000.0,114200000.0,1526400000.0,147700000.0,1378700000.0,675700000.0,67900000.0,31400000.0,74000000.0,2100000.0,229900000.0,15087900,327500000.0,12100000.0,-107500000.0,23.16824866968396,26.832981720396038,40.067275958365066,35.69086386250566,0.70254,0.0,0.0,0.0,622.6,486966666.6666667,349733333.3333333,,,,,4557400.0,2306200.0,862100000.0,1273157400.0,0.005262507212383952,1165657400.0,54.18732950857342,49.585385122059535
18,ASALCBR.NS,Associated Alcohols & Breweries Limited,Consumer Defensive,Beverages—Wineries & Distilleries,ASALCBR.NS,20.195266980464503,15.86463956528202,2.994522319055893,3.239899071759249,6.773443905515376,4.1209788403180125,95.87902115968198,6.11518143592967,14.925733062536825,6.773443905515376,3.239899071759249,6.11518143592967,95.87902115968198,0.24007612132208178,21.656054188057546,25.71848780897257,2344010000.0,739152000.0,1883302000.0,0.8034530569408833,13.15752346423725,22.786026,4.3151770131442095,10.219480540253812,27.47309124415689,2.2296657751093565,1.80792,1043.6,18867453120.0,0.05380508930078635,1.7313406,4378353000.0,765836000.0,860415000.0,-26684000.0,-3.2774723520077034,-121263000.0,-14.8941736554306,0.19164218811107878,1888.561152,False,True,False,True,True,True,True,False,False,False,False,False,False,False,False,-0.03610082905816395,18885611520,814164000.0,10626308000.0,7176502000.0,1974037000.0,4228513000.0,1015165000.0,-1,2516478000.0,1495562000.0,1020916000.0,739152000.0,860415000.0,36158000.0,174406000.0,51229000.0,281888000.0,18079200,3942783000.0,435570000.0,-1,9.93182649222326,14.144316047977263,17.26573850559295,12.184141314154111,0.61976004,0.00184,0.00485,4.0,1043.6,805891000.0,578651333.3333334,1300.0,1300.0,1300.0,1300.0,,,,,,,,
19,ASHOKLEY.NS,Ashok Leyland Limited,Industrials,Farm & Heavy Construction Machinery,ASHOKLEY.NS,15.456971484727012,15.426172311286704,7.658755758908485,7.454774393283017,4.956214223468199,40.041156452661475,59.958843547338525,16.035927656468292,6.117341408549318,4.956214223468199,7.454774393283017,16.035927656468292,59.958843547338525,5.548497326927732,2.232208965933118,26.40236884644923,64704200000.0,1284700000.0,-77842100000.0,-1.2030455519116223,4.596157146323134,24.463686,4.026738157203115,-1,22.79209822474526,-1,587.3050112,131.37,771542593213.4401,0.6475612680294172,1.557197,70103800000.0,19508600000.0,16480800000.0,-18223900000.0,-58.658104802368996,-15196100000.0,-48.912385734517834,2.645051638044097,77154.254848,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,-14.185335097688176,771542548480,31068000000.0,483417600000.0,817145300000.0,658696700000.0,90046200000.0,499621100000.0,76600000.0,342401300000.0,265514600000.0,76886700000.0,1284700000.0,16480800000.0,20407700000.0,10866500000.0,39302100000.0,12135400000.0,5873050112,66497600000.0,3606200000.0,499544500000.0,3.5801936378088812,24.391848966508377,29.258769366818115,4.161539474917074,0.40135,0.28606,0.47785,183.0,131.37,66577633333.333336,22763433333.333332,155.0,100.0,137.77779,140.0,4013180000.0,1124040000.0,85728660000.0,94059380000.0,5.311762633349273,593603880000.0,10.629017953804752,33.03019858306529
20,ATL.NS,Allcargo Terminals Limited,Industrials,Integrated Freight & Logistics,ATL.NS,10.30725914888839,13.355638997217872,1.6460125707614406,1.651028020090736,6.085800758456901,15.252399457185279,84.74760054281472,12.501194469878582,-3.9859016917750676,6.085800758456901,1.651028020090736,12.501194469878582,84.74760054281472,2.3056961468837804,2.1663173126738084,36.18558942287194,1324406000.0,1083908000.0,3325068000.0,2.5106107945750775,3.859328761302406,22.106556,4.483706832636414,-27.248502479716663,3.761961200546704,-0.8112943460454665,25.206,26.97,6798058200.0,0.8062280196424326,0.8955073,4765393000.0,885582000.0,70866000.0,198326000.0,65.06651793769788,1013042000.0,332.3574088351569,-1,679.8057984,False,False,False,True,False,False,True,True,False,True,False,True,False,False,False,0.18297309365739528,6798057984,304805000.0,7578139000.0,9590672000.0,6813047000.0,2377063000.0,5480785000.0,152484000.0,1871722000.0,1735674000.0,136048000.0,1083908000.0,70866000.0,-1,632206000.0,335858000.0,171439000.0,252060000,4761890000.0,3503000.0,5328301000.0,5.492422727370678,20.0142623840143,12.044955240171005,3.4857668000796864,0.6998,0.05079,0.16917999,4.0,26.97,894254666.6666666,441468666.6666667,,,,,,,,,,,,
