,stock,name,sector,industry,ticker,ROCE,ROCE (3yr avg),NFAT,NFAT (3yr avg),NPM,DPR,Retention Ratio,Dep,SSGR,Av NPM (over 3 years),Au NFA/T (over 3 years),Av Dep%NFA (over 3 years),Au Retention ratio (over 3 years),d/e,Interest coverage,tax %,cPAT,CFO,cCFO,cCFO/cPAT,p/a,p/e,EY,Earnings Growth 5yr cagr,Sales Growth 5yr cagr,PEG,no. shares (cr),Current Price,market cap,d/e_market,p/s,NFA + CWIP,Capex,Capex_from_cashflow_statement,FCF,FCF%,FCF_capex_from_cashflow,FCF%_capex_from_cashflow,DV,Mcap (cr),d/e decreasing trend 5 yrs,Sales cagr >15%,npm >8%,Tax payout >25%,Interest coverage >3,d/e <0.5,CFO >0,cCFO > PAT,p/e <10,peg <1,EY >7%,p/b <3,DV >3%,EY >7,sgr > Sales growth (very linear),FCF/CFO,Market Cap,Net Income,Total Revenue,Total Assets,Total Liabilities,Total Stockholders Equity,Total Debt,Cash and Cash Equivalents,Current Assets,Current Liabilities,Working Capital,Operating Cash Flow,Capital Expenditure,Dividends Paid,Depreciation & Amortization,Interest Expense,Income Tax Expense,Shares Outstanding,Net Fixed Assets,Construction in Progress,Net Debt,3-5yr Average ROA (%),3-5yr Average ROE (%),ROE,ROA,insidersPercentHeld,institutionsPercentHeld,institutionsFloatPercentHeld,institutionsCount,current,Normalized EBIT,Normalized Net Income,high,low,mean,median,Research Asset,R&D Amortization,Adjusted EBIT (R&D),Adjusted Book Equity (R&D),Adjusted D/E (R&D),Adjusted Invested Capital (R&D),Adjusted ROC (R&D),Adjusted ROE (R&D)
84,HGINFRA.NS,H.G. Infra Engineering Limited,Industrials,Engineering & Construction,HGINFRA.NS,14.441503152206591,20.688981230253184,3.2219192482665706,6.014807803640344,10.694457558219598,1.5893102055172594,98.41068979448274,14.30960534023806,48.993175949926815,10.694457558219598,6.014807803640344,14.30960534023806,98.41068979448274,1.6987406676331174,2.9235291367166414,25.760825178399884,19172790000.0,-8776710000.0,-16494440000.0,-0.860304629633976,9.301265149155038,14.411504,7.937758534452301,9.971357712085748,9.63637142756031,1.4452900413483902,6.51711,977.1,63678681810.0,0.6549226336756672,1.272155,35792050000.0,29575090000.0,15606540000.0,-38351800000.0,-758.7414385932981,-24383250000.0,-482.39149616393587,0.1535207658533031,6373.9359232,False,False,True,True,False,False,False,False,False,False,True,True,False,True,True,4.369723962623808,63739359232,5054660000.0,47996190000.0,87727120000.0,58229480000.0,24550310000.0,41704610000.0,4241070000.0,38358970000.0,24296950000.0,14062020000.0,-8776710000.0,15606540000.0,97760000.0,1443670000.0,2352530000.0,1753730000.0,65171100,22290440000.0,13501610000.0,37463540000.0,10.264714346335634,24.78895414335888,18.70469680440861,7.11568610350986,0.71781,0.123959996,0.43928,29.0,977.1,8728996666.666666,5124143333.333333,1987.0,1000.0,1505.4,1452.0,,,,,,,,
85,GSPL.NS,Gujarat State Petronet Limited,Utilities,Utilities—Regulated Gas,GSPL.NS,13.149372066938827,17.938893911452762,1.449719229950579,1.522830319352111,8.36615683582094,27.25549052672662,72.74450947327338,5.748115453954861,3.5197076655082316,8.36615683582094,1.522830319352111,5.748115453954861,72.74450947327337,0.01276019207771616,53.04217188273546,26.710508459039357,60503810000.0,27408475000.0,116322279000.0,1.922561223830367,5.830675784444189,15.930106,6.64620669136748,-12.148394767896843,-1.0302916888112024,-1.3112930806378345,56.4211008,296.3,167175721670.4,0.008262407879556158,0.99873006,132044446000.0,2759470000.0,9759234000.0,24649005000.0,221.84637818693162,17649241000.0,158.84698768158387,2.752345827507018,16728.7422976,False,False,True,True,True,True,True,True,False,True,False,True,False,False,True,0.8993205568715515,167287422976,11110844000.0,173701138000.0,208069844000.0,52518270000.0,108248684000.0,1381274000.0,2317972000.0,55976292000.0,35322211000.0,20654081000.0,27408475000.0,9759234000.0,4601254000.0,7088667000.0,373685000.0,5967540000.0,564211008,120986252000.0,11058194000.0,-936698000.0,8.255781198539692,15.054422950181758,9.889208469804538,5.574538905632558,0.4911,0.35707,0.70166,68.0,296.3,28022575666.666668,14707015666.666666,465.0,270.0,358.2353,348.0,,,,,,,,
86,GPIL.NS,Godawari Power & Ispat Limited,Basic Materials,Steel,GPIL.NS,21.984572230014024,25.15329748885947,1.8277735987419281,2.112341250215185,15.351480908176768,9.897032756437797,90.1029672435622,5.2918066484347355,23.926392859624503,15.351480908176768,2.112341250215185,5.2918066484347355,90.1029672435622,0.06868948549079752,18.74923271348619,25.5526455559422,40070777000.0,8954600000.0,42636513000.0,1.0640301035340543,14.637237368464676,19.577175,5.261905189058699,-15.929311312710281,0.166061168259235,-1.2290032265474669,64.6902976,238.45,154254014627.19998,0.020020224481440824,2.8708718,35106000000.0,3961288000.0,5382400000.0,4993312000.0,61.518991708452944,3572200000.0,44.01049687680954,0.5148650438171201,15433.03168,False,False,True,True,True,True,True,True,False,True,False,True,False,False,True,0.5576253545663681,154330316800,8116700000.0,53757300000.0,61572300000.0,12201300000.0,44958846000.0,3088200000.0,3372900000.0,22670100000.0,9380700000.0,13289400000.0,8954600000.0,5382400000.0,794200000.0,1551900000.0,553900000.0,2790400000.0,646902976,30810400000.0,4295600000.0,-284700000.0,15.712482432223453,20.5057496416827,17.266131160694272,13.871771895274351,0.63568,0.06296,0.17281,46.0,238.45,11869619666.666666,8468039666.666667,210.0,210.0,210.0,210.0,,,,,,,,
87,GOLDENTOBC.NS,Golden Tobacco Limited,Consumer Defensive,Tobacco,GOLDENTOBC.NS,-5.824003499178164,-1,4.736562323019101,-1,-1,-1,101.0,-1,2.01,-1,-1,-1,-1,-1,2.1129963473547777,0.05239991616013414,76296000.0,-1504000.0,-1504000.0,-0.019712697913389955,-1,13.613899,12.288240451526931,0,0,inf,1.76088,35.26,620886288.0,0.03221201754096396,1.9008797,77692000.0,82000.0,82000.0,-1586000.0,-2.078745936877425,-1586000.0,-2.078745936877425,0.0,62.0886272,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,1.0545212765957446,620886272,76296000.0,367993000.0,1486068000.0,3525404000.0,-1,20000000.0,6428000.0,153013000.0,3525404000.0,-3372391000.0,-1504000.0,82000.0,0,4651000.0,42435000.0,40000.0,17608800,77692000.0,0,13572000.0,-1,-1,-3.7412177296924094,5.134085385056404,0.62052,0.0,0.0,0.0,35.26,-1,-1,,,,,,,,,,,,
88,GMRP&UI.NS,GMR Power And Urban Infra Limited,Energy,Thermal Coal,GMRP&UI.NS,31.30294831954109,34.62781392535489,0.7716387365937171,5.966500095062667,14.237156194030428,0.0,100.0,20.528425797396544,64.41756798770804,14.237156194030428,5.966500095062667,20.528425797396544,100.0,-3.5168002413256456,0.6895818613503415,2.160695385862589,18497500000.0,28327400000.0,69679700000.0,3.7669793215299365,7.281071668883901,49.043106,17.428496876119524,-1,15.645443775316137,-1,71.4835968,113.78,81334036439.04,1.261375980975609,1.2754896,84109200000.0,1615500000.0,2703200000.0,26711900000.0,188.4397508341975,25624200000.0,180.7665446233942,0.0,8134.7919872,False,True,True,False,False,True,True,True,False,False,True,False,False,True,True,0.9429704102741515,81347919872,14175300000.0,63439700000.0,169867300000.0,162690000000.0,-29172200000.0,102592800000.0,6942400000.0,72174600000.0,62935200000.0,9239400000.0,28327400000.0,2703200000.0,0,6515000000.0,15710100000.0,383800000.0,714835968,79056600000.0,5052600000.0,95650400000.0,5.420039209842064,-55.78963488319234,-121.66020829846673,7.776783870057217,0.71298,0.05456,0.19009,21.0,113.78,24187033333.333332,8324300000.0,170.0,169.0,169.5,169.5,,,,,,,,
89,GMBREW.NS,G.M. Breweries Limited,Consumer Defensive,Beverages—Wineries & Distilleries,GMBREW.NS,17.07626363655221,19.446581972864205,11.964817175570724,10.471744981819647,20.598018500217766,8.767949496286894,91.2320505037131,9.67128755413762,187.11368802490895,20.598018500217766,10.471744981819647,9.67128755413762,91.2320505037131,0.06773941154810217,198.4757281553398,19.332145976165755,4737849000.0,1616772000.0,4144521000.0,0.8747684867120079,14.065095708176633,11.996307,8.277245549007805,11.39129958460563,11.520112654517822,1.0531113602009017,2.28469,682.35,15589582215.0,0.035731233353003614,1.0416691,500646000.0,-70449000.0,0,1687221000.0,130.752998322985,1616772000.0,125.29347762068464,0.8206955018775016,1560.8004608,False,False,True,False,True,True,True,False,False,False,True,True,False,True,True,1.0435738619916723,15608004608,1290388000.0,6358732000.0,10975608000.0,1589959000.0,8223204000.0,557035000.0,372788000.0,1802229000.0,1574863000.0,227366000.0,1616772000.0,0,127943000.0,51844000.0,5665000.0,309243000.0,22846900,500646000.0,0.0,184247000.0,14.890882491259225,16.832054654267964,14.656127801169106,12.807816890584704,0.74431,0.0007,0.00273,3.0,682.35,1579050000.0,1268083000.0,,,,,,,,,,,,
90,GLOBE.NS,Globe Textiles (India) Limited,Consumer Cyclical,Textile Manufacturing,GLOBE.NS,18.33167587149935,19.97389771553899,11.442933758276213,13.048360293986834,1.606650708473605,0.0,100.0,12.022817610266385,8.941339700486417,1.606650708473605,13.048360293986834,12.022817610266385,100.0,1.4252203705807922,1.270836764426427,27.57553348021987,280012000.0,-175027000.0,-150592000.0,-0.5378055226204591,3.8421435793731042,6.9999995,13.068326507258465,-1,13.593553154705184,-1,34.6155008,2.1,726925516.8000001,2.0360545417574203,0.13176456,684051000.0,448750000.0,40538000.0,-623777000.0,-656.6281040453908,-215565000.0,-226.91769213764644,0.0,74.4233664,False,False,False,True,False,False,False,False,True,False,True,True,False,True,False,3.5638901426637033,744233664,94997000.0,5540022000.0,3852399000.0,2393402000.0,1038478000.0,1480060000.0,154227000.0,3037516000.0,2275691000.0,761825000.0,-175027000.0,40538000.0,0,51102000.0,157870000.0,36170000.0,346155008,683184000.0,867000.0,1325833000.0,2.8189584076135668,9.152283877819526,7.607443517953133,3.003905675015522,1.33324,0.00803,-0.02411,2.0,2.1,237397000.0,76219000.0,,,,,,,,,,,,
91,GLOBAL.NS,Global Education Limited,Consumer Defensive,Education & Training Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,GESHIP.NS,The Great Eastern Shipping Company Limited,Industrials,Marine Shipping,GESHIP.NS,16.49646306051303,18.756165549653264,0.6244577647147771,0.6095918331314738,46.783531368752335,18.062909294136535,81.93709070586347,8.90085884473401,14.466664233497154,46.783531368752335,0.6095918331314738,8.90085884473401,81.93709070586347,0.17447216968005516,8.504999082737113,4.770300078401423,81631300000.0,26473600000.0,97525500000.0,1.1947071772714632,13.94740317922686,6.6526227,17.331834720482437,56.3154490486687,15.040034781878276,0.11813139755399445,14.2767008,947.4,135257463379.2,0.15991797760807552,2.6966386,82709700000.0,5577400000.0,11753500000.0,20896200000.0,89.13772363133782,14720100000.0,62.79209643981469,3.7048602530354793,13525.7464832,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,0.7893221926749667,135257464832,23442600000.0,52860100000.0,176556600000.0,33965000000.0,123974500000.0,21630100000.0,617200000.0,91156600000.0,14113900000.0,77042700000.0,26473600000.0,11753500000.0,5011100000.0,8132300000.0,2180400000.0,1174300000.0,142767008,82511600000.0,198100000.0,21012900000.0,13.02315127560862,19.142680776151174,17.588583094399475,13.604298110001531,0.30742002,0.27091,0.39116,75.0,947.4,28170300000.0,25111500000.0,1408.0,1345.0,1376.5,1376.5,,,,,,,,
93,GEOJITFSL.NS,Geojit Financial Services Limited,Financial Services,Capital Markets,GEOJITFSL.NS,19.729571251636717,18.922661844266955,6.338275428386645,6.1079807898169625,28.40268636348917,39.9987555937708,60.001244406229205,31.999802764303166,72.09219368216837,28.40268636348917,6.1079807898169625,31.999802764303166,60.001244406229205,0.18734088157020254,2.8887707850006006,25.029761356803533,5601734000.0,1667502000.0,1634450000.0,0.29177572515938816,8.292422157891572,13.156934,8.327546587555359,2.84767298106654,10.86443383629343,4.620240486698135,27.9024992,72.1,20117701923.199997,0.07745646127717054,2.909486,993018000.0,318247000.0,246099000.0,1349255000.0,80.53758376802874,1421403000.0,84.84412744857522,1.7746410666731438,2012.3181056,False,False,True,True,False,True,True,False,False,False,True,True,False,True,True,0.809147455295406,20123181056,1675311000.0,5840968000.0,20363608000.0,7928609000.0,8317704000.0,1558246000.0,0,5788335000.0,7431477000.0,-1643142000.0,1667502000.0,246099000.0,357017000.0,307007000.0,324573000.0,557383000.0,279024992,973125000.0,19893000.0,0,8.667773804638209,17.69267704609243,16.834601254291652,8.25957403349555,0.67143995,0.02242,0.06824,9.0,72.1,1970053000.0,1365207000.0,,,,,45578600.0,12464600.0,2556769400.0,8363282600.0,0.18631990266596993,9921528600.0,19.319766116848395,20.03173969034599
94,GEEKAYWIRE.NS,Geekay Wires Limited,Industrials,Electrical Equipment & Parts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,GAIL.NS,GAIL (India) Limited,Utilities,Utilities—Regulated Gas,GAIL.NS,15.1403308715333,12.306253265212161,1.7804116376084453,2.019919770793678,6.689380034546232,41.855738116173484,58.14426188382651,4.859211139506959,2.997247914041292,6.689380034546232,2.019919770793678,4.859211139506959,58.144261883826516,0.28046975226884935,15.551798820839851,22.569275530877867,402210900000.0,157350400000.0,409453600000.0,1.0180072195954908,9.982421835379121,9.697175,11.031709876953737,0.951070893174033,15.318848624344007,10.196059063102405,657.5079936,171.64,1128546720215.0398,0.19135565779576313,0.79209375,1103530700000.0,128373500000.0,79297100000.0,28976900000.0,23.27499236935533,78053300000.0,62.694420793908336,3.7884474992628863,112854.6697216,False,True,False,False,True,True,True,True,True,False,True,True,True,True,False,0.18415523570324574,1128546697216,124498000000.0,1419034900000.0,1331487300000.0,479082500000.0,769971800000.0,215953800000.0,18454800000.0,215017000000.0,218995100000.0,-3978100000.0,157350400000.0,79297100000.0,42754400000.0,37992300000.0,7479900000.0,36326400000.0,6575079936,829320100000.0,274210600000.0,197499000000.0,7.889424519472018,12.674918503362113,15.370623476455068,9.65602439344844,0.58984,0.24789,0.60437,193.0,171.64,125949633333.33333,93216733333.33333,270.0,150.0,211.3,212.0,302540000.0,107360000.0,168435000000.0,770274340000.0,0.28035959240184477,967773340000.0,13.476341553236615,16.162812849250567
96,FIBERWEB.NS,Fiberweb (India) Limited,Consumer Cyclical,Textile Manufacturing,FIBERWEB.NS,10.009624082389221,4.975615052513465,0.8243666298610971,0.7241711157408757,7.6036769903792205,-1,101.0,3.1740673696861523,2.3873595126685534,7.6036769903792205,0.7241711157408757,3.1740673696861523,-1,0.05226920995855457,22.33156053184045,11.41202309681533,333098000.0,120686000.0,391167000.0,1.1743300770343863,8.76220208688096,8.06208,10.845780914061772,9.76077558471724,2.0861231945884517,0.8259671508709878,2.87917,48.05,1383441185.0,0.06095929549762537,1.3067,1295962800.0,174240800.0,165965000.0,-53554800.0,-35.69249225232431,-45279000.0,-30.176946915925225,-1,138.3441152,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,-0.4437532108115274,1383441152,150045000.0,1012944000.0,1922519800.0,159027000.0,1613447000.0,84333600.0,186031500.0,611015900.0,159027000.0,451988900.0,120686000.0,165965000.0,-1,48099000.0,7145000.0,19329000.0,28791700,1287687500.0,8275300.0,-101697900.0,4.116590863713895,4.433951755526058,8.886448020186798,8.25572573328611,0.51203,0.0,0.0,0.0,48.05,86427000.0,73249333.33333333,,,,,,,,,,,,
97,FEDFINA.NS,Fedbank Financial Services Limited,Financial Services,Credit Services,FEDFINA.NS,3.4057087389503464,4.0057988017403074,12.262612090526444,10.33989425760273,14.18714972066924,0.0,100.0,28.15811853528591,118.53550939321214,14.18714972066924,10.33989425760273,28.15811853528591,100.0,4.405942039242052,-1,25.866666666666667,7534690000.0,-9795200000.0,-38069330000.0,-5.0525409804517505,2.0217564626534408,22.252836,4.39328760621723,23.637250615877782,33.02676845918315,0.9414308102758857,37.3310016,137.3,51255465196.8,1.9434278787156334,4.979609,1864200000.0,932800000.0,189500000.0,-10728000000.0,-476.41886490807354,-9984700000.0,-443.40971667110756,0.0,5133.1801088,False,True,True,True,False,False,False,False,False,True,False,True,False,False,True,1.0952303168899054,51331801088,2251800000.0,20102100000.0,132497000000.0,107023400000.0,22608400000.0,99611300000.0,-1,125003700000.0,219100000.0,124784600000.0,-9795200000.0,189500000.0,0,488500000.0,-1,785700000.0,373310016,1861400000.0,2800000.0,-1,2.1912693377695045,12.418806839242869,9.3664988977164,1.8466807230249547,0.71764,0.060149997,0.21304001,6.0,137.3,3437333333.3333335,2166700000.0,150.0,140.0,145.25,145.5,,,,,,,,
98,FEDERALBNK.NS,The Federal Bank Limited,Financial Services,Banks—Regional,FEDERALBNK.NS,-1,0.0,11.116396062324474,11.89989422891526,30.41771345184903,8.362703412255657,91.63729658774434,22.476578583563068,309.2207196202283,30.41771345184903,11.89989422891526,22.476578583563068,91.63729658774434,1.0827253301975723,0.0,24.809988850770335,131737891000.0,88009200000.0,79477404000.0,0.6032995017356092,1.308477153538514,11.778458,8.79318728607206,21.273779480407562,19.006929187543875,0.5536608109925915,245.7459968,192.46,472962745441.28,0.6891838800028043,3.4933257,-1,-1,7546500000.0,-1,-1,80462700000.0,193.4734361662479,0.6216134417219149,47296.2760704,False,True,True,False,False,False,True,False,False,True,True,True,False,True,True,-1,472962760704,41588500000.0,143989800000.0,3601519100000.0,3246988000000.0,301053546000.0,325958300000.0,0,0,0,0,88009200000.0,7546500000.0,2940000000.0,2884500000.0,176312700000.0,13863400000.0,2457459968,15275500000.0,-1,0,1.2773923700106726,14.341097817707139,12.866995517764778,1.22681595485499,0.087510005,0.59464,0.65166,122.0,192.46,0.0,37346663666.666664,265.0,165.0,223.76471,225.0,,,,,,,,
99,EMKAY.NS,Emkay Global Financial Services Limited,Financial Services,Capital Markets,EMKAY.NS,17.746057849704602,14.052078373010337,8.039077629859005,7.828577724431899,12.383311606602597,12.00668539035163,87.99331460964837,25.94928043273031,59.354709811710535,12.383311606602597,7.828577724431899,25.94928043273031,87.99331460964838,0.2289276766569732,6.244495919295131,6.283642375273132,1371491000.0,-20897000.0,182881000.0,0.13334465920665903,5.33487310495724,11.560218,10.473205113759775,18.44777631213852,7.314866402297393,0.6266456078174284,2.558,212.13,5426285400.0,0.10162550609667527,1.5873078,407058000.0,110132000.0,68621000.0,-131029000.0,-23.056064866462787,-89518000.0,-15.751725302917793,0.6852754187975443,542.8067328,False,False,True,False,True,True,False,False,False,True,True,True,False,True,True,6.2702301765803705,5428067328,568306000.0,3167276000.0,12333630000.0,9301952000.0,2408835000.0,551449000.0,77144000.0,11249765000.0,8651122000.0,2598643000.0,-20897000.0,68621000.0,37185000.0,116402000.0,46193000.0,38161000.0,25580000,404510000.0,2548000.0,474305000.0,3.716209145727502,14.741611104976457,20.89163282947766,4.944738368415401,0.81334996,0.0,0.0,0.0,212.13,420341666.6666667,344484666.6666667,,,,,,,,,,,,
100,ELECTCAST.NS,Electrosteel Castings Limited,Industrials,Building Products & Equipment,ELECTCAST.NS,14.461012776176489,14.7962220645716,1.713915242356559,1.7768795167504436,8.013795931499983,11.438010057410713,88.56198994258928,3.1307697013648688,9.480058997666042,8.013795931499983,1.7768795167504436,3.1307697013648688,88.56198994258928,0.4157076786143037,6.546829910665631,17.101015094187993,21125285000.0,4804460000.0,14564513000.0,0.6894351011122454,7.790270446457289,10.659115,11.616317150098217,25.268827831013407,11.473697575409147,0.42182862898443024,61.8185024,98.81,61082862221.44,0.3479622471348386,0.8896741,56059577000.0,3502333000.0,2776527000.0,1302127000.0,18.351243781515223,2027933000.0,28.580232846396324,0.9108381299865091,6108.2861568,False,False,True,False,True,True,True,False,False,True,True,True,False,True,False,0.27102463128010224,61082861568,7095579000.0,72928373000.0,96953160000.0,39125958000.0,51128548000.0,21254530000.0,1856409000.0,46553438000.0,27789823000.0,18763615000.0,4804460000.0,2776527000.0,556366000.0,1420526000.0,1440543000.0,1464048000.0,618185024,43505878000.0,12553699000.0,19398121000.0,6.542180931709985,12.017748805425086,13.02604544898299,7.547053715363977,0.53176,0.11371,0.24284,31.0,98.81,9283324000.0,5884170666.666667,111.0,111.0,111.0,111.0,,,,,,,,
101,DCBBANK.NS,DCB Bank Limited,Financial Services,Banks—Regional,DCBBANK.NS,-1,0.0,3.3683931551013115,3.297704188351893,21.94086055160299,6.770369484600461,93.22963051539955,10.66349130206089,56.79231163058973,21.94086055160299,3.297704188351893,10.66349130206089,93.22963051539955,1.4592358883858196,0.0,25.73878082819339,19043724000.0,-4410036000.0,842741000.0,0.044252951786110745,0.9761489650606905,6.0157638,16.019542101120116,28.460548187332147,16.31888873095717,0.21137202840940464,31.4539008,122.12,38411503656.96,1.9265526978814638,1.4024332,9648364000.0,1775724000.0,1360460000.0,-6185760000.0,-100.5267539763319,-5770496000.0,-93.77816658153685,1.0188692520218137,3841.1505664,False,True,True,True,False,False,False,False,True,True,True,True,False,True,True,1.402655216420002,38411505664,6153347000.0,28482314000.0,768097809000.0,711191008000.0,50712696000.0,74001786000.0,0,0,0,0,-4410036000.0,1360460000.0,391363000.0,1013982000.0,43640176000.0,2132737000.0,314539008,8983981000.0,664383000.0,0,0.852273973452277,10.116827263380763,11.435375878034442,0.8800128850761877,0.16851,0.33188,0.39914,32.0,122.12,0.0,5389560333.333333,260.0,145.0,169.44444,166.0,,,,,,,,
102,DBCORP.NS,D. B. Corp Limited,Communication Services,Publishing,DBCORP.NS,20.64259306305297,18.44089111747767,2.5564431824950424,2.422525094847025,13.905896370591966,64.10169224563755,35.89830775436245,11.693978851226255,0.39922154525813824,13.905896370591966,2.422525094847025,11.693978851226255,35.89830775436244,0.1274223185368856,18.826250454894666,25.587305535274435,11081500000.0,4143230000.0,16068210000.0,1.4500031584171817,12.396326375813024,14.21825,7.81151961962911,36.86998888195845,10.601045028253896,0.3856320663811591,17.8239008,266.45,47491783681.6,0.0595892548271764,2.0570703,9039330000.0,640330000.0,492650000.0,3502900000.0,94.4221163773003,3650580000.0,98.40289177671214,7.500602680838267,4749.1784704,False,False,True,True,True,True,True,True,False,True,True,True,True,True,False,0.845451495572295,47491784704,3709830000.0,23391110000.0,30546400000.0,8299640000.0,22209610000.0,2830000000.0,715310000.0,19352780000.0,5196920000.0,14155860000.0,4143230000.0,492650000.0,3562170000.0,1036720000.0,247310000.0,1275650000.0,178239008,8942880000.0,96450000.0,2114690000.0,11.384889489233222,15.311033267855441,16.68975672102783,12.269325693591794,0.73662,0.14407,0.54701,21.0,266.45,4536230000.0,3218636666.6666665,310.0,290.0,300.0,300.0,,,,,,,,
103,CUB.NS,City Union Bank Limited,Financial Services,Banks—Regional,CUB.NS,-1,0.0,12.610303149803267,12.616212111075269,33.98269167509962,8.365139412755996,91.634860587244,29.18460977762034,363.68413620124926,33.98269167509962,12.616212111075269,29.18460977762034,91.63486058724402,0.2131077305099732,0.0,20.682942283367183,38370018000.0,11283030000.0,34541289000.0,0.900215605840998,1.5864631437594021,12.959693,7.485922227956836,13.812527657020413,6.319802344911207,0.9382564380541205,74.1008,202.56,150098580480.0,0.11928227397450734,4.917011,3223385000.0,1335546000.0,1977846000.0,9947484000.0,88.5301812533224,9305184000.0,82.81386792032191,0.7401855476894648,15009.857536,True,False,True,False,False,True,True,False,False,True,True,True,False,True,True,0.8816323274864997,150098575360,11236263000.0,32137263000.0,776232149000.0,681565977000.0,84014315000.0,17904100000.0,0,0,0,0,11283030000.0,1977846000.0,1111008000.0,815894000.0,35183292000.0,2930000000.0,741008000,3223385000.0,0,0,1.4227249181903021,12.57025797206939,12.576933484628347,1.5138204618917843,0.08004,0.50165004,0.5453,75.0,202.56,0.0,10256122333.333334,280.0,167.0,236.81818,250.0,,,,,,,,
104,CSBBANK.NS,CSB Bank Limited,Financial Services,Banks—Regional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,CREDITACC.NS,CreditAccess Grameen Limited,Financial Services,Credit Services,CREDITACC.NS,5.315592220158014,8.737942413516981,43.95310454274946,40.447232201772955,21.37579543434464,-1,101.0,48.425015989253545,824.8126630555876,21.37579543434464,40.447232201772955,48.425015989253545,-1,3.1119988188700725,13.284039219650257,25.035620071381214,31564600000.0,11252400000.0,-96117900000.0,-3.0451169981561623,1.840612133423251,112.92461,2.440396194300313,14.340031647702766,29.559769172372953,7.87478108655989,15.9759008,1363.0,217751527904.0,0.938949553961978,14.919049,1307100000.0,715900000.0,336500000.0,10536500000.0,198.2781332329695,10915900000.0,205.41776439593525,0.7322107060956754,21805.6835072,False,True,True,True,True,False,True,False,False,False,False,False,False,False,True,0.9363780171341225,218056835072,5314000000.0,55391900000.0,278024500000.0,208464800000.0,65699800000.0,204457700000.0,258100000.0,167423000000.0,107445200000.0,59977800000.0,11252400000.0,336500000.0,1594400000.0,622200000.0,1978600000.0,1774700000.0,159759008,1307100000.0,0,204199600000.0,3.9251786997565588,16.81259896576446,7.857488753100522,1.8753105519920499,0.66399,0.17291,0.51461,63.0,1363.0,14426233333.333334,9344633333.333334,1530.0,1090.0,1360.2,1400.0,,,,,,,,
106,CLSEL.NS,Chaman Lal Setia Exports Ltd.,Consumer Defensive,Packaged Foods,CLSEL.NS,18.352780816839516,21.484153879157073,9.646699586714476,10.956135165836315,7.963999320846464,0.0,100.0,4.360035038297532,82.89461798152495,7.963999320846464,10.956135165836315,4.360035038297532,100.0,0.1725050608130944,14.062988501043499,24.557429486808132,4011617000.0,726836000.0,-167278000.0,-0.04169839742926605,10.345830437133149,13.792937,7.256914688603761,18.051565920331946,17.046129677044885,0.7640853464388183,4.97256,285.1,14176768560.000002,0.0868764976156174,0.9850662,1679309000.0,180596000.0,173716000.0,546240000.0,53.09507424212381,553120000.0,53.76381712215055,0.0,1418.1786624,False,True,False,False,True,True,True,False,False,True,True,True,False,True,True,0.7515312945423727,14181786624,1028796000.0,14952558000.0,9677796000.0,2345076000.0,7139663000.0,1231628000.0,847019000.0,8054105000.0,1714812000.0,6339293000.0,726836000.0,173716000.0,0,36110000.0,97748000.0,334885000.0,49725600,1618467000.0,60842000.0,384609000.0,13.200508494124847,18.27439256557942,14.217368349082523,10.486223018612915,0.75928,0.04267,0.17726,5.0,285.1,1580323000.0,1120612666.6666667,,,,,,,,,,,,
107,CENTRALBK.NS,Central Bank of India,Financial Services,Banks—Regional,CENTRALBK.NS,-1,0.0,3.7684772819837713,3.507514879174996,15.16111343871623,0.0,100.0,9.465186789544378,43.712644181612795,15.16111343871623,3.507514879174996,9.465186789544378,100.0,0.39934758536275605,0.0,29.424511117100028,93380061000.0,-24596400000.0,-28793400000.0,-0.30834633958956187,0.8786188416448601,7.168724,12.475648122543056,54.01351720406622,16.689763758714715,0.13272092563267343,905.1400192,34.84,315350782689.28,0.40997656608763805,1.8987451,52051373000.0,4263564000.0,4552100000.0,-28859964000.0,-73.35652581840287,-29148500000.0,-74.089929315841,0.0,31535.0777856,False,True,True,True,False,True,False,False,True,True,True,True,False,True,True,1.1733409767283016,315350777856,39342054000.0,198626794000.0,4804568418000.0,4434901974000.0,323744116000.0,129286431000.0,0,0,0,0,-24596400000.0,4552100000.0,0,5575700000.0,198296709000.0,11602700000.0,9051400192,52051373000.0,0,0,0.6314920119801924,8.646208121074954,11.361359684953758,0.8476804504335805,0.89272004,0.03836,0.35755002,26.0,34.84,0.0,27602215333.333332,,,,,,,,,,,,
