,ticker,longName,ROCE,ROCE (3yr avg),NFAT,NFAT (3yr avg),NPM,DPR,Retention Ratio,Dep,SSGR,Av NPM (over 3 years),Au NFA/T (over 3 years),Av Dep%NFA (over 3 years),Au Retention ratio (over 3 years),d/e,Interest coverage,tax %,cPAT,CFO,cCFO,cCFO/cPAT,p/a,p/e,EY,Earnings Growth 5yr cagr,Sales Growth 5yr cagr,PEG,no. shares (cr),Current Price,market cap,d/e_market,p/s,NFA + CWIP,Capex,Capex_from_cashflow_statement,FCF,FCF%,FCF_capex_from_cashflow,FCF%_capex_from_cashflow,DV,Mcap (cr),d/e decreasing trend 5 yrs,Sales cagr >15%,npm >8%,Tax payout >25%,Interest coverage >3,d/e <0.5,CFO >0,cCFO > PAT,p/e <10,peg <1,EY >7%,p/b <3,DV >3%,EY >7,sgr > Sales growth (very linear),FCF/CFO,Market Cap,Net Income,Total Revenue,Total Assets,Total Liabilities,Total Stockholders Equity,Total Debt,Cash and Cash Equivalents,Current Assets,Current Liabilities,Working Capital,Operating Cash Flow,Capital Expenditure,Dividends Paid,Depreciation & Amortization,Interest Expense,Income Tax Expense,Shares Outstanding,Net Fixed Assets,Construction in Progress,Net Debt,3-5yr Average ROA (%),3-5yr Average ROE (%),ROE,ROA,insidersPercentHeld,institutionsPercentHeld,institutionsFloatPercentHeld,institutionsCount,current,high,low,mean,median,Normalized EBIT,Normalized Net Income,Research Asset,R&D Amortization,Adjusted EBIT (R&D),Adjusted Book Equity (R&D),Adjusted D/E (R&D),Adjusted Invested Capital (R&D),Adjusted ROC (R&D),Adjusted ROE (R&D)
0.00,FDX,FedEx Corporation,8.63,8.60,1.51,1.54,4.67,30.47,69.53,7.36,-2.37,4.67,1.54,7.36,69.53,1.36,7.60,24.79,16221000000.00,7036000000.00,34028000000.00,2.10,4.70,13.95,7.35,5.65,-2.03,2.47,23.60,235.81,55640657258.41,0.67,0.63,58095000000.00,3753000000.00,4055000000.00,3283000000.00,80.23,2981000000.00,72.85,2.41,5611.49,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,0.47,56114929664.00,4092000000.00,87926000000.00,87627000000.00,59553000000.00,27582000000.00,37416000000.00,914000000.00,18386000000.00,15411000000.00,2975000000.00,7036000000.00,4055000000.00,1339000000.00,4264000000.00,789000000.00,1349000000.00,235955461.00,58095000000.00,0.00,36502000000.00,4.78,15.85,16.14,4.97,0.08,0.80,0.86,2165.00,235.81,320.00,200.00,264.82,270.00,6289333333.33,4131666666.67,,,,,,,,
0.00,ALK,"Alaska Air Group, Inc.",5.04,3.64,1.08,1.13,2.07,-1.00,101.00,5.13,-2.75,2.07,1.13,5.13,-1.00,1.55,6.44,27.52,1166000000.00,1464000000.00,4962000000.00,4.26,2.70,20.83,6.88,-6.42,23.86,-3.24,11.53,49.78,5740154250.78,1.11,0.44,12960000000.00,3469000000.00,1281000000.00,-2005000000.00,-507.59,183000000.00,46.33,-1.00,586.70,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,-1.37,5866995712.00,395000000.00,11735000000.00,19768000000.00,15396000000.00,4113000000.00,6393000000.00,192000000.00,3760000000.00,6145000000.00,-2385000000.00,1464000000.00,1281000000.00,-1.00,583000000.00,142000000.00,150000000.00,115310451.00,12077000000.00,883000000.00,6201000000.00,1.02,3.73,5.93,1.63,0.01,0.92,0.93,631.00,49.78,96.00,58.00,71.00,69.00,425666666.67,229333333.33,,,,,,,,
0.00,TTE,TotalEnergies SE,14.77,19.04,1.52,1.62,8.54,44.26,55.74,10.52,-2.84,8.54,1.62,10.52,55.74,0.44,10.20,40.20,73700000000.00,30854000000.00,149310000000.00,2.03,5.56,10.81,12.18,4.24,1.94,2.55,216.77,59.69,129390754409.49,0.40,0.73,133327000000.00,11895000000.00,14909000000.00,18959000000.00,120.31,15945000000.00,101.19,5.96,13618.71,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,0.61,136187125760.00,15758000000.00,195610000000.00,285487000000.00,165232000000.00,116753000000.00,51244000000.00,71000000.00,96571000000.00,87960000000.00,8611000000.00,30854000000.00,14909000000.00,7717000000.00,13107000000.00,2364000000.00,10775000000.00,2167712421.00,128945000000.00,4382000000.00,51173000000.00,6.29,16.22,13.43,5.54,0.00,0.07,0.07,929.00,59.69,76.00,62.50,68.79,67.20,37165333333.33,19222666666.67,,,,,,,,
0.00,NEE,"NextEra Energy, Inc.",5.02,5.15,0.19,0.21,24.62,64.51,35.49,4.70,-2.88,24.62,0.21,4.70,35.49,1.73,3.19,5.62,21976000000.00,13260000000.00,40376000000.00,1.84,3.91,26.49,4.47,23.10,13.19,1.15,205.93,75.49,155455997468.12,0.53,6.03,160510000000.00,21843000000.00,8514000000.00,-8583000000.00,-123.57,4746000000.00,68.33,2.72,15619.73,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.65,156197339136.00,6946000000.00,24753000000.00,190144000000.00,129283000000.00,47468000000.00,82333000000.00,2603000000.00,11951000000.00,25355000000.00,-13404000000.00,13260000000.00,8514000000.00,4235000000.00,5761000000.00,2235000000.00,339000000.00,2059292588.00,138852000000.00,21658000000.00,79730000000.00,3.56,13.86,16.86,4.35,0.00,0.83,0.84,3437.00,75.49,103.00,52.00,83.59,84.00,7767000000.00,6134333333.33,,,,,,,,
0.00,URI,"United Rentals, Inc.",16.42,16.29,0.92,0.90,17.26,11.20,88.80,16.75,-2.89,17.26,0.90,16.75,88.80,1.82,5.89,24.00,8490000000.00,4546000000.00,17372000000.00,2.05,10.06,24.57,4.19,26.57,16.46,0.92,6.43,954.66,61423990994.52,0.24,3.90,17302000000.00,4202000000.00,4127000000.00,344000000.00,13.36,419000000.00,16.27,0.71,6142.40,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.08,61423992832.00,2575000000.00,15345000000.00,28163000000.00,19541000000.00,8130000000.00,14789000000.00,90000000.00,3249000000.00,3323000000.00,-74000000.00,4546000000.00,4127000000.00,434000000.00,2903000000.00,691000000.00,813000000.00,64341222.00,17302000000.00,0.00,14699000000.00,8.90,29.51,30.74,9.58,0.01,0.95,0.96,1807.00,954.66,1150.00,620.00,951.96,952.00,3724000000.00,2368000000.00,,,,,,,,
0.00,CCJ,Cameco Corporation,4.41,4.31,0.94,0.74,8.07,37.67,62.33,6.64,-2.90,8.07,0.74,6.64,62.33,0.21,3.99,33.06,519505000.00,905288000.00,2356319000.00,4.54,1.73,97.51,0.47,-1.00,28.58,-1.00,43.54,83.86,36511591389.28,0.04,10.43,3552180000.00,226830000.00,211635000.00,678458000.00,394.79,693653000.00,403.63,0.19,3722.87,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.75,37228724224.00,171853000.00,3135772000.00,9907007000.00,3542674000.00,6094305000.00,1281290000.00,0.00,1923187000.00,1185761000.00,737426000.00,905288000.00,211635000.00,69641000.00,280702000.00,128164000.00,84874000.00,435387448.00,3286515000.00,265665000.00,0.00,2.50,3.86,6.05,3.89,0.00,0.73,0.73,1213.00,83.86,100.72,73.51,87.29,86.19,372637000.00,207360666.67,63541000.00,15383800.00,406036200.00,6157846000.00,0.21,7439136000.00,3.65,2.79
0.00,TRGP,Targa Resources Corp.,13.83,13.77,0.97,1.22,7.37,36.81,63.19,8.58,-2.91,7.37,1.22,8.58,63.19,5.21,3.51,19.84,3924600000.00,3649700000.00,11545000000.00,2.94,6.35,25.01,3.64,-1.00,-1.13,-1.00,21.52,167.54,36053242884.08,0.40,2.19,19765600000.00,3926100000.00,2965800000.00,-276400000.00,-21.07,683900000.00,52.13,1.71,3748.43,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.08,37484265472.00,1312000000.00,16381500000.00,22734100000.00,18315900000.00,2739700000.00,14265000000.00,124600000.00,2296300000.00,3172600000.00,-876300000.00,3649700000.00,2965800000.00,615500000.00,1423000000.00,767200000.00,384500000.00,215191852.00,18062700000.00,1702900000.00,14140400000.00,6.78,50.46,49.80,6.69,0.01,0.93,0.94,1284.00,167.54,240.00,185.00,205.30,203.50,2481600000.00,1284466666.67,,,,,,,,
0.00,VFC,V.F. Corporation,4.78,4.03,4.36,4.33,-3.57,162.51,-62.51,12.63,-2.97,-3.57,4.33,12.63,-62.51,3.24,2.26,52.24,346927000.00,465236000.00,1688310000.00,4.87,-1.63,55.50,-3.37,-1.00,-7.07,-1.00,39.06,14.43,5636596123.86,0.95,0.61,1983198000.00,198748000.00,126023000.00,266488000.00,-140.47,339213000.00,-178.80,2.49,575.38,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.57,5753781248.00,-189716000.00,9504691000.00,9377536000.00,7890177000.00,1658365000.00,5366068000.00,408028000.00,3786098000.00,2697853000.00,1088245000.00,465236000.00,126023000.00,140165000.00,259616000.00,174136000.00,75837000.00,390616502.00,1983198000.00,0.00,4958040000.00,0.47,-2.88,-12.06,-1.81,0.01,0.94,0.95,708.00,14.43,39.50,10.00,15.52,14.00,370203666.67,-346671333.33,,,,,,,,
0.00,AEM,Agnico Eagle Mines Limited,10.21,8.10,0.39,0.39,21.28,53.03,46.97,7.66,-3.79,21.28,0.39,7.66,46.97,0.07,36.42,32.82,5069082000.00,3960892000.00,10004398000.00,1.97,6.61,27.77,2.24,19.34,28.89,1.44,50.23,168.56,84674762463.20,0.02,8.76,21466499000.00,1758670000.00,1834245000.00,2202222000.00,116.18,2126647000.00,112.19,0.79,8467.48,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.56,84674764800.00,1895581000.00,8285753000.00,29987018000.00,9154118000.00,19422915000.00,1282182000.00,45288000.00,2805281000.00,1511965000.00,1293316000.00,3960892000.00,1834245000.00,671655000.00,1514076000.00,86477000.00,925974000.00,502341970.00,21466499000.00,0.00,1236894000.00,5.71,8.46,10.89,7.44,0.00,0.72,0.72,1410.00,168.56,209.00,66.00,148.55,154.00,2178371000.00,1502379000.00,,,,,,,,
0.00,POR,Portland General Electric Company,4.91,4.70,0.35,0.33,8.57,70.07,29.93,5.05,-4.20,8.57,0.33,5.05,29.93,1.45,2.43,10.57,1018000000.00,778000000.00,2404000000.00,2.36,2.79,16.24,6.49,3.55,12.81,4.57,10.96,44.00,4820744192.00,1.00,1.38,10912000000.00,888000000.00,1268000000.00,-110000000.00,-35.14,-490000000.00,-156.55,4.15,482.85,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,-0.14,4828524544.00,313000000.00,3440000000.00,12544000000.00,8750000000.00,3319000000.00,4827000000.00,205000000.00,1025000000.00,1119000000.00,-94000000.00,778000000.00,1268000000.00,200000000.00,496000000.00,211000000.00,37000000.00,109562368.00,10345000000.00,567000000.00,4622000000.00,2.22,7.99,7.48,2.10,0.00,1.01,1.01,547.00,44.00,58.00,40.00,46.20,45.00,478333333.33,258000000.00,,,,,,,,
0.00,TPR,"Tapestry, Inc.",6.00,11.94,3.72,3.63,9.63,77.68,22.32,12.00,-4.20,9.63,3.63,12.00,22.32,1.35,14.87,15.22,2791500000.00,1216600000.00,4300600000.00,1.54,1.37,133.20,0.78,-36.24,1.60,-3.68,20.70,113.22,23437163615.76,0.17,3.34,1861300000.00,214900000.00,122700000.00,1001700000.00,546.78,1093900000.00,597.11,1.28,2343.72,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.82,23437162496.00,183200000.00,7010700000.00,6580500000.00,5722700000.00,2896900000.00,3899200000.00,98500000.00,2905600000.00,1556900000.00,1348700000.00,1216600000.00,122700000.00,299300000.00,224900000.00,85400000.00,32900000.00,207005508.00,1820500000.00,40800000.00,3800700000.00,8.65,29.95,9.76,1.83,0.00,1.00,1.00,1186.00,113.22,142.00,66.00,117.22,120.00,869700000.00,645066666.67,,,,,,,,
0.00,RCL,Royal Caribbean Cruises Ltd.,16.46,8.46,0.52,0.44,1.76,1.24,98.76,5.06,-4.29,1.76,0.44,5.06,98.76,4.41,2.58,0.00,-2842000000.00,5265000000.00,8345000000.00,-2.94,8.19,24.33,3.27,-1.00,120.77,-1.00,27.16,323.58,87893278222.80,0.24,5.17,33556000000.00,1379000000.00,3268000000.00,3886000000.00,135.07,1997000000.00,69.41,0.12,8879.24,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.74,88792358912.00,2877000000.00,16485000000.00,37070000000.00,29335000000.00,4724000000.00,20820000000.00,670000000.00,1705000000.00,9817000000.00,-8112000000.00,5265000000.00,3268000000.00,107000000.00,1600000000.00,1590000000.00,0.00,271627660.00,32508000000.00,1048000000.00,20150000000.00,-0.80,-4.75,44.70,4.93,0.00,0.91,0.91,1583.00,323.58,420.00,218.00,355.70,362.00,2267000000.00,806000000.00,,,,,,,,
0.00,LAC,Lithium Americas Corp.,-4.32,79.34,0.00,0.00,-1.00,0.00,100.00,4.85,-4.85,-1.00,0.00,4.85,100.00,0.06,inf,0.00,-162440000.00,-13013000.00,-147471000.00,0.91,-9.73,inf,-3.08,-1.00,-1.00,-1.00,24.17,5.71,1379894622.26,0.02,0.00,451194000.00,222225000.00,177693000.00,-235238000.00,553.14,-190706000.00,448.42,-1.00,153.22,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,18.08,1532199168.00,-42528000.00,0.00,1044944000.00,99604000.00,384929000.00,22637000.00,0.00,602175000.00,58280000.00,543895000.00,-13013000.00,177693000.00,-1.00,992000.00,0.00,0.00,241662806.00,426800000.00,24394000.00,0.00,-68.24,20.98,-1.00,-0.69,0.13,0.17,0.20,269.00,5.71,7.50,2.50,4.80,5.00,-37183666.67,-38471333.33,,,,,,,,
0.00,EQT,EQT Corporation,1.92,8.52,0.19,0.37,17.74,55.43,44.57,8.48,-5.58,17.74,0.37,8.48,44.57,0.63,0.61,8.36,2594027000.00,2826973000.00,11133831000.00,4.29,0.91,28.50,0.68,-1.00,-8.60,-1.00,62.41,54.43,33967422510.00,0.28,4.78,31747818000.00,10959998000.00,2253709000.00,-8133025000.00,-3527.25,573264000.00,248.62,0.96,3396.74,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,-2.88,33967423488.00,230577000.00,5222192000.00,39830255000.00,15552119000.00,14773200000.00,9366055000.00,139019000.00,1714679000.00,2461549000.00,-746870000.00,2826973000.00,2253709000.00,326581000.00,2162350000.00,454825000.00,22079000.00,624057000.00,31747818000.00,0.00,9227036000.00,7.62,15.07,13.38,7.24,0.01,0.90,0.91,1393.00,54.43,80.00,46.00,62.88,62.00,1875498000.00,1245591333.33,,,,,,,,
0.00,WMB,"The Williams Companies, Inc.",8.84,9.79,0.29,0.33,23.01,91.24,8.76,6.37,-5.71,23.01,0.33,6.37,8.76,2.17,2.45,21.43,8970000000.00,4974000000.00,19746000000.00,2.20,4.23,32.32,2.88,13.34,-0.39,2.42,122.12,63.35,77361590000.45,0.35,6.88,40777000000.00,6423000000.00,2678000000.00,-1449000000.00,-65.12,2296000000.00,103.19,2.99,7816.76,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.29,78167564288.00,2225000000.00,10503000000.00,54532000000.00,39692000000.00,12402000000.00,26937000000.00,192000000.00,2661000000.00,5312000000.00,-2651000000.00,4974000000.00,2678000000.00,2316000000.00,2219000000.00,1364000000.00,640000000.00,1221177427.00,38692000000.00,2085000000.00,26745000000.00,5.28,22.25,26.62,6.29,0.00,0.89,0.89,2090.00,63.35,78.00,44.00,64.32,65.00,4560000000.00,2484333333.33,,,,,,,,
0.00,FTAI,FTAI Aviation Ltd.,6.39,7.18,0.76,0.57,-1.98,586.45,-486.45,11.35,-5.86,-1.98,0.57,11.35,-486.45,19.62,1.14,38.73,-44945000.00,-187956000.00,-101675000.00,2.26,0.29,40.50,0.05,-1.00,72.91,-1.00,10.26,166.86,17114929982.28,0.20,7.99,-1.00,-1.00,1156561000.00,-1.00,-1.00,-1344517000.00,-15486.26,0.90,1711.49,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1.00,17114930176.00,8682000.00,1734901000.00,4037952000.00,3956584000.00,175349000.00,3440478000.00,408923000.00,1226018000.00,347246000.00,878772000.00,-187956000.00,1156561000.00,154340000.00,262031000.00,221721000.00,5487000.00,102570598.00,2507088000.00,-1.00,3031555000.00,1.87,108.63,251.06,9.04,0.01,0.98,0.99,555.00,166.86,230.00,150.00,186.00,180.00,215143000.00,19763000.00,,,,,,,,
0.00,BN,Brookfield Corporation,4.81,5.00,0.57,0.68,1.38,68.92,31.08,6.52,-6.23,1.38,0.68,6.52,31.08,5.13,1.08,34.64,7793000000.00,7569000000.00,30661000000.00,3.93,0.13,155.86,0.62,-49.93,4.33,-3.12,149.58,68.58,102580333579.08,2.29,1.31,153019000000.00,15139000000.00,11172000000.00,-7570000000.00,-1180.97,-3603000000.00,-562.09,0.65,10258.03,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,-1.00,102580338688.00,641000000.00,86006000000.00,490424000000.00,325041000000.00,45777000000.00,234792000000.00,0.00,56175000000.00,86117000000.00,-29942000000.00,7569000000.00,11172000000.00,663000000.00,9737000000.00,16615000000.00,982000000.00,1495776226.00,153019000000.00,0.00,0.00,0.37,3.54,2.52,0.24,0.18,0.59,0.71,1227.00,68.58,83.00,48.00,73.44,76.00,19478333333.33,1275666666.67,,,,,,,,
0.00,CAVA,"CAVA Group, Inc.",5.88,2.17,1.47,1.44,1.63,0.00,100.00,8.60,-6.24,1.63,1.44,8.60,100.00,0.66,-1.00,-117.52,47221000.00,161027000.00,267559000.00,5.67,13.25,54.92,1.86,-1.00,24.44,-1.00,11.60,60.41,7004798658.90,0.05,6.89,722459000.00,104132000.00,108131000.00,56895000.00,43.66,52896000.00,40.59,0.00,746.38,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.35,7463758336.00,130319000.00,963713000.00,1169669000.00,474103000.00,570802000.00,378708000.00,7438000.00,394154000.00,132636000.00,261518000.00,161027000.00,108131000.00,0.00,60355000.00,-1.00,-70409000.00,115954290.00,694734000.00,27725000.00,371270000.00,-2.25,16.46,20.58,12.10,0.06,0.84,0.89,685.00,60.41,125.00,72.00,91.40,90.00,25865000.00,28204000.00,,,,,,,,
0.00,ALLY,Ally Financial Inc.,-1.00,0.00,0.90,0.83,12.20,50.31,49.69,11.39,-6.37,12.20,0.83,11.39,49.69,1.40,0.00,19.98,6399000000.00,4528000000.00,19374000000.00,3.03,0.34,38.43,5.54,-40.03,0.44,-0.96,30.78,39.20,12066074815.20,1.59,1.80,9336000000.00,78000000.00,3460000000.00,4450000000.00,666.17,1068000000.00,159.88,3.99,1236.16,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,0.98,12361570304.00,668000000.00,8897000000.00,191836000000.00,177933000000.00,13703000000.00,19231000000.00,0.00,0.00,0.00,0.00,4528000000.00,3460000000.00,482000000.00,1199000000.00,7472000000.00,167000000.00,307808031.00,9336000000.00,0.00,0.00,0.70,9.33,7.21,0.49,0.10,0.85,0.95,765.00,39.20,70.00,39.00,47.53,45.00,0.00,1113000000.00,,,,,,,,
0.00,IBKR,"Interactive Brokers Group, Inc.",23.80,21.26,-1.00,-1.00,8.29,9.90,90.10,-1.00,-6.47,8.29,-1.00,-1.00,90.10,0.00,1.87,7.79,2043000000.00,8724000000.00,23132000000.00,11.32,0.59,36.22,2.46,28.82,46.88,1.26,44.52,68.81,30637444418.56,0.00,19.94,-1.00,-1.00,49000000.00,-1.00,-1.00,8675000000.00,1149.01,0.30,11239.22,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1.00,112392151040.00,755000000.00,9316000000.00,150142000000.00,133545000000.00,3584000000.00,14000000.00,0.00,135230000000.00,117004000000.00,18226000000.00,8724000000.00,49000000.00,92000000.00,96000000.00,4191000000.00,288000000.00,445246976.00,-1.00,0.00,0.00,0.42,16.58,18.66,0.49,0.03,0.89,0.92,1102.00,68.81,75.00,46.00,66.00,67.00,5802333333.33,578333333.33,,,,,,,,
0.00,WYNN,"Wynn Resorts, Limited",11.64,6.67,0.85,0.67,2.31,13.04,86.96,7.84,-6.49,2.31,0.67,7.84,86.96,-48.39,1.97,0.57,51430000.00,1426203000.00,2380219000.00,46.28,3.58,38.18,3.76,-1.00,23.72,-1.00,10.40,128.27,13337069631.37,0.91,1.92,8605995000.00,580923000.00,422544000.00,845280000.00,168.69,1003659000.00,200.30,1.05,1340.99,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.59,13409853440.00,501078000.00,7127961000.00,12977963000.00,13946566000.00,-251382000.00,12165624000.00,-1.00,2921679000.00,1539534000.00,1382145000.00,1426203000.00,422544000.00,139564000.00,658895000.00,688410000.00,3682000.00,103976531.00,8318559000.00,287436000.00,-1.00,1.03,-28.93,-145.68,5.33,0.31,0.72,1.05,722.00,128.27,150.00,110.00,131.38,129.00,773183000.00,269072000.00,,,,,,,,
0.00,PENN,"PENN Entertainment, Inc.",0.93,2.14,0.67,0.65,-2.99,0.00,100.00,4.79,-6.72,-2.99,0.65,4.79,100.00,3.51,0.34,8.20,-158600000.00,359300000.00,2589500000.00,-16.33,-1.94,inf,-11.11,-1.00,3.66,-1.00,14.56,19.26,2804722785.36,4.01,0.43,10187500000.00,628600000.00,540600000.00,-269300000.00,86.45,-181300000.00,58.20,0.00,289.09,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,-0.75,2890893312.00,-311500000.00,6578100000.00,15261700000.00,12403300000.00,3202100000.00,11249200000.00,38700000.00,1154400000.00,1415100000.00,-260700000.00,359300000.00,540600000.00,0.00,433600000.00,470500000.00,-28000000.00,145624236.00,9696100000.00,491400000.00,11210500000.00,-0.81,-4.32,-14.41,-2.92,0.01,1.01,1.03,477.00,19.26,30.00,17.00,22.19,21.75,342600000.00,-193133333.33,,,,,,,,
0.00,BROS,Dutch Bros Inc.,4.87,2.68,1.03,1.13,0.76,0.00,100.00,7.65,-6.78,0.76,1.13,7.65,100.00,2.59,3.93,21.72,19544000.00,246432000.00,526605000.00,26.94,2.00,113.78,0.53,-1.00,37.03,-1.00,12.70,52.34,6645101264.56,0.14,6.02,1445801000.00,247905000.00,221738000.00,-1473000.00,-4.18,24694000.00,70.04,-1.00,873.59,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.01,8735936512.00,35258000.00,1281015000.00,2501085000.00,1737220000.00,364345000.00,942909000.00,17501000.00,357941000.00,203071000.00,154870000.00,246432000.00,221738000.00,-1.00,93005000.00,27020000.00,18435000.00,126960284.00,1373850000.00,71951000.00,925408000.00,-0.21,-1.78,0.70,0.12,0.03,0.85,0.88,618.00,52.34,95.00,72.00,82.82,83.00,54169666.67,10741000.00,,,,,,,,
0.00,AMZN,"Amazon.com, Inc.",15.94,8.67,2.11,2.16,4.68,0.00,100.00,17.90,-7.80,4.68,2.16,17.90,100.00,0.65,28.51,13.50,120315000000.00,115877000000.00,293902000000.00,2.44,11.22,33.57,2.53,19.73,10.74,1.70,1066.49,219.57,2341694749138.29,0.06,3.50,375442000000.00,122707000000.00,82999000000.00,-6830000000.00,-11.53,32878000000.00,55.49,0.00,234393.44,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.06,2343934361600.00,59248000000.00,637959000000.00,624894000000.00,338924000000.00,201875000000.00,130900000000.00,0.00,190867000000.00,179431000000.00,11436000000.00,115877000000.00,82999000000.00,0.00,52795000000.00,2406000000.00,9265000000.00,10664912097.00,328806000000.00,46636000000.00,0.00,2.76,7.79,17.49,6.14,0.08,0.66,0.72,7118.00,219.57,306.00,230.00,266.00,265.00,36063333333.33,28983666666.67,8548000000.00,8548000000.00,71020000000.00,210423000000.00,0.62,341323000000.00,18.00,28.16
0.00,B,Barrick Mining Corporation,11.18,7.73,0.47,0.45,10.56,117.36,-17.36,7.53,-8.34,10.56,0.45,7.53,-17.36,0.23,9.89,32.99,5870000000.00,4491000000.00,16082000000.00,2.74,4.68,20.61,3.84,2.29,2.54,9.01,170.60,32.77,55905416498.30,0.09,4.25,28641000000.00,4058000000.00,3174000000.00,433000000.00,20.20,1317000000.00,61.43,1.24,5880.50,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.10,58805010432.00,2144000000.00,12922000000.00,47626000000.00,14370000000.00,23341000000.00,5256000000.00,103000000.00,7632000000.00,2642000000.00,4990000000.00,4491000000.00,3174000000.00,696000000.00,1915000000.00,423000000.00,1520000000.00,1705993790.00,28641000000.00,0.00,5153000000.00,1.85,3.68,5.52,2.77,0.01,0.63,0.63,1140.00,32.77,39.60,21.00,33.58,36.00,3405666666.67,1282666666.67,25200000.00,10000000.00,5031000000.00,23366200000.00,0.22,28519200000.00,11.82,9.18
0.00,ERJ,Embraer S.A.,10.39,5.22,3.28,2.95,1.51,2.72,97.28,12.72,-8.38,1.51,2.95,12.72,97.28,0.93,3.14,36.34,286400000.00,871200000.00,2754800000.00,9.62,3.27,29.20,3.18,-1.00,15.07,-1.00,18.34,60.45,11086018290.75,0.23,0.28,2170200000.00,434000000.00,466200000.00,437200000.00,124.03,405000000.00,114.89,0.00,1108.60,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.50,11086018560.00,352500000.00,6394700000.00,11824300000.00,8479700000.00,2786500000.00,2602900000.00,262700000.00,6512400000.00,4416300000.00,2096100000.00,871200000.00,466200000.00,0.00,243600000.00,212500000.00,202400000.00,183391535.00,2046000000.00,124200000.00,2340200000.00,-0.13,-0.48,6.13,1.57,0.00,0.47,0.47,427.00,60.45,79.00,44.00,64.71,66.50,381366666.67,110366666.67,210440000.00,59660000.00,764840000.00,2996940000.00,0.87,5337140000.00,9.12,11.76
