,symbol,name,ticker,longName,p/e,3-5yr Average ROA (%),3-5yr Average ROE (%),ROE,ROA,ROCE,ROCE (3yr avg),NFAT,NFAT (3yr avg),NPM,DPR,Retention Ratio,Dep,SSGR,Av NPM (over 3 years),Au NFA/T (over 3 years),Av Dep%NFA (over 3 years),Au Retention ratio (over 3 years),d/e,Interest coverage,tax %,cPAT,CFO,cCFO,cCFO/cPAT,p/a,EY,Earnings Growth 5yr cagr,Sales Growth 5yr cagr,PEG,no. shares (cr),Current Price,market cap,d/e_market,p/s,NFA + CWIP,Capex,Capex_from_cashflow_statement,FCF,FCF%,FCF_capex_from_cashflow,FCF%_capex_from_cashflow,DV,Mcap (cr),d/e decreasing trend 5 yrs,Sales cagr >15%,npm >8%,Tax payout >25%,Interest coverage >3,d/e <0.5,CFO >0,cCFO > PAT,p/e <10,peg <1,EY >7%,p/b <3,DV >3%,EY >7,sgr > Sales growth (very linear),FCF/CFO,Market Cap,Net Income,Total Revenue,Total Assets,Total Liabilities,Total Stockholders Equity,Total Debt,Cash and Cash Equivalents,Current Assets,Current Liabilities,Working Capital,Operating Cash Flow,Capital Expenditure,Dividends Paid,Depreciation & Amortization,Interest Expense,Income Tax Expense,Shares Outstanding,Net Fixed Assets,Construction in Progress,Net Debt,insidersPercentHeld,institutionsPercentHeld,institutionsFloatPercentHeld,institutionsCount,current,high,low,mean,median,Normalized EBIT,Normalized Net Income,Research Asset,R&D Amortization,Adjusted EBIT (R&D),Adjusted Book Equity (R&D),Adjusted D/E (R&D),Adjusted Invested Capital (R&D),Adjusted ROC (R&D),Adjusted ROE (R&D)
11.00,FOXA,Fox Corp,FOXA,Fox Corporation,12.20,6.24,12.82,14.23,6.85,17.07,13.92,6.37,5.96,10.98,18.36,81.64,15.64,37.78,10.98,5.96,15.64,81.64,0.70,8.01,25.09,6208000000.00,3324000000.00,8848000000.00,1.43,10.30,17.99,33.05,5.27,0.37,21.00,59.92,12580504079.36,0.59,1.56,2790000000.00,281000000.00,331000000.00,3043000000.00,134.47,2993000000.00,132.26,2.20,2547.15,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,0.92,25471512576.00,2263000000.00,16300000000.00,23195000000.00,10840000000.00,10714000000.00,7465000000.00,174000000.00,8429000000.00,2897000000.00,5532000000.00,3324000000.00,331000000.00,277000000.00,385000000.00,403000000.00,768000000.00,209955008.00,2519000000.00,271000000.00,7291000000.00,0.01,1.17,1.18,1068.00,59.92,72.00,48.00,60.47,62.00,2686000000.00,1667666666.67,,,,,,,,
18.00,HSII,Heidrick & Struggles International Inc,HSII,"Heidrick & Struggles International, Inc.",31.79,5.83,16.88,12.47,4.70,10.40,13.76,8.68,9.59,4.45,62.26,37.74,13.93,2.17,4.45,9.59,13.93,37.74,0.22,inf,71.53,215196000.00,150431000.00,514328000.00,2.39,0.76,0.83,-51.29,3.42,-0.62,2.07,50.86,1054648218.00,0.10,0.91,135203000.00,32245000.00,26315000.00,118186000.00,1354.10,124116000.00,1422.04,1.23,105.46,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,0.79,1054648256.00,8728000.00,1115676000.00,1194188000.00,741371000.00,462278000.00,100805000.00,39935000.00,772977000.00,483013000.00,289964000.00,150431000.00,26315000.00,12923000.00,18857000.00,0.00,21924000.00,20736300.00,135203000.00,0.00,60870000.00,0.02,0.98,1.00,310.00,50.86,56.00,48.00,53.33,56.00,89604666.67,47541333.33,53461800.00,13233400.00,83766600.00,515739800.00,0.20,576609800.00,4.14,1.69
0.00,ANF,Abercrombie & Fitch Co.,ANF,Abercrombie & Fitch Co.,9.25,5.82,19.15,37.93,11.54,35.93,22.31,3.81,3.41,6.39,-1.00,101.00,11.28,10.74,6.39,3.41,11.28,-1.00,0.92,61.34,25.32,1160172000.00,710376000.00,1639237000.00,1.41,19.04,12.67,36.19,10.05,0.26,4.76,93.83,4470370839.00,0.21,0.88,1420060000.00,313185000.00,182903000.00,397191000.00,70.15,527473000.00,93.16,-1.00,447.04,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,0.56,4470370816.00,566223000.00,4948587000.00,3299887000.00,1948564000.00,1035160000.00,951613000.00,104154000.00,1673431000.00,1126944000.00,546487000.00,710376000.00,182903000.00,-1.00,153773000.00,12077000.00,194661000.00,47643300.00,1378894000.00,41166000.00,847459000.00,0.02,1.00,1.03,559.00,93.83,145.00,84.00,114.63,115.00,464219000.00,299054000.00,,,,,,,,
27.00,OMC,Omnicom Group Inc,OMC,Omnicom Group Inc.,11.21,4.90,40.44,40.52,5.06,17.81,18.16,8.28,7.45,9.37,40.64,59.36,11.22,30.26,9.37,7.45,11.22,59.36,1.90,9.28,26.34,5584100000.00,1733500000.00,6027300000.00,1.08,5.28,9.76,4.70,3.16,2.39,19.37,78.34,15175291831.68,0.45,0.95,1868300000.00,188700000.00,140600000.00,1544800000.00,104.34,1592900000.00,107.58,3.64,1517.53,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,0.89,15175291904.00,1480600000.00,15689100000.00,29620700000.00,24445800000.00,3616300000.00,6870800000.00,1019400000.00,16223000000.00,16300300000.00,-77300000.00,1733500000.00,140600000.00,552700000.00,241700000.00,245200000.00,560500000.00,193723008.00,1868300000.00,0.00,5851400000.00,0.01,1.14,1.16,1322.00,78.34,115.00,78.00,96.33,99.00,2242400000.00,1396166666.67,,,,,,,,
35.00,PBYI,Puma Biotechnology Inc,PBYI,"Puma Biotechnology, Inc.",5.01,4.77,28.78,57.54,9.54,31.18,22.32,33.54,23.98,7.43,0.00,100.00,89.86,88.42,7.43,23.98,89.86,100.00,1.39,2.49,-25.63,22745000.00,38918000.00,70750000.00,3.11,13.13,12.12,-1.00,-3.08,-1.00,5.04,4.96,249838672.00,0.30,1.05,5094000.00,7971000.00,56000.00,30947000.00,102.21,38862000.00,128.35,0.00,24.98,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,0.80,249838672.00,30278000.00,230468000.00,213333000.00,121208000.00,53442000.00,74082000.00,3700000.00,147658000.00,96111000.00,51547000.00,38918000.00,56000.00,0.00,11524000.00,12452000.00,-6178000.00,50370700.00,5094000.00,0.00,70382000.00,0.15,0.68,0.80,165.00,4.96,4.00,2.00,3.00,3.00,28201666.67,17290333.33,155332600.00,45885400.00,45601600.00,208774600.00,0.35,279156600.00,20.52,14.50
21.00,IPG,Interpublic Group of Cos Inc (The),IPG,"The Interpublic Group of Companies, Inc.",22.75,4.77,25.04,17.82,3.67,14.93,16.49,5.76,5.51,8.37,54.79,45.21,14.58,6.28,8.37,5.51,14.58,45.21,1.08,6.22,31.83,3678700000.00,1055200000.00,4327600000.00,1.18,3.58,7.01,-8.73,1.45,-2.61,36.63,26.85,9832410340.48,0.43,1.11,1604600000.00,64200000.00,141800000.00,991000000.00,143.73,913400000.00,132.47,5.05,983.24,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.94,9832410112.00,689500000.00,10691700000.00,18325800000.00,14415700000.00,3942600000.00,4254600000.00,77000000.00,10606000000.00,9758000000.00,848000000.00,1055200000.00,141800000.00,496500000.00,258900000.00,229900000.00,333900000.00,366265984.00,1604600000.00,0.00,4177600000.00,0.00,0.99,1.00,943.00,26.85,39.00,25.60,32.64,34.00,1449800000.00,908633333.33,,,,,,,,
5.00,BBUC,Brookfield Business Corp,BBUC,Brookfield Business Corporation,inf,3.17,-538.37,83.78,2.14,0.44,2.09,3.14,2.42,3.11,3.99,96.01,28.07,-20.86,3.11,2.42,28.07,96.01,9.97,inf,7.13,578000000.00,-111000000.00,826000000.00,1.43,-4.19,-37.35,-1.00,8.79,-1.00,7.00,33.97,2377788034.88,3.69,0.29,2480000000.00,517000000.00,297000000.00,-628000000.00,70.72,-408000000.00,45.95,0.76,237.78,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,5.66,2377788160.00,-888000000.00,8208000000.00,19098000000.00,16463000000.00,880000000.00,8770000000.00,222000000.00,2935000000.00,4810000000.00,-1875000000.00,-111000000.00,297000000.00,18000000.00,780000000.00,0.00,-148000000.00,69996704.00,2480000000.00,0.00,8548000000.00,0.01,0.91,0.92,201.00,33.97,,,,,373666666.67,180666666.67,,,,,,,,
39.00,RMNI,Rimini Street Inc,RMNI,"Rimini Street, Inc.",inf,3.00,-20.76,-44.67,6.64,-68.22,11.51,25.61,27.20,-1.01,0.00,100.00,50.27,-77.71,-1.01,27.20,50.27,100.00,-2.45,6.06,1.01,62526000.00,-38849000.00,75461000.00,1.21,-9.21,-9.08,-1.00,4.62,-1.00,9.25,4.32,399677760.00,0.24,0.94,17874000.00,7884000.00,3378000.00,-46733000.00,128.84,-42227000.00,116.42,-1.00,39.97,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1.20,399677760.00,-36272000.00,428753000.00,369063000.00,438508000.00,-39496000.00,96633000.00,4406000.00,256276000.00,324592000.00,-68316000.00,-38849000.00,3378000.00,-1.00,8162000.00,6305000.00,-371000.00,92518000.00,17052000.00,822000.00,92227000.00,0.22,0.65,0.82,159.00,4.32,7.00,6.00,6.63,6.75,8164000.00,-4231000.00,,,,,,,,
26.00,NL,NL Industries Inc.,NL,"NL Industries, Inc.",6.04,2.61,4.24,-0.61,-0.39,17.21,7.71,5.85,5.84,21.65,-149.01,249.01,14.37,300.46,21.65,5.84,14.37,249.01,0.00,66.60,16.87,149952000.00,25574000.00,107117000.00,0.71,11.66,20.72,9.54,1.20,0.63,4.89,6.64,324531394.59,0.00,2.12,24615000.00,1767000.00,1432000.00,23807000.00,35.41,24142000.00,35.91,11.29,32.45,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.93,324531392.00,67228000.00,145941000.00,578258000.00,162355000.00,369812000.00,500000.00,2154000.00,237958000.00,91062000.00,146896000.00,25574000.00,1432000.00,36634000.00,3691000.00,530000.00,14057000.00,48862700.00,24026000.00,589000.00,-1654000.00,0.83,0.13,0.75,116.00,6.64,,,,,39452333.33,32921333.33,,,,,,,,
2.00,AMCX,AMC Networks Inc,AMCX,AMC Networks Inc.,inf,2.10,12.07,23.23,4.06,-0.23,4.41,11.21,10.20,-0.39,0.00,100.00,100.00,-103.96,-0.39,10.20,100.00,100.00,2.32,2.46,-24.92,247108000.00,375615000.00,904842000.00,3.66,-4.56,-101.53,-1.00,-7.68,-1.00,3.19,7.00,223136303.00,10.90,0.13,201426000.00,958435000.00,44775000.00,-582820000.00,257.26,330840000.00,-146.04,0.00,30.35,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,-1.55,303469664.00,-226546000.00,2421314000.00,4362221000.00,3422080000.00,1048051000.00,2433239000.00,262257000.00,1670804000.00,702668000.00,968136000.00,375615000.00,44775000.00,0.00,987409000.00,166186000.00,43490000.00,31899400.00,201426000.00,0.00,2170982000.00,0.05,1.06,1.11,228.00,7.00,10.00,5.00,6.64,6.00,181402666.67,-1162666.67,,,,,,,,
4.00,BTMD,biote Corp,BTMD,biote Corp.,3.88,0.66,-2.09,-8.98,2.48,16.96,9.28,29.62,46.06,0.93,-305.79,405.79,71.37,103.22,0.93,46.06,71.37,405.79,-3.77,2.87,95.47,38123000.00,45243000.00,96689000.00,2.54,2.03,2.92,-72.46,12.26,-0.05,3.17,3.41,108072107.00,1.03,0.82,14445000.00,14924000.00,6956000.00,30319000.00,960.37,38287000.00,1212.77,4.39,16.32,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,0.67,163172944.00,3157000.00,197191000.00,122370000.00,224570000.00,-29397000.00,110862000.00,111000.00,68127000.00,51514000.00,16613000.00,45243000.00,6956000.00,4744000.00,3574000.00,11001000.00,970000.00,31692700.00,10219000.00,4226000.00,110751000.00,0.13,0.64,0.74,139.00,3.41,6.00,3.50,4.88,5.00,8005333.33,1834666.67,,,,,,,,
48.00,XPOF,Xponential Fitness Inc,XPOF,"Xponential Fitness, Inc.",inf,0.40,4.53,14.45,-4.07,-17.86,-2.17,4.87,5.76,-5.92,10.35,89.65,33.55,-64.13,-5.92,5.76,33.55,89.65,-2.92,0.39,0.35,-36707000.00,11677000.00,110905000.00,-3.02,-12.27,-22.16,-1.00,27.36,-1.00,3.51,8.35,293059950.00,1.30,1.29,41005000.00,-36790000.00,6528000.00,48467000.00,-74.62,5149000.00,-7.93,1.97,40.78,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,4.15,407772256.00,-64949000.00,320346000.00,403397000.00,714212000.00,-130004000.00,379623000.00,4869000.00,84147000.00,107887000.00,-23740000.00,11677000.00,6528000.00,5772000.00,17713000.00,46250000.00,-342000.00,35097000.00,38687000.00,2318000.00,374754000.00,0.07,0.91,0.98,167.00,8.35,21.00,9.00,12.33,12.00,-1619333.33,-21228000.00,,,,,,,,
30.00,MD,Pediatrix Medical Group Inc,MD,"Pediatrix Medical Group, Inc.",13.23,-0.01,0.24,-6.94,-2.65,-3.53,0.81,17.94,15.39,-1.53,0.00,100.00,26.62,-50.15,-1.53,15.39,26.62,100.00,0.78,4.51,2.24,37822000.00,206573000.00,587576000.00,15.54,-4.46,-6.62,-1.00,1.74,-1.00,8.71,17.20,1497412819.00,0.44,0.77,78439000.00,-35268000.00,22022000.00,241841000.00,-244.11,184551000.00,-186.29,0.00,149.74,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1.17,1497412736.00,-99069000.00,2012919000.00,2152700000.00,1387762000.00,849061000.00,662313000.00,5087000.00,639607000.00,434110000.00,205497000.00,206573000.00,22022000.00,0.00,32226000.00,40743000.00,-2272000.00,87084200.00,78439000.00,0.00,657226000.00,0.02,0.97,0.99,377.00,17.20,20.00,13.00,16.71,16.50,18061000.00,-31047333.33,,,,,,,,
29.00,OMI,Owens & Minor Inc.,OMI,"Owens & Minor, Inc.",inf,-0.14,-1.02,-4.42,-0.79,-7.68,-0.26,12.55,13.08,-1.19,0.00,100.00,32.75,-48.29,-1.19,13.08,32.75,100.00,2.32,2.06,-1.49,-160009000.00,161495000.00,1351388000.00,-8.45,-7.12,-96.12,-1.00,3.03,-1.00,7.72,4.89,377337917.00,5.67,0.04,897159000.00,310701000.00,228162000.00,-149206000.00,41.14,-66667000.00,18.38,-1.00,37.73,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,-0.92,377337920.00,-362686000.00,10700883000.00,4656156000.00,4090930000.00,924166000.00,2139808000.00,149515000.00,2021017000.00,1873739000.00,147278000.00,161495000.00,228162000.00,-1.00,264775000.00,143804000.00,5329000.00,77244200.00,864974000.00,32185000.00,1990293000.00,0.03,1.00,1.04,326.00,4.89,7.00,4.70,6.12,6.50,9806000.00,-127199333.33,,,,,,,,
14.00,GETY,Getty Images Holdings Inc,GETY,"Getty Images Holdings, Inc.",inf,-1.16,-7.13,3.28,0.76,10.35,6.29,4.37,4.43,-0.68,0.00,100.00,37.32,-40.35,-0.68,4.43,37.32,100.00,2.14,1.53,54.61,98386000.00,118320000.00,603043000.00,6.13,1.52,5.19,-11.28,0.74,#NAME?,41.48,1.84,761178199.68,1.78,0.80,209745000.00,50562000.00,57450000.00,67758000.00,171.40,60870000.00,153.97,0.00,76.12,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,0.57,761178240.00,39533000.00,939287000.00,2563708000.00,1845368000.00,633225000.00,1354710000.00,11477000.00,358815000.00,453255000.00,-94440000.00,118320000.00,57450000.00,0.00,61293000.00,131408000.00,47483000.00,414811008.00,209745000.00,0.00,1343233000.00,0.70,0.29,0.97,129.00,1.84,7.00,1.85,4.43,4.43,134018000.00,-6227333.33,,,,,,,,
36.00,RGS,Regis Corp,RGS,Regis Corporation,0.58,-1.54,374.93,908.01,16.01,27.01,8.00,0.62,0.55,3.53,0.00,100.00,1.32,0.60,3.53,0.55,1.32,100.00,-10.87,0.85,0.97,-115513000.00,-2040000.00,-148450000.00,1.29,14.99,170.92,-1.00,-21.00,-1.00,0.24,21.87,53274882.60,7.49,0.27,291576000.00,-72279000.00,376000.00,70239000.00,77.13,-2416000.00,-2.65,0.00,5.33,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,-34.43,53274884.00,91060000.00,202982000.00,530496000.00,473709000.00,-36730000.00,399279000.00,1802000.00,42050000.00,103518000.00,-61468000.00,-2040000.00,376000.00,0.00,3403000.00,25393000.00,869000.00,2435980.00,291576000.00,0.00,397477000.00,0.14,0.31,0.36,37.00,21.87,,,,,31314666.67,-727333.33,,,,,,,,
6.00,BMBL,Bumble Inc,BMBL,Bumble Inc.,inf,-3.04,-7.80,-45.29,-18.11,-29.56,-10.42,35.86,32.35,-20.40,-1.00,101.00,100.00,-766.63,-20.40,32.35,100.00,-1.00,0.39,4.80,-3.10,-331152000.00,123441000.00,543305000.00,-1.64,-15.37,-87.36,-1.00,12.09,-1.00,10.40,6.13,637587430.00,0.99,0.89,19727000.00,62456000.00,26754000.00,60985000.00,-10.95,96687000.00,-17.36,-1.00,92.08,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.49,920848640.00,-557008000.00,1071643000.00,2524887000.00,1175833000.00,1635015000.00,629516000.00,21157000.00,342242000.00,138570000.00,203672000.00,123441000.00,26754000.00,-1.00,70616000.00,39945000.00,23128000.00,104011000.00,19727000.00,0.00,608359000.00,0.04,1.06,1.10,285.00,6.13,8.00,5.00,6.71,7.00,-255040000.00,-213655666.67,316094600.00,90814800.00,-695390800.00,1951109600.00,0.32,2559468600.00,-28.01,-28.55
32.00,PBI,Pitney Bowes Inc.,PBI,Pitney Bowes Inc.,15.09,-3.90,146.55,250.47,-8.56,3.35,4.94,5.33,4.15,-9.04,22.40,77.60,21.81,-50.92,-9.04,4.15,21.81,77.60,-5.55,2.84,295.89,-553635000.00,229170000.00,785815000.00,-1.42,-4.77,-9.80,-1.00,-17.98,-1.00,17.21,12.08,2078385321.60,0.99,1.05,356601000.00,66933000.00,72403000.00,162237000.00,-79.69,156767000.00,-77.00,1.73,207.84,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.71,2078385280.00,-203597000.00,2026598000.00,3397516000.00,3975949000.00,-368576000.00,2047424000.00,66030000.00,1317954000.00,1672727000.00,-354773000.00,229170000.00,72403000.00,35956000.00,114485000.00,110094000.00,-154829000.00,172123008.00,356601000.00,0.00,1981394000.00,0.01,0.76,0.77,404.00,12.08,17.00,17.00,17.00,17.00,129524666.67,-184094666.67,95535000.00,28736800.00,60987200.00,-273041000.00,-7.50,1708353000.00,-6.99,74.57
28.00,OSPN,OneSpan Inc,OSPN,OneSpan Inc.,9.86,-6.90,-11.63,-16.44,-9.55,21.56,2.92,9.08,10.05,1.40,0.00,100.00,31.47,-17.36,1.40,10.05,31.47,100.00,0.04,inf,-22.79,-17735000.00,55667000.00,36428000.00,-2.05,19.74,9.87,-1.00,4.27,-1.00,3.83,15.09,578318214.00,0.01,2.40,28691000.00,12162000.00,9305000.00,43505000.00,76.21,46362000.00,81.22,0.00,57.83,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,0.78,578318208.00,57082000.00,243179000.00,338734000.00,126204000.00,159141000.00,6932000.00,9479000.00,175065000.00,110275000.00,64790000.00,55667000.00,9305000.00,0.00,8364000.00,0.00,-10595000.00,38324600.00,28691000.00,0.00,-2547000.00,0.10,0.98,1.09,301.00,15.09,23.00,15.00,19.50,20.00,7961333.33,4283000.00,107165600.00,31998400.00,49673600.00,266306600.00,0.03,263759600.00,23.13,21.43
10.00,CTMX,CytomX Therapeutics Inc,CTMX,"CytomX Therapeutics, Inc.",3.98,-11.92,6335.55,-133.06,19.77,71.91,-11.94,7.43,5.90,-54.77,0.00,100.00,12.17,-335.11,-54.77,5.90,12.17,100.00,-0.20,inf,0.70,-183887000.00,-86231000.00,-372085000.00,2.02,15.79,9.71,-1.00,54.69,-1.00,16.49,1.99,328176854.08,0.03,2.33,10603000.00,-4175000.00,310000.00,-82056000.00,-257.48,-86541000.00,-271.55,0.00,32.82,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,0.95,328176864.00,31869000.00,138103000.00,120533000.00,120989000.00,-47447000.00,9385000.00,3579000.00,107305000.00,85772000.00,21533000.00,-86231000.00,310000.00,0.00,1768000.00,0.00,224000.00,164912992.00,10603000.00,0.00,5806000.00,0.01,0.89,0.90,93.00,1.99,8.00,3.50,5.75,5.50,-27608000.00,-22672333.33,258193000.00,77381000.00,30996000.00,210746000.00,0.04,216552000.00,14.21,15.12
46.00,UIS,Unisys Corp,UIS,Unisys Corporation,inf,-13.05,341.23,517.36,-21.37,-3.49,-9.91,20.58,17.95,-12.12,0.00,100.00,100.00,-317.54,-12.12,17.95,100.00,100.00,-3.54,5.99,-156.57,-1178600000.00,135100000.00,354500000.00,-0.30,-9.84,-69.38,-1.00,-0.75,-1.00,7.13,3.91,278755630.00,1.93,0.14,95500000.00,102200000.00,63500000.00,32900000.00,-17.01,71600000.00,-37.02,0.00,27.88,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.24,278755648.00,-193400000.00,2008400000.00,1872300000.00,2141600000.00,-151800000.00,537100000.00,106300000.00,982400000.00,628000000.00,354400000.00,135100000.00,63500000.00,0.00,106400000.00,31900000.00,117900000.00,71293000.00,95500000.00,0.00,430800000.00,0.07,0.83,0.89,241.00,3.91,9.00,8.00,8.50,8.50,-130200000.00,-243366666.67,70400000.00,20400000.00,-38600000.00,-81400000.00,-6.60,349400000.00,-28.35,237.59
38.00,RIGL,Rigel Pharmaceuticals Inc,RIGL,"Rigel Pharmaceuticals, Inc.",7.05,-14.27,-194.30,-137.92,12.44,26.11,-27.27,94.04,54.98,-20.14,0.00,100.00,66.91,-1174.39,-20.14,54.98,66.91,100.00,-2.09,3.06,4.80,-84093000.00,31471000.00,-42152000.00,0.50,14.92,2.55,-1.00,6.30,-1.00,1.79,38.28,686550157.50,0.09,2.56,-1.00,-1.00,396000.00,-1.00,-1.00,31075000.00,177.72,0.00,68.66,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1.00,686550208.00,17485000.00,179278000.00,163976000.00,160688000.00,-28644000.00,59965000.00,10165000.00,135103000.00,63299000.00,71804000.00,31471000.00,396000.00,0.00,2228000.00,7918000.00,881000.00,17937300.00,338000.00,-1.00,49800000.00,0.03,0.78,0.81,177.00,38.28,67.00,23.00,38.33,29.50,-15600333.33,-22059666.67,105255600.00,34682200.00,14981800.00,76611600.00,0.78,126411600.00,11.28,22.82
47.00,WW,WW International Inc,WW,"WW International, Inc.",2.38,-16.04,30.25,15.52,-11.17,-62.67,-31.38,12.10,10.41,-27.10,0.00,100.00,51.92,-333.95,-27.10,10.41,51.92,100.00,-1.95,0.72,-0.15,-647699000.00,-16840000.00,223773000.00,-0.35,-35.20,-107.27,-1.00,-13.43,-1.00,1.00,32.27,322278231.10,4.60,0.43,57845000.00,23616000.00,16410000.00,-40456000.00,11.70,-33250000.00,9.62,0.00,32.23,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2.40,322278240.00,-345701000.00,785921000.00,550276000.00,1664648000.00,-761094000.00,1483133000.00,18551000.00,102648000.00,173331000.00,-70683000.00,-16840000.00,16410000.00,0.00,37784000.00,108954000.00,526000.00,9986930.00,57845000.00,0.00,1464582000.00,0.00,0.25,0.25,13.00,32.27,60.00,41.00,50.50,50.50,-166540666.67,-238274666.67,,,,,,,,
34.00,PTCT,PTC Therapeutics Inc,PTCT,"PTC Therapeutics, Inc.",6.96,-28.17,-8990.93,37.91,-20.18,-17.45,-33.18,4.56,5.35,-63.95,0.00,100.00,74.88,-417.22,-63.95,5.35,74.88,100.00,-3.02,-0.88,-0.05,-2072817000.00,-107688000.00,-874092000.00,0.42,-19.16,-9.31,-1.00,14.42,-1.00,7.94,49.10,3900410513.60,0.63,2.21,120689000.00,-6641000.00,74249000.00,-101047000.00,27.81,-181937000.00,50.08,0.00,390.04,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.94,3900410368.00,-363295000.00,806780000.00,1705024000.00,2803095000.00,-818555000.00,2471072000.00,44087000.00,1365531000.00,580981000.00,784550000.00,-107688000.00,74249000.00,0.00,75663000.00,166993000.00,176000.00,79438096.00,117655000.00,3034000.00,2426985000.00,0.02,1.02,1.04,401.00,49.10,118.00,44.00,66.69,65.50,-419890666.67,-516305333.33,1674901600.00,478644600.00,-140290600.00,856346600.00,2.89,3283331600.00,-4.27,-42.42
22.00,IRWD,Ironwood Pharmaceuticals Inc,IRWD,"Ironwood Pharmaceuticals, Inc.",inf,-55.91,-313.53,-654.88,-127.54,31.48,-139.83,20.86,20.95,-61.16,0.00,100.00,8.89,-1290.49,-61.16,20.95,8.89,100.00,-1.73,2.90,98.65,-297846000.00,103549000.00,822634000.00,-2.76,0.19,0.41,-85.47,-5.30,#NAME?,16.24,1.33,215956003.00,2.78,0.70,-1.00,-1.00,142000.00,-1.00,-1.00,103407000.00,11750.80,0.00,21.60,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,-1.00,215956000.00,880000.00,351410000.00,350908000.00,652243000.00,-346295000.00,599481000.00,11923000.00,182368000.00,38846000.00,143522000.00,103549000.00,142000.00,0.00,2011000.00,33034000.00,64318000.00,162434000.00,15523000.00,-1.00,587558000.00,0.03,0.98,1.01,220.00,1.33,1.10,0.70,0.95,1.00,-189396000.00,-275431333.33,259010000.00,68435200.00,141217800.00,-87285000.00,-6.87,500273000.00,0.38,-1.01
